Decision_ID,Approval_Batch_ID,Domain,Observed_L4_ID_PreApply,Source_Row_IDs,Source_L4_IDs_Before,Target_L3_ID,Expected_Title_en,Expected_Title_ko_Before,Expected_Description_ko_Before,Approved_Title_ko_After,Approved_Description_ko_After,Allowed_Changed_Fields,Expected_Before_SHA256,Editorial_Category,Terminology_Evidence,Clear_Mapping_Evidence,Approval_Status
KOC-0124,KOREAN_COPYEDIT_20260829,General,G_Others_027,SRC-G-0420,RAI4-0972; RAI4-1310,G_Others,Deficits in moral reasoning and value alignment,도덕적 추론·가치 정렬 결손,AI가 도덕적으로 허용되는 행동과 허용되지 않는 행동을 적절히 구분하지 못하거나 필요한 가치가 누락·오 정렬되어 유해한 판단과 행동을 산출하는 리스크.,도덕적 추론 및 가치 정렬 실패,AI 시스템이 도덕적으로 허용되는 행동과 허용되지 않는 행동을 적절히 구분하지 못하거나 필요한 가치가 누락되거나 인간의 가치와 정렬되지 않아 유해한 판단과 행동을 산출하는 리스크.,L4_Title_ko; L4_Description_ko,9c23d59d78139c5fca93c637bd9b9bec396f40770c4d0401aaaa18cf8d5b3404,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0125,KOREAN_COPYEDIT_20260829,General,G_Others_028,SRC-G-0019,RAI4-0671,G_Others,Denial of welfare benefits and entitlements,복지 혜택 및 자격 상실,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 기술 시스템의 오작동, 사용 또는 오용으로 인해 복지 급여, 연금, 주거 지원 등 사회 보장 혜택이나 수급 자격에 대한 접근이 거부되거나 상실되는 리스크.",복지 혜택 및 자격 상실,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기술 시스템의 오작동, 사용 또는 오용으로 인해 복지 급여, 연금, 주거 지원 등 사회 보장 혜택이나 수급 자격에 대한 접근이 거부되거나 상실되는 리스크.",L4_Description_ko,01a9e4a500651c7baa5e35109548413410fabe317aa49792d3280e771e061b82,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0126,KOREAN_COPYEDIT_20260829,General,G_Others_029,SRC-G-0482,RAI4-1341,G_Others,"Destabilization of economic, social, and political security",경제·사회·정치 안보의 불안정화,"AI 시스템의 환각, 잘못된 결정, 부적절한 사용 또는 외부 공격에 따른 성능 저하·중단·통제 상실이 개인 안전과 재산을 위협하고, 양극화, 선거 정당성 훼손, 세력 균형·기술 경쟁·전쟁 양상의 변화를 통해 사회 경제적 안정과 국제 안보를 함께 흔드는 리스크.",경제·사회·정치 안보의 불안정화,"AI 시스템의 환각, 잘못된 결정, 부적절한 사용 또는 외부 공격에 따른 성능 저하·중단·통제 상실이 개인 안전과 재산을 위협하고, 양극화, 선거 정당성 훼손, 세력 균형·기술 경쟁·전쟁 양상의 변화를 통해 사회경제적 안정과 국제 안보를 함께 흔드는 리스크.",L4_Description_ko,b2a1513e81911f616d7a7e161dac40d5a28b83851418d6342fb61dbd7f9acbe1,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0127,KOREAN_COPYEDIT_20260829,General,G_Others_030,SRC-G-0201,RAI4-0527,G_Others,Devaluation of creativity and critical thinking,창의성·비판적 사고의 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간의 창의성, 예술적 표현, 상상력, 비판적 사고와 문제 해결 능력이 평가 절하되거나 저하되는 리스크.",창의성·비판적 사고의 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 창의성, 예술적 표현, 상상력, 비판적 사고와 문제 해결 능력이 평가 절하되거나 저하되는 리스크.",L4_Description_ko,e9dd9cb100797df80e31f3774b28775a496b5f117dfe49a50f2f0f5d9f90b14d,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0128,KOREAN_COPYEDIT_20260829,General,G_Others_032,SRC-G-0042,RAI4-0382,G_Others,Dialect and register exclusion,방언·언어 사용역 배제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 방언·사회어·존댓말 체계·언어 사용 역이 오류로 처리되어 해당 공동체의 안전성과 유용성이 저하되는 리스크.,방언·언어 사용역 배제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 방언·사회어·존댓말 체계·언어 사용역이 오류로 처리되어 해당 공동체의 안전성과 유용성이 저하되는 리스크.,L4_Description_ko,7e53d02b4bc7c3f3745eb7120a90c847342587067e4ce299875ecdfa76063414,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0129,KOREAN_COPYEDIT_20260829,General,G_Others_033,SRC-G-0323,RAI4-0383,G_Others,Digital colonialism,디지털 식민주의,"AI 시스템이 데이터, 인프라, 지식, 의사 결정에 대한 비대칭적 통제를 강대 행위자로부터 약소 공동체로 확장하여 식민주의적 추출·종속 구조를 재생산하는 리스크.",디지털 식민주의,"AI 시스템이 데이터, 인프라, 지식, 의사결정에 대한 비대칭적 통제를 강대 행위자로부터 약소 공동체로 확장하여 식민주의적 추출·종속 구조를 재생산하는 리스크.",L4_Description_ko,b692c44f2520b5daf7e14fdfc296cf60d930f040b3e5229cbc0326b8ab5bf6fe,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0130,KOREAN_COPYEDIT_20260829,General,G_Others_035,SRC-G-0254,RAI4-1066,G_Others,Displacement of human creative work by synthetic substitutes,합성 창작물에 의한 인간 창작 노동의 대체,모델이 저작권을 직접 침해하지 않으면서도 예술가의 아이디어를 자본화한 콘텐츠를 생성하여 시장과 주목에서 인간의 원작을 대체할 만한 대체물이되는 리스크. 그 결과 창작 경제의 수익성이 훼손되고 인간의 창작과 혁신에 대한 유인이 약화되는 리스크.,합성 창작물에 의한 인간 창작 노동의 대체,모델이 저작권을 직접 침해하지 않으면서도 예술가의 아이디어를 자본화한 콘텐츠를 생성하여 시장과 주목에서 인간의 원작을 대체할 만한 대체물이 되는 리스크. 그 결과 창작 경제의 수익성이 훼손되고 인간의 창작과 혁신에 대한 유인이 약화되는 리스크.,L4_Description_ko,17e3f292f65b60d9eba1ac9c9ad96119599180b4deee4e1476bbfcce262c02af,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0131,KOREAN_COPYEDIT_20260829,General,G_Others_037,SRC-G-0027-S2,RAI4-0793,G_Others,Dissemination of Security Threats Involving Dangerous or Sensitive Information,위험·민감 정보의 보안 위협 확산,"AI가 위험·민감 정보의 접근·악용·확산을 지원하여 보안 취약점, 위해 실행 가능성 또는 조직·사회 수준의 위협을 확대하는 리스크.",위험하거나 민감한 정보의 악용·확산에 따른 보안 위협,"AI가 위험·민감정보의 접근·악용·확산을 지원하여 보안 취약점, 위해 실행 가능성 또는 조직·사회 수준의 위협을 확대하는 리스크.",L4_Title_ko; L4_Description_ko,7368ac4dfb7dcbda6f2cf43f9dd3a8b36b5b30196a46e26c77065d2b8e7ef645,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0132,KOREAN_COPYEDIT_20260829,General,G_Others_039,SRC-G-0450,RAI4-0580,G_Others,Dual-use research capability uplift,이중용도 연구 역량 상승,"생명 과학부터 AI 개발 자체에 이르기까지 여러 분야의 연구를 가속하고 역량 상한을 높이는 AI 시스템이 유해한 응용에도 동일한 역량 상승을 제공하여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형, 새로운 생물·화학 무기, 더 유능한 이중 용도 AI 시스템의 개발을 가능하게하는 리스크.",이중용도 연구 역량 상승,"생명 과학부터 AI 개발 자체에 이르기까지 여러 분야의 연구를 가속하고 역량 상한을 높이는 AI 시스템이 유해한 응용에도 동일한 역량 상승을 제공하여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형, 새로운 생물무기·화학무기, 더 유능한 이중 용도 AI 시스템의 개발을 가능하게 하는 리스크.",L4_Description_ko,bb23c43e99e601c15d625cbe9f415875e018d7602616bb8c2f9e90a119ce05be,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0133,KOREAN_COPYEDIT_20260829,General,G_Others_040,SRC-G-0469,RAI4-1004,G_Others,Economic loss,경제적 손실,"콘텐츠 제목·메타 데이터·텍스트를 파 싱하는 수익화 배제 알고리즘이 다의어에 불이익을 주고 차등 가격 책정 알고리즘이 동일 상품에 다른 가격을 제시하여, 퀴어·트랜스젠더·유색인 창작자 등에게 불균형한 금전적 피해가 발생하는 리스크.",경제적 손실,"콘텐츠 제목·메타데이터·텍스트를 구문 분석하는 수익화 배제 알고리즘이 다의어에 불이익을 주거나 차등 가격 책정 알고리즘이 동일 상품에 서로 다른 가격을 제시하여, 퀴어·트랜스젠더·유색인 창작자 등에게 불균형한 금전적 피해를 초래하는 리스크.",L4_Description_ko,1cb340dca29cacb2e1243cec9fbb8849870dcfa1a39f2e9bb901c84682229934,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0134,KOREAN_COPYEDIT_20260829,General,G_Others_042,SRC-G-0064,RAI4-1516,G_Others,Encoded reasoning,인코딩된 추론,"모델이스테가노그래피 기법으로 중간 추론 단계를 인간이 해석할 수 없는 방식으로 부호화하고, 성능 향상 효과 때문에 이러한 경향이 자연히 나타나며 역량이 높은 모델일수록 두드러지는 리스크.",인코딩된 추론,"AI 모델이 스테가노그래피 기법으로 중간 추론 단계를 인간이 해석할 수 없는 방식으로 부호화하고, 성능 향상 효과 때문에 이러한 경향이 자연히 나타나며 역량이 높은 모델일수록 두드러지는 리스크.",L4_Description_ko,55ebec3f0a0da958af2868fb6a95baa2038842f27fdda20381343a4a01fa67de,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0135,KOREAN_COPYEDIT_20260829,General,G_Others_043,SRC-G-0489,RAI4-1607,G_Others,End-user productivity loss from generative AI underperformance,생성형 AI 저성능에 의한 사용자 생산성 손실,생성형 AI 애플리케이션이 무의미하거나 저품질인 출력을 산출하여 유용성이 저하되고 최종 사용자의 생산성이 손실되는 리스크.,생성형 AI의 성능 미달에 따른 사용자 생산성 저하,생성형 AI 애플리케이션이 무의미하거나 품질이 낮은 출력을 생성하여 애플리케이션의 유용성과 최종 사용자의 생산성을 저하시키는 리스크.,L4_Title_ko; L4_Description_ko,43a588571beee02d52b3cbc5817d590f3d5a6e8e884ac3b02b467ade2ce8d35c,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0136,KOREAN_COPYEDIT_20260829,General,G_Others_047,SRC-G-0061,RAI4-1228,G_Others,Errors from poor prompt quality,프롬프트 품질 결함으로 인한 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간 언어의 모호성 때문에 프롬 프 트를 통한 인간과 기계의 상호 작용에서 오류와 오해가 발생하고, 프롬프트를디버깅하기 어려워 가치 있는 산출을 이끌어 내지 못하는 리스크.",프롬프트 품질 결함으로 인한 오류,"인간 언어의 모호성으로 인해 AI 시스템 또는 AI 알고리즘과의 프롬프트 기반 상호작용에서 오류나 오해가 발생하고 프롬프트 디버깅이 어려워져, 이용자가 유용한 산출물을 얻지 못하는 리스크.",L4_Description_ko,9b2b4a564e8663e2e46a12a5ba748178c82561eab9bba6f38d7895b4d6f506e9,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0137,KOREAN_COPYEDIT_20260829,General,G_Others_048,SRC-G-0487,RAI4-1566,G_Others,Exclusion and violence from systemic bias against specific communities,특정 집단 대상 체계적 편향에 의한 배제·폭력,AI 시스템이 특정 집단에 대해 명시적 또는 암묵적으로 불공정한 출력을 산출하여 오 분류에 따른 배제·삭제나 딥 페이크 성착취물과 같은 폭력 피해로 이어지는 리스크.,특정 집단 대상 체계적 편향에 의한 배제·폭력,AI 시스템이 특정 집단에 대해 명시적 또는 암묵적으로 불공정한 출력을 산출하여 오분류에 따른 배제·삭제나 딥페이크 성착취물과 같은 폭력 피해로 이어지는 리스크.,L4_Description_ko,db85e1fb9894533e2faca3b064a5931932a7387899d981b7c7da92bb013c80fe,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0138,KOREAN_COPYEDIT_20260829,General,G_Others_049,SRC-G-0417,RAI4-0942,G_Others,Existential and catastrophic risk from advanced AI systems,고도 AI에 의한 실존적·재앙적,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간 수준 이상의 지능을 갖춘 시스템이 기만적·권력 추구적 행동, 자기 복제, 종료 회피, 예기치 못한 창발 역량, 대량 살상 목적의 무기화를 통해 인간의 통제를 벗어나는 리스크. 이러한 시스템은 인간의 이익에 반하는 행동을 수행하여 인류에 재앙적이거나 실존적인 피해를 입힐 수 있는 리스크.",고도 AI 시스템에 의한 실존적·재앙적 위험,인간 수준 또는 그 이상의 역량을 지닌 고도 AI 시스템이 기만·권력 추구·자기복제·종료 회피·예상하지 못한 창발적 역량 또는 대량살상 수단으로의 무기화를 통해 인간의 통제를 벗어나 인간의 이익에 반하는 행동을 수행하고 인류에 재앙적 또는 실존적 피해를 초래하는 위험.,L4_Title_ko; L4_Description_ko,607939303d07ad83824d678af8c04309163b9bb431de549f5f5867ccdd435818,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0139,KOREAN_COPYEDIT_20260829,General,G_Others_050,SRC-G-0422,RAI4-0974,G_Others,Existential catastrophe from unaligned AGI,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",L4_Description_ko,2346960ae7c4c929e5864138af38d41a4345a94e9d817711c93f57ee71c36bb9,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0140,KOREAN_COPYEDIT_20260829,General,G_Others_051,SRC-G-0425,RAI4-1331,G_Others,Explainability deficits impeding rectification and accountability,설명가능성 결손에 따른 시정·책임 추적 불능,"딥 러닝으로 대표되는 AI 알고리즘의 복잡한 내부 동작과 블랙박스 또는 그 레이 박스 추론으로 산출 물이 예측하거나 추적할 수 없게 되어, 이상이 생겼을 때 신속히 시정하거나 책임 소재를 추적할 수 없는 리스크.",설명가능성 결손에 따른 시정·책임 추적 불능,"딥러닝을 비롯한 AI 알고리즘의 복잡한 내부 작동과 블랙박스·그레이박스 추론으로 인해 산출물을 예측·추적하기 어려워, 이상 발생 시 신속한 시정과 책임 소재 규명이 곤란해지는 리스크.",L4_Description_ko,514cbd554a958388e1b8189222ee0b32b6eb090da757c63c28a8f51ce5d0ea7a,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0141,KOREAN_COPYEDIT_20260829,General,G_Others_052,SRC-G-0145,RAI4-0307,G_Others,Failure to disclose robotic or AI identity,로봇·AI 정체성 미고지,시스템이 인공적 정체성을 명확히 알리지 않아 사용자가 로봇의 음성·외형·행동을 사람과의 상호 작용으로 오인하는 위험.,로봇·AI 정체성 미고지,시스템이 인공적 정체성을 명확히 알리지 않아 사용자가 로봇의 음성·외형·행동을 사람과의 상호작용으로 오인하는 위험.,L4_Description_ko,57af62f69dd5f4f1812d319d709f995d4b97fb93e1165fb72bcc05c031685cd2,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0142,KOREAN_COPYEDIT_20260829,General,G_Others_053,SRC-G-0029,RAI4-0810,G_Others,Faithfulness errors,성실성 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 생성 콘텐츠가 근거 자료나 입력 내용에 충실하지 않아, 유창하고 그럴듯해 보여도 원문 왜곡(충실성 오류)이 발생하는 리스크.",출력의 출처 충실성 오류,"AI 시스템이 근거 자료나 입력 내용에 충실하지 않은 콘텐츠를 생성하여, 출력이 유창하고 그럴듯하더라도 원문의 의미와 사실관계를 왜곡하는 리스크.",L4_Title_ko; L4_Description_ko,20b62e6a2f81fb4ecf1ed9010810184a13e512fa4177f5f5a6fb8df9d52734d8,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0143,KOREAN_COPYEDIT_20260829,General,G_Others_054,SRC-P-0008,RAI4-1383,G_Others,Fatal mistakes during the learning phase,학습 단계의 치명적 실수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,학습 단계의 치명적 실수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,L4_Description_ko,3b69d3b3265778349324c9e56a43764b8a2b25187bbea6e26253db8105ce7e8c,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0144,KOREAN_COPYEDIT_20260829,General,G_Others_056,SRC-G-0159,RAI4-0111,G_Others,General-purpose AI incident escalation failure,범용 AI 사고 에스컬레이션 실패,"범용 모델이나 기반 모델과 관련된 사고가 제공자, 배포자, 규제 기관, 사용자에게 상향 보고되지 않는 리스크.",범용 AI 사고의 상향 보고·공유 실패,범용 모델이나 기반 모델 관련 사고가 제공자·배포자·규제기관·이용자 사이에서 적절히 상향 보고·공유되지 않아 대응과 피해 완화가 지연되는 리스크.,L4_Title_ko; L4_Description_ko,36400d0c00e2fea63a4b933e42ed89391902b1b29b9fdf9a6aaead67952bf9bb,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0145,KOREAN_COPYEDIT_20260829,General,G_Others_057,SRC-G-0311,RAI4-0384,G_Others,Global South knowledge extraction,남반구 지식 추출,"남반구 공동체의 지식, 언어 데이터, 문화 자원이 적절한 인정·통제·이익 공유 없이 AI 개발에 추출되는 글로벌 사우스 지식 추출 리스크.",글로벌 사우스의 지식 추출,글로벌 사우스 공동체의 지식·언어 데이터·문화 자원이 적절한 인정·통제·이익 공유 없이 AI 개발을 위해 추출되는 리스크.,L4_Title_ko; L4_Description_ko,7ef1ad00b1b84c93a8017a79f816e3ffb104e9df66a446a4767cc4297c9bc983,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0146,KOREAN_COPYEDIT_20260829,General,G_Others_058,SRC-A-0040,RAI4-1554,G_Others,"Harassment, defamation, and extortion via multimodal deepfakes",멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 이미지·오디오·영상 등 다중 모달 리 티로 실존 또는 가상의 인물과 사건을 묘사하고 실존 인물의 말과 동작을 모사한 딥 페이크가 개인을 괴롭히고 명예를 훼손하며 위협·갈취하는 데 사용되는 리스크.,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이미지·오디오·영상 등 다중 모달리티로 실존 또는 가상의 인물과 사건을 묘사하고 실존 인물의 말과 동작을 모사한 딥페이크가 개인을 괴롭히고 명예를 훼손하며 위협·갈취하는 데 사용되는 리스크.,L4_Description_ko,a45c5994bb99bcc4f8addfaf2712b77d3d11802e5cd6d9bc15d95dff0c71a2b0,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0147,KOREAN_COPYEDIT_20260829,General,G_Others_059,SRC-G-0170,RAI4-0889,G_Others,Harm from overstated capabilities and product function failure,과장된 역량 주장과 제품 기능 실패에 따른 피해,"실제 역량 평가의 어려움과 오도성 홍보로 범용 AI 제품에 대한 비현실적 기대와 과잉 의존이 형성되고, 해당 제품이 환각에 의한 사실 날조, 잘못된 코드 생성, 부정확한 의료 정보 제공 등으로 의도된 기능을 수행하지 못하는 리스크. 이를 신뢰한 이용자는 신체적·심리적 피해를 입고 개인과 조직은 평판·재정·법적 손실을 입는다로 인해 구체적인 위해가 발생하는 리스크.",과장된 역량 주장과 제품 기능 실패에 따른 피해,"AI 제품의 실제 역량을 검증하기 어렵거나 공급자가 성능을 과장하여 비현실적 기대와 과잉 의존을 유발하고, 시스템이 사실 날조·잘못된 코드·부정확한 의료 정보 등으로 의도된 기능을 수행하지 못해 이용자와 조직에 신체적·심리적·평판상·재정적·법적 피해를 초래하는 리스크.",L4_Description_ko,112550dc92fbd941715b652bd2d2d08ed859c9df541e0e5ce1bdc4877f2be44d,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0148,KOREAN_COPYEDIT_20260829,General,G_Others_060,SRC-G-0355,RAI4-0493,G_Others,Harm perception and measurement failure,피해 인지·측정 실패,AI 관련 피해가 미묘하고 분산적이며 장기적으로 발현되어 기존의 피해인지·측정·인정 메커니즘이 작동하지 못하는 리스크.,피해 인지·측정 실패,AI 관련 피해가 미묘하고 분산적이며 장기적으로 발현되어 기존의 피해 인지·측정·인정 메커니즘이 작동하지 못하는 리스크.,L4_Description_ko,dbdeb150396694843796912c85d00d1604fd45471cec8c8136e03229eb6959f5,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0149,KOREAN_COPYEDIT_20260829,General,G_Others_061,SRC-P-0005,RAI4-0545,G_Others,Harm to artists from synthetic art proliferation,합성 예술의 확산에 따른 예술가 피해,"텍스트-이미지 모델로 합성 예술이 광범위하게 생성되고, 예술가의 작품이 무단·무보상으로 학습 데이터에 사용됨으로써 관련 분야의 예술가들에게 재정적 손해와 경제적 손실을 발생시키고, 합성 이미지와 진본의 구별이 어려워지는 리스크.",합성 예술의 확산에 따른 예술가 피해,"텍스트-이미지 모델로 합성 예술이 광범위하게 생성되고, 예술가의 작품이 무단·무보상으로 학습 데이터에 사용됨으로써 관련 분야의 예술가들에게 재정적 손해와 경제적 손실을 초래하고, 합성 이미지와 진본의 구별이 어려워지는 리스크.",L4_Description_ko,e2c5bff5a58bc66adc3b3bd26e0a39f6cbbb607247927a766e5590b4e56741b3,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0150,KOREAN_COPYEDIT_20260829,General,G_Others_062,SRC-G-0379,RAI4-1328,G_Others,Harms from estrangement,소외로 인한 피해,인간의 관찰과 상호 작용이 AI로 대체되면서 돌봄 주체·기관이 대상자로부터 소원해져 당사자의 이익이 인지되지 못하고 방치되는 리스크.,소외로 인한 피해,인간의 관찰과 상호작용이 AI로 대체되면서 돌봄 주체·기관이 대상자로부터 소원해져 당사자의 이익이 인지되지 못하고 방치되는 리스크.,L4_Description_ko,4fab4104700a534c280456e167edf9e2be629d4ad4ad7f642349cc851980f38f,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0151,KOREAN_COPYEDIT_20260829,General,G_Others_064,SRC-G-0244,RAI4-1060,G_Others,Illegitimate mass surveillance and censorship,불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크.",불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크.",L4_Description_ko,ee499fc9fa06c99e2e8b2d51a343608c171987d0e662ff2f6ec6ddb83be14235,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0152,KOREAN_COPYEDIT_20260829,General,G_Others_066,SRC-G-0421,RAI4-0973,G_Others,Inadequate risk management and legal processes for AGI,AGI에 대한 리스크 관리·법제도의 부적절성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 현행 리스크 관리 및 법적 절차의 역량이 AGI 개발을 적절히 관리하지 못하는 리스크.,AGI에 대한 리스크 관리·법제도의 부적절성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 현행 리스크 관리 및 법적 절차의 역량이 AGI 개발을 적절히 관리하지 못하는 리스크.,L4_Description_ko,e86ba4e2d35e5b27b4e8864bd1f1f14f5c12b704e59d267a00e79610aaf74cbd,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
