Audit_Order,Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Literal_Requirement,Intended_L3_Boundary,Intended_Harm_Mechanism,Current_Decision,Final_Implementation,Policy_Strict_Check,Fidelity_Status,Evidence_and_Reason,Residual_Nonblocking_Issue,Blocking_Issue,Final_Readiness
40,General,274,G_Others_074,잘못된 데이터 라벨,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_154 [G_Others] 잘못된 데이터 라벨,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
41,General,284,G_Others_084,개발 과정 문서화와 데이터 이해의 부족,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_155 [G_Others] 개발 과정 문서화와 데이터 이해의 부족,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
42,General,285,G_Others_085,학습 데이터의 대표성 부족,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_156 [G_Others] 학습 데이터의 대표성 부족,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
43,General,286,G_Others_086,복잡한 신경망 모델의 내재적 견고성 취약성,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_157 [G_Others] 복잡한 신경망 모델의 내재적 견고성 취약성,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
44,General,318,G_Others_118,학습·검증 데이터의 품질 결함과 부적절한 선 택,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_158 [G_Others] 학습·검증 데이터의 품질 결함과 부적절한 선 택,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
45,General,341,G_Others_141,배포 후 잔존 결함으로 인한 오작동,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_159 [G_Others] 배포 후 잔존 결함으로 인한 오작동,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
46,General,356,G_SOC_CULT_008,AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,"(jay) [분할] 복합적. Non-Contestability, Governance and Accountability Void 혼재되어 해당 L4를 분해 필요",복합 의미를 L3·위해 기제별로 분할,G_SYS_CONTEST | G_SOC_GOV,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_SYS_CONTEST_004 [G_SYS_CONTEST] AI 결정에 대한 이의제기와 중단의 불가능 || G_SOC_GOV_023 [G_SOC_GOV] AI 피해에 대한 책임·거버넌스 공백,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
47,General,357,G_SOC_CULT_009,인간의 의사결정 능력·거부권 침식,(jay) [이관] Non-Contestability,지목된 L3 또는 도메인으로 이관,G_SYS_CONTEST,지정 범위(G_SYS_CONTEST)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_SYS_CONTEST_001 [G_SYS_CONTEST] 인간의 의사결정 능력·거부권 침식,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
48,General,358,G_SOC_CULT_010,인간 존엄성 침식,(jay) [분할] 복합적. Cultural and Epistemic Erosion + Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_INT_REPR | G_SOC_CULT,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_INT_REPR_026 [G_INT_REPR] 보호집단 고정관념의 재생산 || G_SOC_CULT_015 [G_SOC_CULT] 저자원 언어와 문화적 의미의 침식,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
49,General,362,G_SOC_DEMOC_001,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,(jay) [분할] 복합적. Erosion of Democracy and Civic Order + Political Bias and Manipulation 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_INT_POL | G_SOC_DEMOC,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_INT_POL_007 [G_INT_POL] 개인화된 정치적 영향 조작 || G_SOC_DEMOC_005 [G_SOC_DEMOC] 민주적 공론과 시민 신뢰의 침식,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
50,General,363,G_SOC_DEMOC_002,초개인화 광고의 소비자 자율성 훼손,(jay) [이관] unethical Conduct and Manipulation,지목된 L3 또는 도메인으로 이관,G_INT_UNETH,지정 범위(G_INT_UNETH)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_UNETH_017 [G_INT_UNETH] 초개인화 광고의 소비자 자율성 훼손,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
51,General,435,G_SYS_CONTEST_001,높은 비용으로 인한 접근 배제,(jay) [이관] Inequality and Power Concentration,지목된 L3 또는 도메인으로 이관,G_SOC_POWER,지정 범위(G_SOC_POWER)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_SOC_POWER_021 [G_SOC_POWER] 높은 비용으로 인한 접근 배제,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
52,General,437,G_SYS_CONTEST_003,사용자 데이터 보유·재학습,(jay) [이관] Privacy Violation,지목된 L3 또는 도메인으로 이관,G_INT_PRIV,지정 범위(G_INT_PRIV)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_PRIV_014 [G_INT_PRIV] 사용자 데이터 보유·재학습,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
53,General,440,G_SYS_CONTEXT_002,맥락적 프라이버시 보호 실패,(jay) [분할] 복합적. 맥락 인식 실패 + Privacy violation 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_INT_PRIV,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,INTENT_CORRECTION_SPLIT_APPLIED,INTENT_CORRECTION_SPLIT_APPLIED; G_SYS_CONTEXT_008 [G_SYS_CONTEXT] 사회·상황적 단서의 오해 || G_INT_PRIV_023 [G_INT_PRIV] 맥락적 개인정보 보호 실패,명시적 분할: 원문이 지지하는 기제별 출력 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: SPLIT. 원문에 맥락 단서 오해와 개인정보 노출 기제가 모두 존재한다.,없음,NO,Ready
54,General,444,G_SYS_CONTEXT_006,저자원 언어 가치 손실,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",복합 의미를 L3·위해 기제별로 분할,G_SYS_EVAL | G_SOC_CULT | PROPOSED_INPUT_SCOPE_EXPANSION,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,INTENT_CORRECTION_SPLIT_APPLIED,INTENT_CORRECTION_SPLIT_APPLIED; G_SOC_CULT_016 [G_SOC_CULT] 저자원 언어의 가치·사회적 의미 손실 || G_Others_147 [G_Others] 저자원 언어에서의 성능·역량 부족 || G_SYS_EVAL_041 [G_SYS_EVAL] 저자원 언어 안전성 평가의 불충분성,명시적 분할: 원문이 지지하는 기제별 출력 확인,PASS,"이전 비통과 사례를 보정 명세대로 반영했다: SPLIT. 문화 의미 손실, 평가 편중, 일반 성능 부족을 분리하고 성능 부분은 G_Others/HD로 보존한다.",Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
55,General,445,G_SYS_CONTEXT_007,개인화된 설득 취약성,(jay) [이관] Unethical Conduct and Manipulation,지목된 L3 또는 도메인으로 이관,G_INT_UNETH,지정 범위(G_INT_UNETH)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_UNETH_018 [G_INT_UNETH] 개인화된 설득 취약성,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
56,General,460,G_SYS_EVAL_014,학습 데이터 어노테이션 결함,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_160 [G_Others] 학습 데이터 어노테이션 결함,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
57,General,484,G_SYS_INCONS_001,인간 피드백 데이터의 편향·비일관성,"(jay) [분할] 복합적. Value Imposition and Normative Homogenization, inconsistency, Allocative Discrimination, Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요 | 편향이 발생하는 과정을 기술. 어떤 편향인지 그 실질적인 피해 형태는 기재되어 있지 않음",복합 의미를 L3·위해 기제별로 분할,G_INT_ALLOC | G_INT_REPR | G_INT_VALUE,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,INTENT_CORRECTION_SPLIT_APPLIED,INTENT_CORRECTION_SPLIT_APPLIED; G_SYS_INCONS_002 [G_SYS_INCONS] 인간 피드백 기준의 비일관성 || G_INT_VALUE_020 [G_INT_VALUE] 주석자 편향의 중립적 인간 선호로의 고착,명시적 분할: 원문이 지지하는 기제별 출력 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: SPLIT. 원문이 직접 지지하는 비일관성과 가치 편향만 분리하며 배분·표현 피해는 만들지 않는다.,없음,NO,Ready
58,General,485,G_SYS_INCONS_002,무해성 선호 불일치,(jay) [이관] Context-Awareness Failure,지목된 L3 또는 도메인으로 이관,G_SYS_INCONS,무해성 선호 불일치의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_SYS_CONTEXT_006 [G_SYS_CONTEXT] 무해성 선호 불일치,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
59,General,486,G_SYS_INCONS_003,모델 오설정과 정량화되지 않은 예측 불확실 성,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_161 [G_Others] 모델 오설정과 정량화되지 않은 예측 불확실 성,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
60,General,487,G_SYS_INCONS_004,사고연쇄와 불일치하는 모델 출력,(jay) [이관] Lack of Transparency,지목된 L3 또는 도메인으로 이관,G_SYS_INCONS,사고연쇄와 불일치하는 모델 출력의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_SYS_TRANS_001 [G_SYS_TRANS] 사고연쇄와 불일치하는 모델 출력,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
61,General,489,G_SYS_INCONS_006,민감 개인속성 추론,(jay) [이관] Privacy Violation,지목된 L3 또는 도메인으로 이관,G_INT_PRIV,지정 범위(G_INT_PRIV)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_PRIV_015 [G_INT_PRIV] 민감 개인속성 추론,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
62,General,490,G_SYS_INCONS_007,체계적 학습 오류 편향,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_162 [G_Others] 체계적 학습 오류 편향,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
63,General,491,G_SYS_INPUT_001,지속 튜닝의 파국적 망각,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_163 [G_Others] 지속 튜닝의 파국적 망각,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
64,General,492,G_SYS_INPUT_002,물리적 상식 위반,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_SYS_INPUT,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_SYS_INPUT_001 [G_SYS_INPUT] 물리 상식과 상황 입력의 오해 || P_SYS_CONTROL_056 [P_SYS_CONTROL] 잘못된 상황 해석에 따른 위험한 물리 구동,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
65,General,493,G_SYS_INPUT_003,AI 인터페이스의 장애 수용 실패,(jay) [이관] Allocative Discrimination,지목된 L3 또는 도메인으로 이관,G_INT_ALLOC,지정 범위(G_INT_ALLOC)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_ALLOC_005 [G_INT_ALLOC] AI 인터페이스의 장애 수용 실패,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
66,General,494,G_SYS_INPUT_004,물체 어포던스 입력 이해 실패,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_SYS_INPUT,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_SYS_INPUT_002 [G_SYS_INPUT] 물체 어포던스와 장면의 오해 || P_SYS_CONTROL_056 [P_SYS_CONTROL] 잘못된 상황 해석에 따른 위험한 물리 구동,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
67,General,495,G_SYS_INPUT_005,분포 외 입력에 대한 고신뢰 오작동,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_164 [G_Others] 분포 외 입력에 대한 고신뢰 오작동,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
68,General,496,G_SYS_INPUT_006,의미 있는 인간 통제 실패,(jay) [이관] 거버넌스·책임 공백.,지목된 L3 또는 도메인으로 이관,G_SYS_INPUT,의미 있는 인간 통제 실패의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_SOC_GOV_019 [G_SOC_GOV] 의미 있는 인간 통제 실패,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
69,General,497,G_SYS_INPUT_007,안전 필수 인프라 AI 운영 사고,(jay) [재검토] 다양한 원인 기재 및 불명확한 피해 기재. 명확한 리스크 분류 불가,경계와 피해기제를 재검토,G_SYS_INPUT,기술·활동이 아니라 실제 피해 결과가 드러나도록 재검토,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_165 [G_Others] 안전 필수 인프라 AI 운영 사고,불명확 위해: Others/HD 보류 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. 피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
70,General,498,G_SYS_INPUT_008,코너 케이스에서의 신뢰성 저하,(jay) [이관] Performance and Reliability Failure,지목된 L3 또는 도메인으로 이관,UNAVAILABLE_PERFORMANCE_RELIABILITY,일반 성능·신뢰성 실패로 경계를 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_166 [G_Others] 코너 케이스에서의 신뢰성 저하,성능 L3 부재: G_Others/HD 원문 보존 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
71,General,499,G_SYS_INPUT_009,사용자 능력 불일치,(jay) [이관] Allocative Discrimination,지목된 L3 또는 도메인으로 이관,G_INT_ALLOC,지정 범위(G_INT_ALLOC)의 위해 기제로 이동,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED; G_Others_167 [G_Others] 사용자 능력 불일치,일반 의도 충실성 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: MOVE_TO_OTHERS_HD. 피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,Others/HD 인간 결정 대기 상태이며 정책상 의도된 보류이므로 공유 차단 사유가 아니다.,NO,Ready
72,General,501,G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,(jay) [분할] 복합적. 민주주의·시민 질서 약화 + 불법 행위 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_SYS_MISINFO,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,INTENT_CORRECTION_SPLIT_APPLIED,INTENT_CORRECTION_SPLIT_APPLIED; G_SYS_MISINFO_020 [G_SYS_MISINFO] 대규모 기만 서사·가짜 뉴스 생성 || G_INT_POL_008 [G_INT_POL] 자동화된 표적 영향 공작,명시적 분할: 원문이 지지하는 기제별 출력 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: SPLIT. 원문이 직접 지지하는 허위정보 생성과 표적 영향 조작만 분리하며 불법성은 새로 단정하지 않는다.,없음,NO,Ready
73,General,502,G_SYS_MISINFO_003,편향된 진술 및 권장 사항,(jay) [이관] Representational Harm and Stereotyping,지목된 L3 또는 도메인으로 이관,G_INT_REPR,지정 범위(G_INT_REPR)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_REPR_025 [G_INT_REPR] 편향된 진술 및 권장 사항,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
74,General,504,G_SYS_MISINFO_005,AI 시스템의 기만적 행동과 전략적 은폐,(jay) [이관] Deception and Scheming,지목된 L3 또는 도메인으로 이관,A_SYS_DECEPT,지정 범위(A_SYS_DECEPT)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; A_SYS_DECEPT_001 [A_SYS_DECEPT] AI 시스템의 기만적 행동과 전략적 은폐,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
75,General,510,G_SYS_MISINFO_011,개인 대상 허위정보,(jay) [분할] 복합적. Misinformation + illegal conduct 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_INT_ILLEGAL | G_SYS_MISINFO,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,INTENT_CORRECTION_KEEP_WITH_HD_NOTE_APPLIED,INTENT_CORRECTION_KEEP_WITH_HD_NOTE_APPLIED; G_SYS_MISINFO_021 [G_SYS_MISINFO] 개인 대상 허위정보,명시적 분할: 원문이 지지하는 기제별 출력 확인,PASS,이전 비통과 사례를 보정 명세대로 반영했다: KEEP_WITH_HD_NOTE. 원문은 허위정보와 피해를 기술하지만 법적 위법성은 확정하지 않으므로 불법행위 카드를 만들지 않는다.,없음,NO,Ready
76,General,511,G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,(jay) [분할] 복합적. Misinformation + Political Bias and Manipulation + Erosion of Democracy and Civic Order 혼재되어 해당 L4를 분해 필요,복합 의미를 L3·위해 기제별로 분할,G_INT_POL | G_SOC_DEMOC | G_SYS_MISINFO,한 카드에 혼재된 원인·행위·피해를 원자적 위해 기제로 분리,EXPERT_SPLIT_APPLIED,EXPERT_SPLIT_APPLIED; G_INT_POL_007 [G_INT_POL] 개인화된 정치적 영향 조작 || G_SOC_DEMOC_005 [G_SOC_DEMOC] 민주적 공론과 시민 신뢰의 침식 || G_SYS_MISINFO_019 [G_SYS_MISINFO] 선거절차에 관한 허위정보 생성,명시적 분할 반영 확인,PASS,검수 의견에 명시되고 원문이 지지하는 위해 기제를 별도 카드로 분리했다.,없음,NO,Ready
77,General,523,G_SYS_MISINFO_024,개인화 정보 악용 표적 사기,(jay) [이관] illegal conduct,지목된 L3 또는 도메인으로 이관,G_INT_ILLEGAL,지정 범위(G_INT_ILLEGAL)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_INT_ILLEGAL_012 [G_INT_ILLEGAL] 개인화 정보 악용 표적 사기,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
78,General,524,G_SYS_MISINFO_025,지속적 기만 수행에 의한 이용자 판단 왜곡,(jay) [이관] Deception and Scheming,지목된 L3 또는 도메인으로 이관,A_SYS_DECEPT,지정 범위(A_SYS_DECEPT)의 위해 기제로 이동,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; A_SYS_DECEPT_002 [A_SYS_DECEPT] 지속적 기만 수행에 의한 이용자 판단 왜곡,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
