Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After,Korean_Copyedit_Decision_IDs,Korean_Copyedit_Applied,Final_QA_Decision_IDs,Final_QA_Applied,English_Copyedit_Decision_IDs,English_Copyedit_Applied
General,192,G_INT_WEAP_012,인간 개입 없는 치명적 자율무기의 표적 공격,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-238:표적 오류 자체를 중단한다는 논리 오류를 제거하고 인간이 잘못된 교전이나 공격을 치명적 결과 전에 중단·취소하지 못하는 기제로 정제한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_WEAP_013,인간 개입 없는 치명적 자율무기의 표적 공격,G_INT_WEAP,KOC-0101,YES,FQA-238,YES,EOC-0082,YES
General,193,G_INT_WEAP_013,모델 확산에 의한 이중용도 역량의 저비용 확 산,G_INT_WEAP,yj_네이밍 재검토_무기화성격이 안보임,EXPERT_REWRITE_APPLIED,무기화 가능성과 실행 장벽 하락을 제목에 명시해 L3 적격성을 분명히 한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_WEAP_029,독소 합성 등 이중용도 역량의 저비용 확산,G_INT_WEAP,KOC-0369,YES,,NO,,NO
General,194,G_INT_WEAP_014,생물·화학 무기 개발 장벽의 저하,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence,General,G_INT_WEAP_014,생물무기·화학무기 개발 장벽 저하,G_INT_WEAP,KOC-0102,YES,,NO,,NO
General,195,G_INT_WEAP_015,군사 AI 군비경쟁,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-239:명칭과 한글 정의의 핵심인 군사 AI 군비경쟁의 촉발·가속 의미를 영문 정의에 명시한다.,L4_Description_en; Mapping evidence,General,G_INT_WEAP_015,군사 AI 군비경쟁,G_INT_WEAP,,NO,FQA-239,YES,,NO
General,196,G_INT_WEAP_016,방사성·핵무기,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-023:radiological의 한영 표기를 일치시키고 방사능·핵무기의 구체적인 피해 범위를 명시한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_WEAP_016,방사능·핵무기,G_INT_WEAP,,NO,FQA-023,YES,,NO
General,197,G_INT_WEAP_017,무기화 전략 및 전술적 활용,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-036:영문의 중복·비문적 표현을 제거하고 전략 수립과 전술적 운용의 구체적 기제를 한영에 일치시킨다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_WEAP_017,무기화 전략 및 전술적 운용,G_INT_WEAP,KOC-0103,YES,FQA-036,YES,EOC-0083,YES
General,198,G_INT_WEAP_018,무기 획득 역량,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence,General,G_INT_WEAP_018,무기 획득 역량,G_INT_WEAP,KOC-0104,YES,,NO,,NO
General,199,G_INT_WEAP_019,대량 살상무기,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-024:대량살상무기의 결과를 포괄적인 사이버 위해가 아니라 인명·공중보건·환경·기반시설 피해로 구체화한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_WEAP_019,대량살상무기,G_INT_WEAP,KOC-0105,YES,FQA-024,YES,,NO
General,200,G_INT_WEAP_020,무기 확산 및 은닉,G_INT_WEAP,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-017:영문 문법 오류를 바로잡고 개발·제조·운용 카드와 중복되지 않도록 무기 확산·은닉의 고유 기제로 범위를 한정한다.,L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_WEAP_020,무기 확산 및 은닉,G_INT_WEAP,KOC-0106,YES,FQA-017,YES,,NO
General,201,G_Others_001,AI에 의한 심리적 고통·괴롭힘 증폭,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko,General,G_Others_001,AI에 의한 심리적 고통·괴롭힘 증폭,G_Others,KOC-0107,YES,,NO,,NO
General,202,G_Others_002,AI 컴퓨팅 인프라 보안 위협,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-202:컴퓨팅 자원 소진과 인프라 침해는 AI 인프라에 대한 공격 기제이므로 보안·적대적 견고성 실패에 배치하고 공격자·침해·결과를 명시한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_SECADV_001,AI 컴퓨팅 인프라의 자원 소진·보안 침해,G_SYS_SECADV,KOC-0108,YES,FQA-202,YES,,NO
General,203,G_Others_003,AI 공급자 종속,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-283:lock-in dependency라는 중복 표현을 정책·산업 문헌의 통용어인 provider lock-in으로 정제한다.,L4_Title_en; Mapping evidence; L4_ID,General,G_Others_002,AI 공급자 종속,G_Others,,NO,FQA-283,YES,,NO
General,204,G_Others_004,영향받는 공동체 배제,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_003,영향받는 공동체 배제,G_Others,,NO,,NO,,NO
General,205,G_Others_005,AI 의사결정 지원의 경고 피로,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_Others_004,AI 의사결정 지원의 경고 피로,G_Others,KOC-0109,YES,,NO,EOC-0084,YES
General,206,G_Others_006,유해 작업 자동화에 의한 피해 규모 증폭,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_005,유해 작업 자동화에 의한 피해 규모 증폭,G_Others,,NO,,NO,,NO
General,207,G_Others_007,주석 불일치 억제,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_Others_006,주석 불일치 억제,G_Others,KOC-0110,YES,,NO,,NO
General,208,G_Others_008,익명 자원 획득,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-203:핵심 위해가 익명 에이전트의 행위 추적 및 책임 귀속 공백이므로 거버넌스·책임 공백에 배치한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_001,익명 에이전트의 자원 축적에 따른 추적·책임 공백,G_SOC_GOV,,NO,FQA-203,YES,,NO
General,209,G_Others_009,지식 분포 변화에 따른 응답 노후화,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-284:knowledge bases shift라는 부정확한 주어를 현실의 사실·지식 변화와 모델 지식의 정체라는 대비로 바로잡는다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_007,지식 분포 변화에 따른 응답 노후화,G_Others,KOC-0111,YES,FQA-284,YES,,NO
General,210,G_Others_010,추천 시스템의 인간중심 편향 증폭,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-285:공장식 축산에서 육류를 먹는다는 중의적 표현을 생산 방식과 소비 행위가 분명한 문장으로 교정한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_008,추천 시스템의 인간 중심 편향 증폭,G_Others,KOC-0112,YES,FQA-285,YES,,NO
General,211,G_Others_011,역량·안전을 오측정하는 벤치마크 한계,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-204:포화·불완전·과적합 벤치마크가 역량과 안전을 오측정하는 기제는 평가·검증 실패에 직접 해당한다.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_002,역량·안전을 오측정하는 벤치마크 한계,G_SYS_EVAL,,NO,FQA-204,YES,,NO
General,212,G_Others_012,편향 증폭과 결과 균질화,G_Others,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_ID,General,G_Others_009,편향 증폭과 결과 균질화,G_Others,KOC-0113,YES,,NO,EOC-0085,YES
General,213,G_Others_013,연구인력 동질성에 따른 시스템 편향 산출,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_Others_010,연구인력 동질성에 따른 시스템 편향 산출,G_Others,KOC-0114,YES,,NO,,NO
General,214,G_Others_014,기밀정보 무단 공유에 따른 사업 손실,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-340:Two independent expert reviews confirmed that SRC-G-0228 directly matches the immutable G_INT_PRIV definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,General,G_INT_PRIV_014,기밀정보 무단 공유에 따른 사업 손실,G_INT_PRIV,KOC-0115,YES,FQA-340,YES,,NO
General,215,G_Others_015,역량 평가 비공개,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-341:Two independent expert reviews confirmed that SRC-G-0083 directly matches the immutable G_SYS_TRANS definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_TRANS_001,역량 평가 비공개,G_SYS_TRANS,KOC-0116,YES,FQA-341,YES,EOC-0086,YES
General,216,G_Others_016,시민적·정치적 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_011,시민적·정치적 피해,G_Others,,NO,,NO,,NO
General,217,G_Others_017,인지전과 주권 침해,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-286:테러·폭력적 극단주의 콘텐츠와 조직범죄를 조력하는 콘텐츠를 정책 용어에 맞게 구분한다.,L4_Description_en; Mapping evidence; L4_ID,General,G_Others_012,인지전과 주권 침해,G_Others,,NO,FQA-286,YES,EOC-0087,YES
General,218,G_Others_018,규제·관리·운영 복합 실패,G_Others,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_ID,General,G_Others_013,규제·관리·운영 복합 실패,G_Others,KOC-0117,YES,,NO,EOC-0088,YES
General,219,G_Others_019,결과 전파 오분류,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-205:오분류가 아니라 결과 전파 범위를 과소평가하는 평가 실패이므로 명칭과 인과를 바로잡는다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_003,결과 전파 과소평가,G_SYS_EVAL,,NO,FQA-205,YES,,NO
General,220,G_Others_020,GPAI 출력을 이용한 설득력 있는 사칭,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-038:정의되지 않은 약어를 풀어 쓰고 탐지 대상을 AI 생성 여부로 명확히 하여 사칭의 행위자·수단·결과를 직접 연결한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_014,범용 인공지능 출력을 이용한 설득력 있는 사칭,G_Others,,NO,FQA-038,YES,,NO
General,221,G_Others_021,기반모델 공유에 따른 상관 실패,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_en; L4_ID,General,G_Others_015,기반 모델 공유에 따른 상관 실패,G_Others,KOC-0118,YES,,NO,EOC-0089,YES
General,222,G_Others_022,위조 및 브랜드 사칭,G_Others,,FINAL_QA_REMAP_PER_REVIEW|FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-342:Two independent expert reviews confirmed that SRC-G-0252 directly matches the immutable G_INT_COPY definition; any supplied wording narrows the card to that scope. | FQA-375:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_INT_COPY_009,저작물의 무단 복제 및 브랜드 사칭,G_INT_COPY,KOC-0119,YES,FQA-342|FQA-375,YES,,NO
General,223,G_Others_023,에이전트 벤치마크의 커버리지-깊이 착시,G_Others,,FINAL_QA_REMAP_PER_REVIEW|FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-343:Two independent expert reviews confirmed that SRC-G-0078 directly matches the immutable G_SYS_EVAL definition; any supplied wording narrows the card to that scope. | FQA-376:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_004,에이전트 벤치마크의 범위·심층성 불균형,G_SYS_EVAL,KOC-0120,YES,FQA-343|FQA-376,YES,,NO
General,224,G_Others_024,문화 간 평가 격차,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-206:문화권별 평가 포괄성과 맥락 정합성 부족은 L3 마스터의 평가·검증 실패에 직접 해당한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_005,문화 간 평가 격차,G_SYS_EVAL,KOC-0121,YES,FQA-206,YES,,NO
General,225,G_Others_025,문화 간 고정관념 전이,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-344:Two independent expert reviews confirmed that SRC-G-0038 directly matches the immutable G_INT_REPR definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_023,문화 간 고정관념 전이,G_INT_REPR,KOC-0122,YES,FQA-344,YES,,NO
General,226,G_Others_026,학습-운용 데이터 간 데이터셋 시프트,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Title_ko; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,General,G_Others_100,학습·운용 데이터 간 분포 이동,G_Others,KOC-0377,YES,,NO,,NO
General,227,G_Others_027,AI 시스템의 사고에 의한 인명피해,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-314:인명 피해라는 완곡하고 모호한 표현을 사망 결과로 구체화하고 한영의 단수·복수 범위를 일치시킨다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_016,AI 시스템 사고로 인한 사망,G_Others,KOC-0123,YES,FQA-314,YES,EOC-0090,YES
General,228,G_Others_028,도덕적 추론·가치 정렬 결손,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_Others_017,도덕적 추론 및 가치 정렬 실패,G_Others,KOC-0124,YES,,NO,,NO
General,229,G_Others_029,복지 혜택 및 자격 상실,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-345:Two independent expert reviews confirmed that SRC-G-0019 directly matches the immutable G_INT_ALLOC definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ALLOC_005,복지 혜택 및 자격 상실,G_INT_ALLOC,KOC-0125,YES,FQA-345,YES,,NO
General,230,G_Others_030,센서 드리프트에 의한 배포 시스템 성능 저하,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_101,센서 드리프트에 의한 배포 시스템 성능 저하,G_Others,,NO,,NO,,NO
General,231,G_Others_031,경제·사회·정치 안보의 불안정화,G_Others,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_ID,General,G_Others_018,경제·사회·정치 안보의 불안정화,G_Others,KOC-0126,YES,,NO,EOC-0091,YES
General,232,G_Others_032,창의성·비판적 사고의 저하,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-346:Two independent expert reviews confirmed that SRC-G-0201 directly matches the immutable G_SOC_CULT definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_CULT_002,창의성·비판적 사고의 저하,G_SOC_CULT,KOC-0127,YES,FQA-346,YES,EOC-0092,YES
General,233,G_Others_033,동물 복지를 경시하는 개발·투자 편중,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_019,동물 복지를 경시하는 개발·투자 편중,G_Others,,NO,,NO,,NO
General,234,G_Others_034,방언·언어 사용역 배제,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_Others_020,방언·언어 사용역 배제,G_Others,KOC-0128,YES,,NO,,NO
General,235,G_Others_035,디지털 식민주의,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-225:강대 행위자의 통제가 약소 공동체로부터 강대 행위자에게 이동하는 것처럼 읽히던 방향 오류를 고치고 권력 집중 L3에 배치한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_POWER_001,디지털 식민주의,G_SOC_POWER,KOC-0129,YES,FQA-225,YES,,NO
General,236,G_Others_036,건강과 웰빙의 저하,G_Others,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_Others_021,건강과 웰빙의 저하,G_Others,,NO,,NO,EOC-0093,YES
General,237,G_Others_037,합성 창작물에 의한 인간 창작 노동의 대체,G_Others,,FINAL_QA_REMAP_PER_REVIEW|FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-347:Two independent expert reviews confirmed that SRC-G-0254 directly matches the immutable G_SOC_ECON definition; any supplied wording narrows the card to that scope. | FQA-377:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_ECON_001,합성 창작물에 의한 인간 창작 노동의 대체,G_SOC_ECON,KOC-0130,YES,FQA-347|FQA-377,YES,EOC-0094,YES
General,238,G_Others_038,제3자 시스템 교란,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_022,제3자 시스템 교란,G_Others,,NO,,NO,,NO
General,239,G_Others_039,위험·민감 정보의 보안 위협 확산,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; Mapping evidence; L4_ID,General,G_Others_023,위험하거나 민감한 정보의 악용·확산에 따른 보안 위협,G_Others,KOC-0131,YES,,NO,EOC-0095,YES
General,240,G_Others_040,문서화 누락,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_024,문서화 누락,G_Others,,NO,,NO,,NO
General,241,G_Others_041,이중용도 연구 역량 상승,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT|FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-044:프로젝트 용어집의 이중용도 표기를 정의 전체에 일관되게 적용한다. | FQA-348:Two independent expert reviews confirmed that SRC-G-0450 directly matches the immutable G_INT_WEAP definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_INT_WEAP_021,생물·화학무기 및 이중용도 위해 역량의 증대,G_INT_WEAP,KOC-0132,YES,FQA-044|FQA-348,YES,,NO
General,242,G_Others_042,경제적 손실,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-226:보호·사회적 특성과 관련된 수익화 배제 및 가격 차별은 불리한 물질적 결과의 배분이므로 배분적 차별에 해당한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ALLOC_006,수익화 배제·차등가격에 따른 경제적 차별,G_INT_ALLOC,KOC-0133,YES,FQA-226,YES,EOC-0096,YES
General,243,G_Others_043,유해 편향의 내재화와 증폭,G_Others,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_Others_025,유해 편향의 내재화와 증폭,G_Others,,NO,,NO,EOC-0097,YES
General,244,G_Others_044,인코딩된 추론,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_Others_026,인코딩된 추론,G_Others,KOC-0134,YES,,NO,,NO
General,245,G_Others_045,생성형 AI 저성능에 의한 사용자 생산성 손실,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_Others_027,생성형 AI의 성능 미달에 따른 사용자 생산성 저하,G_Others,KOC-0135,YES,,NO,,NO
General,246,G_Others_046,대규모 영향력 작전에 의한 인식 체계 왜곡,G_Others,,FINAL_QA_LANGUAGE_REFINEMENT,"No second-round change request. | FQA-287:단순히 영향을 가한다는 순환 정의를 제거하고 영향력 작전의 자동화·확대, 조작 서사 주입, 정보 무결성 저하를 명시한다.",L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_028,대규모 영향력 작전에 의한 인식 체계 왜곡,G_Others,,NO,FQA-287,YES,,NO
General,247,G_Others_047,사회 정의와 권리의 침식,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_029,사회 정의와 권리의 침식,G_Others,,NO,,NO,,NO
General,248,G_Others_048,원자력 및 핵심 인프라에 대한 AI 제어 오류,G_Others,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_Others_030,원자력 및 핵심 인프라에 대한 AI 제어 오류,G_Others,,NO,,NO,EOC-0098,YES
General,249,G_Others_049,프롬프트 품질 결함으로 인한 오류,G_Others,,FINAL_QA_ACCEPT_CURRENT,No second-round change request. | FQA-001:프롬프트 자체의 언어적 모호성과 AI 시스템의 입력 이해 실패를 현재 증거만으로 분리하기 어려우므로 G_Others와 HD를 유지한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_031,프롬프트 품질 결함으로 인한 오류,G_Others,KOC-0136,YES,FQA-001,YES,EOC-0099,YES
General,250,G_Others_050,특정 집단 대상 체계적 편향에 의한 배제·폭력,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_Others_032,특정 집단 대상 체계적 편향에 의한 배제·폭력,G_Others,KOC-0137,YES,,NO,EOC-0100,YES
General,251,G_Others_051,고도 AI에 의한 실존적·재앙적,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_033,고도 AI 시스템에 의한 실존적·재앙적 위험,G_Others,KOC-0138,YES,,NO,EOC-0101,YES
General,252,G_Others_052,비정렬 AGI 실존적 재난,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_Others_034,비정렬 AGI 실존적 재난,G_Others,KOC-0139,YES,,NO,EOC-0102,YES
General,253,G_Others_053,설명가능성 결손에 따른 시정·책임 추적 불능,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-349:Two independent expert reviews confirmed that SRC-G-0425 directly matches the immutable G_SYS_TRANS definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_TRANS_002,설명가능성 결손에 따른 시정·책임 추적 불능,G_SYS_TRANS,KOC-0140,YES,FQA-349,YES,,NO
General,254,G_Others_054,로봇·AI 정체성 미고지,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_Others_035,로봇·AI 정체성 미고지,G_Others,KOC-0141,YES,,NO,EOC-0103,YES
General,255,G_Others_055,성실성 오류,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_Others_036,출력의 출처 충실성 오류,G_Others,KOC-0142,YES,,NO,,NO
General,256,G_Others_056,학습 단계의 치명적 실수,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_Others_037,학습 단계의 치명적 실수,G_Others,KOC-0143,YES,,NO,,NO
General,257,G_Others_057,기본권 영향 평가 격차,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-350:Two independent expert reviews confirmed that SRC-G-0405 directly matches the immutable G_SYS_EVAL definition; any supplied wording narrows the card to that scope.,L1/L2/L3 hierarchy; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_006,기본권 영향 평가 격차,G_SYS_EVAL,,NO,FQA-350,YES,,NO
General,258,G_Others_058,범용 AI 사고 에스컬레이션 실패,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-227:사고 보고·공유 부재로 대응과 피해 완화가 지연되는 기제는 거버넌스·책임 공백에 해당하며 한영 결과를 일치시킨다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_002,범용 AI 사고의 상향 보고·공유 실패,G_SOC_GOV,KOC-0144,YES,FQA-227,YES,EOC-0104,YES
General,259,G_Others_059,남반구 지식 추출,G_Others,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_Others_038,글로벌 사우스의 지식 추출,G_Others,KOC-0145,YES,,NO,,NO
General,260,G_Others_060,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,G_Others,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-207:괴롭힘·명예훼손·협박·갈취의 수행·조력은 불법 행위 L3의 행위 기제와 직접 일치한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ILLEGAL_011,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,G_INT_ILLEGAL,KOC-0146,YES,FQA-207,YES,,NO
General,261,G_Others_061,과장된 역량 주장과 제품 기능 실패에 따른 피해,G_Others,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_Others_039,과장된 역량 주장과 제품 기능 실패에 따른 피해,G_Others,KOC-0147,YES,,NO,EOC-0105,YES
General,262,G_Others_062,피해 인지·측정 실패,G_Others,,FINAL_QA_REMAP_PER_REVIEW|FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-351:Two independent expert reviews confirmed that SRC-G-0355 directly matches the immutable G_SYS_EVAL definition; any supplied wording narrows the card to that scope. | FQA-378:Final independent expert review narrowed scope and language to the immutable L3 definition and removed policy or technical ambiguity.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_EVAL_007,장기·분산적 AI 피해의 평가·측정 실패,G_SYS_EVAL,KOC-0148,YES,FQA-351|FQA-378,YES,EOC-0106,YES
