Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Instruction_Type,Ledger_Decision,Final_L4_IDs,Final_L3_IDs,Final_L4_Titles_ko,Lineage_Check,Instruction_Execution,Semantic_Preservation,L1_L3_Boundary,Bilingual_Alignment,Duplicate_Check,Facet_ActType_Check,Status,Blocking,Finding,Recommended_Action
General,57,G_INT_PRIV_005,존엄 침해적 프라이버시 피해,yj_사생활·개인정보 부당 노출_흡수가능,MERGE,EXPERT_MERGE_APPLIED,G_INT_PRIV_005 | G_INT_PRIV_028,G_INT_PRIV,존엄 침해적 프라이버시 피해 | 사생활·개인정보의 부당 노출,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,58,G_INT_PRIV_006,챗봇에 의한 사적 정보 유도와 유출,yj_동일 L3내 다른 L4로 편입(재식별 및 정보 추론),MERGE,EXPERT_MERGE_APPLIED,G_INT_PRIV_027,G_INT_PRIV,챗봇에 의한 사적 정보 유도와 유출,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,64,G_INT_PRIV_012,학습 데이터 암기에 의한 민감정보 유출,yj_통합_학습데이터 privacy이슈,MERGE,EXPERT_MERGE_APPLIED,G_INT_PRIV_011 | G_INT_PRIV_029,G_INT_PRIV,학습 데이터 암기에 의한 민감정보 유출 | 학습 데이터 암기·프롬프트 유도 개인정보 유출,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,67,G_INT_PRIV_015,프롬프트 및 학습 데이터에 기인한 개인정보 노출,yj_통합_학습데이터 privacy이슈,MERGE,EXPERT_MERGE_APPLIED,G_INT_PRIV_029,G_INT_PRIV,학습 데이터 암기·프롬프트 유도 개인정보 유출,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,71,G_INT_PRIV_019,프라이버시·재산 정보 오처리,yj_분할_over-extension과 privacy violation 혼재,SPLIT,EXPERT_SPLIT_APPLIED,G_SYS_OEXT_014 | G_INT_PRIV_025,G_SYS_OEXT | G_INT_PRIV,AI 역량의 검증범위 초과 사용 | 재산·개인정보의 부당한 노출,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,73,G_INT_PRIV_021,학습 코퍼스 내 개인정보 혼입,yj_통합_학습데이터 privacy이슈,MERGE,KEEP_CONFIRMED_EXPERT,G_INT_PRIV_017,G_INT_PRIV,학습 코퍼스 내 개인정보 혼입,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,76,G_INT_PRIV_024,LLM 기반 정교한 감시·검열에 의한 자유 억압,yj_동일 L3내 다른 L4로 편입(대랑감시),MERGE,EXPERT_MERGE_APPLIED,G_INT_PRIV_020 | G_INT_PRIV_030,G_INT_PRIV,LLM 기반 정교한 감시·검열에 의한 자유 억압 | AI 기반 대량 감시,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,83,G_INT_REPR_001,집단별 성능 격차·고정관념 인코딩,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,AMBIGUOUS_REVIEW,EXPERT_SPLIT_APPLIED,G_INT_REPR_027,G_INT_REPR,집단 고정관념과 과소대표의 강화,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,85,G_INT_REPR_003,사회 집단에 대한 모델의 차별적 결정과 산출,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,AMBIGUOUS_REVIEW,EXPERT_SPLIT_APPLIED,G_INT_ALLOC_006 | G_INT_REPR_026,G_INT_ALLOC | G_INT_REPR,보호집단에 대한 불리한 자원 배분 | 보호집단 고정관념의 재생산,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,105,G_INT_REPR_023,인간 데이터 학습에 의한 갈등 악화 편향 재현,(jay) [이관] Unethical Conduct and Manipulation,TRANSFER,L3_REASSIGN_APPLIED,G_INT_UNETH_001,G_INT_UNETH,인간 데이터 학습에 의한 갈등 악화 편향 재현,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,118,G_INT_SELF_010,자살 행동 및 자살 지원,"yj_""자살 준비행위""와 L4구분 필요",REVIEW_NOTE,EXPERT_REWRITE_APPLIED,G_INT_SELF_010,G_INT_SELF,자살 실행·준비행위에 대한 구체적 지원,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,131,G_INT_UNETH_004,집단적으로 유해한 행동,(jay) [이관] Coordination Failure,TRANSFER,L3_REASSIGN_APPLIED,A_INT_COORD_001,A_INT_COORD,집단적으로 유해한 행동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,134,G_INT_UNETH_007,비인간화와 객관화,(jay) [이관] Representational Harm and Stereotyping,TRANSFER,L3_REASSIGN_APPLIED,G_INT_REPR_024,G_INT_REPR,비인간화와 객관화,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,143,G_INT_UNETH_016,도덕적 탈숙련화,(jay) [이관] Cultural and Epistemic Erosion,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_CULT_001,G_SOC_CULT,도덕적 탈숙련화,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,144,G_INT_UNETH_017,비전문가 데이터 조작,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,145,G_INT_UNETH_018,심리적 조작·비인간화·대규모 착취,(jay) [분할] 복합적. Unethical Conduct and Manipulation + Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_REPR_026 | G_INT_UNETH_019,G_INT_REPR | G_INT_UNETH,보호집단 고정관념의 재생산 | 취약성을 이용한 행동 조작,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,146,G_INT_UNETH_019,마음이론(Theory of Mind) 능력,(jay) [재검토] 명확한 피해 사례가 없어 판단 불가,AMBIGUOUS_REVIEW,EXPERT_REWRITE_APPLIED,G_INT_UNETH_020,G_INT_UNETH,마음이론 기반 행동 조작,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,147,G_INT_UNETH_020,동일 사안 불평등 처우,(jay) [이관] Allocative Discrimination,TRANSFER,L3_REASSIGN_APPLIED,G_INT_ALLOC_004,G_INT_ALLOC,동일 사안 불평등 처우,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,152,G_INT_VALUE_003,콘텐츠 조정 알고리즘의 편향적 억압,"(jay) [분할] 복합적. Allocative Discrimination, representational harm and manipulation 혼재되어 해당 L4를 분해 필요",SPLIT,EXPERT_SPLIT_APPLIED,G_INT_ALLOC_006 | G_INT_REPR_027,G_INT_ALLOC | G_INT_REPR,보호집단에 대한 불리한 자원 배분 | 집단 고정관념과 과소대표의 강화,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,180,G_INT_VIOL_011,폭력/무력 충돌,(jay) [이관] weaponization,TRANSFER,L3_REASSIGN_APPLIED,G_INT_WEAP_001,G_INT_WEAP,폭력/무력 충돌,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,193,G_INT_WEAP_013,모델 확산에 의한 이중용도 역량의 저비용 확 산,yj_네이밍 재검토_무기화성격이 안보임,DIRECT_EDIT+AMBIGUOUS_REVIEW,EXPERT_REWRITE_APPLIED,G_INT_WEAP_021,G_INT_WEAP,독소 합성 등 이중용도 역량의 저비용 확산,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,226,G_Others_026,학습-운용 데이터 간 데이터셋 시프트,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_EVAL_041,G_SYS_EVAL,분포 이동을 놓치는 평가로 인한 허위 안전확신,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,230,G_Others_030,센서 드리프트에 의한 배포 시스템 성능 저하,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_APPLY_TRANSFER_APPLIED,P_SYS_STATE_013,P_SYS_STATE,센서 드리프트에 따른 물리 상태추정 오류,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,274,G_Others_074,잘못된 데이터 라벨,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,284,G_Others_084,개발 과정 문서화와 데이터 이해의 부족,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,285,G_Others_085,학습 데이터의 대표성 부족,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,286,G_Others_086,복잡한 신경망 모델의 내재적 견고성 취약성,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_SECADV_044,G_SYS_SECADV,적대적 교란에 의한 모델 취약성 악용,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,318,G_Others_118,학습·검증 데이터의 품질 결함과 부적절한 선 택,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_SPLIT_APPLIED,G_INT_ALLOC_006 | G_INT_REPR_026,G_INT_ALLOC | G_INT_REPR,보호집단에 대한 불리한 자원 배분 | 보호집단 고정관념의 재생산,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,341,G_Others_141,배포 후 잔존 결함으로 인한 오작동,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,356,G_SOC_CULT_008,AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,"(jay) [분할] 복합적. Non-Contestability, Governance and Accountability Void 혼재되어 해당 L4를 분해 필요",SPLIT,EXPERT_SPLIT_APPLIED,G_SYS_CONTEST_004 | G_SOC_GOV_023,G_SYS_CONTEST | G_SOC_GOV,AI 결정에 대한 이의제기와 중단의 불가능 | AI 피해에 대한 책임·거버넌스 공백,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,357,G_SOC_CULT_009,인간의 의사결정 능력·거부권 침식,(jay) [이관] Non-Contestability,TRANSFER,L3_REASSIGN_APPLIED,G_SYS_CONTEST_001,G_SYS_CONTEST,인간의 의사결정 능력·거부권 침식,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,358,G_SOC_CULT_010,인간 존엄성 침식,(jay) [분할] 복합적. Cultural and Epistemic Erosion + Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_REPR_026 | G_SOC_CULT_015,G_INT_REPR | G_SOC_CULT,보호집단 고정관념의 재생산 | 저자원 언어와 문화적 의미의 침식,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,362,G_SOC_DEMOC_001,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,(jay) [분할] 복합적. Erosion of Democracy and Civic Order + Political Bias and Manipulation 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_POL_007 | G_SOC_DEMOC_005,G_INT_POL | G_SOC_DEMOC,개인화된 정치적 영향 조작 | 민주적 공론과 시민 신뢰의 침식,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,363,G_SOC_DEMOC_002,초개인화 광고의 소비자 자율성 훼손,(jay) [이관] unethical Conduct and Manipulation,TRANSFER,L3_REASSIGN_APPLIED,G_INT_UNETH_017,G_INT_UNETH,초개인화 광고의 소비자 자율성 훼손,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,435,G_SYS_CONTEST_001,높은 비용으로 인한 접근 배제,(jay) [이관] Inequality and Power Concentration,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_POWER_021,G_SOC_POWER,높은 비용으로 인한 접근 배제,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,437,G_SYS_CONTEST_003,사용자 데이터 보유·재학습,(jay) [이관] Privacy Violation,TRANSFER,L3_REASSIGN_APPLIED,G_INT_PRIV_021,G_INT_PRIV,사용자 데이터 보유·재학습,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,440,G_SYS_CONTEXT_002,맥락적 프라이버시 보호 실패,(jay) [분할] 복합적. 맥락 인식 실패 + Privacy violation 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_APPLY_TRANSFER_APPLIED,G_INT_PRIV_026,G_INT_PRIV,맥락 오인에 따른 개인정보 침해,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,444,G_SYS_CONTEXT_006,저자원 언어 가치 손실,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",SPLIT,EXPERT_APPLY_TRANSFER_APPLIED,G_SOC_CULT_015,G_SOC_CULT,저자원 언어와 문화적 의미의 침식,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,445,G_SYS_CONTEXT_007,개인화된 설득 취약성,(jay) [이관] Unethical Conduct and Manipulation,TRANSFER,L3_REASSIGN_APPLIED,G_INT_UNETH_018,G_INT_UNETH,개인화된 설득 취약성,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,460,G_SYS_EVAL_014,학습 데이터 어노테이션 결함,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,484,G_SYS_INCONS_001,인간 피드백 데이터의 편향·비일관성,"(jay) [분할] 복합적. Value Imposition and Normative Homogenization, inconsistency, Allocative Discrimination, Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요 | 편향이 발생하는 과정을 기술. 어떤 편향인지 그 실질적인 피해 형태는 기재되어 있지 않음",SPLIT,EXPERT_SPLIT_APPLIED,G_SYS_INCONS_002 | G_INT_VALUE_020,G_SYS_INCONS | G_INT_VALUE,상충하는 주석 기준으로 인한 출력 불일치 | 주석자 가치의 중립적 기준으로의 고착,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,485,G_SYS_INCONS_002,무해성 선호 불일치,(jay) [이관] Context-Awareness Failure,TRANSFER,L3_REASSIGN_APPLIED,G_SYS_CONTEXT_006,G_SYS_CONTEXT,무해성 선호 불일치,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,486,G_SYS_INCONS_003,모델 오설정과 정량화되지 않은 예측 불확실 성,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_OVERCONF_008,G_SYS_OVERCONF,모형 불일치와 불확실성 은폐로 인한 과신,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,487,G_SYS_INCONS_004,사고연쇄와 불일치하는 모델 출력,(jay) [이관] Lack of Transparency,TRANSFER,L3_REASSIGN_APPLIED,G_SYS_TRANS_001,G_SYS_TRANS,사고연쇄와 불일치하는 모델 출력,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,489,G_SYS_INCONS_006,민감 개인속성 추론,(jay) [이관] Privacy Violation,TRANSFER,L3_REASSIGN_APPLIED,G_INT_PRIV_022,G_INT_PRIV,민감 개인속성 추론,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,490,G_SYS_INCONS_007,체계적 학습 오류 편향,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_INT_REPR_026,G_INT_REPR,보호집단 고정관념의 재생산,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,491,G_SYS_INPUT_001,지속 튜닝의 파국적 망각,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,492,G_SYS_INPUT_002,물리적 상식 위반,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_SYS_INPUT_001 | P_SYS_CONTROL_057,G_SYS_INPUT | P_SYS_CONTROL,물리 상식과 상황 입력의 오해 | 잘못된 상황 해석에 따른 위험한 물리 구동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,493,G_SYS_INPUT_003,AI 인터페이스의 장애 수용 실패,(jay) [이관] Allocative Discrimination,TRANSFER,L3_REASSIGN_APPLIED,G_INT_ALLOC_005,G_INT_ALLOC,AI 인터페이스의 장애 수용 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,494,G_SYS_INPUT_004,물체 어포던스 입력 이해 실패,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_SYS_INPUT_002 | P_SYS_CONTROL_057,G_SYS_INPUT | P_SYS_CONTROL,물체 어포던스와 장면의 오해 | 잘못된 상황 해석에 따른 위험한 물리 구동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,495,G_SYS_INPUT_005,분포 외 입력에 대한 고신뢰 오작동,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_SPLIT_APPLIED,G_SYS_OVERCONF_007 | G_SYS_INPUT_003,G_SYS_OVERCONF | G_SYS_INPUT,불확실 상황에서의 과도한 확신 | 분포 밖·손상 입력의 오해,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,496,G_SYS_INPUT_006,의미 있는 인간 통제 실패,(jay) [이관] 거버넌스·책임 공백.,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_GOV_019,G_SOC_GOV,의미 있는 인간 통제 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,497,G_SYS_INPUT_007,안전 필수 인프라 AI 운영 사고,(jay) [재검토] 다양한 원인 기재 및 불명확한 피해 기재. 명확한 리스크 분류 불가,TRANSFER+AMBIGUOUS_REVIEW,EXPERT_DELETE_APPLIED,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,498,G_SYS_INPUT_008,코너 케이스에서의 신뢰성 저하,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_INPUT_004,G_SYS_INPUT,희귀·모호 입력의 오해,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,499,G_SYS_INPUT_009,사용자 능력 불일치,(jay) [이관] Allocative Discrimination,TRANSFER,EXPERT_REWRITE_APPLIED,G_INT_ALLOC_007,G_INT_ALLOC,장애·역량 차이에 따른 서비스 접근 배제,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,501,G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,(jay) [분할] 복합적. 민주주의·시민 질서 약화 + 불법 행위 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_POL_007 | G_SOC_DEMOC_005 | G_SYS_MISINFO_020,G_INT_POL | G_SOC_DEMOC | G_SYS_MISINFO,개인화된 정치적 영향 조작 | 민주적 공론과 시민 신뢰의 침식 | 조작된 허위 서사의 생성,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,502,G_SYS_MISINFO_003,편향된 진술 및 권장 사항,(jay) [이관] Representational Harm and Stereotyping,TRANSFER,L3_REASSIGN_APPLIED,G_INT_REPR_025,G_INT_REPR,편향된 진술 및 권장 사항,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,504,G_SYS_MISINFO_005,AI 시스템의 기만적 행동과 전략적 은폐,(jay) [이관] Deception and Scheming,TRANSFER,L3_REASSIGN_APPLIED,A_SYS_DECEPT_001,A_SYS_DECEPT,AI 시스템의 기만적 행동과 전략적 은폐,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,510,G_SYS_MISINFO_011,개인 대상 허위정보,(jay) [분할] 복합적. Misinformation + illegal conduct 혼재되어 해당 L4를 분해 필요,SPLIT,KEEP_CONFIRMED_EXPERT,G_SYS_MISINFO_008,G_SYS_MISINFO,개인 대상 허위정보,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,511,G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,(jay) [분할] 복합적. Misinformation + Political Bias and Manipulation + Erosion of Democracy and Civic Order 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_POL_007 | G_SOC_DEMOC_005 | G_SYS_MISINFO_021,G_INT_POL | G_SOC_DEMOC | G_SYS_MISINFO,개인화된 정치적 영향 조작 | 민주적 공론과 시민 신뢰의 침식 | 선거절차에 관한 허위정보 생성,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,523,G_SYS_MISINFO_024,개인화 정보 악용 표적 사기,(jay) [이관] illegal conduct,TRANSFER,L3_REASSIGN_APPLIED,G_INT_ILLEGAL_012,G_INT_ILLEGAL,개인화 정보 악용 표적 사기,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,524,G_SYS_MISINFO_025,지속적 기만 수행에 의한 이용자 판단 왜곡,(jay) [이관] Deception and Scheming,TRANSFER,L3_REASSIGN_APPLIED,A_SYS_DECEPT_002,A_SYS_DECEPT,지속적 기만 수행에 의한 이용자 판단 왜곡,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,528,G_SYS_OEXT_004,인지 오프로딩,(jay) [이관] Cultural and Epistemic Erosion,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_CULT_012,G_SOC_CULT,인지 오프로딩,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,530,G_SYS_OEXT_006,AI 위임에 따른 인간 의사결정 권한 이전,(jay) [이관] Governance and Accountability Void,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_GOV_020,G_SOC_GOV,AI 위임에 따른 인간 의사결정 권한 이전,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
