Source_L4_ID,Source_L4_Title_ko,Source_L4_Title_en,Source_L4_Description_ko,Source_L4_Description_en,Operation,Operation_Group_Key,Output_Sequence,Target_L3_ID,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,Representative_Source_L4_ID,Absorbed_Source_L4_IDs,Editorial_Note
G_INT_REPR_001,집단별 성능 격차·고정관념 인코딩,Demographic performance disparity and stereotype encoding,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 ML 시스템이 일부 인구 통계·사회 집단의 고정관념을 인코딩하거나 그 집단에 대해 불균형적으로 낮은 성능을 보이는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an ML system encodes stereotypes of, or performs disproportionately poorly for, some demographic or social groups.",SPLIT,SPLIT:G_INT_REPR_001,1,G_INT_REPR,집단 고정관념과 과소대표의 강화,Reinforcement of group stereotypes and under-representation,AI 시스템이 특정 집단을 반복적으로 과소대표하거나 고정관념에 따라 묘사하여 사회적 편견과 배제를 강화하는 리스크.,"The risk that an AI system repeatedly under-represents particular groups or portrays them through stereotypes, reinforcing social prejudice and exclusion.",G_INT_REPR_001,,고정관념은 표현 L3에 적격하나 집단 성능 격차만으로는 현행 L3 경계를 충족하지 않는다.
G_INT_REPR_003,사회 집단에 대한 모델의 차별적 결정과 산출,Discriminatory model decisions and outputs against social groups,"학습 데이터에서 비롯되거나 모델 설계·최적화 과정에서 유입된 편향이 재현·증폭되어, 인종·성별·종교 등으로 구분되는 집단이 모델의 결정과 생성 콘텐츠에서 체계적으로 불리해지는 리스크. 그 결과 고정관념의 강화와 배제, 실질적으로 불평등한 대우가 발생하는 리스크.","The risk that biases originating in training data or introduced through model design and optimization are reproduced and amplified, so that decisions and generated content systematically disadvantage groups defined by race, gender, religion, or similar attributes. The result is stereotyping, exclusion, and materially unequal treatment of the affected groups.",SPLIT,SPLIT:G_INT_REPR_003,1,G_INT_REPR,보호집단 고정관념의 재생산,Reproduction of stereotypes about protected groups,AI 시스템이 학습 데이터나 생성 규칙에 포함된 고정관념을 재생산하여 보호집단을 열등하거나 배제된 방식으로 표현하는 리스크.,The risk that an AI system reproduces stereotypes embedded in training data or generation rules and represents protected groups as inferior or excluded.,G_INT_REPR_003,,표현상 피해와 물질적 배분 결과를 분리한다.
G_INT_REPR_003,사회 집단에 대한 모델의 차별적 결정과 산출,Discriminatory model decisions and outputs against social groups,"학습 데이터에서 비롯되거나 모델 설계·최적화 과정에서 유입된 편향이 재현·증폭되어, 인종·성별·종교 등으로 구분되는 집단이 모델의 결정과 생성 콘텐츠에서 체계적으로 불리해지는 리스크. 그 결과 고정관념의 강화와 배제, 실질적으로 불평등한 대우가 발생하는 리스크.","The risk that biases originating in training data or introduced through model design and optimization are reproduced and amplified, so that decisions and generated content systematically disadvantage groups defined by race, gender, religion, or similar attributes. The result is stereotyping, exclusion, and materially unequal treatment of the affected groups.",SPLIT,SPLIT:G_INT_REPR_003,2,G_INT_ALLOC,보호집단에 대한 불리한 자원 배분,Adverse resource allocation to protected groups,"AI 시스템이 보호대상 특성이나 사회적 지위에 근거해 특정 개인·집단에 자원, 기회, 서비스 또는 접근을 불리하게 배분하는 리스크.","The risk that an AI system allocates worse resources, opportunities, services, or access to individuals or groups based on protected characteristics or social status.",G_INT_REPR_003,,표현상 피해와 물질적 배분 결과를 분리한다.
G_INT_SELF_010,자살 행동 및 자살 지원,Suicidal behaviour and assistance with suicide,AI 시스템이 자살 행위 및 자살 지원 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, normalizes, or provides operational assistance for content, decisions, or actions involving suicidal acts and suicide assistance, causing harm to an individual's life or physical and psychological well-being.",REWRITE,REWRITE:G_INT_SELF_010,1,G_INT_SELF,자살 실행·준비행위에 대한 구체적 지원,Concrete assistance for suicide acts or preparatory conduct,"AI 시스템이 자살 실행 또는 준비행위에 필요한 방법, 순서, 수단이나 회피 정보를 구체적으로 제공하여 자기 위해의 실행 가능성을 높임하는 리스크.","The risk that an AI system provides concrete methods, sequences, means, or evasion information for suicide or preparatory conduct, increasing the feasibility of self-harm.",G_INT_SELF_010,,동일 L3 안에서도 실행과 준비행위의 위험기제를 구별하도록 정의를 정밀화한다.
G_INT_UNETH_017,비전문가 데이터 조작,Non-expert data manipulation,데이터 도메인 전문성이 없는 사람이 실측 레이블 정의나 서로 다른 형식·출처의 데이터 병합 등의 조작을 수행하여 데이터가 사용 불가능해지거나 AI 시스템 개발에 유해해지는 리스크.,"The risk that people with little or no expertise in the domain of the data perform manipulations such as defining the ground truth label or merging different data formats or sources, rendering the data unusable or harmful to the development of the AI system.",DELETE,DELETE:G_INT_UNETH_017,0,,,,,,G_INT_UNETH_017,,비전문가 데이터 처리와 데이터 품질 문제는 검토된 L3에 적격하지 않으며 존재하지 않는 성능 L3를 만들 수 없다.
G_INT_UNETH_018,심리적 조작·비인간화·대규모 착취,"Psychological manipulation, dehumanization, and exploitation","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 ML 시스템이 심리적 조작, 비인간화, 대규모 인간 착취 등의 추가적인 윤리적 피해를 야기하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which ML systems produce further ethical harms such as psychological manipulation, dehumanization, and exploitation of humans at scale.",SPLIT,SPLIT:G_INT_UNETH_018,1,G_INT_UNETH,취약성을 이용한 행동 조작,Behavioural manipulation through exploitation of vulnerabilities,AI 시스템이 추론된 심리상태나 취약성을 이용해 충분한 숙고 없이 특정 행동을 선택하도록 유도하는 리스크.,The risk that an AI system uses inferred psychological states or vulnerabilities to steer a person toward a particular action without adequate deliberation.,G_INT_UNETH_018,,행동 조작과 표현적 존엄 훼손은 다른 상호작용 피해다.
G_INT_UNETH_018,심리적 조작·비인간화·대규모 착취,"Psychological manipulation, dehumanization, and exploitation","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 ML 시스템이 심리적 조작, 비인간화, 대규모 인간 착취 등의 추가적인 윤리적 피해를 야기하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which ML systems produce further ethical harms such as psychological manipulation, dehumanization, and exploitation of humans at scale.",SPLIT,SPLIT:G_INT_UNETH_018,2,G_INT_REPR,보호집단 고정관념의 재생산,Reproduction of stereotypes about protected groups,AI 시스템이 학습 데이터나 생성 규칙에 포함된 고정관념을 재생산하여 보호집단을 열등하거나 배제된 방식으로 표현하는 리스크.,The risk that an AI system reproduces stereotypes embedded in training data or generation rules and represents protected groups as inferior or excluded.,G_INT_UNETH_018,,행동 조작과 표현적 존엄 훼손은 다른 상호작용 피해다.
G_INT_UNETH_019,마음이론(Theory of Mind) 능력,Theory of mind capability,"시스템이 인간과 타 에이전트의 신념, 동기, 추론을 추정·예측하는 마음 이론 역량을 목표 달성을 위한 행동 예측·유도에 활용하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which a system infers and predicts the beliefs, motivations, and reasoning of humans and other agents, and exploits this theory of mind capability to anticipate and steer their behavior for goal achievement.",REWRITE,REWRITE:G_INT_UNETH_019,1,G_INT_UNETH,마음이론 기반 행동 조작,Theory-of-mind-based behavioural manipulation,"AI 시스템이 사용자의 신념, 욕구 또는 감정 상태를 추론하고 이를 악용하여 사용자가 충분히 숙고하지 않은 행동을 선택하도록 유도하는 리스크.","The risk that an AI system infers a user’s beliefs, desires, or emotional state and exploits them to steer the user toward actions they have not adequately deliberated.",G_INT_UNETH_019,,기술 설명이 아니라 추론된 심리상태를 악용한 행동 조작이라는 피해기제를 제목과 정의에 명시한다.
G_INT_VALUE_003,콘텐츠 조정 알고리즘의 편향적 억압,Biased suppression by content-moderation algorithms,유해 콘텐츠 필터링을 목적으로하는 AI 기반 콘텐츠 조정 알고리즘이 편향을 영속시켜 여성 등 특정 집단의 콘텐츠를 불균형하게 억압하거나 노출을 제한하는 리스크.,"The risk that AI-based content moderation algorithms, while intended to filter harmful content, perpetuate biases and disproportionately suppress or shadowban content featuring particular groups such as women.",SPLIT,SPLIT:G_INT_VALUE_003,1,G_INT_ALLOC,보호집단에 대한 불리한 자원 배분,Adverse resource allocation to protected groups,"AI 시스템이 보호대상 특성이나 사회적 지위에 근거해 특정 개인·집단에 자원, 기회, 서비스 또는 접근을 불리하게 배분하는 리스크.","The risk that an AI system allocates worse resources, opportunities, services, or access to individuals or groups based on protected characteristics or social status.",G_INT_VALUE_003,,가치 부과보다 배분 결과와 표현 피해가 직접적이다.
G_INT_VALUE_003,콘텐츠 조정 알고리즘의 편향적 억압,Biased suppression by content-moderation algorithms,유해 콘텐츠 필터링을 목적으로하는 AI 기반 콘텐츠 조정 알고리즘이 편향을 영속시켜 여성 등 특정 집단의 콘텐츠를 불균형하게 억압하거나 노출을 제한하는 리스크.,"The risk that AI-based content moderation algorithms, while intended to filter harmful content, perpetuate biases and disproportionately suppress or shadowban content featuring particular groups such as women.",SPLIT,SPLIT:G_INT_VALUE_003,2,G_INT_REPR,집단 고정관념과 과소대표의 강화,Reinforcement of group stereotypes and under-representation,AI 시스템이 특정 집단을 반복적으로 과소대표하거나 고정관념에 따라 묘사하여 사회적 편견과 배제를 강화하는 리스크.,"The risk that an AI system repeatedly under-represents particular groups or portrays them through stereotypes, reinforcing social prejudice and exclusion.",G_INT_VALUE_003,,가치 부과보다 배분 결과와 표현 피해가 직접적이다.
G_INT_WEAP_013,모델 확산에 의한 이중용도 역량의 저비용 확 산,Low-cost diffusion of dual-use capabilities through model proliferation,"오픈 소스·오픈 웨이 트 GPAI 모델의 확산으로 비전문가가 최소 비용으로 이중 용도 역량에 접근하고, 기반 모델의 개조를 통해 독소 합성용 단백질 서열 생성 등 위험한 용도로 전용되는 리스크.",The risk that proliferation of open-source or open-weight GPAI models gives non-experts low-cost access to dual-use capabilities and allows base models to be modified for dangerous uses such as generating candidate protein sequences for toxin synthesis.,REWRITE,REWRITE:G_INT_WEAP_013,1,G_INT_WEAP,독소 합성 등 이중용도 역량의 저비용 확산,Low-cost diffusion of dual-use capabilities such as toxin synthesis,AI 시스템이 독소 합성 등 위해 가능성이 큰 이중용도 절차의 전문지식과 실행 장벽을 낮춰 악의적 사용을 용이하게 함하는 리스크.,"The risk that an AI system lowers the expertise and execution barriers for high-risk dual-use procedures such as toxin synthesis, facilitating malicious use.",G_INT_WEAP_013,,무기화 가능성과 실행 장벽 하락을 제목에 명시해 L3 적격성을 분명히 한다.
G_Others_026,학습-운용 데이터 간 데이터셋 시프트,Dataset shift between training and runtime data,AI/ML 모델의 학습 데이터와 시험·운용 데이터가 서로 다른 분포를 보이는 데이터셋 시프트로 인해 모델의 타당성이 훼손되는 리스크.,"The risk that the training data and the testing or runtime data of an AI/ML model demonstrate different distributions, undermining the model's validity.",REWRITE,REWRITE:G_Others_026,1,G_SYS_EVAL,분포 이동을 놓치는 평가로 인한 허위 안전확신,False safety assurance from evaluation that misses distribution shift,AI 시스템이 평가 절차가 학습과 운영 환경의 분포 차이를 탐지하지 못해 실제 배포 위험을 과소평가하는 리스크.,"The risk that an AI system uses an evaluation process that fails to detect distributional differences between training and operation, thereby underestimating deployment risk.",G_Others_026,,운영 성능 저하 자체가 아니라 평가가 학습·운영 분포 차이를 놓치는 실패로 한정한다.
G_Others_030,센서 드리프트에 의한 배포 시스템 성능 저하,Deployed-system degradation from sensor and distribution drift,물리 센서와 데이터 소스에 의존하는 배포된 AI 시스템에서 하드웨어 드리프트에 따른 데이터 분포 변화가 발생하여 시스템의 견고성과 성능이 저하되는 리스크.,The risk that hardware drift in the physical sensors and data sources of deployed AI systems causes data distribution drift that degrades system robustness and performance.,APPLY_TRANSFER,APPLY_TRANSFER:G_Others_030,1,P_SYS_STATE,센서 드리프트에 따른 물리 상태추정 오류,Physical state-estimation error from sensor drift,"로봇 또는 체화형 AI 시스템이 센서의 점진적 편향이나 보정 변화로 실제 위치, 자세 또는 환경 상태를 잘못 추정하여 후속 물리 행동을 위험하게 만듦하는 리스크.","The risk that a robot or embodied AI system misestimates actual position, pose, or environmental state because of gradual sensor bias or calibration drift, making subsequent physical action unsafe.",G_Others_030,,물리 센서 변화가 실제 환경 상태 인식을 훼손하므로 Physical 상태추정 L3에 직접 적격하다.
G_Others_074,잘못된 데이터 라벨,Incorrect data labels,데이터 레이블이 부정확하여 지도 학습 AI 시스템이 실측 진실과 의도된 기능을 학습하지 못하는 리스크.,The risk that incorrect data labels prevent a supervised learning AI system from learning the ground truth and therefore the intended functionality.,DELETE,DELETE:G_Others_074,0,,,,,,G_Others_074,,잘못된 학습 라벨은 일반 데이터 품질·성능 문제이며 현행 검토 L3에 정확한 수용 범위가 없다.
G_Others_084,개발 과정 문서화와 데이터 이해의 부족,Insufficient development documentation and understanding of data,"AI 시스템 개발 전반에서 내려진 결정과 조치가 문서화되지 않고 사용된 데이터에 대한 이해도 충분하지 않은 리스크. 그 결과 데이터의 결함이 교정되지 않은 채 남고 개발 프로세스의 최적화와 시스템 감사가 불가능해지며, 의도된 기능에 적합하지 않은 시스템이 만들어진다로 인해 구체적인 위해가 발생하는 리스크.","The risk that decisions and actions taken throughout the development of an AI system go undocumented and that the data used is insufficiently understood. Data shortcomings are left unaddressed, the development process cannot be optimized or audited, and the resulting system is poorly suited to its intended functionality.",DELETE,DELETE:G_Others_084,0,,,,,,G_Others_084,,문서화·데이터 이해 부족은 관리 활동 또는 성능 조건으로서 현행 위험 L3에 직접 적격하지 않다.
G_Others_085,학습 데이터의 대표성 부족,Insufficient representation in training data,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 학습 데이터가 운용 데이터 분포와 불일치하거나 희소 사례 표본이 부족하여 학습에 충분히 반영되지 않은 입력에서 시스템 성능이 저하되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which training data fails to match the operational distribution or lacks sufficient samples of rare cases, so the system underperforms on inputs insufficiently represented in training.",DELETE,DELETE:G_Others_085,0,,,,,,G_Others_085,,대표성 부족과 일반 성능 격차만 기술하며 보호집단에 대한 표현 또는 물질적 차별 결과가 특정되지 않는다.
G_Others_086,복잡한 신경망 모델의 내재적 견고성 취약성,Intrinsic robustness weaknesses of complex neural models,"심층 신경망처럼 비선형적이고 규모가 큰 고복잡 도 모델이 다른 유형의 시스템에는 없는 고유한 취약성을 보여, 복잡하고 변화하는 운영 환경이나 악의적 간섭과 유도에 쉽게 영향을 받는 리스크. 그 결과 성능이 저하되고 의사 결정 오류가 발생하여, 특히 안전 필수 맥락에서 기능 안전과 신뢰성이 훼손되는 리스크.","The risk that high-complexity, non-linear models such as deep neural networks exhibit weaknesses not found in other types of systems, leaving them susceptible to changing operational environments and to malicious interference and inducement. Performance degrades and decision errors follow, undermining functional safety and trustworthiness above all in safety-critical deployments.",REWRITE,REWRITE:G_Others_086,1,G_SYS_SECADV,적대적 교란에 의한 모델 취약성 악용,Exploitation of model vulnerabilities through adversarial interference,"AI 시스템이 공격자가 적대적 입력, 데이터 중독 또는 보호장치 우회를 이용해 모델 동작을 의도적으로 교란하는 리스크.","The risk that an AI system allows an attacker to intentionally disrupt model behaviour using adversarial inputs, data poisoning, or bypasses of protective controls.",G_Others_086,,악의적 공격 기제만 보존하고 비악의적 일반 성능 실패는 제거한다.
G_Others_118,학습·검증 데이터의 품질 결함과 부적절한 선 택,Poor quality and unrepresentative training data selection,"학습과 검증에 사용되는 데이터가 부적절한 수집·큐레이션으로 오염되거나 레이블 오류와 상충 정보를 포함하고, 대상 모집단과 관심 현상을 충분히 대표하지 못하거나 편향된 콘텐츠를 담고 있는 리스크. 이러한 데이터로 학습된 모델은 부정확한 출력을 내고 데이터에 담긴 편향을 재현하거나 오히려 증폭하여 차별적 결정을 산출하는 리스크.","The risk that data selected for training and validation is contaminated, mislabelled, internally inconsistent, or insufficiently representative of the target population and phenomenon, whether through improper curation or the inclusion of biased content. Models trained on such data produce inaccurate outputs and reproduce, and often amplify, the bias it contains, yielding discriminatory decisions.",SPLIT,SPLIT:G_Others_118,1,G_INT_REPR,보호집단 고정관념의 재생산,Reproduction of stereotypes about protected groups,AI 시스템이 학습 데이터나 생성 규칙에 포함된 고정관념을 재생산하여 보호집단을 열등하거나 배제된 방식으로 표현하는 리스크.,The risk that an AI system reproduces stereotypes embedded in training data or generation rules and represents protected groups as inferior or excluded.,G_Others_118,,일반 정확도·데이터 품질 부분은 제외하고 표현과 배분 피해만 분리한다.
G_Others_118,학습·검증 데이터의 품질 결함과 부적절한 선 택,Poor quality and unrepresentative training data selection,"학습과 검증에 사용되는 데이터가 부적절한 수집·큐레이션으로 오염되거나 레이블 오류와 상충 정보를 포함하고, 대상 모집단과 관심 현상을 충분히 대표하지 못하거나 편향된 콘텐츠를 담고 있는 리스크. 이러한 데이터로 학습된 모델은 부정확한 출력을 내고 데이터에 담긴 편향을 재현하거나 오히려 증폭하여 차별적 결정을 산출하는 리스크.","The risk that data selected for training and validation is contaminated, mislabelled, internally inconsistent, or insufficiently representative of the target population and phenomenon, whether through improper curation or the inclusion of biased content. Models trained on such data produce inaccurate outputs and reproduce, and often amplify, the bias it contains, yielding discriminatory decisions.",SPLIT,SPLIT:G_Others_118,2,G_INT_ALLOC,보호집단에 대한 불리한 자원 배분,Adverse resource allocation to protected groups,"AI 시스템이 보호대상 특성이나 사회적 지위에 근거해 특정 개인·집단에 자원, 기회, 서비스 또는 접근을 불리하게 배분하는 리스크.","The risk that an AI system allocates worse resources, opportunities, services, or access to individuals or groups based on protected characteristics or social status.",G_Others_118,,일반 정확도·데이터 품질 부분은 제외하고 표현과 배분 피해만 분리한다.
G_Others_141,배포 후 잔존 결함으로 인한 오작동,Undesirable outcomes from residual post-deployment defects,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동 음이 의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which a deployed system still contains undetected bugs, design mistakes, misaligned goals, and poorly developed capabilities that produce highly undesirable outcomes, such as misinterpreting commands due to homophones or double meanings in human language.",DELETE,DELETE:G_Others_141,0,,,,,,G_Others_141,,"잔여 버그, 목표 불일치, 모호성을 한데 묶은 포괄적 성능 카드로 원자성과 L3 적격성이 모두 부족하다."
G_SOC_CULT_008,AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,"Erosion of human agency, oversight, and equitable treatment by AI","과잉 의존과 자동화 편향, 중대한 결정의 위임, 출력에 대한 검토·이의 제기·무효화 능력의 약화, 감독에 저항하며 권력과 자원을 추구하는 시스템을 통해 사람에 대한 결정 권한이 AI로 이전되고, 편향된 데이터·목표·배포 조건이 그 자동화된 결정을 왜곡하는 리스크. 그 결과 개인과 집단은 기회·서비스의 차별적 배분에 노출되고, 인간의 자율성·숙련·감독·통제력은 점진적으로, 때로는 비가역적으로 침식되는 리스크.","The risk that decision power over people shifts to AI systems, whether through overreliance and automation bias, delegation of high-stakes choices, weakened ability to inspect, contest, or override outputs, or systems that resist oversight and seek power and resources, while biased data, objectives, and deployment conditions skew the resulting automated decisions. Individuals and groups are consequently subjected to discriminatory allocation of opportunities and services, and human autonomy, skill, oversight, and control erode progressively and potentially irreversibly.",SPLIT,SPLIT:G_SOC_CULT_008,1,G_SYS_CONTEST,AI 결정에 대한 이의제기와 중단의 불가능,Inability to contest or halt AI decisions,AI 시스템이 영향을 받는 사람이 AI 시스템의 결정 근거를 검토하거나 이의를 제기하고 출력을 중단·수정할 수 없게 하여 피해를 시정하지 못하게 함하는 리스크.,"The risk that an AI system prevents affected people from reviewing the basis of an AI decision, contesting it, or halting and correcting the output, leaving harms without effective remedy.",G_SOC_CULT_008,,시스템 수준 통제 가능성과 사회 수준 책임구조를 분리한다.
G_SOC_CULT_008,AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,"Erosion of human agency, oversight, and equitable treatment by AI","과잉 의존과 자동화 편향, 중대한 결정의 위임, 출력에 대한 검토·이의 제기·무효화 능력의 약화, 감독에 저항하며 권력과 자원을 추구하는 시스템을 통해 사람에 대한 결정 권한이 AI로 이전되고, 편향된 데이터·목표·배포 조건이 그 자동화된 결정을 왜곡하는 리스크. 그 결과 개인과 집단은 기회·서비스의 차별적 배분에 노출되고, 인간의 자율성·숙련·감독·통제력은 점진적으로, 때로는 비가역적으로 침식되는 리스크.","The risk that decision power over people shifts to AI systems, whether through overreliance and automation bias, delegation of high-stakes choices, weakened ability to inspect, contest, or override outputs, or systems that resist oversight and seek power and resources, while biased data, objectives, and deployment conditions skew the resulting automated decisions. Individuals and groups are consequently subjected to discriminatory allocation of opportunities and services, and human autonomy, skill, oversight, and control erode progressively and potentially irreversibly.",SPLIT,SPLIT:G_SOC_CULT_008,2,G_SOC_GOV,AI 피해에 대한 책임·거버넌스 공백,Accountability and governance gaps for AI harm,"AI 시스템이 AI 시스템의 의사결정과 피해에 대한 책임 주체, 감독 절차 또는 시정 권한이 불명확하여 사회적 통제가 약화하는 리스크.","The risk that an AI system leaves responsibility, oversight procedures, or remedial authority for AI decisions and harms unclear, weakening societal control.",G_SOC_CULT_008,,시스템 수준 통제 가능성과 사회 수준 책임구조를 분리한다.
G_SOC_CULT_010,인간 존엄성 침식,Erosion of human dignity,"AI가 매개하는 처우가 사람을 프로필·점수·행동 표적으로 환원하거나 지능의 위계 속에서 인간을 열등한 존재로 취급하게하여, 인간에 대한 존중과 존엄성, 동등한 도덕적 지위를 침식하는 리스크.","The risk that AI-mediated treatment undermines respect for persons, whether by reducing people to profiles, scores, and behavioral targets or by casting humans as lesser within hierarchies of intelligence, eroding human dignity and equal moral standing.",REWRITE,REWRITE:G_SOC_CULT_010,1,G_SOC_CULT,인간 존엄성과 동등한 도덕적 지위의 침식,Erosion of human dignity and equal moral standing,"AI 시스템이 사람을 프로필·점수·행동 표적으로 환원하거나 지능의 위계에서 열등한 존재로 취급하여 인간에 대한 존중, 존엄성 및 동등한 도덕적 지위를 침식하는 리스크.","The risk that an AI system reduces people to profiles, scores, or behavioural targets, or treats humans as inferior within hierarchies of intelligence, eroding respect for persons, human dignity, and equal moral standing.",G_SOC_CULT_010,,Independent lineage review restored the human-dignity mechanism supported by the source; the unrelated low-resource-language wording was removed.
G_SOC_DEMOC_001,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,Biased influence through citizen screening and tailored propaganda,"AI 기반 챗봇이 개별 사용자의 결정에 영향을 주도록 소통 방식을 맞춤화하고, 브렉시트 국민 투표에서 나타난 초기 계산적 선전처럼 억압적 정부가 AI로 시민의 의견을 형성하는 리스크.","The risk that AI-powered chatbots tailor their communication approach to influence individual users' decisions, as with the computational propaganda during the Brexit referendum, and that oppressive governments could use AI to shape citizens' opinions.",SPLIT,SPLIT:G_SOC_DEMOC_001,1,G_INT_POL,개인화된 정치적 영향 조작,Personalised manipulation of political influence,AI 시스템이 개인의 성향이나 취약성을 이용한 맞춤형 메시지로 정치적 판단이나 참여를 은밀하게 조작하는 리스크.,The risk that an AI system covertly manipulates political judgment or participation through personalised messages that exploit an individual’s preferences or vulnerabilities.,G_SOC_DEMOC_001,,정치적 상호작용 기제와 사회적 민주주의 결과를 구분한다.
G_SOC_DEMOC_001,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,Biased influence through citizen screening and tailored propaganda,"AI 기반 챗봇이 개별 사용자의 결정에 영향을 주도록 소통 방식을 맞춤화하고, 브렉시트 국민 투표에서 나타난 초기 계산적 선전처럼 억압적 정부가 AI로 시민의 의견을 형성하는 리스크.","The risk that AI-powered chatbots tailor their communication approach to influence individual users' decisions, as with the computational propaganda during the Brexit referendum, and that oppressive governments could use AI to shape citizens' opinions.",SPLIT,SPLIT:G_SOC_DEMOC_001,2,G_SOC_DEMOC,민주적 공론과 시민 신뢰의 침식,Erosion of democratic discourse and civic trust,"AI 시스템이 대규모 정치 조작이나 허위정보 확산을 통해 공론의 진정성, 선거 신뢰 또는 시민의 자율적 참여를 약화하는 리스크.","The risk that an AI system weakens the integrity of public discourse, trust in elections, or autonomous civic participation through large-scale political manipulation or misinformation.",G_SOC_DEMOC_001,,정치적 상호작용 기제와 사회적 민주주의 결과를 구분한다.
G_SYS_CONTEXT_002,맥락적 프라이버시 보호 실패,Contextual privacy protection failure,적절한 행동이 사회적·상황적 단서에 좌우되는 프라이버시 민감 상황에서 에이전트가 맥락적 개인 정보를 보호하지 못하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which an agent fails to protect contextual personal information in privacy-sensitive situations where the appropriate action depends on social and situational cues.",APPLY_TRANSFER,APPLY_TRANSFER:G_SYS_CONTEXT_002,1,G_INT_PRIV,맥락 오인에 따른 개인정보 침해,Privacy violation caused by context misinterpretation,AI 시스템이 공개·비공개 맥락이나 정보주체의 의도를 잘못 판단하여 해당 맥락에서 허용되지 않은 개인정보를 노출하는 리스크.,The risk that an AI system misjudges whether a context is public or private or misunderstands the data subject’s intent and discloses personal information not permitted in that context.,G_SYS_CONTEXT_002,,맥락 실패는 원인이며 서술된 직접 피해는 프라이버시 침해이므로 결과 L3로 이관한다.
G_SYS_CONTEXT_006,저자원 언어 가치 손실,Low-resource language value loss,모델 훈련과 평가가 고자원 언어에 집중되어 저자원 언어 사용자가 가치 뉘앙스·안전 적용 범위·사회적 의미를 잃는 리스크.,"The risk that low-resource language users lose value nuance, safety coverage, or social meaning because model training and evaluation are concentrated in highresource languages.",APPLY_TRANSFER,APPLY_TRANSFER:G_SYS_CONTEXT_006,1,G_SOC_CULT,저자원 언어와 문화적 의미의 침식,Erosion of low-resource languages and cultural meaning,AI 시스템이 저자원 언어와 문화권의 표현을 반복적으로 누락하거나 왜곡하여 언어 다양성과 문화적 의미를 약화하는 리스크.,"The risk that an AI system repeatedly omits or distorts expressions from low-resource languages and cultures, weakening linguistic diversity and cultural meaning.",G_SYS_CONTEXT_006,,저자원 언어의 문화적·인식론적 소실이 직접 피해이며 별도 성능 L3는 없다.
G_SYS_EVAL_014,학습 데이터 어노테이션 결함,Deficient training-data annotation,"불완전한 주석 지침과 역량이 부족한 주석 자, 주석 오류가 모델과 알고리즘의 정확성과 신뢰성, 효과를 떨어뜨리고, 훈련 편향을 도입해 차별을 증폭하며 일반화 능력을 낮추고 잘못된 산출을 낳는 리스크.","The risk that incomplete annotation guidelines, incapable annotators, and errors in annotation affect the accuracy, reliability, and effectiveness of models and algorithms, introduce training biases, amplify discrimination, reduce generalization abilities, and result in incorrect outputs.",DELETE,DELETE:G_SYS_EVAL_014,0,,,,,,G_SYS_EVAL_014,,학습 주석 결함은 데이터 품질 문제이며 평가·감사 실패로 기술되지 않아 G_SYS_EVAL에 부적격하다.
