source_row_id,source_domain,source_l4_id,title_ko,title_en,mapped_l3_id,mapping_method,em_score,em_anchor_score,em_margin,em_stability,ko_top_l3_id,en_top_l3_id,hd_reason,allowed_l3_ids,candidate_constraint_reason,top5_l3_scores
SRC-G-0163,General,RAI4-0443,출처 오귀속,Incorrect source attribution,G_Others,HD,0.750846,0.70281,0.017527,1.0,G_SYS_INPUT,G_SYS_INCONS,BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_POLICY|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.750846}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.733319}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.73162}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.727879}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.726404}]"
SRC-G-0164,General,RAI4-0512,고속 AI 운영에서의 오류 미탐지,Undetected errors from high-speed AI operation,G_Others,HD,0.762774,0.710624,0.023887,1.0,G_SOC_GOV,G_SYS_OVERCONF,BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SOC_GOV"", ""score"": 0.762774}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.738886}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.736636}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.728496}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.727477}]"
SRC-G-0165,General,RAI4-0549,역량·안전을 오측정하는 벤치마크 한계,Benchmark limitations mismeasuring capability and safety,G_Others,HD,0.811278,0.772885,0.010821,1.0,G_SYS_OEXT,G_SYS_EVAL,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.811278}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.800457}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.767105}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.761677}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.758121}]"
SRC-G-0166,General,RAI4-0552,안전 필수 인프라 AI 운영 사고,Operational accidents in safety-critical AI deployment,G_SYS_INPUT,EM,0.781594,0.718946,0.031191,1.0,G_SYS_INPUT,G_SYS_INPUT,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_INPUT"", ""score"": 0.781594}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.750403}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.748421}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.725301}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.724943}]"
SRC-G-0167,General,RAI4-0584,기반모델 공유에 따른 상관 실패,Correlated failures from shared foundation models,G_Others,HD,0.693072,0.636241,0.013731,1.0,G_SYS_CONTEXT,G_SOC_POWER,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_ALLOC|G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.693072}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.67934}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.671317}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.669044}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.667978}]"
SRC-G-0168,General,RAI4-0608,원자력 및 핵심 인프라에 대한 AI 제어 오류,Erroneous AI control of nuclear and critical infrastructure systems,G_Others,HD,0.787532,0.7432,0.009562,1.0,G_SOC_GOV,G_SOC_GOV,LOW_MARGIN,G_INT_VALUE|G_INT_PRIV|G_INT_UNETH|G_INT_WEAP|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_ILLEGAL|G_INT_COPY|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SOC_GOV"", ""score"": 0.787532}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.77797}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.756172}, {""l3_id"": ""G_SOC_ENV"", ""score"": 0.737912}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.737724}]"
SRC-G-0169,General,RAI4-0780,데이터 수집 품질관리 결함,Deficient data collection quality control,G_SYS_EVAL,EM,0.70964,0.655897,0.052288,1.0,G_SYS_EVAL,G_SYS_EVAL,,G_INT_VALUE|G_INT_UNETH|G_INT_COPY|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.70964}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.657352}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.656093}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.653094}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.651917}]"
SRC-G-0170,General,RAI4-0889,과장된 역량 주장과 제품 기능 실패에 따른 피 해,Harm from overstated capabilities and product function failure,G_Others,HD,0.794883,0.751758,0.009389,1.0,G_SYS_OEXT,G_SYS_EVAL,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.794883}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.785494}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.778528}, {""l3_id"": ""G_SYS_CONTEST"", ""score"": 0.770232}, {""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.769341}]"
SRC-G-0171,General,RAI4-1032,복잡 운용환경에서의 검증 범위 이탈 실패,Reliability failure outside validated operating envelope,G_SYS_EVAL,EM,0.803207,0.763885,0.035613,1.0,G_SYS_EVAL,G_SYS_EVAL,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.803207}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.767595}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.766419}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.748028}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.738078}]"
SRC-G-0172,General,RAI4-1034,복잡한 신경망 모델의 내재적 견고성 취약성,Intrinsic robustness weaknesses of complex neural models,G_Others,HD,0.701352,0.648186,0.003513,0.8,G_SYS_OVERCONF,G_SYS_EVAL,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.701352}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.697838}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.694502}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.688554}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.680956}]"
SRC-G-0173,General,RAI4-1036,기술 미성숙으로 인한 미지의,Unknown risks from immature technology,G_Others,HD,0.767473,0.715554,0.010902,1.0,G_SYS_TRANS,G_SOC_GOV,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SOC_GOV"", ""score"": 0.767473}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.756571}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.748073}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.737561}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.733251}]"
SRC-G-0174,General,RAI4-1037,사용례 내재 위험 노출,Inherent use-case risk exposure,G_Others,HD,0.760916,0.703705,0.012432,1.0,G_SYS_OEXT,G_SYS_OVERCONF,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.760916}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.748484}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.740267}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.733872}, {""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.733613}]"
SRC-G-0175,General,RAI4-1040,학습·검증 데이터의 품질 결함과 부적절한 선 택,Poor quality and unrepresentative training data selection,G_Others,HD,0.756006,0.707508,0.022956,1.0,G_SYS_EVAL,G_SYS_MISINFO,BILINGUAL_DISAGREEMENT,G_INT_ALLOC|G_INT_REPR|G_INT_VALUE|G_INT_POL|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_POLICY|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.756006}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.73305}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.728983}, {""l3_id"": ""G_INT_ALLOC"", ""score"": 0.720179}, {""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.717628}]"
SRC-G-0176,General,RAI4-1108,학습-운용 데이터 간 데이터셋 시프트,Dataset shift between training and runtime data,G_Others,HD,0.699592,0.646383,0.013799,1.0,G_SYS_POLICY,G_SYS_INCONS,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_POLICY|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.699592}, {""l3_id"": ""G_SYS_POLICY"", ""score"": 0.685793}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.679545}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.677619}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.671848}]"
SRC-G-0178,General,RAI4-1128,AI 비서 편익·피해 평가 지표 부재,Lack of metrics for evaluating assistant benefits and harms,G_Others,HD,0.746499,0.70278,0.015469,1.0,G_SYS_TRANS,G_SYS_EVAL,BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_TRANS"", ""score"": 0.746499}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.73103}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.730119}, {""l3_id"": ""G_SYS_CONTEST"", ""score"": 0.693423}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.677023}]"
SRC-G-0179,General,RAI4-1280,검증 불가능한 블랙박스 모델의 설명·결함 진 단 곤란,Unverifiable black-box models resisting explanation and debugging,G_SYS_TRANS,EM,0.747816,0.686218,0.015476,1.0,G_SYS_TRANS,G_SYS_TRANS,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_TRANS"", ""score"": 0.747816}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.73234}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.698103}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.686603}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.676985}]"
SRC-G-0180,General,RAI4-1336,학습 데이터 어노테이션 결함,Deficient training-data annotation,G_SYS_EVAL,EM,0.719421,0.666665,0.032569,1.0,G_SYS_EVAL,G_SYS_EVAL,,G_INT_ALLOC|G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_POLICY|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.719421}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.686852}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.685458}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.683787}, {""l3_id"": ""G_SYS_CONTEST"", ""score"": 0.680772}]"
SRC-G-0181,General,RAI4-1458,운영설계영역(ODD) 명세 미흡,Inadequate specification of the operational design domain,G_Others,HD,0.679166,0.617568,0.012467,0.8,G_SYS_INPUT,G_SYS_OEXT,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_INPUT"", ""score"": 0.679166}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.666699}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.666667}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.66227}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.654742}]"
SRC-G-0182,General,RAI4-1459,부적절한 자동화 수준,Inappropriate degree of automation,G_SYS_OEXT,EM,0.805982,0.756343,0.031445,1.0,G_SYS_OEXT,G_SYS_OVERCONF,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.805982}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.774537}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.771833}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.769174}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.76568}]"
SRC-G-0183,General,RAI4-1461,개발 과정 문서화와 데이터 이해의 부족,Insufficient development documentation and understanding of data,G_Others,HD,0.795603,0.753582,0.007816,1.0,G_SYS_TRANS,G_SYS_EVAL,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_EVAL"", ""score"": 0.795603}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.787786}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.771619}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.767941}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.741732}]"
SRC-G-0184,General,RAI4-1463,하드웨어 연산·전력 요구사항 누락,Omitted compute and power hardware requirements,G_SOC_ENV,EM,0.713715,0.666851,0.015294,1.0,G_SOC_ENV,G_SOC_ENV,,G_INT_VALUE|G_INT_POL|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SOC_ENV"", ""score"": 0.713715}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.698421}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.685228}, {""l3_id"": ""G_SYS_CONTEST"", ""score"": 0.683767}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.681899}]"
