Register_ID,Source_Domain,Source_Row_Number,source_row_id,Source_L4_IDs,Baseline_L4_ID,Baseline_L3_ID,Baseline_L4_Title_ko,Baseline_L4_Title_en,Source_Instruction_Prompt,Human_Review_Comment_Verbatim,Directly_Edited_Fields_In_Review_Table,Parsed_Round2_Action_Tokens,Parsed_Source_Instruction_Tokens,Instruction_Conflict_Flags,Baseline_Decision,Baseline_Decision_Rationale,Baseline_Changed_Fields,Output_L4_IDs,Output_L3_IDs,Output_L4_Titles_ko,Output_Count,Output_Is_Others,Preliminary_Implementation_Status,Recovery_Review_Required,Proposed_Recovery_Action,Proposed_Target_L1_ID,Proposed_Target_L3_ID,Proposed_Merge_Representative_source_row_id,Proposed_Split_Output_Count,Recovery_Rationale,User_Approval_Status
HR2-0243,General,244,SRC-G-0064,RAI4-1516,G_Others_044,G_Others,인코딩된 추론,Encoded reasoning,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_026,G_Others,인코딩된 추론,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0244,General,245,SRC-G-0489,RAI4-1607,G_Others_045,G_Others,생성형 AI 저성능에 의한 사용자 생산성 손실,End-user productivity loss from generative AI underperformance,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,G_Others_027,G_Others,생성형 AI의 성능 미달에 따른 사용자 생산성 저하,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0245,General,246,SRC-G-0386,RAI4-0633,G_Others_046,G_Others,대규모 영향력 작전에 의한 인식 체계 왜곡,Epistemic distortion by large-scale influence operations,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,FINAL_QA_LANGUAGE_REFINEMENT,"No second-round change request. | FQA-287:단순히 영향을 가한다는 순환 정의를 제거하고 영향력 작전의 자동화·확대, 조작 서사 주입, 정보 무결성 저하를 명시한다.",L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_028,G_Others,대규모 영향력 작전에 의한 인식 체계 왜곡,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0246,General,247,SRC-G-0475,RAI4-1218,G_Others_047,G_Others,사회 정의와 권리의 침식,Erosion of social justice and rights,,,,,,,UNCHANGED,No second-round change request.,L4_ID,G_Others_029,G_Others,사회 정의와 권리의 침식,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0247,General,248,SRC-G-0168,RAI4-0608,G_Others_048,G_Others,원자력 및 핵심 인프라에 대한 AI 제어 오류,Erroneous AI control of nuclear and critical infrastructure systems,중복: RAI4-0552(안전 필수 인프라 AI 운영 사고)와 핵심 인프라 제어 실패,,,,MERGE,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,G_Others_030,G_Others,원자력 및 핵심 인프라에 대한 AI 제어 오류,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0248,General,249,SRC-G-0061,RAI4-1228,G_Others_049,G_Others,프롬프트 품질 결함으로 인한 오류,Errors from poor prompt quality,,,,,,,FINAL_QA_ACCEPT_CURRENT,No second-round change request. | FQA-001:프롬프트 자체의 언어적 모호성과 AI 시스템의 입력 이해 실패를 현재 증거만으로 분리하기 어려우므로 G_Others와 HD를 유지한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_031,G_Others,프롬프트 품질 결함으로 인한 오류,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0249,General,250,SRC-G-0487,RAI4-1566,G_Others_050,G_Others,특정 집단 대상 체계적 편향에 의한 배제·폭력,Exclusion and violence from systemic bias against specific communities,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_032,G_Others,특정 집단 대상 체계적 편향에 의한 배제·폭력,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0250,General,251,SRC-G-0417,RAI4-0942,G_Others_051,G_Others,고도 AI에 의한 실존적·재앙적,Existential and catastrophic risk from advanced AI systems,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_033,G_Others,고도 AI 시스템에 의한 실존적·재앙적 위험,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0251,General,252,SRC-G-0422,RAI4-0974,G_Others_052,G_Others,비정렬 AGI 실존적 재난,Existential catastrophe from unaligned AGI,. 중복: RAI4-0942(고도 AI에 의한 실존적·재앙적 위험),,,,MERGE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_034,G_Others,비정렬 AGI 실존적 재난,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0253,General,254,SRC-G-0145,RAI4-0307,G_Others_054,G_Others,로봇·AI 정체성 미고지,Failure to disclose robotic or AI identity,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_035,G_Others,로봇·AI 정체성 미고지,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0254,General,255,SRC-G-0029,RAI4-0810,G_Others_055,G_Others,성실성 오류,Faithfulness errors,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,G_Others_036,G_Others,출력의 출처 충실성 오류,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0255,General,256,SRC-P-0008,RAI4-1383,G_Others_056,G_Others,학습 단계의 치명적 실수,Fatal mistakes during the learning phase,General 영역으로 이동하여 적합한 L3에 매핑할 것,,,,REMAP,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_037,G_Others,학습 단계의 치명적 실수,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0258,General,259,SRC-G-0311,RAI4-0384,G_Others_059,G_Others,남반구 지식 추출,Global South knowledge extraction,기존 리스크 작성 톤으로 L4 description 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,G_Others_038,G_Others,글로벌 사우스의 지식 추출,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0260,General,261,SRC-G-0170,RAI4-0889,G_Others_061,G_Others,과장된 역량 주장과 제품 기능 실패에 따른 피해,Harm from overstated capabilities and product function failure,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_039,G_Others,과장된 역량 주장과 제품 기능 실패에 따른 피해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0263,General,264,SRC-G-0379,RAI4-1328,G_Others_064,G_Others,소외로 인한 피해,Harms from estrangement,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_040,G_Others,소외로 인한 피해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0264,General,265,SRC-G-0397,RAI4-1302,G_Others_065,G_Others,인간 멸종,Human-extinction risk,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-315:human extinction의 표준적 한국어 표현을 사용하고 인간 멸종이라는 부자연스러운 결합을 바로잡는다.,L4_Title_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_041,G_Others,인류 멸종,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0265,General,266,SRC-G-0244,RAI4-1060,G_Others_066,G_Others,불법적 대중 감시·검열,Illegitimate mass surveillance and censorship,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_042,G_Others,불법적 대중 감시·검열,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0266,General,267,SRC-G-0157,RAI4-0099,G_Others_067,G_Others,AI 조달의 불충분한 실사,Inadequate due diligence in AI procurement,Title: Inadequate due diligence in AI procurement,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_ID,G_Others_043,G_Others,AI 조달의 불충분한 실사,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0268,General,269,SRC-G-0181,RAI4-1458,G_Others_069,G_Others,운영설계영역(ODD) 명세 미흡,Inadequate specification of the operational design domain,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_044,G_Others,운영설계영역(ODD) 명세 미흡,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0269,General,270,SRC-G-0142,RAI4-0171,G_Others_070,G_Others,AI 상호작용에서의 이해·동의 부족,Inadequate understanding and consent in AI interactions,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_045,G_Others,AI 상호작용에서의 이해·동의 부족,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0271,General,272,SRC-G-0051,RAI4-0070,G_Others_072,G_Others,사고 분류 단편화,Incident taxonomy fragmentation,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_046,G_Others,사고 분류 단편화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0272,General,273,SRC-G-0079,RAI4-0057,G_Others_073,G_Others,AI 결정·행동에 대한 감사 추적 불완전성,Incomplete audit trails for AI decisions and actions,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_047,G_Others,AI 결정·행동에 대한 감사 추적 불완전성,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0273,General,274,SRC-G-0185,RAI4-1466,G_Others_074,G_Others,잘못된 데이터 라벨,Incorrect data labels,중복: RAI4-1336(학습 데이터 어노테이션 결함)와 라벨 결함,(jay) [이관] Performance and Reliability Failure,,REMAP,MERGE,,FINAL_QA_LANGUAGE_REFINEMENT,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다. | FQA-291:프로젝트 용어집과 기계학습 평가 문헌의 표준어인 실측 정답(ground truth)으로 교정한다.,L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,G_Others_102,G_Others,잘못된 데이터 라벨,1,YES,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0274,General,275,SRC-G-0163,RAI4-0443,G_Others_075,G_Others,출처 오귀속,Incorrect source attribution,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_048,G_Others,출처 오귀속,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0275,General,276,SRC-G-0024,RAI4-1006,G_Others_076,G_Others,가중되는 노동 부담,Increased labor burden,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_ID,G_Others_049,G_Others,가중되는 노동 부담,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0276,General,277,SRC-G-0440,RAI4-0412,G_Others_077,G_Others,원주민 데이터 주권 침해,Indigenous data sovereignty violation,,,,,,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-289:원주민 집단을 가리키는 국제 정책 표기 관행에 따라 Indigenous를 대문자로 표기한다.,L4_Description_en; Mapping evidence; L4_ID,G_Others_050,G_Others,원주민 데이터 주권 침해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0278,General,279,SRC-G-0240,RAI4-1581,G_Others_079,G_Others,위장 계정 자동 운영에 의한 정보환경 조작,Information-environment manipulation through automated sockpuppet accounts,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; L4_ID,G_Others_051,G_Others,위장 계정 자동 운영에 의한 정보 환경 조작,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0279,General,280,SRC-G-0212,RAI4-1542,G_Others_080,G_Others,외부 도구 연동을 통한 유해 콘텐츠 유입,Ingestion of harmful content through external tool integration,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_052,G_Others,외부 도구 연동을 통한 유해 콘텐츠 유입,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0280,General,281,SRC-G-0174,RAI4-1037,G_Others_081,G_Others,사용례 내재 위험 노출,Inherent use-case risk exposure,,,,,,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-290:사용례 내재 위험 노출이라는 명사 나열을 자연스러운 사용 사례에 내재된 위해 가능성으로 고치고 노출 주체를 명확히 한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_053,G_Others,사용 사례에 내재된 위해 가능성,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0281,General,282,SRC-G-0098,RAI4-1175,G_Others_082,G_Others,안전하지 않은 견해 내포 질의,Inquiry embedding unsafe opinion,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_054,G_Others,사용자 질의에 내포된 잠재적 유해 콘텐츠,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0283,General,284,SRC-G-0183,RAI4-1461,G_Others_084,G_Others,개발 과정 문서화와 데이터 이해의 부족,Insufficient development documentation and understanding of data,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Description_ko; L4_Description_en; HD_Reason; Mapping evidence; L4_ID,G_Others_103,G_Others,개발 과정 문서화와 데이터 이해의 부족,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0284,General,285,SRC-G-0186,RAI4-1468,G_Others_085,G_Others,학습 데이터의 대표성 부족,Insufficient representation in training data,Title: 학습 데이터의 대표성 부족,(jay) [이관] Performance and Reliability Failure,,REMAP,REWRITE,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,G_Others_104,G_Others,학습 데이터의 대표성 부족,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0285,General,286,SRC-G-0172,RAI4-1034,G_Others_086,G_Others,복잡한 신경망 모델의 내재적 견고성 취약성,Intrinsic robustness weaknesses of complex neural models,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Title_ko; L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,G_Others_105,G_Others,복잡한 신경망 모델의 내재적 견고성 부족,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0286,General,287,SRC-G-0205,RAI4-0854,G_Others_087,G_Others,되돌릴 수 없는 변화,Irreversible change,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_055,G_Others,되돌릴 수 없는 변화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0288,General,289,SRC-G-0043,RAI4-0389,G_Others_089,G_Others,지식 체계 배제,Knowledge-system marginalization,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_ID,G_Others_056,G_Others,지식 체계 배제,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0291,General,292,SRC-G-0224,RAI4-1158,G_Others_092,G_Others,대규모 설득 능력,Large-scale persuasion capability,,,,,,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,G_Others_057,G_Others,대규모 설득 능력,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0292,General,293,SRC-G-0362,RAI4-0159,G_Others_093,G_Others,AI 동반자에 의한 외로움 대체,Loneliness substitution by AI companions,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_ID,G_Others_058,G_Others,AI 동반자에 의한 외로움 대체,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0293,General,294,SRC-G-0471,RAI4-1016,G_Others_094,G_Others,장기 실존적 피해 경로,Long-horizon existential harm pathways,,,,,,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,G_Others_059,G_Others,장기 실존적 피해 경로,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0294,General,295,SRC-G-0346,RAI4-0883,G_Others_095,G_Others,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,Long-term effects of AI model biases on user judgment,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_Description_en; L4_ID,G_Others_060,G_Others,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0296,General,297,SRC-G-0385,RAI4-0611,G_Others_097,G_Others,AI 감시에 의한 전체주의 체제 유지,Maintenance of totalitarian regimes through AI surveillance,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_ID,G_Others_061,G_Others,AI 감시에 의한 전체주의 체제 유지,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0299,General,300,SRC-G-0255,RAI4-1091,G_Others_100,G_Others,도용 및 착취,Misappropriation and exploitation,,,,,,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-288:주어가 없는 영문 비문을 바로잡고 동의·공정한 보상·문화적 맥락이라는 세 보호 요건을 한영에 일치시킨다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_062,G_Others,도용 및 착취,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0300,General,301,SRC-G-0160,RAI4-0167,G_Others_101,G_Others,AI 인터페이스와 인적 요소의 불일치,Mismatch between AI interfaces and human factors,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_063,G_Others,AI 인터페이스와 인적 요소의 불일치,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0302,General,303,SRC-G-0104,RAI4-1486,G_Others_103,G_Others,조직 간 데이터 문서화 부재,Missing cross-organizational data documentation,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_Description_en; L4_ID,G_Others_064,G_Others,조직 간 데이터 문서화 부재,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0304,General,305,SRC-G-0057,RAI4-0938,G_Others_105,G_Others,사회적 가치·윤리 규범과 상충하는 모델 출력,Model outputs conflicting with societal ethical values,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_en; L4_ID,G_Others_065,G_Others,사회적 가치·윤리 규범과 상충하는 모델 출력,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0308,General,309,SRC-G-0366,RAI4-0723,G_Others_109,G_Others,학대적 판타지 대상화,Objectification for abusive fantasy,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_066,G_Others,학대적 판타지 대상화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0309,General,310,SRC-G-0387,RAI4-0842,G_Others_110,G_Others,추천 알고리즘에 의한 온라인 양극화 심화,Online polarisation driven by recommendation algorithms,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_ID,G_Others_067,G_Others,추천 알고리즘에 의한 온라인 양극화 심화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0310,General,311,SRC-G-0206,RAI4-1049,G_Others_111,G_Others,조직 재정·평판 손상,Organizational financial and reputational damage,,,,,,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_068,G_Others,조직 재정·평판 손상,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0312,General,313,SRC-G-0065,RAI4-1523,G_Others_113,G_Others,무관한 문맥에 의한 모델 성능 저하,Performance degradation from irrelevant context,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_069,G_Others,무관한 문맥에 의한 모델 성능 저하,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0313,General,314,SRC-G-0053,RAI4-0708,G_Others_114,G_Others,언어·인구 집단 간 성능 격차,Performance disparity across language and demographic groups,중복: RAI4-0716(집단 속성에 따른 배분적 불의) 및 0699/1046/1107(인구편향)과 중첩,,,,MERGE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_070,G_Others,언어·인구 집단 간 성능 격차,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0315,General,316,SRC-G-0110,RAI4-0364,G_Others_116,G_Others,다원적 선호 집계 실패,Pluralistic preference aggregation failure,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_071,G_Others,다원적 선호 집계 실패,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0317,General,318,SRC-G-0175,RAI4-1040,G_Others_118,G_Others,학습·검증 데이터의 품질 결함과 부적절한 선 택,Poor quality and unrepresentative training data selection,중복: RAI4-0780(데이터 수집 품질관리 결함)와 데이터 품질 주제 중복,(jay) [이관] Performance and Reliability Failure,,REMAP,MERGE,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Title_ko; L4_Title_en; HD_Reason; Mapping evidence; L4_ID,G_Others_106,G_Others,학습·검증 데이터의 품질 결함과 부적절한 선택,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0319,General,320,SRC-G-0113,RAI4-0468|RAI4-1131|RAI4-1531|RAI4-1236,G_Others_120,G_Others,대리 보상 오명세·명세 게이밍 및 보상 변조,"Proxy-reward misspecification, specification gaming, and reward tampering","RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것.",,,,MERGE|REWRITE,,UNCHANGED,No second-round change request.,L4_ID,G_Others_072,G_Others,대리 보상 오명세·명세 게이밍 및 보상 변조,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0320,General,321,SRC-A-0080,RAI4-0367,G_Others_121,G_Others,AI 배포에서의 공공 가치 갈등,Public value conflicts in AI deployment,"General AI 로 재분류하고, L3 재매핑을 할것",,,,REMAP,,UNCHANGED,No second-round change request.,L4_ID,G_Others_073,G_Others,AI 배포에서의 공공 가치 갈등,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0321,General,322,SRC-G-0488,RAI4-1586,G_Others_122,G_Others,맞춤형 표적화에 의한 개인 대상 공격 정교화,Refined attacks on individuals through targeting and personalisation,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_074,G_Others,맞춤형 표적화에 의한 개인 대상 공격 정교화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0322,General,323,SRC-G-0322,RAI4-0086,G_Others_123,G_Others,규제 차익거래,Regulatory arbitrage,기존 리스크 작성 톤으로 L4 description 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,G_Others_075,G_Others,규제 차익거래,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0326,General,327,SRC-G-0153,RAI4-0080,G_Others_127,G_Others,위험 분류 오류,Risk classification error,,,,,,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,G_Others_076,G_Others,위험 분류 오류,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0327,General,328,SRC-G-0460,RAI4-0763,G_Others_128,G_Others,네트워크 상호 연결로 인한,Risks from network interconnectivity,,,,,,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; Mapping evidence; L4_ID,G_Others_077,G_Others,AI 네트워크 상호연결성에 따른 연쇄 장애,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0329,General,330,SRC-G-0211,RAI4-1136,G_Others_130,G_Others,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,"Scaled generation of harmful, criminal, and deceptive content",,,,,,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-040:콘텐츠 유형과 범죄 실행·협박·갈취를 포함한 피해 결과의 병렬 구조를 한영에서 일치시키고 하나의 위험 인과 구조로 통합한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_078,G_Others,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
