Register_ID,Source_Domain,source_row_id,Baseline_L4_Title_ko,Human_Review_Comment_Verbatim,Source_Instruction_Prompt,Agent1_Action,Agent1_Target_L3_IDs,Agent1_Merge_Representative,Agent1_Split_Count,Agent1_Confidence,Agent1_Basis,Agent1_Note,Agent2_Action,Agent2_Target_L3_IDs,Agent2_Merge_Representative,Agent2_Split_Count,Agent2_Confidence,Agent2_Basis,Agent2_Note,Action_Agreement,Target_Agreement,Merge_Representative_Agreement,User_Approval_Required,Approval_Reason,User_Selected_Action,User_Selected_Target_L3_IDs,User_Selected_Merge_Representative,User_Decision_Note,User_Approval_Status
HR2-0260,General,SRC-G-0170,과장된 역량 주장과 제품 기능 실패에 따른 피해,,,SPLIT,G_SYS_TRANS|G_SYS_EVAL,,2,HIGH,S/L,역량 과장과 제품 기능 검증 실패를 분리,SPLIT,G_SYS_TRANS|G_SYS_OEXT,,2,HIGH,L3_MASTER,과장된 역량 주장과 실제 기능 실패를 분리,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0263,General,SRC-G-0379,소외로 인한 피해,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_SOC_CULT,,,HIGH,L,인간 관찰·돌봄 관계의 대체와 역량 위축에 부합,REMAP,G_SOC_CULT,,,MEDIUM,L3_MASTER,인간 관찰·관계 대체로 인한 사회적 역량 침식,YES,YES,YES,NO,,,,,,PENDING
HR2-0264,General,SRC-G-0397,인간 멸종,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,MERGE,A_SYS_AUTH,SRC-G-0417,,MEDIUM,M/L/C,인류 멸종은 실존위험 중복군의 결과이므로 대표 카드에 통합,MERGE,A_SYS_GOAL,SRC-G-0417,,MEDIUM,L3_MASTER,인간 멸종 결과를 실존 위험 대표의 목표 불일치 기제에 흡수,YES,NO,YES,YES,TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0265,General,SRC-G-0244,불법적 대중 감시·검열,,,SPLIT,G_INT_PRIV|G_SOC_DEMOC,,2,HIGH,S/L,대중 감시와 검열·전체주의적 시민 질서 훼손을 분리,SPLIT,G_INT_PRIV|G_SOC_DEMOC,,2,HIGH,L3_MASTER,대중 감시의 개인정보 침해와 검열의 민주 질서 침해를 분리,YES,YES,YES,NO,,,,,,PENDING
HR2-0266,General,SRC-G-0157,AI 조달의 불충분한 실사,,Title: Inadequate due diligence in AI procurement,REMAP,G_SOC_GOV,,,HIGH,L,조달 실사 부족과 감독 의무 결함이 거버넌스 공백에 부합,REMAP,G_SOC_GOV,,,HIGH,L3_MASTER,AI 조달 실사·감독의 거버넌스 공백,YES,YES,YES,NO,,,,,,PENDING
HR2-0268,General,SRC-G-0181,운영설계영역(ODD) 명세 미흡,,,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,R/L,ODD 적합성·분포 외 조건 검증 실패로 좁혀 유지,REMAP,G_SYS_EVAL,,,MEDIUM,L3_MASTER,ODD 명세와 분포외 시험·보증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0269,General,SRC-G-0142,AI 상호작용에서의 이해·동의 부족,,,SPLIT,G_SYS_TRANS|G_INT_PRIV,,2,MEDIUM,S/L,시스템 작동 이해 부족과 데이터 동의 침해를 분리,REMAP,G_SYS_TRANS,,,MEDIUM,L3_MASTER,AI 역할·데이터 사용·조건의 이해와 동의 부족,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0271,General,SRC-G-0051,사고 분류 단편화,,,REMAP,G_SOC_GOV,,,HIGH,L,사고 분류 단편화가 제도 학습·감독을 방해하는 거버넌스 실패,REMAP,G_SOC_GOV,,,HIGH,L3_MASTER,사고 분류 불일치로 제도 학습·감독 저해,YES,YES,YES,NO,,,,,,PENDING
HR2-0272,General,SRC-G-0079,AI 결정·행동에 대한 감사 추적 불완전성,,,REMAP,G_SOC_GOV,,,HIGH,L,감사 추적 부재가 원인 규명·책임 귀속을 막는 거버넌스 공백,REMAP,G_SOC_GOV,,,HIGH,L3_MASTER,감사 추적 부재로 원인·책임 규명 실패,YES,YES,YES,NO,,,,,,PENDING
HR2-0273,General,SRC-G-0185,잘못된 데이터 라벨,(jay) [이관] Performance and Reliability Failure,중복: RAI4-1336(학습 데이터 어노테이션 결함)와 라벨 결함,MERGE,G_SYS_EVAL,SRC-G-0180,,HIGH,E/M/R,잘못된 레이블을 학습 데이터 주석 품질 검증 대표에 통합,MERGE,G_SYS_EVAL,SRC-G-0180,,HIGH,SOURCE_DUPLICATE|L3_MASTER,잘못된 라벨을 학습 데이터 주석 결함 대표에 흡수,YES,YES,YES,NO,,,,,,PENDING
HR2-0274,General,SRC-G-0163,출처 오귀속,,,REMAP,G_SYS_TRANS,,,HIGH,L,출처 오귀속과 검증 불가능성이 투명성 부족에 부합,REMAP,G_SYS_TRANS,,,HIGH,L3_MASTER,출처 오귀속으로 검증·추적 가능성 저해,YES,YES,YES,NO,,,,,,PENDING
HR2-0275,General,SRC-G-0024,가중되는 노동 부담,,,REMAP,G_INT_ALLOC,,,HIGH,L,특정 집단에 추가 노동 부담을 배분하는 불리한 물질 결과,REMAP,G_SOC_ECON,,,HIGH,L3_MASTER,특정 집단에 전가되는 추가 노동 부담,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0276,General,SRC-G-0440,원주민 데이터 주권 침해,,,REMAP,G_INT_PRIV,,,MEDIUM,L,공동체 보유 데이터의 동의·통제 침해를 개인정보 침해로 배치,REMAP,G_INT_PRIV,,,MEDIUM,L3_MASTER,공동체 데이터의 동의·통제·주권 침해,YES,YES,YES,NO,,,,,,PENDING
HR2-0278,General,SRC-G-0240,위장 계정 자동 운영에 의한 정보환경 조작,,,REMAP,G_SOC_DEMOC,,,HIGH,L,위장 계정 자동 운영이 정보 환경과 공론장을 조작,REMAP,G_SOC_DEMOC,,,HIGH,L3_MASTER,위장 계정으로 정보 환경·공론장 조작,YES,YES,YES,NO,,,,,,PENDING
HR2-0279,General,SRC-G-0212,외부 도구 연동을 통한 유해 콘텐츠 유입,,,REMAP,G_SYS_SECADV,,,HIGH,L,악의적 외부 입력과 도구 연동 공격면이 보안 실패에 부합,REMAP,G_SYS_SECADV,,,HIGH,L3_MASTER,외부 도구의 악성 입력과 유해 콘텐츠 유입,YES,YES,YES,NO,,,,,,PENDING
HR2-0280,General,SRC-G-0174,사용례 내재 위험 노출,,,DELETE,,,,HIGH,D,사용 사례의 위해 가능성만 말한 맥락 진술로 독립 기제 없음,DELETE,,,,HIGH,L3_MASTER|RISK_CARD_SCOPE,사용 사례 자체의 위해 가능성만 기술한 비기제 카드,YES,YES,YES,NO,,,,,,PENDING
HR2-0281,General,SRC-G-0098,안전하지 않은 견해 내포 질의,,,REMAP,G_SYS_SECADV,,,HIGH,L,위장된 유해 질의가 안전장치를 우회하는 적대적 입력에 부합,REMAP,G_SYS_SECADV,,,HIGH,L3_MASTER,위장된 유해 질의에 의한 안전장치 우회,YES,YES,YES,NO,,,,,,PENDING
HR2-0283,General,SRC-G-0183,개발 과정 문서화와 데이터 이해의 부족,(jay) [이관] Performance and Reliability Failure,,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,E/R/C,개발 문서·데이터 이해 결함을 목적 적합성 검증 실패로 좁혀 유지,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,문서화·데이터 이해 부족으로 검증과 목적 적합성 저해,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0284,General,SRC-G-0186,학습 데이터의 대표성 부족,(jay) [이관] Performance and Reliability Failure,Title: 학습 데이터의 대표성 부족,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,E/R/C,대표성 부족을 하위집단·희귀조건 평가 범위 실패로 정식화,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,학습 데이터 대표성 부족에 따른 성능 검증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0285,General,SRC-G-0172,복잡한 신경망 모델의 내재적 견고성 취약성,(jay) [이관] Performance and Reliability Failure,,REWRITE_KEEP,G_SYS_SECADV,,,MEDIUM,E/R,악의적 간섭과 이상 입력에서의 견고성 실패로 범위를 한정,REMAP,G_SYS_SECADV,,,HIGH,HUMAN_REVIEW|L3_MASTER,악의적 간섭·비정상 환경에서의 견고성 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0286,General,SRC-G-0205,되돌릴 수 없는 변화,,,DELETE,,,,HIGH,D,사회·문화·관계의 비가역 변화라는 포괄 결과로 독립 기제 없음,DELETE,,,,MEDIUM,L3_MASTER|RISK_CARD_SCOPE,사회·문화·관계의 되돌릴 수 없는 변화라는 총괄 결과,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0288,General,SRC-G-0043,지식 체계 배제,,,REMAP,G_INT_VALUE,,,HIGH,L,토착·지역 지식 체계의 배제가 규범·지식 다양성 억압에 부합,REMAP,G_INT_VALUE,,,HIGH,L3_MASTER,토착·지역·종교 지식 체계의 체계적 배제,YES,YES,YES,NO,,,,,,PENDING
HR2-0291,General,SRC-G-0224,대규모 설득 능력,,,REMAP,G_INT_UNETH,,,HIGH,L,개인화 설득으로 신념·행동을 조작하는 비윤리 기제에 부합,REMAP,G_INT_UNETH,,,HIGH,L3_MASTER,대규모 설득을 통한 신념·행동 조작,YES,YES,YES,NO,,,,,,PENDING
HR2-0292,General,SRC-G-0362,AI 동반자에 의한 외로움 대체,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_INT_REL,,,HIGH,L,AI 동반자가 인간관계를 대체하고 의존·고립을 심화,REMAP,G_INT_REL,,,HIGH,L3_MASTER,AI 동반자의 인간관계 대체와 정서적 의존,YES,YES,YES,NO,,,,,,PENDING
HR2-0293,General,SRC-G-0471,장기 실존적 피해 경로,,,MERGE,A_SYS_AUTH,SRC-G-0417,,MEDIUM,M/L/C,장기 실존적 피해 경로를 고도 AI 통제 상실 대표 카드에 통합,MERGE,A_SYS_GOAL,SRC-G-0417,,MEDIUM,L3_MASTER,장기 실존 피해 경로를 실존 위험 대표에 흡수,YES,NO,YES,YES,TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0294,General,SRC-G-0346,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,,,REMAP,G_INT_REPR,,,MEDIUM,L,편향 출력 노출이 장기적 집단 편견과 판단 왜곡을 강화,REMAP,G_INT_REPR,,,HIGH,L3_MASTER,모델 편향의 장기적 사용자 판단 재생산,YES,YES,YES,NO,,,,,,PENDING
HR2-0296,General,SRC-G-0385,AI 감시에 의한 전체주의 체제 유지,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_SOC_DEMOC,,,HIGH,L,AI 감시를 통한 전체주의 체제 유지가 시민 질서 약화에 부합,REMAP,G_SOC_DEMOC,,,HIGH,L3_MASTER,AI 감시·조작을 통한 전체주의 체제 유지,YES,YES,YES,NO,,,,,,PENDING
HR2-0299,General,SRC-G-0255,도용 및 착취,,,SPLIT,G_INT_COPY|G_INT_PRIV,,2,MEDIUM,S/L,콘텐츠 전유와 개인·공동체 데이터 침해를 분리,REMAP,G_INT_COPY,,,MEDIUM,L3_MASTER,동의·보상 없는 콘텐츠·데이터 전유,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0300,General,SRC-G-0160,AI 인터페이스와 인적 요소의 불일치,,,REWRITE_KEEP,G_SYS_TRANS,,,MEDIUM,R/L,인터페이스가 실제 신뢰성·권위·공감을 오인시키는 투명성 실패로 한정,REMAP,G_SYS_TRANS,,,MEDIUM,L3_MASTER,인터페이스 단서가 실제 신뢰성·권위를 오표상,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0302,General,SRC-G-0104,조직 간 데이터 문서화 부재,,,REMAP,G_SOC_GOV,,,HIGH,L,조직 간 데이터 문서화 부재가 계보·감사·책임 확보를 방해,REMAP,G_SYS_EVAL,,,HIGH,L3_MASTER,조직 간 데이터 문서화 부재로 하류 검증 실패,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0304,General,SRC-G-0057,사회적 가치·윤리 규범과 상충하는 모델 출력,,,REMAP,G_SYS_CONTEXT,,,MEDIUM,L,적용되는 사회·윤리 규범을 반영하지 못하는 맥락 인식 실패,REMAP,G_INT_VALUE,,,HIGH,L3_MASTER,사회 가치·윤리 규범과 상충하는 출력,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0308,General,SRC-G-0366,학대적 판타지 대상화,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REWRITE_KEEP,G_INT_VIOL,,,LOW,R/C,학대적·정서적 위해 기제로 좁혀야 하며 성적 맥락이면 재분류 필요,REMAP,G_INT_SEX,,,LOW,L3_MASTER,학대적 판타지·대상화를 성적 위해로 해석하나 정의가 모호함,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION,,,,,PENDING
HR2-0309,General,SRC-G-0387,추천 알고리즘에 의한 온라인 양극화 심화,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_SOC_DEMOC,,,HIGH,L,추천 알고리즘의 양극화 심화가 공론장·시민 질서 약화에 부합,REMAP,G_SOC_DEMOC,,,HIGH,L3_MASTER,추천 시스템이 양극화와 공론장 분열을 심화,YES,YES,YES,NO,,,,,,PENDING
HR2-0310,General,SRC-G-0206,조직 재정·평판 손상,,,DELETE,,,,HIGH,D,재정·평판 손상은 독립 AI 위해 기제가 아닌 일반 결과,DELETE,,,,HIGH,L3_MASTER|RISK_CARD_SCOPE,조직 재정·평판 손상이라는 결과만 있고 기제가 없음,YES,YES,YES,NO,,,,,,PENDING
HR2-0312,General,SRC-G-0065,무관한 문맥에 의한 모델 성능 저하,,,REMAP,G_SYS_CONTEXT,,,HIGH,L,무관 문맥을 과도하게 반영한 성능 저하가 맥락 인식 실패에 부합,REMAP,G_SYS_CONTEXT,,,HIGH,L3_MASTER,무관한 문맥을 반영해 응답 성능이 저하,YES,YES,YES,NO,,,,,,PENDING
HR2-0313,General,SRC-G-0053,언어·인구 집단 간 성능 격차,,중복: RAI4-0716(집단 속성에 따른 배분적 불의) 및 0699/1046/1107(인구편향)과 중첩,MERGE,G_INT_ALLOC,SRC-G-0445,,MEDIUM,E/M/C,언어·인구 집단 성능 격차를 저자원 언어 접근 배제 대표 child에 통합,MERGE,G_INT_ALLOC,SRC-G-0054,,HIGH,SOURCE_DUPLICATE|L3_MASTER,언어·인구 집단 서비스 성능 격차를 배분 대표에 흡수,YES,YES,NO,YES,MERGE_REPRESENTATIVE_DISAGREEMENT,,,,,PENDING
HR2-0315,General,SRC-G-0110,다원적 선호 집계 실패,,,REMAP,G_INT_VALUE,,,HIGH,L,다원적 선호의 단일 목표 환원이 규범 다양성의 동질화에 부합,REMAP,G_INT_VALUE,,,HIGH,L3_MASTER,다원적 선호를 단일 목표로 잘못 집계,YES,YES,YES,NO,,,,,,PENDING
HR2-0317,General,SRC-G-0175,학습·검증 데이터의 품질 결함과 부적절한 선 택,(jay) [이관] Performance and Reliability Failure,중복: RAI4-0780(데이터 수집 품질관리 결함)와 데이터 품질 주제 중복,MERGE,G_SYS_EVAL,SRC-G-0169,,HIGH,E/M/R,데이터 품질 결함을 수집·검증 품질관리 대표 카드에 통합,MERGE,G_SYS_EVAL,SRC-G-0169,,HIGH,SOURCE_DUPLICATE|L3_MASTER,데이터 수집 품질관리 결함 대표에 흡수,YES,YES,YES,NO,,,,,,PENDING
HR2-0319,General,SRC-G-0113,대리 보상 오명세·명세 게이밍 및 보상 변조,,"RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것. || RAI4-0468, RAI4-1131, RAI4-1531, RAI4-1236을 통합하여 하나의 리스크로 생성할 것. 통합된 ID는 가장 낮은 ID인 RAI4-0468을 상속받을 것. 단, 하나의 통합된 학술적으로 유의미한 리스크 명칭을 부여할 것. Description을 통합하여 통합된 하나의 완결된 리스크 정의서로 만들것.",REMAP,A_SYS_GOAL,,,HIGH,E/L,대리보상 오명세와 명세 게이밍이 목표 불일치에 직접 부합,MERGE,A_SYS_GOAL,SRC-G-0113,,MEDIUM,HUMAN_REVIEW|SOURCE_MERGE|L3_MASTER,기존 4개 원천 통합 계보를 유지하고 목표 최적화 실패로 이동,NO,YES,NO,YES,ACTION_DISAGREEMENT|MERGE_REPRESENTATIVE_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0320,General,SRC-A-0080,AI 배포에서의 공공 가치 갈등,,"General AI 로 재분류하고, L3 재매핑을 할것",REMAP,G_INT_VALUE,,,HIGH,E/L,공공 가치 간 갈등과 숙의 없는 희생이 가치 부과 범주에 부합,REMAP,G_INT_VALUE,,,HIGH,HUMAN_REVIEW|L3_MASTER,AI 배포의 상충 공공 가치 조정 실패,YES,YES,YES,NO,,,,,,PENDING
HR2-0321,General,SRC-G-0488,맞춤형 표적화에 의한 개인 대상 공격 정교화,,,REMAP,G_INT_ILLEGAL,,,HIGH,L,개인화된 표적 공격의 계획·최적화가 불법 행위 지원에 부합,REMAP,G_INT_UNETH,,,HIGH,L3_MASTER,개인화 표적화를 통한 공격 정교화,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0322,General,SRC-G-0322,규제 차익거래,,기존 리스크 작성 톤으로 L4 description 수정,REMAP,G_INT_ILLEGAL,,,HIGH,L,감독 의무 회피를 위한 규제 차익거래가 규제 위반·회피에 부합,REMAP,G_INT_ILLEGAL,,,HIGH,L3_MASTER,관할·부문 선택을 통한 규제 의무 회피,YES,YES,YES,NO,,,,,,PENDING
HR2-0326,General,SRC-G-0153,위험 분류 오류,,,REMAP,G_SOC_GOV,,,HIGH,L,위험 등급 오분류로 감독·책임 의무가 과소 적용되는 거버넌스 실패,REMAP,G_SOC_GOV,,,HIGH,L3_MASTER,잘못된 위험 등급에 따른 감독·책임 의무 과소 적용,YES,YES,YES,NO,,,,,,PENDING
HR2-0327,General,SRC-G-0460,네트워크 상호 연결로 인한,,,REWRITE_KEEP,A_INT_CASCADE,,,LOW,R/C,상호연결 AI를 다중 에이전트 피드백 네트워크로 한정할 때만 유지 가능,REMAP,A_INT_CASCADE,,,HIGH,L3_MASTER,AI 네트워크 상호연결성에 따른 연쇄 전파,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT1_LOW_CONFIDENCE,,,,,PENDING
HR2-0329,General,SRC-G-0211,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,,,DELETE,,,,HIGH,D,폭력·성·자해·사기·허위정보를 열거한 포괄 묶음으로 기존 범주와 중복,SPLIT,G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ILLEGAL|G_SYS_MISINFO,,5,MEDIUM,L3_MASTER,폭력·성적 위해·자해·범죄·허위정보를 원자화,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0330,General,SRC-G-0372,자아실현 저해 피해,,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_INT_UNETH,,,HIGH,L,참여 최적화와 지속적 행동 유도로 자율성을 침해하는 조작 기제,REMAP,G_INT_UNETH,,,HIGH,L3_MASTER,지속적 행동 유도와 자율성 침해,YES,YES,YES,NO,,,,,,PENDING
HR2-0332,General,SRC-G-0144,서비스 배제,,,REMAP,G_INT_ALLOC,,,HIGH,L,AI 상호작용이 유일 경로가 되어 필수 서비스 접근을 배제,REMAP,G_INT_ALLOC,,,HIGH,L3_MASTER,자동화 경로가 필수 서비스 접근을 배제,YES,YES,YES,NO,,,,,,PENDING
HR2-0333,General,SRC-G-0357,기술 이용에 따른 사회적 고립과 자기소외,,"L3의 명칭이 Lack of Accountability & Liability 으로 되어 있는 경우, Governance and Accountability Void 또는 Evaluation and Assurance Failure 중 적절한 내용으로 수정할 것",REMAP,G_INT_REL,,,MEDIUM,L,AI 상호작용이 인간관계·소속감을 대체하여 고립과 자기소외 유발,REMAP,G_INT_REL,,,MEDIUM,L3_MASTER,AI 사용에 따른 사회적 고립과 자기 소외,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0335,General,SRC-G-0464,전략적 불안정,,,REMAP,G_INT_WEAP,,,HIGH,L,군사 AI가 선제공격 유인과 무력 충돌 위험을 확대,REMAP,G_INT_WEAP,,,HIGH,L3_MASTER,군사 AI가 선제공격 유인과 무력 충돌 위험을 증대,YES,YES,YES,NO,,,,,,PENDING
HR2-0336,General,SRC-G-0056,맥락 일관성 추구에 의한 아첨과 환각 증폭,,,REWRITE_KEEP,G_SYS_MISINFO,,,MEDIUM,R/L,허위 전제의 반복·증폭과 환각 생성 기제로 문안을 좁혀 유지,SPLIT,G_INT_UNETH|G_SYS_MISINFO,,2,HIGH,L3_MASTER,아첨성 영합과 허위정보·환각 증폭을 분리,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0337,General,SRC-G-0358,사용자 영합적 응답(아첨),,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,REMAP,G_SYS_MISINFO,,,HIGH,L,사용자 오해를 교정하지 않고 사실과 다른 정보를 재확인,REMAP,G_INT_UNETH,,,HIGH,L3_MASTER,사용자 오해에 영합해 자율적 판단을 왜곡,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0338,General,SRC-G-0403,추적성 실패,,,REMAP,G_SOC_GOV,,,HIGH,L,수명주기 추적성 부재가 감사·책임 확보를 저해,REMAP,G_SOC_GOV,,,HIGH,L3_MASTER,수명주기 추적 불가로 책임 규명 저해,YES,YES,YES,NO,,,,,,PENDING
HR2-0339,General,SRC-G-0320,데이터 노동 저평가·비가시화,,기존 리스크 작성 톤으로 L4 description 수정,REMAP,G_SOC_ECON,,,HIGH,L,데이터 노동의 저평가·비가시화와 노동권 침해가 고용의 질 저하에 부합,REMAP,G_SOC_ECON,,,HIGH,L3_MASTER,데이터 노동의 저평가·비가시화와 권리 침해,YES,YES,YES,NO,,,,,,PENDING
HR2-0340,General,SRC-G-0125,배포 후 잔존 결함으로 인한 오작동,(jay) [이관] Performance and Reliability Failure,,DELETE,,,,HIGH,D,버그·목표·입력 오해를 한데 묶은 잔존 결함 포괄 결과,REMAP,G_SYS_EVAL,,,MEDIUM,HUMAN_REVIEW|L3_MASTER,배포 전 미탐지 결함과 목적 적합성 검증 실패,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0341,General,SRC-G-0164,고속 AI 운영에서의 오류 미탐지,,,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,R/C,고속 운영의 오류 미탐지를 런타임 평가·감사 실패로 좁혀 유지,REMAP,G_SYS_EVAL,,,HIGH,L3_MASTER,고속 운영에서 오류를 적시에 탐지·검증하지 못함,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0342,General,SRC-G-0448,배포된 AI의 의도치 않은 유해 결과,,,DELETE,,,,HIGH,D,의도치 않은 유해 결과라는 포괄 결과로 독립 기제 없음,DELETE,,,,HIGH,L3_MASTER|RISK_CARD_SCOPE,의도치 않은 유해 결과라는 비원자적 총괄 카드,YES,YES,YES,NO,,,,,,PENDING
HR2-0346,General,SRC-G-0117,모의된 정동에 의한 기대 위반과 배신감,,,REMAP,G_INT_ANTH,,,HIGH,L,모의 감정·사회적 역할을 실제처럼 인식해 기대가 왜곡되는 의인화 위험,REMAP,G_INT_ANTH,,,HIGH,L3_MASTER,모의 감정·사회 역할의 오인으로 배신감 발생,YES,YES,YES,NO,,,,,,PENDING
HR2-0380,General,SRC-G-0293,광범위한 사회·환경적 부정 영향,,,DELETE,,,,HIGH,D,사회·환경 피해를 함께 묶은 포괄 결과로 L3보다 구체적이지 않음,DELETE,,,,HIGH,L3_MASTER|RISK_CARD_SCOPE,노동·정신건강·조작·환경 피해를 묶은 상위 총괄 카드,YES,YES,YES,NO,,,,,,PENDING
HR2-0382,General,SRC-G-0286,인명·재산·환경 직접 피해,,,DELETE,,,,HIGH,D,인명·재산·환경 피해의 열거로 독립 발생 기제 없음,DELETE,,,,HIGH,L3_MASTER|RISK_CARD_SCOPE,인명·재산·환경 피해를 묶은 결과 총괄 카드,YES,YES,YES,NO,,,,,,PENDING
HR2-0391,General,SRC-G-0184,하드웨어 연산·전력 요구사항 누락,,,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,R/C,연산·전력 요구사항의 적합성 평가 누락으로 좁혀 유지,REMAP,G_SYS_EVAL,,,MEDIUM,L3_MASTER,연산·전력 요구사항의 명세·용량 보증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0392,General,SRC-G-0288,생태계 과부하,,,REWRITE_KEEP,G_SOC_CULT,,,MEDIUM,R/L,AI 생성물 대량 유입에 따른 정보·지원 생태계 품질 저하로 재작성,REMAP,G_SOC_GOV,,,MEDIUM,L3_MASTER,대량 AI 생성물로 제도적 심사·지원 채널이 마비,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0434,General,SRC-G-0317,높은 비용으로 인한 접근 배제,(jay) [이관] Inequality and Power Concentration,기존 리스크 작성 톤으로 L4 description 수정,REMAP,G_SOC_POWER,,,HIGH,E/L,고비용으로 인한 접근 격차와 권력 집중에 직접 부합,REMAP,G_SOC_POWER,,,HIGH,HUMAN_REVIEW|L3_MASTER,높은 개발·이용 비용에 따른 접근·권력 격차,YES,YES,YES,NO,,,,,,PENDING
HR2-0436,General,SRC-G-0149,사용자 데이터 보유·재학습,(jay) [이관] Privacy Violation,,REMAP,G_INT_PRIV,,,HIGH,E/L,사용자 데이터 보유·재학습이 동의·정보자기결정권 침해에 부합,REMAP,G_INT_PRIV,,,HIGH,HUMAN_REVIEW|L3_MASTER,사용자 데이터 보유·재학습에 따른 동의·통제권 침해,YES,YES,YES,NO,,,,,,PENDING
