L4_ID,L3_ID,L4_Title_ko,L4_Title_en,source_ev_id,source_risk_category,source_risk_subcategory,ref_title,ref_authors,ref_year,reference_type,doi,ref_url,direct_quote,quote_location,quote_word_count,source_quality_tier,semantic_similarity,combined_score,semantic_fit_method,metadata_verification,fulltext_verification,verification_status,accessed_at
G_INT_PRIV_028,G_INT_PRIV,민감한 개인 속성 추론,Sensitive personal attribute inference,49.03.05,Systemic Risks ,Risks to privacy,International Scientific  Report on the Safety of  Advanced AI,Bengio et al.,2024,Report,,https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf,"For future models trained on sensitive personal data like health or financial data, this may lead to particularly serious privacy leaks.",MIT AI Risk Repository evidence row 49.03.05,21,A_OFFICIAL_REPORT,0.749806,0.701953,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_PRIV_029,G_INT_PRIV,이름·이미지·초상의 무단 상업적 이용,"Unauthorised commercial use of name, image, and likeness",66.01.02,Autonomy,IP / copyright / personality / rights loss,"A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents",Li et al.,2025,Conference Paper,10.48550/arXiv.2505.22073,https://doi.org/10.1609/aies.v8i2.36655,"… of or restrictions to the rights of an individual to control the commercial use of their identity, such as name, image, likeness, or other …",MIT AI Risk Repository evidence row 66.01.02,24,A_PEER_REVIEWED,0.756183,0.751951,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_PRIV_030,G_INT_PRIV,피지컬 AI 기반 직장 감시,Workplace surveillance through embodied AI,61.02.43,Sources of systemic risks from general-purpose AI ,Surveillance capabilities,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,AI models and systems may grant governments or corporations increased monitoring over individuals.,MIT AI Risk Repository evidence row 61.02.43,13,A_PEER_REVIEWED,0.733934,0.688197,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_PRIV_031,G_INT_PRIV,이동형 로봇 감시를 통한 일방적 작업장 통제,Unilateral workplace control through mobile robotic surveillance,16.04.04,Risk area 4: Malicious Uses,Illegitimate surveillance and censorship ,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"… be applied to reduce the cost and increase the efficacy of mass surveillance, thereby amplifying the capabilities of actors who conduct mass surveillance, including …",MIT AI Risk Repository evidence row 16.04.04,24,A_PEER_REVIEWED,0.64609,0.620776,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REL_001,G_INT_REL,일상 기능을 AI 시스템에 과도하게 의존,Excessive functional dependence on AI systems in daily life,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Over time, a user may develop unjustified trust in or dependence on the system, or rely on its advice for tasks outside the system’s …",MIT AI Risk Repository evidence row 62.31.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.835567,0.79507,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REL_002,G_INT_REL,AI와의 지속적 상호작용에 따른 해로운 정서적·사회적 의존,Harmful emotional and social dependence from sustained AI interaction,47.02.11,Ethical and social risks ,"Influence, overreliance and dependence (influence and manipulation) ",Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"… the widely recognized potential of generative AI tools to “hallucinate” or produce harmful content, such tools can exert a noteworthy influence on the humans …",MIT AI Risk Repository evidence row 47.02.11,24,B_IDENTIFIED_RESEARCH_PAPER,0.765938,0.723719,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REL_004,G_INT_REL,AI 에이전트와의 준사회적 유대감,Parasocial bonding with AI agents,62.31.02,Impacts of AI (Societal Impacts) ,Overreliance on AI system undermining user autonomy,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"In particular, less confident users (or users in emotional distress) can be more prone to “overtrust” a system [219].",MIT AI Risk Repository evidence row 62.31.02,19,B_IDENTIFIED_RESEARCH_PAPER,0.725902,0.673195,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REL_006,G_INT_REL,기술 이용에 따른 사회적 고립과 자기소외,Social isolation and self-estrangement from technology use,58.03.02,Psychological ,Alienation/isolation ,"A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms",Abercrombie et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2407.01294,https://arxiv.org/abs/2407.01294,Alienation/isolation - An individual’s or group’s feeling of lack of connection with those around as a result of technology use or misuse.,MIT AI Risk Repository evidence row 58.03.02,22,B_IDENTIFIED_RESEARCH_PAPER,0.780378,0.764912,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REL_007,G_INT_REL,마찰 없는 AI 관계로 인한 개인 성장 저해,Stunted personal growth from frictionless AI relationships,38.04.00,Human–AI interaction,,Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks,Kumar & Singh,2023,Journal Article,10.1108/IJOES-05-2023-0107,https://doi.org/10.1108/IJOES-05-2023-0107,"… aspects of our lives, which can have a significant impact on human agency and decision-making, has raised ethical concerns about AI and human–AI interaction.",MIT AI Risk Repository evidence row 38.04.00,24,A_PEER_REVIEWED,0.698675,0.658397,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REL_008,G_INT_REL,AI와의 관계적 기대 붕괴에 따른 심리적 피해,Psychological harm from breakdown of relational expectations with AI,20.03.02,AI Society ,Social acceptance and trust in AI ,The Dark Sides of Artificial Intelligence: An Integrated AI Governance Framework for Public Administration,"Wirtz, Weyerer & Sturm",2020,Journal Article,10.1080/01900692.2020.1749851,https://doi.org/10.1080/01900692.2020.1749851,Social acceptance and trust in AI is highly interconnected with the other challenges mentioned.,MIT AI Risk Repository evidence row 20.03.02,14,A_PEER_REVIEWED,0.7244,0.67682,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_001,G_INT_REPR,편향된 진술 및 권장 사항,Biased statements and recommendations,69.07.00,Biased statements and recommendations,,Emerging Risks and Mitigations for Public Chatbots: LILAC v1,Stanley & Lettie,2024,Technical Report,-,https://www.mitre.org/sites/default/files/2024-10/PR-24-2767-Emerging-Risks-Mitigations-Public-Chatbots-LILAC-v1.pdf?utm_source=chatgpt.com,"The chatbot gives information that, while not obviously false or harmful, could lead to biased decision-making.",MIT AI Risk Repository evidence row 69.07.00,16,A_INSTITUTIONAL_REPORT,0.873428,0.857007,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_002,G_INT_REPR,연구인력 동질성에 따른 시스템 편향 산출,Biased system outputs from researcher homogeneity,49.02.02,Risks from Malfunctions ,Risks from bias and underrepresentation,International Scientific  Report on the Safety of  Advanced AI,Bengio et al.,2024,Report,,https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf,"The outputs and impacts of general- purpose AI systems can be biased with respect to various aspects of human identity, including race, gender, culture …",MIT AI Risk Repository evidence row 49.02.02,24,A_OFFICIAL_REPORT,0.745466,0.708583,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_003,G_INT_REPR,문화 간 고정관념 전이,Cross-cultural stereotype transfer,52.01.01,Risks from Unreliability ,Discrimination and Stereotype Reproduction,"Governing General Purpose AI: A Comprehensive Map of Unreliability, Misuse and Systemic Risks",Maham & Küspert,2023,Policy brief,,https://www.interface-eu.org/storage/archive/files/snv_governing_general_purpose_ai_pdf.pdf,"Since they are “black-box” models, the exact mechanism behind decisions remains opaque and attempts to mitigate harmful outputs are not fully reliable yet.",MIT AI Risk Repository evidence row 52.01.01,23,A_INSTITUTIONAL_REPORT,0.688186,0.660871,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_004,G_INT_REPR,비인간화와 대상화,Dehumanisation and objectification,58.03.05,Psychological ,Dehumanisation/objectification ,"A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms",Abercrombie et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2407.01294,https://arxiv.org/abs/2407.01294,"Dehumanisation/objectification - Use or misuse of a technology system to depict and/or treat people as not human, less than human, or as objects.",MIT AI Risk Repository evidence row 58.03.05,23,B_IDENTIFIED_RESEARCH_PAPER,0.873641,0.863007,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_006,G_INT_REPR,자기 식별 기회의 박탈,Denial of self-identification,11.01.05,Representational Harms,Denying people the opportunity to self-identify,Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby et al.,2023,Conference Paper,10.1145/3600211.3604673,https://doi.org/10.1145/3600211.3604673,undermines people’s ability to disclose aspects of their identity on their own terms,MIT AI Risk Repository evidence row 11.01.05,13,A_PEER_REVIEWED,0.83995,0.829646,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_007,G_INT_REPR,콘텐츠 조정에 의한 집단 표상 왜곡,Distortion of group representation through content moderation,62.35.03,Impacts of AI (Bias) ,Biases in AI-based content moderation algorithms,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"AI-based content moderation algorithms, while intended to filter harmful con- tent, can perpetuate biases.",MIT AI Risk Repository evidence row 62.35.03,14,B_IDENTIFIED_RESEARCH_PAPER,0.763877,0.736039,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_009,G_INT_REPR,혐오발언 생성,Hate speech generation,66.06.00,Representation and Toxicity,-,"A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents",Li et al.,2025,Conference Paper,10.48550/arXiv.2505.22073,https://doi.org/10.1609/aies.v8i2.36655,"AI systems under-, over-, or misrepresenting certain groups or generating toxic, offensive, abusive, or hateful content",MIT AI Risk Repository evidence row 66.06.00,16,A_PEER_REVIEWED,0.766368,0.729344,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_010,G_INT_REPR,학습 데이터의 역사적·인구학적 편향에 따른 재현적 피해,Representational harm from historical and demographic bias in training data,49.02.02,Risks from Malfunctions ,Risks from bias and underrepresentation,International Scientific  Report on the Safety of  Advanced AI,Bengio et al.,2024,Report,,https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf,"… impacts of general- purpose AI systems can be biased with respect to various aspects of human identity, including race, gender, culture, age, and disability.",MIT AI Risk Repository evidence row 49.02.02,24,A_OFFICIAL_REPORT,0.814467,0.79328,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_011,G_INT_REPR,연령 기반 적대·차별적 표상,Hostile and discriminatory representations based on age,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.725551,0.68403,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_012,G_INT_REPR,장애 기반 적대·차별적 표상,Hostile and discriminatory representations based on disability,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.739442,0.696532,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_013,G_INT_REPR,학력 기반 적대·차별적 표상,Hostile and discriminatory representations based on educational background,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.726756,0.685115,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_014,G_INT_REPR,가족 상태·가구 형태 기반 적대·차별적 표상,Hostile and discriminatory representations based on family status and household structure,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.739496,0.704407,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_015,G_INT_REPR,건강 상태 기반 적대·차별적 표상,Hostile and discriminatory representations based on health status,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.733037,0.698522,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_016,G_INT_REPR,국적·출신국·출신지역 기반 적대·차별적 표상,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin",45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… poor-quality datasets can lead to biased or discriminatory outcomes in the algorithm's design and outputs, including discriminatory content regarding ethnicity, religion, nationality, and region.",MIT AI Risk Repository evidence row 45.01.02,24,A_OFFICIAL_REPORT,0.763049,0.71216,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_017,G_INT_REPR,직업 기반 적대·차별적 표상,Hostile and discriminatory representations based on occupation,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.726192,0.684607,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_018,G_INT_REPR,정치적 성향 기반 적대·차별적 표상,Hostile and discriminatory representations based on political orientation,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.721074,0.680001,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_019,G_INT_REPR,인종·민족 기반 적대·차별적 표상,Hostile and discriminatory representations based on race and ethnicity,45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… poor-quality datasets can lead to biased or discriminatory outcomes in the algorithm's design and outputs, including discriminatory content regarding ethnicity, religion, nationality, and region.",MIT AI Risk Repository evidence row 45.01.02,24,A_OFFICIAL_REPORT,0.761638,0.708443,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_020,G_INT_REPR,종교 기반 적대·차별적 표상,Hostile and discriminatory representations based on religion,45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… poor-quality datasets can lead to biased or discriminatory outcomes in the algorithm's design and outputs, including discriminatory content regarding ethnicity, religion, nationality, and region.",MIT AI Risk Repository evidence row 45.01.02,24,A_OFFICIAL_REPORT,0.729915,0.681111,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_021,G_INT_REPR,성별·성정체성·성적 지향 기반 적대·차별적 표상,"Hostile and discriminatory representations based on sex, gender identity, or sexual orientation",60.02.02,Risks from malfunctions ,Bias ,International AI Safety Report 2025,Bengio et al.,2025,Report,-,https://assets.publishing.service.gov.uk/media/679a0c48a77d250007d313ee/International_AI_Safety_Report_2025_accessible_f.pdf,"This can lead to discriminatory outcomes including unequal resource allocation, reinforcement of stereotypes, and systematic neglect of certain groups or viewpoints.",MIT AI Risk Repository evidence row 60.02.02,21,A_OFFICIAL_REPORT,0.768309,0.734812,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_022,G_INT_REPR,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,09.02.02,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek et al.,2016,Conference Paper,10.1109/PICMET.2016.7806752,https://doi.org/10.1109/PICMET.2016.7806752,"Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI",MIT AI Risk Repository evidence row 09.02.02,21,A_PEER_REVIEWED,0.747625,0.711651,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_023,G_INT_REPR,데이터와 산출물에서의 집단 재현 불균형,Imbalanced representation of groups in data and outputs,21.01.01,Data-level risk,Data bias,Towards risk-aware artificial intelligence and machine learning systems: An overview,Zhang et al.,2022,Journal Article,10.1016/j.dss.2022.113800,https://doi.org/10.1016/j.dss.2022.113800,"… over-weighted or over-represented than others in AI/ ML models, or variables that are crucial to characterize a phenomenon of interest, but are not properly …",MIT AI Risk Repository evidence row 21.01.01,24,A_PEER_REVIEWED,0.760212,0.763363,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_024,G_INT_REPR,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,Long-term effects of AI model biases on user judgement,62.36.06,Impacts of AI (Bias) ,Long-term effects of AI model biases on user judgment,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… in AI models can be affected by and continue to exhibit previously encountered biases in their decision-making, even after they stop using the models …",MIT AI Risk Repository evidence row 62.36.06,24,B_IDENTIFIED_RESEARCH_PAPER,0.944618,0.92583,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_025,G_INT_REPR,문화·종교·사회 집단에 대한 왜곡 표상,"Misrepresentation of cultures, religions, and social groups",66.06.00,Representation and Toxicity,-,"A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents",Li et al.,2025,Conference Paper,10.48550/arXiv.2505.22073,https://doi.org/10.1609/aies.v8i2.36655,"AI systems under-, over-, or misrepresenting certain groups or generating toxic, offensive, abusive, or hateful content",MIT AI Risk Repository evidence row 66.06.00,16,A_PEER_REVIEWED,0.769817,0.729819,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_INT_REPR_026,G_INT_REPR,완화 조치 이후에도 존속하는 고정관념 편향,Persistence of stereotypical bias despite mitigation measures,16.01.01,"Risk area 1: Discrimination, Hate speech and Exclusion",Social stereotypes and unfair discrimination,Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"As a result, the LMs learn demeaning language and stereotypes about groups who are frequently marginalised.",MIT AI Risk Repository evidence row 16.01.01,16,A_PEER_REVIEWED,0.742561,0.723398,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
