Round4_Row_ID,Source_File,Source_Row_Number,Domain_Before,L4_ID_Before,L4_Title_ko_Before,Human_Review_Round4_Comment,휴먼검수 4차 반영결과,Review_State,Interpreted_Intent,Action,Final_Disposition,L4_ID_After,Domain_After,L2_ID_After,L3_ID_After,Reviewer_A,Reviewer_B,Adjudication,Lineage_Status
HR4-R0165,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,166,General,G_INT_COPY_006,소프트웨어 불법 사용 및 보호조치 우회,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_COPY_006,General,G_INT,G_INT_COPY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0166,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,167,General,G_INT_COPY_007,표절 및 저자 사칭,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_COPY_007,General,G_INT,G_INT_COPY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0167,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,168,General,G_INT_COPY_008,상표권 침해 및 위조,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_COPY_008,General,G_INT,G_INT_COPY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0168,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,169,General,G_INT_COPY_009,프롬프트를 통한 저작물·지식재산의 무단 입력,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_COPY_009,General,G_INT,G_INT_COPY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0169,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,170,General,G_INT_COPY_011,저작물의 무단 복제·변형·배포,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_COPY_011,General,G_INT,G_INT_COPY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0170,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,171,General,G_INT_COPY_013,기밀정보 무단 공유에 따른 사업 손실,"[논의 필요] 기밀정보의 노출은 저작권 침해도 아니고 system policy exposure도 아님. System policy exposure를 Confidential Information Disclosure로 한 단계 상위 개념으로 변경하고, 기밀정보의 노출은 해당 리스크로 이관 필요",논의 반영 및 이동: 기밀정보 무단 공유에 따른 사업상 피해를 G_SYS_POLICY_010으로 이동하였다.,COMMENT_PRESENT,The user approved expansion of G_SYS_POLICY into Confidential Information Disclosure and relocation of confidential-information leakage from the copyright category.,MOVE_REWRITE_L3_REVISED,APPLIED,G_SYS_POLICY_010,General,G_SYS,G_SYS_POLICY,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0171,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,172,General,G_INT_WEAP_002,위험한 과학실험의 설계·실행 지원,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_002,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0172,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,173,General,G_INT_WEAP_003,생물무기·화학무기,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_003,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0173,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,174,General,G_INT_WEAP_006,사이버 무기,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_006,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0174,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,175,General,G_INT_WEAP_008,취약점 탐지·악용 코드 작성 역량을 통한 사이버 공격 지원,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_008,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0175,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,176,General,G_INT_WEAP_009,약물 발견 모델 오용에 의한 독소 식별·개발,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_009,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0176,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,177,General,G_INT_WEAP_010,국가·범죄 행위자에 의한 AI의 의도적 무기화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_010,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0177,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,178,General,G_INT_WEAP_011,병원체 및 유전물질 강화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_011,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0178,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,179,General,G_INT_WEAP_014,폭발물·폭발성 무기,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_014,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0179,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,180,General,G_INT_WEAP_016,인간 개입 없는 치명적 자율무기의 표적 공격,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_016,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0180,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,181,General,G_INT_WEAP_018,CBRN 정보 획득·무기 설계 역량 개발 장벽 저하,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_018,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0181,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,182,General,G_INT_WEAP_020,악성코드 생성 및 사이버공격 자동화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_020,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0182,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,183,General,G_INT_WEAP_021,군사 AI 군비경쟁,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_021,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0183,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,184,General,G_INT_WEAP_022,방사능·핵무기,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_022,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0184,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,185,General,G_INT_WEAP_023,전략적 불안정,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_023,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0185,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,186,General,G_INT_WEAP_024,테러 행위자의 첨단 AI 역량 획득,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_024,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0186,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,187,General,G_INT_WEAP_025,자동화된 의사결정·무기체계의 비의도적 군사 확전,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_025,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0187,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,188,General,G_INT_WEAP_026,로봇 능력의 무기화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_026,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0188,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,189,General,G_INT_WEAP_027,무기화 전략 및 전술적 운용,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_027,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0189,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,190,General,G_INT_WEAP_029,대량살상무기,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_029,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0190,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,191,General,G_INT_WEAP_030,무기 확산 및 은닉,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_WEAP_030,General,G_INT,G_INT_WEAP,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0191,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,192,General,G_INT_ANTH_001,윤리적 판단 능력의 허위 표상·의인화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_001,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0192,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,193,General,G_INT_ANTH_002,감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_002,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0193,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,194,General,G_INT_ANTH_003,신체성(physical embodiment)의 허위 표상·의인화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_003,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0194,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,195,General,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_004,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0195,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,196,General,G_INT_ANTH_005,권리 주체성(기본권)의 허위 표상·의인화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_005,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0196,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,197,General,G_INT_ANTH_006,인간-기계 경계의 모호화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_006,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0197,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,198,General,G_INT_ANTH_008,AI에 대한 과도한 책임·돌봄 의무 귀속,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_ANTH_008,General,G_INT,G_INT_ANTH,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0198,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,199,General,G_INT_ANTH_010,모의된 정동에 의한 기대 위반과 배신감,[이동] '인간-AI의 해로운 관계'로 이동,이동 반영: 관계적 기대 붕괴에 따른 심리적 피해로 재정의하여 G_INT_REL_008로 이동하였다.,COMMENT_PRESENT,"The reviewer identified relational expectation and psychological harm, rather than anthropomorphic representation alone, as the primary risk.",MOVE_REWRITE,APPLIED,G_INT_REL_008,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0199,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,200,General,G_INT_REL_001,일상 기능을 AI 시스템에 과도하게 의존,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_REL_001,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0200,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,201,General,G_INT_REL_002,AI와의 지속적 상호작용에 따른 해로운 정서적·사회적 의존,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_REL_002,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0201,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,202,General,G_INT_REL_004,AI 에이전트와의 준사회적 유대감,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_REL_004,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0202,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,203,General,G_INT_REL_006,기술 이용에 따른 사회적 고립과 자기소외,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_REL_006,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0203,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,204,General,G_INT_REL_007,마찰 없는 AI 관계로 인한 개인 성장 저해,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_INT_REL_007,General,G_INT,G_INT_REL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0204,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,205,General,G_SYS_OREF_001,안전 통제의 사용자 의도 오분류에 따른 정당 요청 거부,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OREF_001,General,G_SYS,G_SYS_OREF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0205,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,206,General,G_SYS_OREF_002,안전 필터의 과잉 차단에 따른 정당한 정보 접근 거부,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OREF_002,General,G_SYS,G_SYS_OREF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0206,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,207,General,G_SYS_OREF_003,취약 이용자 지원 요청의 과잉 거절,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OREF_003,General,G_SYS,G_SYS_OREF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0207,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,208,General,G_SYS_OEXT_001,검증된 전문성 범위를 벗어난 AI 조언,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_001,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0208,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,209,General,G_SYS_OEXT_006,인공일반지능(AGI) 역량의 허위 표상,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_006,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0209,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,210,General,G_SYS_OEXT_007,자율적·독립적 의사결정 역량의 허위 표상,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_007,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0210,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,211,General,G_SYS_OEXT_008,자율적 학습·자기 개선 역량의 허위 표상,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_008,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0211,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,212,General,G_SYS_OEXT_009,자기 보존·자기 방어 역량의 허위 표상,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_009,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0212,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,213,General,G_SYS_OEXT_012,미세조정 모델의 예상 밖 역량,[이동] '성능·신뢰성 결함'으로 이동,이동 반영: 미세조정 후 예기치 않은 역량 변화에 따른 신뢰성 저하로 재정의하여 G_SYS_PERF_018로 이동하였다.,COMMENT_PRESENT,The reviewer explicitly directed the card to Performance and Reliability Failure; the rewrite makes realised reliability and safety degradation the operative risk.,MOVE_REWRITE,APPLIED,G_SYS_PERF_018,General,G_SYS,G_SYS_PERF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0213,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,214,General,G_SYS_OEXT_013,AI 역량의 검증 범위 초과 사용,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_013,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0214,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,215,General,G_SYS_OEXT_014,인터페이스에 의한 AI 역량 과대 표상,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_OEXT_014,General,G_SYS,G_SYS_OEXT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0215,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,216,General,G_SYS_INPUT_001,프롬프트 품질 결함으로 인한 오류,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_INPUT_001,General,G_SYS,G_SYS_INPUT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0216,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,217,General,G_SYS_INPUT_002,저자원 언어 입력의 처리·이해 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_INPUT_002,General,G_SYS,G_SYS_INPUT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0217,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,218,General,G_SYS_INPUT_003,물체 어포던스와 장면의 오해,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_INPUT_003,General,G_SYS,G_SYS_INPUT,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0218,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,219,General,G_SYS_MISINFO_002,맥락 일관성 추구에 의한 환각 증폭,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_002,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0219,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,220,General,G_SYS_MISINFO_003,지식 분포 변화에 따른 응답 노후화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_003,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0220,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,221,General,G_SYS_MISINFO_004,허위·오도 정보 유포에 의한 기만과 양극화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_004,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0221,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,222,General,G_SYS_MISINFO_006,공유 정보 생태계의 오염과 질 저하,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_006,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0222,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,223,General,G_SYS_MISINFO_007,사용자 설득에 의한 모델의 사실 판단 왜곡,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_007,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0223,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,224,General,G_SYS_MISINFO_008,데이터 오해석에 의한 의료·과학적 오결론,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_008,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0224,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,225,General,G_SYS_MISINFO_009,외부 도구에 의해 주입된 사실 오류,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_MISINFO_009,General,G_SYS,G_SYS_MISINFO,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
