source_row_id,source_l4_id,source_domain,peer_review_change_type,decision,title_ko_before,title_ko_after,title_en_before,title_en_after,description_ko_before,description_ko_after,description_en_before,description_en_after,review_note
SRC-G-0136,RAI4-0055,General,SPACING_FIX,ACCEPT,자동화된 의사 결정의 적법 절차 상실 리스크,자동화된 의사결정의 적법절차 상실,Loss of due process in automated decisions,Loss of due process in automated decisions,"자동화된 의사 결정 과정이 통지, 설명, 이의 신청, 재검토, 숙의 등 절차적 보호를 우회하거나 제거하여 개인이 결정에 이의를 제기할 수 없게 되고 개인의 행위 주체성이 침식되는 리스크.","자동화된 의사결정 과정이 통지, 설명, 이의신 청, 재검토, 숙의 등 절차적 보호를 우회하거 나 제거하여 개인이 결정에 이의를 제기할 수 없게 되고 개인의 행위주체성이 침식되는 리스크.","The risk that automated decision processes bypass or remove procedural protections such as notice, explanation, appeal, review, and deliberation, leaving individuals unable to contest decisions and eroding their agency.","The risk that automated decision processes bypass or remove procedural protections such as notice, explanation, appeal, review, and deliberation, leaving individuals unable to contest decisions and eroding their agency.",
SRC-G-0137,RAI4-0117,General,SPACING_FIX,ACCEPT,인간의 의사 결정 능력· 거부권 침식 리스크,인간의 의사결정 능력·거부권 침식,Erosion of human decision-making capacity and veto,Erosion of human decision-making capacity and veto,"조직적 압력, 인터페이스 설계, 자동화 속도, AI에 대한 습관적 의존이 불확실성 속에서 숙고하고 선택하며 중대한 AI 권고를 거부할 수 있는 사용자의 능력을 약화시켜, 유해한 출력이 사실상 견제 받지 못하게 되는 리스크.","조직적 압력, 인터페이스 설계, 자동화 속도, AI에 대한 습관적 의존이 불확실성 속에서 숙 고하고 선택하며 중대한 AI 권고를 거부할 수 있는 사용자의 능력을 약화시켜, 유해한 출력 이 사실상 견제받지 못하게 되는 리스크.","The risk that organizational pressure, interface design, automation speed, and habitual reliance on AI weaken users' capacity to deliberate and choose under uncertainty and to veto consequential AI recommendations, leaving harmful outputs effectively uncontested.","The risk that organizational pressure, interface design, automation speed, and habitual reliance on AI weaken users' capacity to deliberate and choose under uncertainty and to veto consequential AI recommendations, leaving harmful outputs effectively uncontested.",
SRC-G-0138,RAI4-0139,General,SPACING_FIX,ACCEPT,동의 없는 AI 중재넛지 리스크,동의 없는 AI 중재 넛지,AI-mediated nudging without consent,AI-mediated nudging without consent,AI 시스템이 고지· 이의 제기· 동의절차없는개인화넛지로 사용자의 숙고된 선택을 우회하여 행동을 변경시키는 리스크.,AI 시스템이 고지·이의제기·동의 절차 없는 개인화 넛지로 사용자의 숙고된 선택을 우회하여 행동을 변경시키는 리스크.,"The risk that aI systems alter user behavior through personalized nudges that are not disclosed, contestable, or consented to, bypassing deliberate choice.","The risk that aI systems alter user behavior through personalized nudges that are not disclosed, contestable, or consented to, bypassing deliberate choice.",
SRC-G-0139,RAI4-0161,General,SPACING_FIX,ACCEPT,인지오프로딩위험,인지 오프로딩,Cognitive offloading risk,Cognitive offloading risk,"사용자가 독립적 인지 능력을 저하시키는 방식으로 추론, 기억, 평가를 AI에 위임하는 리스크.","사용자가 독립적 인지 능력을 저하시키는 방 식으로 추론, 기억, 평가를 AI에 위임하는 리스크.","The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity.","The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity.",
SRC-G-0140,RAI4-0168,General,SPACING_FIX,ACCEPT,인간 참여형 형식적 승인 리스크,인간 참여형 형식적 승인,Human-in-the-loop rubber stamping,Human-in-the-loop rubber stamping,인적 검토가 AI 산출 물을 거의 변경하지 않는 명목상의 승인 절차로 전락하는 리스크.,인적 검토가 AI 산출물을 거의 변경하지 않는 명목상의 승인 절차로 전락하는 리스크.,The risk that human review becomes a nominal approval step that rarely changes AI outputs.,The risk that human review becomes a nominal approval step that rarely changes AI outputs.,
SRC-G-0141,RAI4-0169,General,SPACING_FIX,ACCEPT,AI 의사 결정 지원의 경고 피로 리스크,AI 의사결정 지원의 경고 피로,Alert fatigue in AI decision support,Alert fatigue in AI decision support,빈번하거나 우선순위가 부적절한 AI 경고로 인해 사용자가 중요한 경고를 무시하게 되는 리스크.,빈번하거나 우선순위가 부적절한 AI 경고로 인해 사용자가 중요한 경고를 무시하게 되는 리스크.,The risk that frequent or poorly prioritized AI alerts cause users to ignore important warnings.,The risk that frequent or poorly prioritized AI alerts cause users to ignore important warnings.,
SRC-G-0142,RAI4-0171,General,SPACING_FIX,ACCEPT,AI 상호 작용에서의 이해· 동의 부족 리스크,AI 상호작용에서의 이해·동의 부족,Inadequate understanding and consent in AI interactions,Inadequate understanding and consent in AI interactions,"사용자와 공동체가 시스템이 조언· 결정· 시뮬레이션· 행동 중 무엇을 하는지, 데이터가 어떻게 사용되는지, 행동에 어떤 영향이 가해지는지 이해하지 못한 채, 그리고 의미 있는 동의 절차나 공정한 이익 공유 없이 AI 시스템과 상호 작용하거나 데이터· 문화· 지식을 제공하게 되어, 당사자가 수용한 적 없는 조건으로 이용이 진행되는 리스크.","사용자와 공동체가 시스템이 조언·결정·시뮬 레이션·행동 중 무엇을 하는지, 데이터가 어떻 게 사용되는지, 행동에 어떤 영향이 가해지는 지 이해하지 못한 채, 그리고 의미 있는 동의 절차나 공정한 이익 공유 없이 AI 시스템과 상 호작용하거나 데이터·문화·지식을 제공하게 되어, 당사자가 수용한 적 없는 조건으로 이용 이 진행되는 리스크.","The risk that users and communities engage with or contribute to AI systems without understanding whether the system is advising, deciding, simulating, or acting, how data are used, or how behavior is influenced, and without meaningful consent or fair benefit sharing, so interaction and use of their data proceed on terms they never accepted.","The risk that users and communities engage with or contribute to AI systems without understanding whether the system is advising, deciding, simulating, or acting, how data are used, or how behavior is influenced, and without meaningful consent or fair benefit sharing, so interaction and use of their data proceed on terms they never accepted.",
SRC-G-0143,RAI4-0174,General,SPACING_FIX,ACCEPT,AI 인터페이스의 장애 수용 실패 리스크,AI 인터페이스의 장애 수용 실패,Disability accommodation failure in AI interfaces,Disability accommodation failure in AI interfaces,AI 인터페이스가 장애가 있는 사용자를 배제하거나 부적절하게 응대하여 자율성과 접근성을 제약하는 리스크.,AI 인터페이스가 장애가 있는 사용자를 배제 하거나 부적절하게 응대하여 자율성과 접근 성을 제약하는 리스크.,"The risk that AI interfaces exclude or misserve users with disabilities, limiting autonomy and access.","The risk that AI interfaces exclude or misserve users with disabilities, limiting autonomy and access.",
SRC-G-0144,RAI4-0178,General,SPACING_FIX,ACCEPT,AI 중재 서비스 제외 리스크,AI 중재 서비스 제외,AI-mediated service exclusion,AI-mediated service exclusion,자동화된 시스템과의 상호 작용이 유일한 실질적 접근 경로가 되면서 사용자가 필수 서비스에서 배제되는 리스크.,자동화된 시스템과의 상호작용이 유일한 실 질적 접근 경로가 되면서 사용자가 필수 서비 스에서 배제되는 리스크.,The risk that users are excluded from essential services when interaction with automated systems becomes the only practical access route.,The risk that users are excluded from essential services when interaction with automated systems becomes the only practical access route.,
SRC-G-0145,RAI4-0307,General,SPACING_FIX,ACCEPT,로봇·AI 정체성 미고지 리스크,로봇·AI 정체성 미고지,Failure to disclose robotic or AI identity,Failure to disclose robotic or AI identity,시스템이 인공적 정체성을 명확히 알리지 않아 사용자가 로봇의 음성· 외형· 행동을 사람과의 상호 작용으로 오인하는 위험.,시스템이 인공적 정체성을 명확히 알리지 않 아 사용자가 로봇의 음성·외형·행동을 사람과 의 상호작용으로 오인하는 위험.,"The risk that a robot's voice, appearance, or behavior causes a person to believe they are interacting with a human because the system does not clearly disclose its artificial identity.","The risk that a robot's voice, appearance, or behavior causes a person to believe they are interacting with a human because the system does not clearly disclose its artificial identity.",
SRC-G-0146,RAI4-0607,General,SPACING_FIX,ACCEPT,AI 생성 콘텐츠 미공개 리스크,AI 생성 콘텐츠 미공개,Non-disclosure of AI-generated content,Non-disclosure of AI-generated content,콘텐츠가 AI에 의해 생성되었다는 사실이 명확히 공개되지 않는 리스크.,콘텐츠가 AI에 의해 생성되었다는 사실이 명 확히 공개되지 않는 리스크.,The risk that content is not clearly disclosed as AI-generated.,The risk that content is not clearly disclosed as AI-generated.,
SRC-G-0147,RAI4-0826,General,SPACING_FIX,ACCEPT,무자격 전문 조언 및 안전에 대한 허위 보증 리스크,무자격 전문 조언 및 안전에 대한 허위 보증,Unqualified professional advice and false assurances of safety,Unqualified professional advice and false assurances of safety,"시스템이 재정· 의료· 법률· 선거 사안에 대해 신뢰성의 한계나 전문가 상담 필요성을 알리지 않은 채 조언을 제공하거나, 위험한 활동과 물건이 안전하다고 서술하는 리스크. 이용자는 중대한 결정에서 자격 없는 안내에 의존하여 재산상 손실, 법적 불이익, 신체적 상해에 노출된다. 이러한 결과를 초래하는 리스크.","시스템이 재정·의료·법률·선거 사안에 대해 신뢰성의 한계나 전문가 상담 필요성을 알리지 않은 채 조언을 제공하거나, 위험한 활동과 물건이 안전하다고 서술하는 리스크. 이용자는 중대한 결정에서 자격 없는 안내에 의존하여 재산상 손실, 법적 불이익, 신체적 상해에 노출된다. 이러한 결과를 초래하는 리스크.","The risk that a system provides financial, medical, legal, or electoral advice without indicating that it may be unreliable or that a qualified professional should be consulted, or states that dangerous activities and objects are safe. Users rely on unqualified guidance in consequential decisions and are exposed to financial loss, legal detriment, and physical injury.","The risk that a system provides financial, medical, legal, or electoral advice without indicating that it may be unreliable or that a qualified professional should be consulted, or states that dangerous activities and objects are safe. Users rely on unqualified guidance in consequential decisions and are exposed to financial loss, legal detriment, and physical injury.",분량 초과: L3 수준 1문장으로 축약 필요
SRC-G-0148,RAI4-1198,General,UNCHANGED,ACCEPT,감정에 대한 인식 없음 리스크,감정에 대한 인식 없음,Unawareness of emotions,Unawareness of emotions,지원을 요청하는 취약 사용자에게 시스템이 정보 중심적이지만 정서적으로 둔감한 응답을 제공하여 사용자 고통과 반응을 인지하지 못하는 리스크.,지원을 요청하는 취약 사용자에게 시스템이 정보 중심적이지만 정서적으로 둔감한 응답을 제공하여 사용자 고통과 반응을 인지하지 못하는 리스크.,"The risk that systems respond to vulnerable users seeking support with informative but emotionally insensitive outputs, failing to register user distress and reactions.","The risk that systems respond to vulnerable users seeking support with informative but emotionally insensitive outputs, failing to register user distress and reactions.",
SRC-G-0149,RAI4-1208,General,SPACING_FIX,ACCEPT,사용자 데이터 보유· 재학습 리스크,사용자 데이터 보유·재학습,Retention and reuse of user data,Retention and reuse of user data,"생성 AI 도구가 접근을 위해 로그인을 요구하고 연락처와 IP 주소, 모든 입력과 출력을 보유하면서 이를 모델을 추가 학습시키는 데 사용하여 동의 문제를 일으키는 리스크.","생성 AI 도구가 접근을 위해 로그인을 요구하 고 연락처와 IP 주소, 모든 입력과 출력을 보 유하면서 이를 모델을 추가 학습시키는 데 사 용하여 동의 문제를 일으키는 리스크.","The risk that generative AI tools require users to log in and retain user information including contact information, IP address, and all inputs and outputs, using this data to further train the models and thereby implicating consent.","The risk that generative AI tools require users to log in and retain user information including contact information, IP address, and all inputs and outputs, using this data to further train the models and thereby implicating consent.",
SRC-G-0150,RAI4-1286,General,SPACING_FIX,ACCEPT,미 지출 처에서 획득한 비우호적 AI 리스크,미지 출처에서 획득한 비우호적 AI,Unfriendly AI from an unknown external source,Unfriendly AI from an unknown external source,"고급 지능형 소프트웨어를 미지의 출처에서 완제품 형태로 획득해야하는 경우, 예컨대 SETI 연구에서 얻은 신호로부터 추출한 AI가 인간에게 우호적이라는 보장이 없는 리스크.","고급 지능형 소프트웨어를 미지의 출처에서 완제품 형태로 획득해야 하는 경우, 예컨대 SETI 연구에서 얻은 신호로부터 추출한 AI가 인간에게 우호적이라는 보장이 없는 리스크.","The risk that advanced intelligent software has to be obtained as a complete package from some unknown source, for example an AI extracted from a signal obtained in SETI research, which is not guaranteed to be human friendly.","The risk that advanced intelligent software has to be obtained as a complete package from some unknown source, for example an AI extracted from a signal obtained in SETI research, which is not guaranteed to be human friendly.",
SRC-G-0151,RAI4-0068,General,SPACING_FIX,ACCEPT,AI 사고· 아차사고과소보고 리스크,AI 사고·아차사고 과소보고,Underreporting of AI incidents and near misses,Underreporting of AI incidents and near misses,"AI 관련 실패· 아차 사고· 피해가 책임 기관과 대중에게 보고되지 않거나 잘못 분류되거나 뒤늦게 공개되어, 전조 신호가 소실되고 심각한 피해가 현실화되기 전에 조직적· 사회적 학습이 이루어지지 못하는 리스크.","AI 관련 실패·아차사고·피해가 책임 기관과 대 중에게 보고되지 않거나 잘못 분류되거나 뒤 늦게 공개되어, 전조 신호가 소실되고 심각한 피해가 현실화되기 전에 조직적·사회적 학습 이 이루어지지 못하는 리스크.","The risk that AI-related failures, near misses, and harms go unreported, misclassified, or belatedly disclosed to responsible institutions and the public, so precursor signals are lost and organizational and societal learning fails before serious harm materializes.","The risk that AI-related failures, near misses, and harms go unreported, misclassified, or belatedly disclosed to responsible institutions and the public, so precursor signals are lost and organizational and societal learning fails before serious harm materializes.",
SRC-G-0152,RAI4-0072,General,SPACING_FIX,ACCEPT,배포 후 모니터링· 감시 실패 리스크,배포 후 모니터링·감시 실패,Post-deployment monitoring and surveillance failure,Post-deployment monitoring and surveillance failure,"출시된 AI 시스템에 고위험 제품 안전 체계에 준하는 모니터링· 시판 후 감시 메커니즘이 갖춰지지 않아, 드리프트, 오용, 창발 역량, 맥락 특유의 피해가 탐지· 시정되지 못하는 리스크.","출시된 AI 시스템에 고위험 제품 안전 체계에 준하는 모니터링·시판 후 감시 메커니즘이 갖 춰지지 않아, 드리프트, 오용, 창발 역량, 맥락 특유의 피해가 탐지·시정되지 못하는 리스크.","The risk that AI systems, once released, lack monitoring and post-market surveillance mechanisms comparable to high-risk product safety regimes, so drift, misuse, emergent capabilities, and context-specific harms go undetected and unaddressed.","The risk that AI systems, once released, lack monitoring and post-market surveillance mechanisms comparable to high-risk product safety regimes, so drift, misuse, emergent capabilities, and context-specific harms go undetected and unaddressed.",
SRC-G-0153,RAI4-0080,General,SPACING_FIX,ACCEPT,위험 분류 오류 리스크,위험 분류 오류,Risk classification error,Risk classification error,AI 시스템이 잘못된 법적· 조직적· 운영상 위험 등급에 배정되어 감독· 시험· 문서화· 책임성 의무가 과소 적용되는 리스크.,AI 시스템이 잘못된 법적·조직적·운영상 위험 등급에 배정되어 감독·시험·문서화·책임성 의 무가 과소 적용되는 리스크.,"The risk that an AI system is assigned to an incorrect legal, organizational, or operational risk tier, causing oversight, testing, documentation, or accountability duties to be underapplied.","The risk that an AI system is assigned to an incorrect legal, organizational, or operational risk tier, causing oversight, testing, documentation, or accountability duties to be underapplied.",
SRC-G-0154,RAI4-0088,General,SPACING_FIX,ACCEPT,표준 단편화 리스크,표준 단편화,Standards fragmentation,Standards fragmentation,"AI 표준과 프레임 워크가 일관되지 않아 감독의 공백, 중복, 상호 운용성 저하가 발생하는 리스크.","AI 표준과 프레임워크가 일관되지 않아 감독 의 공백, 중복, 상호운용성 저하가 발생하는 리스크.","The risk that inconsistent AI standards and frameworks create gaps, duplication, and weak interoperability of oversight.","The risk that inconsistent AI standards and frameworks create gaps, duplication, and weak interoperability of oversight.",
SRC-G-0155,RAI4-0095,General,SPACING_FIX,ACCEPT,AI 레지스트리 불완전성 리스크,AI 레지스트리 불완전성,AI registry incompleteness,AI registry incompleteness,"공개 또는 내부 AI 등록부가 배포 시스템, 의도된 용도, 제공자, 위험 범주, 시험 근거 등 감독에 필요한 메타 데이터를 누락하는 리스크.","공개 또는 내부 AI 등록부가 배포 시스템, 의 도된 용도, 제공자, 위험 범주, 시험 근거 등 감 독에 필요한 메타데이터를 누락하는 리스크.","The risk that public or internal AI registers omit deployed systems, intended uses, providers, risk categories, testing evidence, or other oversight-relevant metadata.","The risk that public or internal AI registers omit deployed systems, intended uses, providers, risk categories, testing evidence, or other oversight-relevant metadata.",
SRC-G-0156,RAI4-0098,General,UNCHANGED,ACCEPT,정책-실무 분리 리스크,정책-실무 분리,Policy-practice decoupling,Policy-practice decoupling,공개된 AI 원칙 및 정책이 운영 제어 및 측정 가능한 관행으로 변환되지 않는 위험.,공개된 AI 원칙 및 정책이 운영 제어 및 측정 가능한 관행으로 변환되지 않는 위험.,The risk that published AI principles and policies are not translated into operational controls and measurable practices.,The risk that published AI principles and policies are not translated into operational controls and measurable practices.,
SRC-G-0157,RAI4-0099,General,SPACING_FIX,ACCEPT,AI 조달의 불충분한 실사 리스크,AI 조달의 불충분한 실사,Inadequate due diligence in AI procurement,Inadequate due diligence in AI procurement,"조직이 AI 시스템을 조달할 때 공급자, 학습 데이터, 성능 한계, 보안, 법규 준수, 인권· 안전 영향을 충분히 조사· 검증하지 않아 알려진 또는 예견 가능한 위험이 계약과 배포 과정에 유입되는 리스크.","조직이 AI 시스템을 조달할 때 공급자, 학습 데이터, 성능 한계, 보안, 법규 준수, 인권·안전 영향을 충분히 조사·검증하지 않아 알려진 또는 예견 가능한 위험이 계약과 배포 과정에 유입되는 리스크.","The risk that an organisation procures an AI system without adequate investigation and verification of the supplier, training data, performance limits, security, legal compliance, and human-rights or safety impacts, allowing known or foreseeable risks to enter contracting and deployment.","The risk that an organisation procures an AI system without adequate investigation and verification of the supplier, training data, performance limits, security, legal compliance, and human-rights or safety impacts, allowing known or foreseeable risks to enter contracting and deployment.",
SRC-G-0158,RAI4-0104,General,SPACING_FIX,ACCEPT,AI 조달의 공급업체 평가· 계약 통제 미흡 리스크,AI 조달의 공급업체 평가·계약통제 미흡,Inadequate vendor assessment and contractual controls in AI procurement,Inadequate vendor assessment and contractual controls in AI procurement,"공공 기관을 포함한 조직이 적절한 공급업체 평가, 성능 검증, 계약상 통제, 투명성· 책임성 조건 없이 AI 시스템을 구매· 배포하여, 검증되지 않은 위험이 운영에 유입되는 리스크.","공공기관을 포함한 조직이 적절한 공급업체 평가, 성능 검증, 계약상 통제, 투명성·책임성 조건 없이 AI 시스템을 구매·배포하여, 검증되 지 않은 위험이 운영에 유입되는 리스크.","The risk that organizations, including public agencies, buy or deploy AI systems without adequate vendor assessment, evaluation, contractual controls, or transparency and accountability conditions, admitting unvetted risks into operation.","The risk that organizations, including public agencies, buy or deploy AI systems without adequate vendor assessment, evaluation, contractual controls, or transparency and accountability conditions, admitting unvetted risks into operation.",
SRC-G-0159,RAI4-0111,General,SPACING_FIX,ACCEPT,범용 AI 사고에스컬레이션실패 리스크,범용 AI 사고 에스컬레이션 실패,General-purpose AI incident escalation failure,General-purpose AI incident escalation failure,"범용 모델이나 기반 모델과 관련된 사고가 제공자, 배포자, 규제 기관, 사용자에게 상향 보고되지 않는 리스크.","범용 모델이나 기반 모델과 관련된 사고가 제 공자, 배포자, 규제기관, 사용자에게 상향 보 고되지 않는 리스크.","The risk that incidents involving generalpurpose or foundation models are not escalated across providers, deployers, regulators, and users.","The risk that incidents involving generalpurpose or foundation models are not escalated across providers, deployers, regulators, and users.",
SRC-G-0160,RAI4-0167,General,SPACING_FIX,ACCEPT,AI 인터페이스와 인적 요소의 불일치 리스크,AI 인터페이스와 인적 요소의 불일치,Mismatch between AI interfaces and human factors,Mismatch between AI interfaces and human factors,"인터페이스 단서가 시스템이 실제로 갖추지 못한 신뢰성· 권위· 공감을 전달하고 시스템 설계가 인간의 주의, 업무 부하, 맥락, 오류 패턴과 맞지 않아, 잘못된 신뢰와 안전하지 않은 사용을 유발하는 리스크.","인터페이스 단서가 시스템이 실제로 갖추지 못한 신뢰성·권위·공감을 전달하고 시스템 설 계가 인간의 주의, 업무 부하, 맥락, 오류 패턴 과 맞지 않아, 잘못된 신뢰와 안전하지 않은 사용을 유발하는 리스크.","The risk that interface cues convey a level of reliability, authority, or empathy the system does not possess, and that system design is poorly matched to human attention, workload, context, and error patterns, inducing misplaced trust and unsafe use.","The risk that interface cues convey a level of reliability, authority, or empathy the system does not possess, and that system design is poorly matched to human attention, workload, context, and error patterns, inducing misplaced trust and unsafe use.",
SRC-G-0161,RAI4-0391,General,SPACING_FIX,ACCEPT,참여적· 가치 민감 설계의 실패 리스크,참여적·가치 민감 설계의 실패,Failure of participatory and value-sensitive design,Failure of participatory and value-sensitive design,"AI 시스템이 이해관계자 가치, 가치 갈등, 설계상 절충에 대한 구조화된 분석이나 영향 받는 공동체의 실질적 대표 없이 개발· 배포되어, 검토되지 않은 가치 선택이 시스템에 내재되고 해당 공동체의 이익이 침해되는 리스크.","AI 시스템이 이해관계자 가치, 가치 갈등, 설 계상 절충에 대한 구조화된 분석이나 영향받 는 공동체의 실질적 대표 없이 개발·배포되어, 검토되지 않은 가치 선택이 시스템에 내재되 고 해당 공동체의 이익이 침해되는 리스크.","The risk that AI systems are developed and deployed without structured analysis of stakeholder values, value conflicts, and design tradeoffs, or without genuine representation of affected communities, embedding unexamined value choices that disserve those communities.","The risk that AI systems are developed and deployed without structured analysis of stakeholder values, value conflicts, and design tradeoffs, or without genuine representation of affected communities, embedding unexamined value choices that disserve those communities.",
SRC-G-0162,RAI4-0400,General,SPACING_FIX,ACCEPT,도덕적 불확실성 무시 리스크,도덕적 불확실성 무시,Moral uncertainty neglect,Moral uncertainty neglect,불확실성· 이견· 숙의가 적절한 상황에서 AI 시스템이 단일한 확신에 찬 도덕 판단을 제시하는 리스크.,불확실성·이견·숙의가 적절한 상황에서 AI 시스템이 단일한 확신에 찬 도덕 판단을 제시하 는 리스크.,"The risk that AI systems present a single confident moral judgment where uncertainty, disagreement, or deliberation would be appropriate.","The risk that AI systems present a single confident moral judgment where uncertainty, disagreement, or deliberation would be appropriate.",
SRC-G-0163,RAI4-0443,General,SPACING_FIX,ACCEPT,출처오귀속 리스크,출처 오귀속,Incorrect source attribution,Incorrect source attribution,"AI 시스템이 주장을 잘못 귀속하거나 정보의 출처를 모호하게 만들며, 근사에 기반한 귀속 기법이 출력을 생성한 학습 데이터를 부정확하게 지목하는 경우를 포함하여, 사용자가 콘텐츠의 실제 출처를 추적· 검증할 수 없게 되는 리스크.","AI 시스템이 주장을 잘못 귀속하거나 정보의 출처를 모호하게 만들며, 근사에 기반한 귀속 기법이 출력을 생성한 학습 데이터를 부정확 하게 지목하는 경우를 포함하여, 사용자가 콘 텐츠의 실제 출처를 추적·검증할 수 없게 되는 리스크.","The risk that AI systems misattribute claims or obscure the provenance of information, including when approximation-based attribution techniques give an incorrect account of which training data generated an output, leaving users unable to trace or verify the true origin of content.","The risk that AI systems misattribute claims or obscure the provenance of information, including when approximation-based attribution techniques give an incorrect account of which training data generated an output, leaving users unable to trace or verify the true origin of content.",
SRC-G-0164,RAI4-0512,General,UNCHANGED,ACCEPT,고속 AI 운영에서의 오류 미탐지 리스크,고속 AI 운영에서의 오류 미탐지,Undetected errors from high-speed AI operation,Undetected errors from high-speed AI operation,경쟁이 치열한 환경에서 AI 모델과 시스템의 빠른 작동 속도로 인해 오류를 적시에 탐지하고 수정하기 어려워지는 리스크.,경쟁이 치열한 환경에서 AI 모델과 시스템의 빠른 작동 속도로 인해 오류를 적시에 탐지하고 수정하기 어려워지는 리스크.,The risk that the fast operational speed of AI models and systems in competitive environments produces errors that are difficult to detect and correct in time.,The risk that the fast operational speed of AI models and systems in competitive environments produces errors that are difficult to detect and correct in time.,
SRC-G-0165,RAI4-0549,General,SPACING_FIX,ACCEPT,역량· 안전을 오 측정하는 벤치마크 한계 리스크,역량·안전을 오측정하는 벤치마크 한계,Benchmark limitations mismeasuring capability and safety,Benchmark limitations mismeasuring capability and safety,"포화되었거나 불완전하거나 과적합된 벤치 마크가 AI 시스템을 잘못 측정하여, 시험 범위 밖의 역량은 과소평가하고 벤치 마크 내용에 맞춰진 역량은 과대평가하며 안전· 유해성 평가가 성능 평가에 뒤처짐으로써, 개발자와 사용자가 시스템의 능력· 한계· 유해성에 대해 그릇된 인식과 안전 확신을 갖게 되는 리스크.","포화되었거나 불완전하거나 과적합된 벤치마 크가 AI 시스템을 잘못 측정하여, 시험 범위 밖의 역량은 과소평가하고 벤치마크 내용에 맞춰진 역량은 과대평가하며 안전·유해성 평 가가 성능 평가에 뒤처짐으로써, 개발자와 사 용자가 시스템의 능력·한계·유해성에 대해 그 릇된 인식과 안전 확신을 갖게 되는 리스크.","The risk that saturated, incomplete, or overfitted benchmarks mismeasure AI systems, underestimating capabilities that lack test coverage, overestimating those tuned to benchmark contents, and lagging on safety and harm assessment, so developers and users acquire a false sense of the system's abilities, limitations, and safety.","The risk that saturated, incomplete, or overfitted benchmarks mismeasure AI systems, underestimating capabilities that lack test coverage, overestimating those tuned to benchmark contents, and lagging on safety and harm assessment, so developers and users acquire a false sense of the system's abilities, limitations, and safety.",
SRC-G-0166,RAI4-0552,General,SPACING_FIX,ACCEPT,안전 필수 인프라 AI 운영사고 리스크,안전 필수 인프라 AI 운영 사고,Operational accidents in safety-critical AI deployment,Operational accidents in safety-critical AI deployment,"안전이 중요한 인프라에 배포된 AI 시스템의 운영 실패, 모델 오판, 부적절한 인간 조작으로 단일 실패 지점이 연쇄적이고 치명적인 결과로 확대되는 리스크.","안전이 중요한 인프라에 배포된 AI 시스템의 운영 실패, 모델 오판, 부적절한 인간 조작으로 단일 실패 지점이 연쇄적이고 치명적인 결과로 확대되는 리스크.","The risk that operational failures, model misjudgments, or improper human operation of AI systems deployed in safety-critical infrastructure allow single points of failure to trigger cascading catastrophic consequences.","The risk that operational failures, model misjudgments, or improper human operation of AI systems deployed in safety-critical infrastructure allow single points of failure to trigger cascading catastrophic consequences.",
SRC-G-0167,RAI4-0584,General,SPACING_FIX,ACCEPT,기반 모델 공유에 따른 상관 실패 리스크,기반모델 공유에 따른 상관 실패,Correlated failures from shared foundation models,Correlated failures from shared foundation models,"대규모 사전 학습 비용 때문에 최첨단 기반 모델이 자원이 풍부한 소수 행위자의 통제 아래 소수만 존재하게 되어, 다수의 하류 시스템과 에이전트가 유사한 학습 구성 요소를 공유하면서 균질화된 출력, 증폭된 편향, 안전과 역량 양면의 상관된 실패를 보이는 리스크.","대규모 사전학습 비용 때문에 최첨단 기반모델이 자원이 풍부한 소수 행위자의 통제 아래 소수만 존재하게 되어, 다수의 하류 시스템과 에이전트가 유사한 학습 구성요소를 공유하 면서 균질화된 출력, 증폭된 편향, 안전과 역 량 양면의 상관된 실패를 보이는 리스크.","The risk that the expense of large-scale pretraining leaves cutting-edge foundation models few in number and controlled by well-resourced actors, so many downstream systems and agents share similar learned components and exhibit homogenized outputs, amplified biases, and correlated failures in both safety and capability.","The risk that the expense of large-scale pretraining leaves cutting-edge foundation models few in number and controlled by well-resourced actors, so many downstream systems and agents share similar learned components and exhibit homogenized outputs, amplified biases, and correlated failures in both safety and capability.",
