source_row_id,source_domain,source_l4_id,source_title_ko,risk_subject_present,risk_mechanism_present,adverse_outcome_present,causal_link_present,affected_party_present,topic_only_flag,protective_activity_flag,risk_eligibility_decision,risk_eligibility_reason
SRC-G-0163,General,RAI4-0443,출처 오귀속,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0164,General,RAI4-0512,고속 AI 운영에서의 오류 미탐지,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0165,General,RAI4-0549,역량·안전을 오측정하는 벤치마크 한계,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0166,General,RAI4-0552,안전 필수 인프라 AI 운영 사고,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0167,General,RAI4-0584,기반모델 공유에 따른 상관 실패,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0168,General,RAI4-0608,원자력 및 핵심 인프라에 대한 AI 제어 오류,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0169,General,RAI4-0780,데이터 수집 품질관리 결함,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0170,General,RAI4-0889,과장된 역량 주장과 제품 기능 실패에 따른 피 해,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0171,General,RAI4-1032,복잡 운용환경에서의 검증 범위 이탈 실패,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0172,General,RAI4-1034,복잡한 신경망 모델의 내재적 견고성 취약성,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0173,General,RAI4-1036,기술 미성숙으로 인한 미지의 리스크,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0174,General,RAI4-1037,사용례 내재 위험 노출,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0175,General,RAI4-1040,학습·검증 데이터의 품질 결함과 부적절한 선 택,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0176,General,RAI4-1108,학습-운용 데이터 간 데이터셋 시프트,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0178,General,RAI4-1128,AI 비서 편익·피해 평가 지표 부재,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0179,General,RAI4-1280,검증 불가능한 블랙박스 모델의 설명·결함 진 단 곤란,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0180,General,RAI4-1336,학습 데이터 어노테이션 결함,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0181,General,RAI4-1458,운영설계영역(ODD) 명세 미흡,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0182,General,RAI4-1459,부적절한 자동화 수준,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0183,General,RAI4-1461,개발 과정 문서화와 데이터 이해의 부족,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0184,General,RAI4-1463,하드웨어 연산·전력 요구사항 누락,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0185,General,RAI4-1466,잘못된 데이터 라벨,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0186,General,RAI4-1468,학습 데이터의 대표성 부족,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0187,General,RAI4-1472,과적합 및 과소적합,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0188,General,RAI4-1474,코너 케이스에서의 신뢰성 저하,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0189,General,RAI4-1487,비전문가 데이터 조작,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0190,General,RAI4-1492,GPAI 모델의 손쉬운 재구성,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0191,General,RAI4-1493,미세조정판의 예상외 역량,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0192,General,RAI4-1499,역량 평가에서 드러나지 않는 위험 역량,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0193,General,RAI4-1502,내재 가치 측정 부정확,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0194,General,RAI4-1504,인간 평가 한계 초과 출력,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0195,General,RAI4-1537,상황 인식을 이용한 평가 기만·배포 설득,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0196,General,RAI4-1544,샌드박스 우회에 의한 격리 통제 상실,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0197,General,RAI4-1548,경쟁 압력에 의한 안전성 평가 축소 배포,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0198,General,RAI4-1551,센서 드리프트에 의한 배포 시스템 성능 저하,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0199,General,RAI4-1560,GPAI 출력을 이용한 설득력 있는 사칭,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0200,General,RAI4-1705,모니터링 부족에 의한 미탐지 안전·프라이버 시 위반,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0201,General,RAI4-0527,창의성·비판적 사고의 저하,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0202,General,RAI4-0674,문화적 박탈,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0203,General,RAI4-0678,신체적 위해를 유발하는 출력,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0204,General,RAI4-0705,폭력 조장 위험 콘텐츠,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0205,General,RAI4-0854,되돌릴 수 없는 변화,False,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0206,General,RAI4-1049,조직 재정·평판 손상,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0207,General,RAI4-1447,폭력/무력 충돌,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0208,General,RAI4-0641,비합의 성적 대상화 및 성적 이미지 생성,False,True,False,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0209,General,RAI4-0714,아동·청소년 유해 콘텐츠 제공,False,True,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0210,General,RAI4-0718,외설·비하·학대 이미지 생성 및 접근 용이화,False,True,False,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0211,General,RAI4-1136,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0212,General,RAI4-1542,외부 도구 연동을 통한 유해 콘텐츠 유입,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0213,General,RAI4-0023,AI 시스템에 의한 자해 조장,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0214,General,RAI4-0157,챗봇을 통한 자해 격려,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0215,General,RAI4-0833,이용자의 정신·신체 건강을 위협하는 콘텐츠,False,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0216,General,RAI4-0411,언어별 피해 과소탐지,False,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0217,General,RAI4-0426,혐오발언 생성,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0218,General,RAI4-0706,보호 속성 기반 부당 대우,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0219,General,RAI4-0368,도덕적 다양성 압축,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0220,General,RAI4-0403,도덕적 프레이밍 편향,False,True,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0221,General,RAI4-0422,도덕적 세계관 배제,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0222,General,RAI4-0529,시스템 사용·오용에 따른 정치·경제 불안정,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0223,General,RAI4-0939,모델의 극단적·편향적 견해 표출,True,True,True,False,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0224,General,RAI4-1158,대규모 설득 능력,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0225,General,RAI4-1159,정치적 영향력 전략 역량,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0226,General,RAI4-0433,생체인식 식별·추적에 의한 프라이버시 침해,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0227,General,RAI4-0652,개인화 정보 악용 표적 사기,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0228,General,RAI4-0734,기밀정보 무단 공유에 따른 사업 손실,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0229,General,RAI4-0739,산출물을 통한 민감 개인·사업 정보 노출,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0230,General,RAI4-0741,개인정보 보호조치 미흡,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0231,General,RAI4-0761,익명화된 데이터의 재식별,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0232,General,RAI4-0922,학습 코퍼스 내 개인정보 혼입,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0233,General,RAI4-1062,챗봇에 의한 사적 정보 유도와 유출,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0234,General,RAI4-1139,비서 유도 개인정보 노출,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0235,General,RAI4-1169,프라이버시·재산 정보 오처리,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0236,General,RAI4-1207,개인정보 스크래핑 학습,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0237,General,RAI4-1273,광범위한 개인정보 투입,False,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0238,General,RAI4-1364,보호장치 없는 개인정보 수집,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0239,General,RAI4-1444,사생활·개인정보 부당 노출,False,True,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0240,General,RAI4-1581,위장 계정 자동 운영에 의한 정보환경 조작,False,True,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0241,General,RAI4-1722,존엄 침해적 프라이버시 피해,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0242,General,RAI4-0653,LLM 남용에 의한 학업 부정행위,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0243,General,RAI4-1059,사기·표적 스캠 조장,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0244,General,RAI4-1060,불법적 대중 감시·검열,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0245,General,RAI4-1076,비윤리적 행위 옹호에 의한 유해 행동 유도,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0246,General,RAI4-1192,자동화된 선전과 대규모 영향 공작,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0247,General,RAI4-1320,인간 기만 능력,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0248,General,RAI4-1435,시장점유 목적의 비윤리적 기술 사용,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0249,General,RAI4-1652,사이버·과학 영역에서의 LLM 이중용도 역량 악용,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0250,General,RAI4-0628,지식재산권 및 인격권 침해,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0251,General,RAI4-0663,무단 표절 및 부정행위,False,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0252,General,RAI4-0667,위조 및 브랜드 사칭,False,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0253,General,RAI4-0740,프롬프트 내 지식재산 정보 포함,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0254,General,RAI4-1066,합성 창작물에 의한 인간 창작 노동의 대체,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0255,General,RAI4-1091,도용 및 착취,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0256,General,RAI4-0446,화생방핵(CBRN) 계획 지원,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0257,General,RAI4-0646,국가·범죄 행위자에 의한 AI의 의도적 무기화,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0258,General,RAI4-0662,CBRN 정보·설계 역량 접근 용이화,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0259,General,RAI4-0664,화학무기 합성 및 유해물질 방출 조력,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0260,General,RAI4-0961,인간 개입 없는 치명적 자율무기의 표적 공격,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0261,General,RAI4-1118,군사 AI 군비경쟁,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0262,General,RAI4-1160,무기 획득 역량,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0263,General,RAI4-1295,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0264,General,RAI4-1392,생물·화학 무기 개발 장벽의 저하,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0265,General,RAI4-1563,AI 오용에 의한 CBRN 무기 개발 역량 상승,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0266,General,RAI4-1050,심리적 조작·비인간화·대규모 착취,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0267,General,RAI4-1434,비인간화와 객관화,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0268,General,RAI4-1636,마음이론(Theory of Mind) 능력,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0269,General,RAI4-0140,개인화된 설득 취약성,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0270,General,RAI4-0435,데이터 오염 공격,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0271,General,RAI4-0436,모델 추출·역전 공격,True,True,True,True,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0272,General,RAI4-0593,학습 데이터 암기에 의한 민감정보 유출,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0273,General,RAI4-0619,은밀한 행동 조작,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0274,General,RAI4-0721,유해·오염 학습 데이터에 의한 출력 훼손,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0275,General,RAI4-0733,학습 데이터 내 기밀정보 포함과 출력 노출,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0276,General,RAI4-0753,학습 데이터 추출 공격,True,True,True,False,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0277,General,RAI4-0760,프롬프트 및 학습 데이터에 기인한 개인정보 노출,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0278,General,RAI4-0788,인스트럭션 튜닝 포이즈닝,True,True,True,False,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0279,General,RAI4-1173,역할극 지시 악용,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0280,General,RAI4-1494,오픈웨이트 모델 유해 미세조정,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0281,General,RAI4-1508,가이드라인 오염,True,True,True,False,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0282,General,RAI4-1564,약물 발견 모델 오용에 의한 독소 식별·개발,True,True,True,False,False,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0283,General,RAI4-1687,월드모델 표현·훈련 데이터 오염,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0284,General,RAI4-0356,배터리 화재 및 유해 폐기물 위험,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0285,General,RAI4-0360,산업 공정 피해,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0286,General,RAI4-0502,AI로 인한 인명·재산·환경 직접 피해,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0287,General,RAI4-0504,에너지 병목 및 공급 부족,False,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0288,General,RAI4-0798,생태계 과부하,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0289,General,RAI4-0799,공유 정보 생태계의 오염과 질 저하,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0290,General,RAI4-0926,에너지·지연 오버헤드 공격,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0291,General,RAI4-0950,지속불가능한 자원 사용,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0292,General,RAI4-0996,원자재 수요에 의한 자원 고갈,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0293,General,RAI4-1015,광범위한 사회·환경적 부정 영향,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0294,General,RAI4-1064,언어모델 학습·운영에 따른 환경 피해,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0295,General,RAI4-1093,모델 개발·배포의 에너지 소비에 따른 환경 피 해,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0296,General,RAI4-1269,높은 에너지 소비,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0297,General,RAI4-1374,데이터센터 냉각을 위한 용수 소비,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0298,General,RAI4-1452,생물다양성 손실,True,False,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0299,General,RAI4-1453,탄소 배출,False,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0300,General,RAI4-1455,전자폐기물 과다 매립,False,True,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0301,General,RAI4-1698,단일 목표 최적화에 의한 환경 부작용,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0302,General,RAI4-0346,센서 스푸핑 및 신호 주입,False,True,True,True,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0303,General,RAI4-0432,민감 개인속성 추론,True,True,True,True,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0304,General,RAI4-1056,보호 속성 추론을 통한 프라이버시 침해,True,True,True,False,True,False,False,KEEP_AS_IS,Source already contains an AI-related mechanism and adverse risk outcome
SRC-G-0305,General,RAI4-1655,LLM 기반 정교한 감시·검열에 의한 자유 억압,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0306,General,RAI4-0514,일자리에 미치는 영향,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0307,General,RAI4-1065,업무 자동화로 인한 고용 악화,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0308,General,RAI4-1232,산업 교란,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0309,General,RAI4-1445,불평등과 기술적 충격에 따른 사회 불안정,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0310,General,RAI4-1662,아웃소싱 축소에 의한 개발도상국 경제 타격,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0311,General,RAI4-0384,남반구 지식 추출,True,False,True,False,False,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0312,General,RAI4-0458,AI 관련 임금 양극화,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0313,General,RAI4-0461,연산 자원 접근 불평등,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0314,General,RAI4-0505,AI 개발 과정의 노동 착취,True,False,True,False,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
SRC-G-0315,General,RAI4-0509,글로벌 AI 격차와 불평등,True,False,True,True,True,False,False,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation"
