Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After
General,189,G_INT_WEAP_009,CBRN 정보·설계 역량 접근 용이화,G_INT_WEAP,,UNCHANGED,No second-round change request.,,General,G_INT_WEAP_009,CBRN 정보·설계 역량 접근 용이화,G_INT_WEAP
General,190,G_INT_WEAP_010,병원체 및 유전물질 강화,G_INT_WEAP,,UNCHANGED,No second-round change request.,,General,G_INT_WEAP_010,병원체 및 유전물질 강화,G_INT_WEAP
General,191,G_INT_WEAP_011,폭발물 및 고위력 무기,G_INT_WEAP,,UNCHANGED,No second-round change request.,,General,G_INT_WEAP_011,폭발물 및 고위력 무기,G_INT_WEAP
General,192,G_INT_WEAP_012,인간 개입 없는 치명적 자율무기의 표적 공격,G_INT_WEAP,,UNCHANGED,No second-round change request.,,General,G_INT_WEAP_012,인간 개입 없는 치명적 자율무기의 표적 공격,G_INT_WEAP
General,193,G_INT_WEAP_013,모델 확산에 의한 이중용도 역량의 저비용 확 산,G_INT_WEAP,yj_네이밍 재검토_무기화성격이 안보임,EXPERT_REWRITE_APPLIED,무기화 가능성과 실행 장벽 하락을 제목에 명시해 L3 적격성을 분명히 한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_WEAP_020,독소 합성 등 이중용도 역량의 저비용 확산,G_INT_WEAP
General,194,G_INT_WEAP_014,생물·화학 무기 개발 장벽의 저하,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_013,생물·화학 무기 개발 장벽의 저하,G_INT_WEAP
General,195,G_INT_WEAP_015,군사 AI 군비경쟁,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_014,군사 AI 군비경쟁,G_INT_WEAP
General,196,G_INT_WEAP_016,방사성·핵무기,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_015,방사성·핵무기,G_INT_WEAP
General,197,G_INT_WEAP_017,무기화 전략 및 전술적 활용,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_016,무기화 전략 및 전술적 활용,G_INT_WEAP
General,198,G_INT_WEAP_018,무기 획득 역량,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_017,무기 획득 역량,G_INT_WEAP
General,199,G_INT_WEAP_019,대량 살상무기,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_018,대량 살상무기,G_INT_WEAP
General,200,G_INT_WEAP_020,무기 확산 및 은닉,G_INT_WEAP,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_WEAP_019,무기 확산 및 은닉,G_INT_WEAP
General,201,G_Others_001,AI에 의한 심리적 고통·괴롭힘 증폭,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_001,AI에 의한 심리적 고통·괴롭힘 증폭,G_Others
General,202,G_Others_002,AI 컴퓨팅 인프라 보안 위협,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_002,AI 컴퓨팅 인프라 보안 위협,G_Others
General,203,G_Others_003,AI 공급자 종속,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_003,AI 공급자 종속,G_Others
General,204,G_Others_004,영향받는 공동체 배제,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_004,영향받는 공동체 배제,G_Others
General,205,G_Others_005,AI 의사결정 지원의 경고 피로,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_005,AI 의사결정 지원의 경고 피로,G_Others
General,206,G_Others_006,유해 작업 자동화에 의한 피해 규모 증폭,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_006,유해 작업 자동화에 의한 피해 규모 증폭,G_Others
General,207,G_Others_007,주석 불일치 억제,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_007,주석 불일치 억제,G_Others
General,208,G_Others_008,익명 자원 획득,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_008,익명 자원 획득,G_Others
General,209,G_Others_009,지식 분포 변화에 따른 응답 노후화,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_009,지식 분포 변화에 따른 응답 노후화,G_Others
General,210,G_Others_010,추천 시스템의 인간중심 편향 증폭,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_010,추천 시스템의 인간중심 편향 증폭,G_Others
General,211,G_Others_011,역량·안전을 오측정하는 벤치마크 한계,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_011,역량·안전을 오측정하는 벤치마크 한계,G_Others
General,212,G_Others_012,편향 증폭과 결과 균질화,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_012,편향 증폭과 결과 균질화,G_Others
General,213,G_Others_013,연구인력 동질성에 따른 시스템 편향 산출,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_013,연구인력 동질성에 따른 시스템 편향 산출,G_Others
General,214,G_Others_014,기밀정보 무단 공유에 따른 사업 손실,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_014,기밀정보 무단 공유에 따른 사업 손실,G_Others
General,215,G_Others_015,역량 평가 비공개,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_015,역량 평가 비공개,G_Others
General,216,G_Others_016,시민적·정치적 피해,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_016,시민적·정치적 피해,G_Others
General,217,G_Others_017,인지전과 주권 침해,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_017,인지전과 주권 침해,G_Others
General,218,G_Others_018,규제·관리·운영 복합 실패,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_018,규제·관리·운영 복합 실패,G_Others
General,219,G_Others_019,결과 전파 오분류,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_019,결과 전파 오분류,G_Others
General,220,G_Others_020,GPAI 출력을 이용한 설득력 있는 사칭,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_020,GPAI 출력을 이용한 설득력 있는 사칭,G_Others
General,221,G_Others_021,기반모델 공유에 따른 상관 실패,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_021,기반모델 공유에 따른 상관 실패,G_Others
General,222,G_Others_022,위조 및 브랜드 사칭,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_022,위조 및 브랜드 사칭,G_Others
General,223,G_Others_023,에이전트 벤치마크의 커버리지-깊이 착시,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_023,에이전트 벤치마크의 커버리지-깊이 착시,G_Others
General,224,G_Others_024,문화 간 평가 격차,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_024,문화 간 평가 격차,G_Others
General,225,G_Others_025,문화 간 고정관념 전이,G_Others,,UNCHANGED,No second-round change request.,,General,G_Others_025,문화 간 고정관념 전이,G_Others
General,226,G_Others_026,학습-운용 데이터 간 데이터셋 시프트,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_152,학습-운용 데이터 간 데이터셋 시프트,G_Others
General,227,G_Others_027,AI 시스템의 사고에 의한 인명피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_026,AI 시스템의 사고에 의한 인명피해,G_Others
General,228,G_Others_028,도덕적 추론·가치 정렬 결손,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_027,도덕적 추론·가치 정렬 결손,G_Others
General,229,G_Others_029,복지 혜택 및 자격 상실,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_028,복지 혜택 및 자격 상실,G_Others
General,230,G_Others_030,센서 드리프트에 의한 배포 시스템 성능 저하,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_153,센서 드리프트에 의한 배포 시스템 성능 저하,G_Others
General,231,G_Others_031,경제·사회·정치 안보의 불안정화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_029,경제·사회·정치 안보의 불안정화,G_Others
General,232,G_Others_032,창의성·비판적 사고의 저하,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_030,창의성·비판적 사고의 저하,G_Others
General,233,G_Others_033,동물 복지를 경시하는 개발·투자 편중,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_031,동물 복지를 경시하는 개발·투자 편중,G_Others
General,234,G_Others_034,방언·언어 사용역 배제,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_032,방언·언어 사용역 배제,G_Others
General,235,G_Others_035,디지털 식민주의,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_033,디지털 식민주의,G_Others
General,236,G_Others_036,건강과 웰빙의 저하,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_034,건강과 웰빙의 저하,G_Others
General,237,G_Others_037,합성 창작물에 의한 인간 창작 노동의 대체,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_035,합성 창작물에 의한 인간 창작 노동의 대체,G_Others
General,238,G_Others_038,제3자 시스템 교란,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_036,제3자 시스템 교란,G_Others
General,239,G_Others_039,위험·민감 정보의 보안 위협 확산,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_037,위험·민감 정보의 보안 위협 확산,G_Others
General,240,G_Others_040,문서화 누락,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_038,문서화 누락,G_Others
General,241,G_Others_041,이중용도 연구 역량 상승,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_039,이중용도 연구 역량 상승,G_Others
General,242,G_Others_042,경제적 손실,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_040,경제적 손실,G_Others
General,243,G_Others_043,유해 편향의 내재화와 증폭,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_041,유해 편향의 내재화와 증폭,G_Others
General,244,G_Others_044,인코딩된 추론,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_042,인코딩된 추론,G_Others
General,245,G_Others_045,생성형 AI 저성능에 의한 사용자 생산성 손실,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_043,생성형 AI 저성능에 의한 사용자 생산성 손실,G_Others
General,246,G_Others_046,대규모 영향력 작전에 의한 인식 체계 왜곡,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_044,대규모 영향력 작전에 의한 인식 체계 왜곡,G_Others
General,247,G_Others_047,사회 정의와 권리의 침식,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_045,사회 정의와 권리의 침식,G_Others
General,248,G_Others_048,원자력 및 핵심 인프라에 대한 AI 제어 오류,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_046,원자력 및 핵심 인프라에 대한 AI 제어 오류,G_Others
General,249,G_Others_049,프롬프트 품질 결함으로 인한 오류,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_047,프롬프트 품질 결함으로 인한 오류,G_Others
General,250,G_Others_050,특정 집단 대상 체계적 편향에 의한 배제·폭력,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_048,특정 집단 대상 체계적 편향에 의한 배제·폭력,G_Others
General,251,G_Others_051,고도 AI에 의한 실존적·재앙적,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_049,고도 AI에 의한 실존적·재앙적,G_Others
General,252,G_Others_052,비정렬 AGI 실존적 재난,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_050,비정렬 AGI 실존적 재난,G_Others
General,253,G_Others_053,설명가능성 결손에 따른 시정·책임 추적 불능,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_051,설명가능성 결손에 따른 시정·책임 추적 불능,G_Others
General,254,G_Others_054,로봇·AI 정체성 미고지,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_052,로봇·AI 정체성 미고지,G_Others
General,255,G_Others_055,성실성 오류,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_053,성실성 오류,G_Others
General,256,G_Others_056,학습 단계의 치명적 실수,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_054,학습 단계의 치명적 실수,G_Others
General,257,G_Others_057,기본권 영향 평가 격차,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_055,기본권 영향 평가 격차,G_Others
General,258,G_Others_058,범용 AI 사고 에스컬레이션 실패,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_056,범용 AI 사고 에스컬레이션 실패,G_Others
General,259,G_Others_059,남반구 지식 추출,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_057,남반구 지식 추출,G_Others
General,260,G_Others_060,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_058,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,G_Others
General,261,G_Others_061,과장된 역량 주장과 제품 기능 실패에 따른 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_059,과장된 역량 주장과 제품 기능 실패에 따른 피해,G_Others
General,262,G_Others_062,피해 인지·측정 실패,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_060,피해 인지·측정 실패,G_Others
General,263,G_Others_063,합성 예술의 확산에 따른 예술가 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_061,합성 예술의 확산에 따른 예술가 피해,G_Others
General,264,G_Others_064,소외로 인한 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_062,소외로 인한 피해,G_Others
General,265,G_Others_065,인간 멸종,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_063,인간 멸종,G_Others
General,266,G_Others_066,불법적 대중 감시·검열,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_064,불법적 대중 감시·검열,G_Others
General,267,G_Others_067,AI 조달의 불충분한 실사,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_065,AI 조달의 불충분한 실사,G_Others
General,268,G_Others_068,AGI에 대한 리스크 관리·법제도의 부적절성,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_066,AGI에 대한 리스크 관리·법제도의 부적절성,G_Others
General,269,G_Others_069,운영설계영역(ODD) 명세 미흡,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_067,운영설계영역(ODD) 명세 미흡,G_Others
General,270,G_Others_070,AI 상호작용에서의 이해·동의 부족,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_068,AI 상호작용에서의 이해·동의 부족,G_Others
General,271,G_Others_071,AI 조달의 공급업체 평가·계약통제 미흡,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_069,AI 조달의 공급업체 평가·계약통제 미흡,G_Others
General,272,G_Others_072,사고 분류 단편화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_070,사고 분류 단편화,G_Others
General,273,G_Others_073,AI 결정·행동에 대한 감사 추적 불완전성,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_071,AI 결정·행동에 대한 감사 추적 불완전성,G_Others
General,274,G_Others_074,잘못된 데이터 라벨,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_154,잘못된 데이터 라벨,G_Others
General,275,G_Others_075,출처 오귀속,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_072,출처 오귀속,G_Others
General,276,G_Others_076,가중되는 노동 부담,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_073,가중되는 노동 부담,G_Others
General,277,G_Others_077,원주민 데이터 주권 침해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_074,원주민 데이터 주권 침해,G_Others
General,278,G_Others_078,산업 공정 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_075,산업 공정 피해,G_Others
General,279,G_Others_079,위장 계정 자동 운영에 의한 정보환경 조작,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_076,위장 계정 자동 운영에 의한 정보환경 조작,G_Others
General,280,G_Others_080,외부 도구 연동을 통한 유해 콘텐츠 유입,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_077,외부 도구 연동을 통한 유해 콘텐츠 유입,G_Others
General,281,G_Others_081,사용례 내재 위험 노출,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_078,사용례 내재 위험 노출,G_Others
General,282,G_Others_082,안전하지 않은 견해 내포 질의,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_079,안전하지 않은 견해 내포 질의,G_Others
General,283,G_Others_083,인스트럭션 튜닝 포이즈닝,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_080,인스트럭션 튜닝 포이즈닝,G_Others
General,284,G_Others_084,개발 과정 문서화와 데이터 이해의 부족,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_155,개발 과정 문서화와 데이터 이해의 부족,G_Others
General,285,G_Others_085,학습 데이터의 대표성 부족,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_156,학습 데이터의 대표성 부족,G_Others
General,286,G_Others_086,복잡한 신경망 모델의 내재적 견고성 취약성,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_157,복잡한 신경망 모델의 내재적 견고성 취약성,G_Others
General,287,G_Others_087,되돌릴 수 없는 변화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_081,되돌릴 수 없는 변화,G_Others
General,288,G_Others_088,이슬람 윤리 정렬 실패,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_082,이슬람 윤리 정렬 실패,G_Others
General,289,G_Others_089,지식 체계 배제,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_083,지식 체계 배제,G_Others
General,290,G_Others_090,AI 비서 편익·피해 평가 지표 부재,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_084,AI 비서 편익·피해 평가 지표 부재,G_Others
General,291,G_Others_091,언어별 피해 과소탐지,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_085,언어별 피해 과소탐지,G_Others
General,292,G_Others_092,대규모 설득 능력,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_086,대규모 설득 능력,G_Others
General,293,G_Others_093,AI 동반자에 의한 외로움 대체,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_087,AI 동반자에 의한 외로움 대체,G_Others
General,294,G_Others_094,장기 실존적 피해 경로,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_088,장기 실존적 피해 경로,G_Others
General,295,G_Others_095,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_089,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,G_Others
General,296,G_Others_096,자동화된 의사결정의 적법절차 상실,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_090,자동화된 의사결정의 적법절차 상실,G_Others
General,297,G_Others_097,AI 감시에 의한 전체주의 체제 유지,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_091,AI 감시에 의한 전체주의 체제 유지,G_Others
General,298,G_Others_098,견해 예측 기반 맞춤 설득에 의한 조작,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_092,견해 예측 기반 맞춤 설득에 의한 조작,G_Others
General,299,G_Others_099,미성년자의 AI 설득 취약성,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_093,미성년자의 AI 설득 취약성,G_Others
General,300,G_Others_100,도용 및 착취,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_094,도용 및 착취,G_Others
General,301,G_Others_101,AI 인터페이스와 인적 요소의 불일치,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_095,AI 인터페이스와 인적 요소의 불일치,G_Others
General,302,G_Others_102,문화·종교·사회 집단에 대한 왜곡 표상,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_096,문화·종교·사회 집단에 대한 왜곡 표상,G_Others
General,303,G_Others_103,조직 간 데이터 문서화 부재,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_097,조직 간 데이터 문서화 부재,G_Others
General,304,G_Others_104,해석 가능성 기술의 오용,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_098,해석 가능성 기술의 오용,G_Others
General,305,G_Others_105,사회적 가치·윤리 규범과 상충하는 모델 출력,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_099,사회적 가치·윤리 규범과 상충하는 모델 출력,G_Others
General,306,G_Others_106,도덕적 세계관 배제,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_100,도덕적 세계관 배제,G_Others
General,307,G_Others_107,AI 생성 콘텐츠 미공개,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_101,AI 생성 콘텐츠 미공개,G_Others
General,308,G_Others_108,동의 없는 넛지,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_102,동의 없는 넛지,G_Others
General,309,G_Others_109,학대적 판타지 대상화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_103,학대적 판타지 대상화,G_Others
General,310,G_Others_110,추천 알고리즘에 의한 온라인 양극화 심화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_104,추천 알고리즘에 의한 온라인 양극화 심화,G_Others
General,311,G_Others_111,조직 재정·평판 손상,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_105,조직 재정·평판 손상,G_Others
General,312,G_Others_112,인간 평가 한계 초과 출력,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_106,인간 평가 한계 초과 출력,G_Others
General,313,G_Others_113,무관한 문맥에 의한 모델 성능 저하,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_107,무관한 문맥에 의한 모델 성능 저하,G_Others
General,314,G_Others_114,언어·인구 집단 간 성능 격차,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_108,언어·인구 집단 간 성능 격차,G_Others
General,315,G_Others_115,무단 표절 및 부정행위,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_109,무단 표절 및 부정행위,G_Others
General,316,G_Others_116,다원적 선호 집계 실패,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_110,다원적 선호 집계 실패,G_Others
General,317,G_Others_117,정책-실무 분리,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_111,정책-실무 분리,G_Others
General,318,G_Others_118,학습·검증 데이터의 품질 결함과 부적절한 선 택,G_Others,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,HD_Reason; Mapping evidence; L4_ID,General,G_Others_158,학습·검증 데이터의 품질 결함과 부적절한 선 택,G_Others
General,319,G_Others_119,선호 형성 캡처,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_112,선호 형성 캡처,G_Others
General,320,G_Others_120,대리 보상 오명세·명세 게이밍 및 보상 변조,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_113,대리 보상 오명세·명세 게이밍 및 보상 변조,G_Others
General,321,G_Others_121,AI 배포에서의 공공 가치 갈등,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_114,AI 배포에서의 공공 가치 갈등,G_Others
General,322,G_Others_122,맞춤형 표적화에 의한 개인 대상 공격 정교화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_115,맞춤형 표적화에 의한 개인 대상 공격 정교화,G_Others
General,323,G_Others_123,규제 차익거래,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_116,규제 차익거래,G_Others
General,324,G_Others_124,법적 제한 우회형 데이터 수집에 의한 규제 위반,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_117,법적 제한 우회형 데이터 수집에 의한 규제 위반,G_Others
General,325,G_Others_125,국제법적 규율 곤란,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_118,국제법적 규율 곤란,G_Others
General,326,G_Others_126,역노출,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_119,역노출,G_Others
General,327,G_Others_127,위험 분류 오류,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_120,위험 분류 오류,G_Others
General,328,G_Others_128,네트워크 상호 연결로 인한,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_121,네트워크 상호 연결로 인한,G_Others
General,329,G_Others_129,역할극 지시 악용,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_122,역할극 지시 악용,G_Others
General,330,G_Others_130,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_123,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,G_Others
General,331,G_Others_131,자아실현 저해 피해,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_124,자아실현 저해 피해,G_Others
General,332,G_Others_132,센서 스푸핑 및 신호 주입,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_125,센서 스푸핑 및 신호 주입,G_Others
General,333,G_Others_133,서비스 배제,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_126,서비스 배제,G_Others
General,334,G_Others_134,기술 이용에 따른 사회적 고립과 자기소외,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_127,기술 이용에 따른 사회적 고립과 자기소외,G_Others
General,335,G_Others_135,표준 단편화,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_128,표준 단편화,G_Others
General,336,G_Others_136,전략적 불안정,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_129,전략적 불안정,G_Others
General,337,G_Others_137,맥락 일관성 추구에 의한 아첨과 환각 증폭,G_Others,,UNCHANGED,No second-round change request.,L4_ID,General,G_Others_130,맥락 일관성 추구에 의한 아첨과 환각 증폭,G_Others
