l4_id,stage1_status,stage1_l3_id,stage2_status,stage2_l3_id,changed
RAI4-0291,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0292,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0293,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0294,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0295,locked_physical,RAI3-P-INT-09,locked_physical,RAI3-P-INT-09,False
RAI4-0296,locked_physical,RAI3-P-SYS-04,locked_physical,RAI3-P-SYS-04,False
RAI4-0297,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0298,locked_physical,RAI3-P-SYS-04,locked_physical,RAI3-P-SYS-04,False
RAI4-0299,locked_physical,RAI3-P-SYS-03,locked_physical,RAI3-P-SYS-03,False
RAI4-0300,locked_physical,RAI3-P-SYS-04,locked_physical,RAI3-P-SYS-04,False
RAI4-0301,locked_physical,RAI3-P-SYS-04,locked_physical,RAI3-P-SYS-04,False
RAI4-0302,locked_physical,RAI3-P-INT-01,locked_physical,RAI3-P-INT-01,False
RAI4-0303,locked_physical,RAI3-P-INT-02,locked_physical,RAI3-P-INT-02,False
RAI4-0304,locked_physical,RAI3-P-INT-01,locked_physical,RAI3-P-INT-01,False
RAI4-0305,locked_physical,RAI3-P-INT-01,locked_physical,RAI3-P-INT-01,False
RAI4-0306,locked_physical,RAI3-P-SOC-08,locked_physical,RAI3-P-SOC-08,False
RAI4-0307,locked_physical,RAI3-P-SOC-07,locked_physical,RAI3-P-SOC-07,False
RAI4-0308,locked_physical,RAI3-P-SOC-08,locked_physical,RAI3-P-SOC-08,False
RAI4-0309,locked_physical,RAI3-P-SOC-08,locked_physical,RAI3-P-SOC-08,False
RAI4-0310,locked_physical,RAI3-P-INT-10,locked_physical,RAI3-P-INT-10,False
RAI4-0311,locked_physical,RAI3-P-SOC-05,locked_physical,RAI3-P-SOC-05,False
RAI4-0312,locked_physical,RAI3-P-SOC-03,locked_physical,RAI3-P-SOC-03,False
RAI4-0313,locked_physical,RAI3-P-SOC-01,locked_physical,RAI3-P-SOC-01,False
RAI4-0314,locked_physical,RAI3-P-SOC-01,locked_physical,RAI3-P-SOC-01,False
RAI4-0315,locked_physical,RAI3-P-SOC-04,locked_physical,RAI3-P-SOC-04,False
RAI4-0316,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0317,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0318,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0319,locked_physical,RAI3-P-SOC-09,locked_physical,RAI3-P-SOC-09,False
RAI4-0320,locked_physical,RAI3-P-INT-06,locked_physical,RAI3-P-INT-06,False
RAI4-0321,locked_physical,RAI3-P-INT-06,locked_physical,RAI3-P-INT-06,False
RAI4-0322,locked_physical,RAI3-P-INT-06,locked_physical,RAI3-P-INT-06,False
RAI4-0323,locked_physical,RAI3-P-INT-06,locked_physical,RAI3-P-INT-06,False
RAI4-0324,locked_physical,RAI3-P-INT-04,locked_physical,RAI3-P-INT-04,False
RAI4-0325,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0326,locked_physical,RAI3-P-INT-04,locked_physical,RAI3-P-INT-04,False
RAI4-0327,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0328,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0329,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0330,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0331,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0332,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0333,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0334,locked_physical,RAI3-P-SYS-05,locked_physical,RAI3-P-SYS-05,False
RAI4-0335,locked_physical,RAI3-P-SYS-05,locked_physical,RAI3-P-SYS-05,False
RAI4-0336,locked_physical,RAI3-P-INT-05,locked_physical,RAI3-P-INT-05,False
RAI4-0337,locked_physical,RAI3-P-SYS-05,locked_physical,RAI3-P-SYS-05,False
RAI4-0338,locked_physical,RAI3-P-SYS-01,locked_physical,RAI3-P-SYS-01,False
RAI4-0339,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0340,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0341,locked_physical,RAI3-P-SOC-08,locked_physical,RAI3-P-SOC-08,False
RAI4-0342,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0343,locked_physical,RAI3-P-INT-10,locked_physical,RAI3-P-INT-10,False
RAI4-0344,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0345,locked_physical,RAI3-P-SOC-01,locked_physical,RAI3-P-SOC-01,False
RAI4-0346,locked_physical,RAI3-P-INT-03,locked_physical,RAI3-P-INT-03,False
RAI4-0347,locked_physical,RAI3-P-INT-01,locked_physical,RAI3-P-INT-01,False
RAI4-0348,locked_physical,RAI3-P-INT-03,locked_physical,RAI3-P-INT-03,False
RAI4-0349,locked_physical,RAI3-P-INT-01,locked_physical,RAI3-P-INT-01,False
RAI4-0350,locked_physical,RAI3-P-INT-03,locked_physical,RAI3-P-INT-03,False
RAI4-0351,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0352,locked_physical,RAI3-P-INT-06,locked_physical,RAI3-P-INT-06,False
RAI4-0353,locked_physical,RAI3-P-SOC-06,locked_physical,RAI3-P-SOC-06,False
RAI4-0354,locked_physical,RAI3-P-SOC-01,locked_physical,RAI3-P-SOC-01,False
RAI4-0355,locked_physical,RAI3-P-SOC-02,locked_physical,RAI3-P-SOC-02,False
RAI4-0356,locked_physical,RAI3-P-SYS-03,locked_physical,RAI3-P-SYS-03,False
RAI4-0357,locked_physical,RAI3-P-SYS-04,locked_physical,RAI3-P-SYS-04,False
RAI4-0358,locked_physical,RAI3-P-INT-09,locked_physical,RAI3-P-INT-09,False
RAI4-0359,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0360,locked_physical,RAI3-P-SYS-02,locked_physical,RAI3-P-SYS-02,False
RAI4-0361,locked_physical,RAI3-P-INT-07,locked_physical,RAI3-P-INT-07,False
RAI4-0362,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0363,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0364,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0365,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0366,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0367,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0368,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0369,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0370,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0371,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-04,True
RAI4-0372,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0373,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-04,True
RAI4-0374,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0375,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0376,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0377,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0378,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0379,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0380,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0381,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0382,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0383,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0384,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0385,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0386,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0387,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0388,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0389,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0390,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0391,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0392,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0393,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0394,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0395,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0396,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0397,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0398,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0399,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0400,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0401,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0402,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0403,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0404,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0405,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0406,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0407,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0408,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0409,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0410,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0411,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0412,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0413,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0414,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0415,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0416,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0417,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0418,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0419,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0420,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0421,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0422,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-05,True
RAI4-0423,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0424,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0425,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0426,algorithm_proposed,RAI3-G-INT-04,stage1_algorithm_proposed,RAI3-G-INT-04,True
RAI4-0427,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0428,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0429,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0430,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0431,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0432,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0433,algorithm_proposed,RAI3-G-INT-06,stage1_algorithm_proposed,RAI3-G-INT-06,True
RAI4-0434,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0435,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0436,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0437,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0438,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0439,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0440,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0441,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0442,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0443,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0444,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0445,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0446,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0447,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0448,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0449,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0450,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0451,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0452,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0453,algorithm_proposed,RAI3-G-SYS-09,stage1_algorithm_proposed,RAI3-G-SYS-09,True
RAI4-0454,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0455,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0456,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0457,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0458,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0459,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0460,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0461,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0462,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0463,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0464,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0465,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0466,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0467,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0468,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0469,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0470,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-02,True
RAI4-0471,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-02,True
RAI4-0472,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0473,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0474,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0475,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0476,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0477,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0478,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0479,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0480,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0481,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0482,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0483,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0484,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0485,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0486,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0487,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0488,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0489,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0490,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0491,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0492,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0493,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0494,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0495,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0496,algorithm_proposed,RAI3-G-INT-08,stage1_algorithm_proposed,RAI3-G-INT-08,True
RAI4-0497,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0498,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0499,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0500,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0501,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0502,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0503,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0504,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0505,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0506,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0507,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0508,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0509,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0510,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0511,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0512,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0513,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0514,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0515,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0516,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0517,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0518,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0519,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0520,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0521,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0522,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0523,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0524,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0525,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0526,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0527,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0528,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0529,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-05,True
RAI4-0530,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0531,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0532,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0533,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-07,True
RAI4-0534,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0535,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0536,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0537,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0538,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0539,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0540,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0541,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0542,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0543,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0544,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0545,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0546,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0547,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0548,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0549,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0550,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0551,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0552,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0553,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0554,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-02,True
RAI4-0555,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0556,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0557,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0558,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0559,algorithm_proposed,RAI3-G-INT-09,stage1_algorithm_proposed,RAI3-G-INT-09,True
RAI4-0560,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0561,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0562,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0563,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0564,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0565,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0566,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0567,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0568,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0569,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0570,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0571,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0572,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0573,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0574,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0575,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0576,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0577,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0578,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0579,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0580,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0581,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0582,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0583,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0584,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0585,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
