source_row_id,source_domain,source_l4_id,title_ko,title_en,mapped_l3_id,mapping_method,em_score,em_anchor_score,hybrid_score,keyword_support_score,l3_candidate_hint,top5_l3_scores
SRC-G-0154,General,RAI4-0088,표준 단편화,Standards fragmentation,G_Others,HD,0.749682,0.717726,0.753649,0.0,,"[{""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.749682, ""hybrid_score"": 0.753649, ""keyword_prior"": 0.003968, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.725678, ""hybrid_score"": 0.732242, ""keyword_prior"": 0.006564, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.725596, ""hybrid_score"": 0.730567, ""keyword_prior"": 0.004971, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.720025, ""hybrid_score"": 0.72811, ""keyword_prior"": 0.008086, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.715943, ""hybrid_score"": 0.720074, ""keyword_prior"": 0.004131, ""lexical_support"": 0.0}]"
SRC-G-0155,General,RAI4-0095,AI 레지스트리 불완전성,AI registry incompleteness,G_SYS_EVAL,EM,0.755552,0.728789,0.769293,0.0,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.755552, ""hybrid_score"": 0.769293, ""keyword_prior"": 0.013741, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.732615, ""hybrid_score"": 0.748296, ""keyword_prior"": 0.015681, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.730914, ""hybrid_score"": 0.744796, ""keyword_prior"": 0.013881, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.71867, ""hybrid_score"": 0.728761, ""keyword_prior"": 0.010091, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.721234, ""hybrid_score"": 0.728695, ""keyword_prior"": 0.007461, ""lexical_support"": 0.0}]"
SRC-G-0156,General,RAI4-0098,정책-실무 분리,Policy-practice decoupling,G_Others,HD,0.714512,0.681959,0.719242,0.0,,"[{""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.714512, ""hybrid_score"": 0.719242, ""keyword_prior"": 0.00473, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.689642, ""hybrid_score"": 0.692391, ""keyword_prior"": 0.002749, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.671144, ""hybrid_score"": 0.671369, ""keyword_prior"": 0.000225, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.666024, ""hybrid_score"": 0.669921, ""keyword_prior"": 0.003897, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.670412, ""hybrid_score"": 0.669868, ""keyword_prior"": -0.000544, ""lexical_support"": 0.0}]"
SRC-G-0157,General,RAI4-0099,AI 조달의 불충분한 실사,Inadequate due diligence in AI procurement,G_Others,HD,0.762775,0.737092,0.773805,0.0,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.762775, ""hybrid_score"": 0.773805, ""keyword_prior"": 0.01103, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.731832, ""hybrid_score"": 0.742273, ""keyword_prior"": 0.010441, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.733063, ""hybrid_score"": 0.739725, ""keyword_prior"": 0.006663, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.724615, ""hybrid_score"": 0.738318, ""keyword_prior"": 0.013703, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.717819, ""hybrid_score"": 0.725367, ""keyword_prior"": 0.007549, ""lexical_support"": 0.0}]"
SRC-G-0158,General,RAI4-0104,AI 조달의 공급업체 평가·계약통제 미흡,Inadequate vendor assessment and contractual controls in AI procurement,G_Others,HD,0.762225,0.738424,0.785528,0.2,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.762225, ""hybrid_score"": 0.785528, ""keyword_prior"": 0.023303, ""lexical_support"": 0.2}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.755848, ""hybrid_score"": 0.775314, ""keyword_prior"": 0.019466, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.733857, ""hybrid_score"": 0.758055, ""keyword_prior"": 0.024198, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.717993, ""hybrid_score"": 0.730967, ""keyword_prior"": 0.012974, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.707371, ""hybrid_score"": 0.713203, ""keyword_prior"": 0.005833, ""lexical_support"": 0.0}]"
SRC-G-0159,General,RAI4-0111,범용 AI 사고 에스컬레이션 실패,General-purpose AI incident escalation failure,G_Others,HD,0.726514,0.700572,0.758481,0.3,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.726514, ""hybrid_score"": 0.758481, ""keyword_prior"": 0.031967, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.712865, ""hybrid_score"": 0.742192, ""keyword_prior"": 0.029327, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.696724, ""hybrid_score"": 0.725249, ""keyword_prior"": 0.028525, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.687373, ""hybrid_score"": 0.698708, ""keyword_prior"": 0.011336, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.686463, ""hybrid_score"": 0.694747, ""keyword_prior"": 0.008283, ""lexical_support"": 0.0}]"
SRC-G-0160,General,RAI4-0167,AI 인터페이스와 인적 요소의 불일치,Mismatch between AI interfaces and human factors,G_Others,HD,0.762144,0.735847,0.789107,0.3,,"[{""l3_id"": ""G_INT_ANTH"", ""em_score"": 0.762144, ""hybrid_score"": 0.789107, ""keyword_prior"": 0.026963, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.772868, ""hybrid_score"": 0.783694, ""keyword_prior"": 0.010826, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.764658, ""hybrid_score"": 0.780161, ""keyword_prior"": 0.015504, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.760001, ""hybrid_score"": 0.763316, ""keyword_prior"": 0.003315, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.755032, ""hybrid_score"": 0.759833, ""keyword_prior"": 0.004801, ""lexical_support"": 0.0}]"
SRC-G-0161,General,RAI4-0391,참여적·가치 민감 설계의 실패,Failure of participatory and value-sensitive design,G_SYS_EVAL,EM,0.762438,0.738714,0.796368,0.3,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.762438, ""hybrid_score"": 0.796368, ""keyword_prior"": 0.03393, ""lexical_support"": 0.3}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.753369, ""hybrid_score"": 0.760687, ""keyword_prior"": 0.007318, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.725854, ""hybrid_score"": 0.753995, ""keyword_prior"": 0.028141, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.722154, ""hybrid_score"": 0.749844, ""keyword_prior"": 0.027689, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.733101, ""hybrid_score"": 0.747073, ""keyword_prior"": 0.013973, ""lexical_support"": 0.2}]"
SRC-G-0162,General,RAI4-0400,도덕적 불확실성 무시,Moral uncertainty neglect,G_SYS_OVERCONF,EM,0.774311,0.733642,0.78737,0.0,,"[{""l3_id"": ""G_SYS_OVERCONF"", ""em_score"": 0.774311, ""hybrid_score"": 0.78737, ""keyword_prior"": 0.01306, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.750559, ""hybrid_score"": 0.756394, ""keyword_prior"": 0.005835, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.722613, ""hybrid_score"": 0.7303, ""keyword_prior"": 0.007686, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.722872, ""hybrid_score"": 0.724455, ""keyword_prior"": 0.001583, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.719976, ""hybrid_score"": 0.722127, ""keyword_prior"": 0.002151, ""lexical_support"": 0.0}]"
SRC-G-0163,General,RAI4-0443,출처 오귀속,Incorrect source attribution,G_Others,HD,0.736214,0.706103,0.742976,0.0,,"[{""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.736214, ""hybrid_score"": 0.742976, ""keyword_prior"": 0.006762, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INCONS"", ""em_score"": 0.709472, ""hybrid_score"": 0.718675, ""keyword_prior"": 0.009203, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.713047, ""hybrid_score"": 0.716387, ""keyword_prior"": 0.003341, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.712211, ""hybrid_score"": 0.714438, ""keyword_prior"": 0.002227, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.701228, ""hybrid_score"": 0.701831, ""keyword_prior"": 0.000603, ""lexical_support"": 0.0}]"
SRC-G-0164,General,RAI4-0512,고속 AI 운영에서의 오류 미탐지,Undetected errors from high-speed AI operation,G_Others,HD,0.740991,0.710624,0.753723,0.0,,"[{""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.740991, ""hybrid_score"": 0.753723, ""keyword_prior"": 0.012732, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.721172, ""hybrid_score"": 0.729265, ""keyword_prior"": 0.008093, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.713959, ""hybrid_score"": 0.726635, ""keyword_prior"": 0.012676, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.705447, ""hybrid_score"": 0.715329, ""keyword_prior"": 0.009883, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.712733, ""hybrid_score"": 0.714503, ""keyword_prior"": 0.00177, ""lexical_support"": 0.0}]"
SRC-G-0165,General,RAI4-0549,역량·안전을 오측정하는 벤치마크 한계,Benchmark limitations mismeasuring capability and safety,G_Others,HD,0.802886,0.776892,0.824452,0.2,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.802886, ""hybrid_score"": 0.824452, ""keyword_prior"": 0.021566, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.790069, ""hybrid_score"": 0.806536, ""keyword_prior"": 0.016467, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.75369, ""hybrid_score"": 0.757586, ""keyword_prior"": 0.003896, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.743496, ""hybrid_score"": 0.750856, ""keyword_prior"": 0.00736, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.737066, ""hybrid_score"": 0.744624, ""keyword_prior"": 0.007559, ""lexical_support"": 0.0}]"
SRC-G-0166,General,RAI4-0552,안전 필수 인프라 AI 운영 사고,Operational accidents in safety-critical AI deployment,G_SYS_INPUT,EM,0.754245,0.718946,0.779485,0.2,,"[{""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.754245, ""hybrid_score"": 0.779485, ""keyword_prior"": 0.02524, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.73495, ""hybrid_score"": 0.753592, ""keyword_prior"": 0.018641, ""lexical_support"": 0.2}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.728004, ""hybrid_score"": 0.733228, ""keyword_prior"": 0.005224, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.712206, ""hybrid_score"": 0.729673, ""keyword_prior"": 0.017467, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.702657, ""hybrid_score"": 0.702907, ""keyword_prior"": 0.00025, ""lexical_support"": 0.0}]"
SRC-G-0167,General,RAI4-0584,기반모델 공유에 따른 상관 실패,Correlated failures from shared foundation models,G_Others,HD,0.672862,0.636714,0.702468,0.3,,"[{""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.672863, ""hybrid_score"": 0.702468, ""keyword_prior"": 0.029605, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.658358, ""hybrid_score"": 0.686346, ""keyword_prior"": 0.027987, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.639003, ""hybrid_score"": 0.663511, ""keyword_prior"": 0.024508, ""lexical_support"": 0.3}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.653772, ""hybrid_score"": 0.662326, ""keyword_prior"": 0.008554, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.650373, ""hybrid_score"": 0.658892, ""keyword_prior"": 0.008519, ""lexical_support"": 0.0}]"
SRC-G-0168,General,RAI4-0608,원자력 및 핵심 인프라에 대한 AI 제어 오류,Erroneous AI control of nuclear and critical infrastructure systems,G_Others,HD,0.768474,0.741768,0.780697,0.0,,"[{""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.768474, ""hybrid_score"": 0.780697, ""keyword_prior"": 0.012223, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.756373, ""hybrid_score"": 0.779538, ""keyword_prior"": 0.023165, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.740103, ""hybrid_score"": 0.757733, ""keyword_prior"": 0.01763, ""lexical_support"": 0.2}, {""l3_id"": ""G_SOC_ENV"", ""em_score"": 0.721451, ""hybrid_score"": 0.721918, ""keyword_prior"": 0.000467, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.712528, ""hybrid_score"": 0.718617, ""keyword_prior"": 0.006089, ""lexical_support"": 0.0}]"
SRC-G-0169,General,RAI4-0780,데이터 수집 품질관리 결함,Deficient data collection quality control,G_SYS_EVAL,EM,0.692371,0.659513,0.706602,0.0,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.692371, ""hybrid_score"": 0.706602, ""keyword_prior"": 0.014232, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.640766, ""hybrid_score"": 0.64519, ""keyword_prior"": 0.004424, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_COPY"", ""em_score"": 0.619575, ""hybrid_score"": 0.643493, ""keyword_prior"": 0.023917, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.637493, ""hybrid_score"": 0.641778, ""keyword_prior"": 0.004285, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.632629, ""hybrid_score"": 0.637035, ""keyword_prior"": 0.004407, ""lexical_support"": 0.0}]"
SRC-G-0170,General,RAI4-0889,과장된 역량 주장과 제품 기능 실패에 따른 피해,Harm from overstated capabilities and product function failure,G_Others,HD,0.774264,0.749941,0.800326,0.3,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.774264, ""hybrid_score"": 0.800326, ""keyword_prior"": 0.026062, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.777137, ""hybrid_score"": 0.798482, ""keyword_prior"": 0.021346, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.756601, ""hybrid_score"": 0.777097, ""keyword_prior"": 0.020495, ""lexical_support"": 0.2}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.757217, ""hybrid_score"": 0.760492, ""keyword_prior"": 0.003276, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.746422, ""hybrid_score"": 0.752668, ""keyword_prior"": 0.006245, ""lexical_support"": 0.0}]"
SRC-G-0171,General,RAI4-1032,복잡 운용환경에서의 검증 범위 이탈 실패,Reliability failure outside validated operating envelope,G_SYS_EVAL,EM,0.787996,0.763885,0.830758,0.4,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.787996, ""hybrid_score"": 0.830758, ""keyword_prior"": 0.042763, ""lexical_support"": 0.4}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.746574, ""hybrid_score"": 0.777628, ""keyword_prior"": 0.031054, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.752312, ""hybrid_score"": 0.766108, ""keyword_prior"": 0.013796, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.720958, ""hybrid_score"": 0.749986, ""keyword_prior"": 0.029028, ""lexical_support"": 0.3}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.727343, ""hybrid_score"": 0.735268, ""keyword_prior"": 0.007925, ""lexical_support"": 0.0}]"
SRC-G-0172,General,RAI4-1034,복잡한 신경망 모델의 내재적 견고성 취약성,Intrinsic robustness weaknesses of complex neural models,G_Others,HD,0.678331,0.637927,0.686545,0.0,,"[{""l3_id"": ""G_SYS_INCONS"", ""em_score"": 0.678331, ""hybrid_score"": 0.686545, ""keyword_prior"": 0.008213, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.675421, ""hybrid_score"": 0.677629, ""keyword_prior"": 0.002208, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.668336, ""hybrid_score"": 0.671366, ""keyword_prior"": 0.003029, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OREF"", ""em_score"": 0.654078, ""hybrid_score"": 0.659106, ""keyword_prior"": 0.005028, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.655895, ""hybrid_score"": 0.658908, ""keyword_prior"": 0.003012, ""lexical_support"": 0.0}]"
SRC-G-0173,General,RAI4-1036,기술 미성숙으로 인한 미지의,Unknown risks from immature technology,G_Others,HD,0.744569,0.713177,0.75625,0.0,,"[{""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.744569, ""hybrid_score"": 0.75625, ""keyword_prior"": 0.01168, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.746068, ""hybrid_score"": 0.753718, ""keyword_prior"": 0.007651, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.730425, ""hybrid_score"": 0.738341, ""keyword_prior"": 0.007915, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.717782, ""hybrid_score"": 0.729131, ""keyword_prior"": 0.011349, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.720085, ""hybrid_score"": 0.72721, ""keyword_prior"": 0.007125, ""lexical_support"": 0.0}]"
SRC-G-0174,General,RAI4-1037,사용례 내재 위험 노출,Inherent use-case risk exposure,G_Others,HD,0.737088,0.703705,0.737762,0.0,,"[{""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.737088, ""hybrid_score"": 0.737762, ""keyword_prior"": 0.000674, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.728089, ""hybrid_score"": 0.723644, ""keyword_prior"": -0.004445, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.721455, ""hybrid_score"": 0.717575, ""keyword_prior"": -0.00388, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.712784, ""hybrid_score"": 0.717177, ""keyword_prior"": 0.004393, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_OREF"", ""em_score"": 0.710561, ""hybrid_score"": 0.713372, ""keyword_prior"": 0.002811, ""lexical_support"": 0.0}]"
SRC-G-0175,General,RAI4-1040,학습·검증 데이터의 품질 결함과 부적절한 선 택,Poor quality and unrepresentative training data selection,G_Others,HD,0.733708,0.702624,0.754373,0.1,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.733708, ""hybrid_score"": 0.754373, ""keyword_prior"": 0.020665, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_REPR"", ""em_score"": 0.703693, ""hybrid_score"": 0.721145, ""keyword_prior"": 0.017452, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_INCONS"", ""em_score"": 0.69806, ""hybrid_score"": 0.701623, ""keyword_prior"": 0.003563, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.695169, ""hybrid_score"": 0.701516, ""keyword_prior"": 0.006347, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OREF"", ""em_score"": 0.688514, ""hybrid_score"": 0.691999, ""keyword_prior"": 0.003486, ""lexical_support"": 0.0}]"
SRC-G-0176,General,RAI4-1108,학습-운용 데이터 간 데이터셋 시프트,Dataset shift between training and runtime data,G_Others,HD,0.678838,0.64677,0.687555,0.0,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.678838, ""hybrid_score"": 0.687555, ""keyword_prior"": 0.008717, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_POLICY"", ""em_score"": 0.665265, ""hybrid_score"": 0.674621, ""keyword_prior"": 0.009356, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INCONS"", ""em_score"": 0.654109, ""hybrid_score"": 0.664023, ""keyword_prior"": 0.009913, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.65469, ""hybrid_score"": 0.662881, ""keyword_prior"": 0.008191, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.652709, ""hybrid_score"": 0.659654, ""keyword_prior"": 0.006945, ""lexical_support"": 0.0}]"
SRC-G-0178,General,RAI4-1128,AI 비서 편익·피해 평가 지표 부재,Lack of metrics for evaluating assistant benefits and harms,G_Others,HD,0.731988,0.703848,0.74917,0.1,,"[{""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.731988, ""hybrid_score"": 0.74917, ""keyword_prior"": 0.017182, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.716663, ""hybrid_score"": 0.733069, ""keyword_prior"": 0.016406, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.718962, ""hybrid_score"": 0.728218, ""keyword_prior"": 0.009256, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.672349, ""hybrid_score"": 0.679324, ""keyword_prior"": 0.006975, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.656653, ""hybrid_score"": 0.664655, ""keyword_prior"": 0.008002, ""lexical_support"": 0.0}]"
SRC-G-0179,General,RAI4-1280,검증 불가능한 블랙박스 모델의 설명·결함 진 단 곤란,Unverifiable black-box models resisting explanation and debugging,G_Others,HD,0.71452,0.688362,0.740703,0.2,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.71452, ""hybrid_score"": 0.740703, ""keyword_prior"": 0.026184, ""lexical_support"": 0.2}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.718367, ""hybrid_score"": 0.738026, ""keyword_prior"": 0.01966, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_INCONS"", ""em_score"": 0.666426, ""hybrid_score"": 0.675033, ""keyword_prior"": 0.008607, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.656763, ""hybrid_score"": 0.672127, ""keyword_prior"": 0.015364, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.629487, ""hybrid_score"": 0.642851, ""keyword_prior"": 0.013364, ""lexical_support"": 0.1}]"
SRC-G-0180,General,RAI4-1336,학습 데이터 어노테이션 결함,Deficient training-data annotation,G_SYS_EVAL,EM,0.698933,0.666954,0.711731,0.0,,"[{""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.698933, ""hybrid_score"": 0.711731, ""keyword_prior"": 0.012799, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEXT"", ""em_score"": 0.667103, ""hybrid_score"": 0.680093, ""keyword_prior"": 0.01299, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.664205, ""hybrid_score"": 0.680088, ""keyword_prior"": 0.015883, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.660608, ""hybrid_score"": 0.674204, ""keyword_prior"": 0.013596, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.651856, ""hybrid_score"": 0.664925, ""keyword_prior"": 0.013069, ""lexical_support"": 0.1}]"
SRC-G-0181,General,RAI4-1458,운영설계영역(ODD) 명세 미흡,Inadequate specification of the operational design domain,G_Others,HD,0.652656,0.615939,0.662307,0.0,,"[{""l3_id"": ""G_SYS_INPUT"", ""em_score"": 0.652656, ""hybrid_score"": 0.662307, ""keyword_prior"": 0.009651, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OREF"", ""em_score"": 0.645746, ""hybrid_score"": 0.658281, ""keyword_prior"": 0.012534, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_TRANS"", ""em_score"": 0.644978, ""hybrid_score"": 0.652755, ""keyword_prior"": 0.007776, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_EVAL"", ""em_score"": 0.645867, ""hybrid_score"": 0.65234, ""keyword_prior"": 0.006472, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.638295, ""hybrid_score"": 0.647655, ""keyword_prior"": 0.00936, ""lexical_support"": 0.0}]"
