source_row_id,source_domain,source_l4_id,title_ko,title_en,keyword_1_ko,keyword_2_ko,keyword_3_ko,keyword_1_en,keyword_2_en,keyword_3_en,keyword_top_l3_id,keyword_support_score,keyword_semantic_score,keyword_prior,mapped_l3_id,mapping_method,keyword_evidence
SRC-G-0184,General,RAI4-1463,하드웨어 연산·전력 요구사항 누락,Omitted compute and power hardware requirements,하드웨어 연산·전력 요구사항 누락,상당 연산 전력,하드웨어 선정 고려,Omitted compute and power hardware requirements,computational power demands,significant computational power,G_SOC_POWER,0.0,0.471608,0.008413,G_SOC_ENV,EM,G_SOC_POWER=0.300
SRC-G-0185,General,RAI4-1466,잘못된 데이터 라벨,Incorrect data labels,잘못된 데이터 라벨,실측 진실,레이블 정확 지도,Incorrect data labels,labels prevent supervised,ground truth therefore,G_SYS_EVAL,0.0,0.481656,0.009087,G_Others,HD,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0186,General,RAI4-1468,학습 데이터의 대표성 부족,Insufficient representation in training data,학습 데이터의 대표성 부족,희소 사례 표본,일치 희소 사례,Insufficient representation in training data,lacks sufficient samples,sufficient samples rare,G_SYS_CONTEXT,0.0,0.472722,0.008808,G_Others,HD,G_INT_REPR=0.200|G_SYS_TRANS=0.100
SRC-G-0187,General,RAI4-1472,과적합 및 과소적합,Over- and underfitting,과적합 및 과소적합,과도 충분 적응,직면,Over- and underfitting,overconfidence,behave unreliably confronted,G_SYS_OREF,0.3,0.545764,0.026329,G_SYS_OEXT,EM,G_SYS_OVERCONF=0.500|G_SYS_OREF=0.400|G_SYS_OEXT=0.300
SRC-G-0188,General,RAI4-1474,코너 케이스에서의 신뢰성 저하,Reduced reliability in corner cases,코너 케이스에서의 신뢰성 저하,모호한 입력,코너 케이스 직면,Reduced reliability in corner cases,ambiguous input,also called corner,G_SYS_INPUT,0.4,0.545604,0.035972,G_SYS_INPUT,EM,G_SYS_INPUT=0.400
SRC-G-0189,General,RAI4-1487,비전문가 데이터 조작,Non-expert data manipulation,비전문가 데이터 조작,도메인 전문 실측,실측 레이블 정의,Non-expert data manipulation,truth label merging,defining ground truth,G_INT_UNETH,0.3,0.476455,0.026605,G_INT_UNETH,EM,G_INT_POL=0.300|G_INT_UNETH=0.300|G_SYS_CONTEST=0.200
SRC-G-0190,General,RAI4-1492,GPAI 모델의 손쉬운 재구성,Easy reconfiguration of GPAI models,GPAI 모델의 손쉬운 재구성,모델 가중치,수정 다양 용도,Easy reconfiguration of GPAI models,jailbreak,engineering jailbreaking retrieval-augmented,G_SYS_SECADV,0.4,0.422485,0.028592,G_SYS_SECADV,EM,G_SYS_SECADV=0.400|G_SYS_POLICY=0.200
SRC-G-0191,General,RAI4-1493,미세조정판의 예상외 역량,Unexpected downstream fine-tune competence,미세조정판의 예상외 역량,개발자 예견,상류 gpai,Unexpected downstream fine-tune competence,deployment-related datasets give,give new unexpected,G_SYS_OEXT,0.1,0.521789,0.019445,G_SYS_OEXT,EM,G_SYS_OEXT=0.100
SRC-G-0192,General,RAI4-1499,역량 평가에서 드러나지 않는 위험 역량,Undetected dangerous capabilities in model evaluations,역량 평가에서 드러나지 않는 위험 역량,재식별,은폐,Undetected dangerous capabilities in model evaluations,assess prohibitively costly,obscured refusals arising,G_SYS_EVAL,0.4,0.580759,0.037079,G_SYS_EVAL,EM,G_SYS_EVAL=0.400|G_SOC_GOV=0.100|G_INT_PRIV=0.100
SRC-G-0193,General,RAI4-1502,내재 가치 측정 부정확,Inaccurate measurement of encoded values,내재 가치 측정 부정확,강건 프레임 워크,부분 상관 모방,Inaccurate measurement of encoded values,human-like,robust frameworks evaluating,G_SYS_EVAL,0.0,0.565676,0.012739,G_SYS_EVAL,EM,G_INT_VALUE=0.200|G_SYS_SECADV=0.200|G_INT_ANTH=0.200
SRC-G-0194,General,RAI4-1504,인간 평가 한계 초과 출력,Outputs beyond human evaluability,인간 평가 한계 초과 출력,정답 유사 긍정,정치적 편향,Outputs beyond human evaluability,backdoor,human-like,G_INT_POL,0.1,0.598845,0.018403,G_Others,HD,G_INT_POL=0.300|G_INT_ANTH=0.300|G_INT_REL=0.300
SRC-G-0195,General,RAI4-1537,상황 인식을 이용한 평가 기만·배포 설득,Evaluation deception and deployment persuasion from situational awareness,상황 인식을 이용한 평가 기만·배포 설득,상태 이해 상황,사용자 설득 바람직,Evaluation deception and deployment persuasion from situational awareness,status undesired behavior,system's ability understand,G_SYS_EVAL,0.3,0.544986,0.028077,G_SYS_EVAL,EM,G_SYS_EVAL=0.300|G_SYS_INPUT=0.100|G_SYS_CONTEXT=0.100
SRC-G-0196,General,RAI4-1544,샌드박스 우회에 의한 격리 통제 상실,Loss of containment through sandbox escape,샌드박스 우회에 의한 격리 통제 상실,샌드 박스 환경,평가 샌드 박스,Loss of containment through sandbox escape,bypasses sandboxed environment,evaluated defeating containment,G_SOC_ENV,0.0,0.483726,0.00828,G_SYS_OEXT,EM,G_SOC_ENV=0.300|G_SYS_EVAL=0.100
SRC-G-0197,General,RAI4-1548,경쟁 압력에 의한 안전성 평가 축소 배포,Truncated safety evaluation under competitive release pressure,경쟁 압력에 의한 안전성 평가 축소 배포,부의 집중,경쟁 상황 개발자,Truncated safety evaluation under competitive release pressure,developers cut corners,released verifying correlated,G_SYS_EVAL,0.3,0.515321,0.031163,G_SYS_EVAL,EM,G_SYS_EVAL=0.300|G_SOC_POWER=0.100
SRC-G-0198,General,RAI4-1551,센서 드리프트에 의한 배포 시스템 성능 저하,Deployed-system degradation from sensor and distribution drift,센서 드리프트에 의한 배포 시스템 성능 저하,하드웨어 리프트,분포 변화 견고,Deployed-system degradation from sensor and distribution drift,drift degrades robustness,drift physical sensors,G_SOC_ENV,0.0,0.526145,0.014136,G_Others,HD,G_SYS_SECADV=0.300
SRC-G-0199,General,RAI4-1560,GPAI 출력을 이용한 설득력 있는 사칭,Convincing impersonation using GPAI outputs,GPAI 출력을 이용한 설득력 있는 사칭,위조 증빙 문서,증빙 문서 설득력,Convincing impersonation using GPAI outputs,construct convincing impersonations,ai-forged supporting documents,G_SYS_MISINFO,0.0,0.501383,0.010333,G_Others,HD,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0200,General,RAI4-1705,모니터링 부족에 의한 미탐지 안전·프라이버 시 위반,Undetected safety and privacy violations from insufficient monitoring,모니터링 부족에 의한 미탐지 안전·프라이버 시 위반,블랙박스,비윤리 행위,Undetected safety and privacy violations from insufficient monitoring,human-like,black-box opacity diminishing,G_INT_PRIV,0.2,0.591823,0.027236,G_SYS_TRANS,EM,G_INT_PRIV=0.300|G_SYS_TRANS=0.200|G_INT_ANTH=0.200
SRC-G-0201,General,RAI4-0527,창의성·비판적 사고의 저하,Devaluation of creativity and critical thinking,창의성·비판적 사고의 저하,예술 표현 상상력,표현 상상력 비판,Devaluation of creativity and critical thinking,human-like,artistic expression imagination,G_SOC_CULT,0.0,0.517099,0.014939,G_Others,HD,G_INT_ANTH=0.200|G_INT_REL=0.100
SRC-G-0202,General,RAI4-0674,문화적 박탈,Cultural dispossession,문화적 박탈,말하기 방식 유머,소리 목소리,Cultural dispossession,expressing humour sounds,humour sounds voices,G_SOC_CULT,0.3,0.502985,0.033974,G_SOC_CULT,EM,G_SOC_CULT=0.300
SRC-G-0203,General,RAI4-0678,신체적 위해를 유발하는 출력,Model outputs leading to physical harm,신체적 위해를 유발하는 출력,폭력,폭력 은밀 간접,Model outputs leading to physical harm,overtly violent covertly,covertly dangerous otherwise,G_INT_VIOL,0.2,0.642462,0.027787,G_INT_VIOL,EM,G_INT_VIOL=0.200|G_INT_SEX=0.100|G_INT_REPR=0.100
SRC-G-0204,General,RAI4-0705,폭력 조장 위험 콘텐츠,Violence-inciting dangerous content,폭력 조장 위험 콘텐츠,린치 선동 자경단,권장 촉진 린치,Violence-inciting dangerous content,threat,lynching incitement vigilante,G_INT_VIOL,0.5,0.628417,0.047443,G_INT_VIOL,EM,G_INT_VIOL=0.500|G_INT_SELF=0.200|G_INT_SEX=0.100
SRC-G-0205,General,RAI4-0854,되돌릴 수 없는 변화,Irreversible change,되돌릴 수 없는 변화,인간관계 심각 장기,심각 장기 부정,Irreversible change,human-like,profound negative long-term,G_SYS_OREF,0.0,0.477148,0.003753,G_Others,HD,G_INT_ANTH=0.200|G_INT_REL=0.200|G_SOC_CULT=0.100
SRC-G-0206,General,RAI4-1049,조직 재정·평판 손상,Organizational financial and reputational damage,조직 재정·평판 손상,ml 구축 조직,구축 조직 재정,Organizational financial and reputational damage,organization building ml,damage organization building,G_SOC_GOV,0.0,0.448703,0.004532,G_Others,HD,G_INT_SELF=0.100
SRC-G-0207,General,RAI4-1447,폭력/무력 충돌,Violence/armed conflict,폭력/무력 충돌,사이버 공격,보안 치명 생화학,Violence/armed conflict,cyberattack,incite facilitate conduct,G_INT_VIOL,0.4,0.607072,0.040476,G_INT_VIOL,EM,G_SYS_SECADV=0.600|G_INT_VIOL=0.400|G_INT_ILLEGAL=0.200
SRC-G-0208,General,RAI4-0641,비합의 성적 대상화 및 성적 이미지 생성,Non-consensual sexualization and intimate imagery generation,비합의 성적 대상화 및 성적 이미지 생성,촬영 리벤지 포르노,인물 외모 초상,Non-consensual sexualization and intimate imagery generation,crime,filming revenge pornography,G_INT_SEX,0.2,0.562918,0.029412,G_INT_SEX,EM,G_INT_SEX=0.200|G_INT_ILLEGAL=0.200|G_INT_POL=0.100
SRC-G-0209,General,RAI4-0714,AI를 이용한 미성년자 성적 위해·착취,AI-facilitated sexual harm and exploitation of minors,AI를 이용한 미성년자 성적 위해·착취,성착취물 그루밍 유인,대상 성착취물 그루밍,AI-facilitated sexual harm and exploitation of minors,grooming sexual enticement,promoting sexual relations,G_INT_SEX,0.6,0.750483,0.353235,G_INT_SEX,EM,G_INT_SEX=0.600|G_INT_REL=0.300|G_INT_REPR=0.100
SRC-G-0210,General,RAI4-0718,외설·비하·학대 이미지 생성 및 접근 용이화,Eased production of and access to abusive imagery,외설·비하·학대 이미지 생성 및 접근 용이화,외설 굴욕 모욕,자료 csam 성인,Eased production of and access to abusive imagery,crime,csam nonconsensual intimate,G_INT_SEX,0.1,0.5754,0.022589,G_INT_SEX,EM,G_INT_ILLEGAL=0.200|G_INT_SEX=0.100|G_INT_REPR=0.100
SRC-G-0211,General,RAI4-1136,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,"Scaled generation of harmful, criminal, and deceptive content",유해·범죄 조장·기만적 콘텐츠의 대규모 생성,협박,사기,"Scaled generation of harmful, criminal, and deceptive content",crime,fraud,G_INT_ILLEGAL,0.3,0.594257,0.032805,G_Others,HD,G_INT_ILLEGAL=0.500|G_INT_SEX=0.300|G_INT_SELF=0.200
SRC-G-0212,General,RAI4-1542,외부 도구 연동을 통한 유해 콘텐츠 유입,Ingestion of harmful content through external tool integration,외부 도구 연동을 통한 유해 콘텐츠 유입,도구 플러그인 통합,플러그인 통합 상호,Ingestion of harmful content through external tool integration,growing integration interconnectivity,integration interconnectivity external,G_SYS_INPUT,0.0,0.505908,0.000531,G_Others,HD,G_INT_SEX=0.100
SRC-G-0213,General,RAI4-0023,AI 시스템에 의한 자해 조장,Self-harm facilitation by AI systems,AI 시스템에 의한 자해 조장,자살,추천 방법 비교,Self-harm facilitation by AI systems,method comparisons execution,recommendations method comparisons,G_INT_SELF,0.4,0.641003,0.039235,G_INT_SELF,EM,G_INT_SELF=0.400|G_INT_REL=0.100
SRC-G-0214,General,RAI4-0157,챗봇을 통한 자해 격려,Self-harm encouragement by chatbot,챗봇을 통한 자해 격려,긍정 합리 영웅,영웅 묘사 옹호,Self-harm encouragement by chatbot,positive rational heroic,suicide,G_INT_SELF,0.4,0.564996,0.039079,G_INT_SELF,EM,G_INT_SELF=0.400
SRC-G-0215,General,RAI4-0833,이용자의 정신·신체 건강을 위협하는 콘텐츠,Content endangering users' mental and physical health,이용자의 정신·신체 건강을 위협하는 콘텐츠,파괴 행위,ana 체중 감량,Content endangering users' mental and physical health,fasting pro-ana pro-anorexia,pro-ana pro-anorexia obsessive,G_INT_SELF,0.1,0.532585,0.019657,G_INT_SELF,EM,G_INT_SEX=0.100|G_INT_SELF=0.100
SRC-G-0216,General,RAI4-0411,언어별 피해 과소탐지,Language-specific harm under-detection,언어별 피해 과소탐지,결과 불안정,방언 유해 모욕,Language-specific harm under-detection,languages dialects weaker,detected languages dialects,G_SYS_INCONS,0.0,0.480231,0.005273,G_Others,HD,G_INT_SEX=0.100|G_INT_REPR=0.100|G_SYS_EVAL=0.100
SRC-G-0217,General,RAI4-0426,혐오발언 생성,Hate speech generation,혐오발언 생성,표적 혐오 모욕,혐오 모욕 콘텐츠,Hate speech generation,hateful abusive,generative produce hateful,G_INT_REPR,0.2,0.562373,0.026826,G_INT_REPR,EM,G_INT_REPR=0.200|G_INT_SEX=0.100
SRC-G-0218,General,RAI4-0706,보호 속성 기반 부당 대우,Protected-attribute unfair treatment,보호 속성 기반 부당 대우,혼인 여부 장애,국가 혼인 여부,Protected-attribute unfair treatment,national origin marital,arbitrary distinction,G_INT_ALLOC,0.0,0.520982,0.012065,G_INT_ALLOC,EM,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0219,General,RAI4-0368,도덕적 다양성 압축,Moral diversity compression,도덕적 다양성 압축,평균 선호 압축,범주 평균 선호,Moral diversity compression,model-friendly categories average,positions compressed small,G_INT_VALUE,0.0,0.499684,0.015534,G_INT_VALUE,EM,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0220,General,RAI4-0403,도덕적 프레이밍을 통한 AI 조작,AI manipulation through moral framing,도덕적 프레이밍을 통한 AI 조작,논쟁 사안 프롬,사안 프롬 응답,AI manipulation through moral framing,contested issue channel,interpretation improperly manipulating,G_INT_UNETH,0.3,0.626995,0.331208,G_INT_UNETH,EM,G_INT_POL=0.300|G_INT_UNETH=0.300|G_SYS_EVAL=0.100
SRC-G-0221,General,RAI4-0422,도덕적 세계관 배제,Moral-worldview exclusion,도덕적 세계관 배제,세속 도덕 세계관,종교 토착 세속,Moral-worldview exclusion,spiritual indigenous non-secular,non-secular moral worldviews,G_INT_VALUE,0.0,0.4625,0.015047,G_Others,HD,G_SYS_EVAL=0.100
SRC-G-0223,General,RAI4-0939,모델의 극단적·편향적 견해 표출,Expression of extremist and politically biased views,모델의 극단적·편향적 견해 표출,표출 중립 표방,견해 표출 중립,Expression of extremist and politically biased views,topics claiming neutrality,claiming neutrality exhibit,G_INT_POL,0.3,0.511052,0.028648,G_INT_POL,EM,G_INT_POL=0.300
SRC-G-0224,General,RAI4-1158,대규모 설득 능력,Large-scale persuasion capability,대규모 설득 능력,비윤리 행위,서사 유포 기존,Large-scale persuasion capability,falsehoods promoting narratives,persuade effectively dialogue,G_INT_UNETH,0.0,0.495497,0.009726,G_Others,HD,G_INT_UNETH=0.100
SRC-G-0225,General,RAI4-1159,정치적 영향 전략 역량의 오용,Misuse of political influence strategy capability,정치적 영향 전략 역량의 오용,민주적 의사결정,정치 전략 수립,Misuse of political influence strategy capability,democratic decision-making,actor gain undue,G_INT_POL,0.8,0.619078,0.066333,G_INT_POL,EM,G_INT_POL=0.800|G_SYS_OEXT=0.100
SRC-G-0226,General,RAI4-0433,생체인식 식별·추적에 의한 프라이버시 침해,Biometric identification and tracking privacy harms,생체인식 식별·추적에 의한 프라이버시 침해,얼굴 음성 보행,음성 보행 생체,Biometric identification and tracking privacy harms,gait biometric intrusive,biometric intrusive identification,G_INT_PRIV,0.3,0.646164,0.036643,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_CONTEXT=0.100
SRC-G-0227,General,RAI4-0652,개인화 정보 악용 표적 사기,Targeted fraud exploiting personalized information,개인화 정보 악용 표적 사기,기만,탈취 기만 성공,Targeted fraud exploiting personalized information,schemes exploit victims,automated fraudulent schemes,G_INT_ILLEGAL,0.1,0.573815,0.016708,G_SYS_MISINFO,EM,G_INT_PRIV=0.300|G_INT_ILLEGAL=0.300|G_INT_SEX=0.200
SRC-G-0228,General,RAI4-0734,기밀정보 무단 공유에 따른 사업 손실,Business loss from unauthorised sharing of confidential information,기밀정보 무단 공유에 따른 사업 손실,기업 전략 재무,시장 지위 수익,Business loss from unauthorised sharing of confidential information,parties authorisation risking,market position revenue,G_SYS_TRANS,0.1,0.510343,0.010329,G_Others,HD,G_INT_PRIV=0.100|G_SYS_MISINFO=0.100
SRC-G-0229,General,RAI4-0739,산출물을 통한 민감 개인·사업 정보 노출,Exposure of sensitive personal and business information through outputs,산출물을 통한 민감 개인·사업 정보 노출,영업 비밀 보호,검열 삭제 구성,Exposure of sensitive personal and business information through outputs,overconfidence,trademark,G_INT_PRIV,0.3,0.566752,0.030764,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_POLICY=0.300|G_SYS_OVERCONF=0.300
SRC-G-0230,General,RAI4-0741,개인정보 보호조치 미흡,Inadequate personal-data protection,개인정보 보호조치 미흡,저장 처리 관행,처리 관행 수집,Inadequate personal-data protection,storage handling practices,leaks improper,G_INT_PRIV,0.4,0.565236,0.038976,G_INT_PRIV,EM,G_INT_PRIV=0.400|G_SYS_SECADV=0.100|G_SYS_INPUT=0.100
SRC-G-0231,General,RAI4-0761,익명화된 데이터의 재식별,Re-identification of anonymized data,익명화된 데이터의 재식별,spi 제거,특성 상관관계,Re-identification of anonymized data,correlations features available,identified due correlations,G_INT_PRIV,0.5,0.510139,0.340061,G_INT_PRIV,EM,G_INT_PRIV=0.500
SRC-G-0232,General,RAI4-0922,학습 코퍼스 내 개인정보 혼입,Private data contamination of training corpora,학습 코퍼스 내 개인정보 혼입,이름 이메일 주소,통합 이름 이메일,Private data contamination of training corpora,emails addresses mixed,names emails addresses,G_INT_PRIV,0.3,0.516756,0.038126,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_MISINFO=0.100
SRC-G-0233,General,RAI4-1062,챗봇에 의한 사적 정보 유도와 유출,Elicitation and disclosure of private information by chatbots,챗봇에 의한 사적 정보 유도와 유출,의견 감정 평소,중독 애플리케이션 추천,Elicitation and disclosure of private information by chatbots,human-like,recommendation addictive applications,G_INT_PRIV,0.2,0.572707,0.027583,G_INT_PRIV,EM,G_INT_PRIV=0.200|G_INT_ANTH=0.200|G_INT_SEX=0.100
SRC-G-0234,General,RAI4-1139,비서 유도 개인정보 노출,Assistant-induced privacy disclosure,비서 유도 개인정보 노출,신원 도용 낙인,기만,Assistant-induced privacy disclosure,deception,stigmatisation discrimination state-owned,G_INT_PRIV,0.6,0.562972,0.04811,G_INT_PRIV,EM,G_INT_PRIV=0.600|G_INT_ALLOC=0.200|G_SYS_POLICY=0.100
SRC-G-0235,General,RAI4-1169,프라이버시·재산 정보 오처리,Privacy and property information mishandling,프라이버시·재산 정보 오처리,결혼 투자 조언,노출 결혼 투자,Privacy and property information mishandling,suggestions marriage investments,marriage investments failing,G_INT_PRIV,0.3,0.54607,0.031543,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_POLICY=0.100|G_SYS_MISINFO=0.100
SRC-G-0236,General,RAI4-1207,개인정보 스크래핑 학습,Personal-data scraping for training,개인정보 스크래핑 학습,삭제 능력 박탈,소비자 동의 목적,Personal-data scraping for training,revealing ways taking,sets revealing ways,G_INT_PRIV,0.3,0.548744,0.033641,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_MISINFO=0.100
SRC-G-0237,General,RAI4-1273,광범위한 개인정보 투입,Pervasive personal-data ingestion,광범위한 개인정보 투입,이동 궤적,대부분,Pervasive personal-data ingestion,navigation trajectory considered,most data-driven machine,G_INT_PRIV,0.3,0.543842,0.034135,G_INT_PRIV,EM,G_INT_PRIV=0.300|G_SYS_MISINFO=0.100
SRC-G-0238,General,RAI4-1364,보호장치 없는 개인정보 수집,Personal information collection without safeguards,보호장치 없는 개인정보 수집,재식별,사내,Personal information collection without safeguards,web scraping in-house,gathered online web,G_INT_PRIV,0.5,0.564592,0.047841,G_INT_PRIV,EM,G_INT_PRIV=0.500|G_SYS_MISINFO=0.100
SRC-G-0239,General,RAI4-1444,사생활·개인정보 부당 노출,Unwarranted exposure of private life and personal data,사생활·개인정보 부당 노출,사이버 공격,신상 개인 사생활,Unwarranted exposure of private life and personal data,cyberattack,cyberattacks doxxing similar,G_INT_PRIV,0.6,0.621228,0.049995,G_INT_PRIV,EM,G_INT_PRIV=0.600|G_SYS_SECADV=0.500|G_SYS_POLICY=0.300
SRC-G-0240,General,RAI4-1581,위장 계정 자동 운영에 의한 정보환경 조작,Information-environment manipulation through automated sockpuppet accounts,위장 계정 자동 운영에 의한 정보환경 조작,온라인 정체 계정,허구 온라인 정체,Information-environment manipulation through automated sockpuppet accounts,concealment,conceal sponsorship simulate,G_INT_UNETH,0.3,0.578151,0.032324,G_Others,HD,G_INT_POL=0.300|G_INT_UNETH=0.300|G_INT_PRIV=0.100
SRC-G-0241,General,RAI4-1722,존엄 침해적 프라이버시 피해,Dignity-eroding privacy harms,존엄 침해적 프라이버시 피해,정체 존엄 보호,자율 정체 존엄,Dignity-eroding privacy harms,human-like,unwanted disclosure inference,G_INT_PRIV,0.4,0.618737,0.040495,G_INT_PRIV,EM,G_INT_PRIV=0.400|G_INT_ANTH=0.200|G_SYS_EVAL=0.100
SRC-G-0242,General,RAI4-0653,LLM 남용에 의한 학업 부정행위,Academic misconduct from LLM misuse,LLM 남용에 의한 학업 부정행위,남용 학업 부정,적절 남용 학업,Academic misconduct from LLM misuse,such academic misconduct,abuse llm adverse,G_SYS_OREF,0.0,0.492381,0.005531,G_INT_UNETH,EM,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0243,General,RAI4-1059,사기·표적 스캠 조장,Fraud and targeted-scam facilitation,사기·표적 스캠 조장,범죄,lm 범죄 효과,Fraud and targeted-scam facilitation,crime,increase effectiveness crimes,G_INT_ILLEGAL,0.6,0.541792,0.053176,G_INT_ILLEGAL,EM,G_INT_ILLEGAL=0.600
SRC-G-0244,General,RAI4-1060,불법적 대중 감시·검열,Illegitimate mass surveillance and censorship,불법적 대중 감시·검열,lm 대중 감시,프라이버시,Illegitimate mass surveillance and censorship,conduct illegitimate censorship,increase efficacy mass,G_INT_PRIV,0.3,0.546396,0.029121,G_Others,HD,G_INT_PRIV=0.600|G_INT_ILLEGAL=0.300|G_INT_UNETH=0.200
SRC-G-0245,General,RAI4-1076,비윤리적 행위 옹호에 의한 유해 행동 유도,Endorsement of unethical conduct inducing harmful user action,비윤리적 행위 옹호에 의한 유해 행동 유도,불법 행위,자극,Endorsement of unethical conduct inducing harmful user action,human-like,illegal conduct,G_INT_ILLEGAL,0.5,0.630224,0.045518,G_INT_UNETH,EM,G_INT_ILLEGAL=0.500|G_INT_UNETH=0.500|G_INT_ANTH=0.200
SRC-G-0246,General,RAI4-1192,자동화된 선전과 대규모 영향 공작,Automated propaganda and scaled influence operations,자동화된 선전과 대규모 영향 공작,소셜 가동 선전,가동 선전 진입,Automated propaganda and scaled influence operations,falls sharply perspectives,propaganda falls sharply,G_SYS_MISINFO,0.0,0.494622,0.00612,G_SYS_MISINFO,EM,G_INT_ILLEGAL=0.100|G_INT_UNETH=0.100
SRC-G-0247,General,RAI4-1320,지속적 기만 수행에 의한 이용자 판단 왜곡,User judgement distortion through sustained model deception,지속적 기만 수행에 의한 이용자 판단 왜곡,거짓 믿음 유도,기만 장기간 유지,User judgement distortion through sustained model deception,deceive humans sustain,exercises capability deceive,G_SYS_MISINFO,0.0,0.621995,0.01525,G_SYS_MISINFO,EM,G_SOC_ENV=0.300|G_SYS_OEXT=0.100
SRC-G-0248,General,RAI4-1435,시장점유 목적의 비윤리적 기술 사용,Unethical technology use for market share,시장점유 목적의 비윤리적 기술 사용,시장 점유 확보,점유 확보 기술,Unethical technology use for market share,inappropriately unethically gain,unethically gain market,G_INT_UNETH,0.5,0.601739,0.044734,G_INT_UNETH,EM,G_INT_UNETH=0.500
SRC-G-0249,General,RAI4-1652,사이버·과학 영역에서의 LLM 이중용도 역량 악용,Misuse of dual-use LLM capabilities in cyber and scientific domains,사이버·과학 영역에서의 LLM 이중용도 역량 악용,가해 수단 전환,수단 전환 실질,Misuse of dual-use LLM capabilities in cyber and scientific domains,cybercrime,cyberattack,G_SYS_SECADV,0.5,0.571031,0.045023,G_SYS_SECADV,EM,G_SYS_SECADV=0.500|G_SYS_OEXT=0.100|G_INT_SEX=0.100
SRC-G-0250,General,RAI4-0628,지식재산권 및 인격권 침해,Infringement of intellectual property and personality rights,지식재산권 및 인격권 침해,상표,저작권,Infringement of intellectual property and personality rights,overconfidence,trademark,G_INT_COPY,0.8,0.656661,0.067824,G_INT_COPY,EM,G_INT_COPY=0.800|G_SYS_OVERCONF=0.300|G_SYS_OEXT=0.200
SRC-G-0251,General,RAI4-0663,무단 표절 및 부정행위,Plagiarism and cheating without acknowledgement,무단 표절 및 부정행위,동의 출처 표시,아이디어 동의 출처,Plagiarism and cheating without acknowledgement,group's words ideas,person's group's words,G_INT_COPY,0.0,0.477245,0.005914,G_Others,HD,G_INT_COPY=0.300
SRC-G-0252,General,RAI4-0667,위조 및 브랜드 사칭,Counterfeiting and brand impersonation,위조 및 브랜드 사칭,모방 진품 통용,저작물 브랜드 스타일,Counterfeiting and brand impersonation,imitated passed off,reproduced imitated passed,G_SYS_MISINFO,0.0,0.480528,0.004349,G_Others,HD,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0253,General,RAI4-0740,프롬프트 내 지식재산 정보 포함,Intellectual property included in prompts,프롬프트 내 지식재산 정보 포함,저작권,전송,Intellectual property included in prompts,copyright,system prompt,G_INT_COPY,0.7,0.572304,0.060459,G_INT_COPY,EM,G_INT_COPY=0.700|G_SYS_POLICY=0.300|G_INT_PRIV=0.100
SRC-G-0254,General,RAI4-1066,합성 창작물에 의한 인간 창작 노동의 대체,Displacement of human creative work by synthetic substitutes,합성 창작물에 의한 인간 창작 노동의 대체,저작권,예술가 아이디어 자본,Displacement of human creative work by synthetic substitutes,human-like,copyright,G_INT_COPY,0.0,0.509977,0.007531,G_Others,HD,G_INT_COPY=0.300|G_INT_ANTH=0.300|G_INT_REL=0.300
SRC-G-0255,General,RAI4-1091,도용 및 착취,Misappropriation and exploitation,도용 및 착취,보상 몰이해 전유,몰이해 전유 생산,Misappropriation and exploitation,reproduced insensitively consent,appropriated used reproduced,G_SOC_POWER,0.0,0.47965,0.004536,G_Others,HD,G_INT_SEX=0.300
SRC-G-0256,General,RAI4-0446,화생방핵(CBRN) 계획 지원,CBRN assistance,화생방핵(CBRN) 계획 지원,화학 생물 방사능,방사능 계획 수립,CBRN assistance,radiological nuclear planning,biological radiological nuclear,G_INT_WEAP,0.0,0.496798,0.017981,G_INT_WEAP,EM,NO_DIRECT_LEXICAL_SUPPORT
SRC-G-0257,General,RAI4-0646,국가·범죄 행위자에 의한 AI의 의도적 무기화,Deliberate weaponization of AI by state and criminal actors,국가·범죄 행위자에 의한 AI의 의도적 무기화,테러,파괴 행위,Deliberate weaponization of AI by state and criminal actors,human-like,terrorists deliberately build,G_INT_WEAP,0.4,0.620664,0.035084,G_INT_WEAP,EM,G_INT_WEAP=0.400|G_INT_VIOL=0.200|G_INT_ANTH=0.200
SRC-G-0258,General,RAI4-0662,CBRN 정보·설계 역량 접근 용이화,Eased access to CBRN weapon information and design capability,CBRN 정보·설계 역량 접근 용이화,핵무기,기타 물질 작용제,Eased access to CBRN weapon information and design capability,weaponization,synthesis materially nefarious,G_INT_WEAP,0.5,0.539445,0.046231,G_INT_WEAP,EM,G_INT_WEAP=0.500|G_SYS_OEXT=0.100|G_INT_PRIV=0.100
