L4_ID,source_row_id,L3_ID,L4_Title_ko,L4_Title_en,Validation_Status,Evidence_Type,Normalisation_Rule,Title_Changed,Forbidden_Qualifier_Hits,Terminology_Source_Codes,Terminology_Source_URLs
G_INT_PRIV_005,SRC-G-0241,G_INT_PRIV,존엄 침해적 프라이버시 피해,Dignity-eroding privacy harms,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_006,SRC-G-0233,G_INT_PRIV,챗봇에 의한 사적 정보 유도와 유출,Elicitation and disclosure of private information by chatbots,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_007,SRC-G-0555,G_INT_PRIV,개인사 및 평판 정보 노출,Exposure of personal affairs and reputation information,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_PRIV_008,SRC-G-0553,G_INT_PRIV,개인정보 및 민감정보 노출,Exposure of personal information and sensitive information,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_PRIV_009,SRC-G-0229,G_INT_PRIV,산출물을 통한 민감 개인·사업 정보 노출,Exposure of sensitive personal and business information through outputs,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_010,SRC-G-0230,G_INT_PRIV,개인정보 보호조치 미흡,Inadequate personal-data protection,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_011,SRC-G-0554,G_INT_PRIV,통신 및 비공개 정보 침해,Infringement of communication and private information,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_PRIV_012,SRC-G-0272,G_INT_PRIV,학습 데이터 암기에 의한 민감정보 유출,Leakage of sensitive training data through memorization,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_013,SRC-G-0383,G_INT_PRIV,대량 감시,Mass surveillance,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,AUTHORITATIVE_OVERRIDE,True,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_014,SRC-G-0559,G_INT_PRIV,개인정보 악용 및 거래,Misuse and trade of personal information,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_PRIV_015,SRC-G-0277,G_INT_PRIV,프롬프트 및 학습 데이터에 기인한 개인정보 노출,Personal data exposure through prompt and training data,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_016,SRC-G-0238,G_INT_PRIV,보호장치 없는 개인정보 수집,Personal information collection without safeguards,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_017,SRC-G-0236,G_INT_PRIV,개인정보 스크래핑 학습,Personal-data scraping for training,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_018,SRC-G-0237,G_INT_PRIV,광범위한 개인정보 투입,Pervasive personal-data ingestion,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_019,SRC-G-0235,G_INT_PRIV,프라이버시·재산 정보 오처리,Privacy and property information mishandling,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_020,SRC-G-0304,G_INT_PRIV,보호 속성 추론을 통한 프라이버시 침해,Privacy violation through inference of protected personal attributes,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_021,SRC-G-0232,G_INT_PRIV,학습 코퍼스 내 개인정보 혼입,Private data contamination of training corpora,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_022,SRC-G-0557,G_INT_PRIV,재식별 및 정보 추론,Re-identification and information inference,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_PRIV_023,SRC-G-0231,G_INT_PRIV,익명화된 데이터의 재식별,Re-identification of anonymized data,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_024,SRC-G-0305,G_INT_PRIV,LLM 기반 정교한 감시·검열에 의한 자유 억압,Suppression of liberties through LLMenabled surveillance and censorship,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_025,SRC-G-0239,G_INT_PRIV,사생활·개인정보 부당 노출,Unwarranted exposure of private life and personal data,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_PRIV_026,SRC-P-0205,G_INT_PRIV,피지컬 AI 기반 직장 감시,Workplace surveillance through embodied AI,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REL_001,SRC-G-0360,G_INT_REL,챗봇 교제에 대한 정서적·사회적 의존,Emotional dependence on chatbot companionship,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REL_002,SRC-G-0373,G_INT_REL,AI 시스템에 대한 정서적·물질적·인식론적 의 존,"Emotional, material, and epistemic dependence on AI systems",PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REL_003,SRC-A-0076,G_INT_REL,고인 모사 챗봇 의존,Griefbot dependency,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REL_004,SRC-A-0075,G_INT_REL,AI 에이전트와의 준사회적 유대감,Parasocial bonding with AI agents,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_001,SRC-G-0047,G_INT_REPR,집단별 성능 격차·고정관념 인코딩,Demographic performance disparity and stereotype encoding,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_002,SRC-A-0070,G_INT_REPR,자기 식별 기회의 박탈,Denial of self-identification,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_003,SRC-G-0338,G_INT_REPR,사회 집단에 대한 모델의 차별적 결정과 산출,Discriminatory model decisions and outputs against social groups,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_004,SRC-G-0217,G_INT_REPR,혐오발언 생성,Hate speech generation,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_005,SRC-G-0046,G_INT_REPR,학습 데이터에 내재된 역사적·인구학적 편향,Historical and demographic bias embedded in training data,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/ai-principles|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791|https://www.iso.org/standard/77304.html|https://oecd.ai/en/incidents-methodology|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence
G_INT_REPR_006,SRC-G-0520,G_INT_REPR,연령 기반 적대·차별적 표상,Hostility and discriminatory representation based on age,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_REPR_007,SRC-G-0521,G_INT_REPR,장애 기반 적대·차별적 표상,Hostility and discriminatory representation based on disability,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_REPR_008,SRC-G-0527,G_INT_REPR,학력 기반 적대·차별적 표상,Hostility and discriminatory representation based on educational background,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_REPR_009,SRC-G-0526,G_INT_REPR,가족 상태 및 가정 형태 기반 적대·차별적 표상,Hostility and discriminatory representation based on family status and household structure,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_REPR_010,SRC-G-0518,G_INT_REPR,성별 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
G_INT_REPR_011,SRC-G-0519,G_INT_REPR,성정체성·성적지향 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender identity and sexual orientation,PASS,CONTROLLED_TERM_FAMILY_AND_IMMUTABLE_L3_SCOPE,RETAIN_STANDARD_TERM,False,,L3_MASTER|OECD_AI_PRINCIPLES|UNESCO_AI_ETHICS|ISO_AI_RISK_23894|NIST_AI_RMF|OECD_AIM_TERMS|KOREA_AI_BASIC_ACT,https://oecd.ai/en/ai-principles|https://www.unesco.org/en/articles/recommendation-ethics-artificial-intelligence|https://www.iso.org/standard/77304.html|https://www.nist.gov/itl/ai-risk-management-framework|https://oecd.ai/en/incidents-methodology|https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260122&lsiSeq=282791
