source_row_id,source_domain,source_l4_id,title_ko_before,title_ko_after,title_en_before,title_en_after,title_changed,normalisation_rule
SRC-G-0229,General,RAI4-0739,산출물을 통한 민감 개인·사업 정보 노출,산출물을 통한 민감 개인·사업 정보 노출,Exposure of sensitive personal and business information through outputs,Exposure of sensitive personal and business information through outputs,False,RETAIN_STANDARD_TERM
SRC-G-0230,General,RAI4-0741,개인정보 보호조치 미흡,개인정보 보호조치 미흡,Inadequate personal-data protection,Inadequate personal-data protection,False,RETAIN_STANDARD_TERM
SRC-G-0231,General,RAI4-0761,익명화된 데이터의 재식별,익명화된 데이터의 재식별,Re-identification of anonymized data,Re-identification of anonymized data,False,RETAIN_STANDARD_TERM
SRC-G-0232,General,RAI4-0922,학습 코퍼스 내 개인정보 혼입,학습 코퍼스 내 개인정보 혼입,Private data contamination of training corpora,Private data contamination of training corpora,False,RETAIN_STANDARD_TERM
SRC-G-0233,General,RAI4-1062,챗봇에 의한 사적 정보 유도와 유출,챗봇에 의한 사적 정보 유도와 유출,Elicitation and disclosure of private information by chatbots,Elicitation and disclosure of private information by chatbots,False,RETAIN_STANDARD_TERM
SRC-G-0234,General,RAI4-1139,비서 유도 개인정보 노출,비서 유도 개인정보 노출,Assistant-induced privacy disclosure,Assistant-induced privacy disclosure,False,RETAIN_STANDARD_TERM
SRC-G-0235,General,RAI4-1169,프라이버시·재산 정보 오처리,프라이버시·재산 정보 오처리,Privacy and property information mishandling,Privacy and property information mishandling,False,RETAIN_STANDARD_TERM
SRC-G-0236,General,RAI4-1207,개인정보 스크래핑 학습,개인정보 스크래핑 학습,Personal-data scraping for training,Personal-data scraping for training,False,RETAIN_STANDARD_TERM
SRC-G-0237,General,RAI4-1273,광범위한 개인정보 투입,광범위한 개인정보 투입,Pervasive personal-data ingestion,Pervasive personal-data ingestion,False,RETAIN_STANDARD_TERM
SRC-G-0238,General,RAI4-1364,보호장치 없는 개인정보 수집,보호장치 없는 개인정보 수집,Personal information collection without safeguards,Personal information collection without safeguards,False,RETAIN_STANDARD_TERM
SRC-G-0239,General,RAI4-1444,사생활·개인정보 부당 노출,사생활·개인정보 부당 노출,Unwarranted exposure of private life and personal data,Unwarranted exposure of private life and personal data,False,RETAIN_STANDARD_TERM
SRC-G-0240,General,RAI4-1581,위장 계정 자동 운영에 의한 정보환경 조작,위장 계정 자동 운영에 의한 정보환경 조작,Information-environment manipulation through automated sockpuppet accounts,Information-environment manipulation through automated sockpuppet accounts,False,RETAIN_STANDARD_TERM
SRC-G-0241,General,RAI4-1722,존엄 침해적 프라이버시 피해,존엄 침해적 프라이버시 피해,Dignity-eroding privacy harms,Dignity-eroding privacy harms,False,RETAIN_STANDARD_TERM
SRC-G-0242,General,RAI4-0653,LLM 남용에 의한 학업 부정행위,LLM 남용에 의한 학업 부정행위,Academic misconduct from LLM misuse,Academic misconduct from LLM misuse,False,RETAIN_STANDARD_TERM
SRC-G-0243,General,RAI4-1059,사기·표적 스캠 조장,사기·표적 스캠 조장,Fraud and targeted-scam facilitation,Fraud and targeted-scam facilitation,False,RETAIN_STANDARD_TERM
SRC-G-0244,General,RAI4-1060,불법적 대중 감시·검열,불법적 대중 감시·검열,Illegitimate mass surveillance and censorship,Illegitimate mass surveillance and censorship,False,RETAIN_STANDARD_TERM
SRC-G-0245,General,RAI4-1076,비윤리적 행위 옹호에 의한 유해 행동 유도,비윤리적 행위 옹호에 의한 유해 행동 유도,Endorsement of unethical conduct inducing harmful user action,Endorsement of unethical conduct inducing harmful user action,False,RETAIN_STANDARD_TERM
SRC-G-0246,General,RAI4-1192,자동화된 선전과 대규모 영향 공작,자동화된 선전과 대규모 영향 공작,Automated propaganda and scaled influence operations,Automated propaganda and scaled influence operations,False,RETAIN_STANDARD_TERM
SRC-G-0247,General,RAI4-1320,지속적 기만 수행에 의한 이용자 판단 왜곡,지속적 기만 수행에 의한 이용자 판단 왜곡,User judgement distortion through sustained model deception,User judgement distortion through sustained model deception,False,RETAIN_STANDARD_TERM
SRC-G-0248,General,RAI4-1435,시장점유 목적의 비윤리적 기술 사용,시장점유 목적의 비윤리적 기술 사용,Unethical technology use for market share,Unethical technology use for market share,False,RETAIN_STANDARD_TERM
SRC-G-0249,General,RAI4-1652,사이버·과학 영역에서의 LLM 이중용도 역량 악용,사이버·과학 영역에서의 LLM 이중용도 역량 악용,Misuse of dual-use LLM capabilities in cyber and scientific domains,Misuse of dual-use LLM capabilities in cyber and scientific domains,False,RETAIN_STANDARD_TERM
SRC-G-0250,General,RAI4-0628,지식재산권 및 인격권 침해,지식재산권 및 인격권 침해,Infringement of intellectual property and personality rights,Infringement of intellectual property and personality rights,False,RETAIN_STANDARD_TERM
SRC-G-0251,General,RAI4-0663,무단 표절 및 부정행위,무단 표절 및 부정행위,Plagiarism and cheating without acknowledgement,Plagiarism and cheating without acknowledgement,False,RETAIN_STANDARD_TERM
SRC-G-0252,General,RAI4-0667,위조 및 브랜드 사칭,위조 및 브랜드 사칭,Counterfeiting and brand impersonation,Counterfeiting and brand impersonation,False,RETAIN_STANDARD_TERM
SRC-G-0253,General,RAI4-0740,프롬프트 내 지식재산 정보 포함,프롬프트 내 지식재산 정보 포함,Intellectual property included in prompts,Intellectual property included in prompts,False,RETAIN_STANDARD_TERM
SRC-G-0254,General,RAI4-1066,합성 창작물에 의한 인간 창작 노동의 대체,합성 창작물에 의한 인간 창작 노동의 대체,Displacement of human creative work by synthetic substitutes,Displacement of human creative work by synthetic substitutes,False,RETAIN_STANDARD_TERM
SRC-G-0255,General,RAI4-1091,도용 및 착취,도용 및 착취,Misappropriation and exploitation,Misappropriation and exploitation,False,RETAIN_STANDARD_TERM
SRC-G-0256,General,RAI4-0446,화생방핵(CBRN) 계획 지원,화생방핵(CBRN) 계획 지원,CBRN assistance,CBRN assistance,False,RETAIN_STANDARD_TERM
SRC-G-0257,General,RAI4-0646,국가·범죄 행위자에 의한 AI의 의도적 무기화,국가·범죄 행위자에 의한 AI의 의도적 무기화,Deliberate weaponization of AI by state and criminal actors,Deliberate weaponization of AI by state and criminal actors,False,RETAIN_STANDARD_TERM
SRC-G-0258,General,RAI4-0662,CBRN 정보·설계 역량 접근 용이화,CBRN 정보·설계 역량 접근 용이화,Eased access to CBRN weapon information and design capability,Eased access to CBRN weapon information and design capability,False,RETAIN_STANDARD_TERM
SRC-G-0259,General,RAI4-0664,화학무기 합성 및 유해물질 방출 조력,화학무기 합성 및 유해물질 방출 조력,Chemical weapon synthesis and hazardous substance release,Chemical weapon synthesis and hazardous substance release,False,RETAIN_STANDARD_TERM
SRC-G-0260,General,RAI4-0961,인간 개입 없는 치명적 자율무기의 표적 공격,인간 개입 없는 치명적 자율무기의 표적 공격,Lethal autonomous weapons engaging targets without human intervention,Lethal autonomous weapons engaging targets without human intervention,False,RETAIN_STANDARD_TERM
SRC-G-0261,General,RAI4-1118,군사 AI 군비경쟁,군사 AI 군비경쟁,Military AI arms race,Military AI arms race,False,RETAIN_STANDARD_TERM
SRC-G-0262,General,RAI4-1160,무기 획득 역량,무기 획득 역량,Weapons acquisition capability,Weapons acquisition capability,False,RETAIN_STANDARD_TERM
SRC-G-0263,General,RAI4-1295,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,Uncontrolled toxic-nanoparticle production from AI-accelerated nanotech,Uncontrolled toxic-nanoparticle production from AI-accelerated nanotech,False,RETAIN_STANDARD_TERM
SRC-G-0264,General,RAI4-1392,생물·화학 무기 개발 장벽의 저하,생물·화학 무기 개발 장벽의 저하,Lowered barriers to biological and chemical weapons development,Lowered barriers to biological and chemical weapons development,False,RETAIN_STANDARD_TERM
SRC-G-0265,General,RAI4-1563,AI 오용에 의한 CBRN 무기 개발 역량 상승,AI 오용에 의한 CBRN 무기 개발 역량 상승,CBRN weapon development uplift through AI misuse,CBRN weapon development uplift through AI misuse,False,RETAIN_STANDARD_TERM
SRC-G-0266,General,RAI4-1050,심리적 조작·비인간화·대규모 착취,심리적 조작·비인간화·대규모 착취,"Psychological manipulation, dehumanization, and exploitation","Psychological manipulation, dehumanization, and exploitation",False,RETAIN_STANDARD_TERM
SRC-G-0267,General,RAI4-1434,비인간화와 객관화,비인간화와 객관화,Dehumanisation and objectification,Dehumanisation and objectification,False,RETAIN_STANDARD_TERM
SRC-G-0268,General,RAI4-1636,마음이론(Theory of Mind) 능력,마음이론(Theory of Mind) 능력,Theory of mind capability,Theory of mind capability,False,RETAIN_STANDARD_TERM
SRC-G-0269,General,RAI4-0140,개인화된 설득 취약성,개인화된 설득 취약성,Personalized persuasion vulnerability,Personalized persuasion vulnerability,False,RETAIN_STANDARD_TERM
SRC-G-0270,General,RAI4-0435,데이터 오염 공격,데이터 오염 공격,Data poisoning,Data poisoning,False,RETAIN_STANDARD_TERM
SRC-G-0271,General,RAI4-0436,모델 추출·역전 공격,모델 추출·역전 공격,Model extraction and inversion attacks,Model extraction and inversion attacks,False,RETAIN_STANDARD_TERM
SRC-G-0272,General,RAI4-0593,학습 데이터 암기에 의한 민감정보 유출,학습 데이터 암기에 의한 민감정보 유출,Leakage of sensitive training data through memorization,Leakage of sensitive training data through memorization,False,RETAIN_STANDARD_TERM
SRC-G-0273,General,RAI4-0619,은밀한 행동 조작,은밀한 행동 조작,Covert behavioral manipulation,Covert behavioral manipulation,False,RETAIN_STANDARD_TERM
SRC-G-0274,General,RAI4-0721,유해·오염 학습 데이터에 의한 출력 훼손,유해·오염 학습 데이터에 의한 출력 훼손,Output corruption from harmful and poisoned training data,Output corruption from harmful and poisoned training data,False,RETAIN_STANDARD_TERM
SRC-G-0275,General,RAI4-0733,학습 데이터 내 기밀정보 포함과 출력 노출,학습 데이터 내 기밀정보 포함과 출력 노출,Confidential information in training data disclosed through outputs,Confidential information in training data disclosed through outputs,False,RETAIN_STANDARD_TERM
SRC-G-0276,General,RAI4-0753,학습 데이터 추출 공격,학습 데이터 추출 공격,Training data extraction attack,Training data extraction attack,False,RETAIN_STANDARD_TERM
SRC-G-0277,General,RAI4-0760,프롬프트 및 학습 데이터에 기인한 개인정보 노출,프롬프트 및 학습 데이터에 기인한 개인정보 노출,Personal data exposure through prompt and training data,Personal data exposure through prompt and training data,False,RETAIN_STANDARD_TERM
SRC-G-0278,General,RAI4-0788,인스트럭션 튜닝 포이즈닝,인스트럭션 튜닝 포이즈닝,Instruction-tuning poisoning,Instruction-tuning poisoning,False,RETAIN_STANDARD_TERM
SRC-G-0279,General,RAI4-1173,역할극 지시 악용,역할극 지시 악용,Role-play instruction exploitation,Role-play instruction exploitation,False,RETAIN_STANDARD_TERM
SRC-G-0280,General,RAI4-1494,악의적 미세조정에 의한 안전장치 무력화,악의적 미세조정에 의한 안전장치 무력화,Safeguard compromise through malicious fine-tuning,Safeguard compromise through malicious fine-tuning,False,RETAIN_STANDARD_TERM
SRC-G-0281,General,RAI4-1508,가이드라인 오염,가이드라인 오염,Guideline contamination,Guideline contamination,False,RETAIN_STANDARD_TERM
SRC-G-0282,General,RAI4-1564,약물 발견 모델 오용에 의한 독소 식별·개발,약물 발견 모델 오용에 의한 독소 식별·개발,Dangerous toxin identification through misuse of drug-discovery models,Dangerous toxin identification through misuse of drug-discovery models,False,RETAIN_STANDARD_TERM
SRC-G-0283,General,RAI4-1687,월드모델 표현·훈련 데이터 오염,월드모델 표현·훈련 데이터 오염,World-model representation and trainingdata poisoning,World-model representation and trainingdata poisoning,False,RETAIN_STANDARD_TERM
SRC-G-0284,General,RAI4-0356,배터리 화재 및 유해 폐기물,배터리 화재 및 유해 폐기물,Battery fire and hazardous end-of-life waste,Battery fire and hazardous end-of-life waste,False,RETAIN_STANDARD_TERM
SRC-G-0285,General,RAI4-0360,산업 공정 피해,산업 공정 피해,Industrial process damage,Industrial process damage,False,RETAIN_STANDARD_TERM
SRC-G-0286,General,RAI4-0502,AI로 인한 인명·재산·환경 직접 피해,인명·재산·환경 직접 피해,"Direct harms from AI to people, property, and environment","Direct harms from AI to people, property, and environment",True,REMOVE_FORMULAIC_AI_QUALIFIER
SRC-G-0287,General,RAI4-0504,에너지 병목 및 공급 부족,에너지 병목 및 공급 부족,Energy bottlenecks and shortages,Energy bottlenecks and shortages,False,RETAIN_STANDARD_TERM
SRC-G-0288,General,RAI4-0798,생태계 과부하,생태계 과부하,Overburdening ecosystems,Overburdening ecosystems,False,RETAIN_STANDARD_TERM
SRC-G-0289,General,RAI4-0799,공유 정보 생태계의 오염과 질 저하,공유 정보 생태계의 오염과 질 저하,Degradation of the shared information ecosystem,Degradation of the shared information ecosystem,False,RETAIN_STANDARD_TERM
SRC-G-0290,General,RAI4-0926,에너지·지연 오버헤드 공격,에너지·지연 오버헤드 공격,Energy-latency overhead attacks,Energy-latency overhead attacks,False,RETAIN_STANDARD_TERM
SRC-G-0291,General,RAI4-0950,지속불가능한 자원 사용,지속불가능한 자원 사용,Unsustainable resource use,Unsustainable resource use,False,RETAIN_STANDARD_TERM
SRC-G-0292,General,RAI4-0996,원자재 수요에 의한 자원 고갈,원자재 수요에 의한 자원 고갈,Resource depletion from raw material demand,Resource depletion from raw material demand,False,RETAIN_STANDARD_TERM
SRC-G-0293,General,RAI4-1015,광범위한 사회·환경적 부정 영향,광범위한 사회·환경적 부정 영향,Broad societal and environmental adverse impacts,Broad societal and environmental adverse impacts,False,RETAIN_STANDARD_TERM
SRC-G-0294,General,RAI4-1064,언어모델 학습·운영에 따른 환경 피해,언어모델 학습·운영에 따른 환경 피해,Environmental harm from training and operating language models,Environmental harm from training and operating language models,False,RETAIN_STANDARD_TERM
SRC-G-0295,General,RAI4-1093,모델 개발·배포의 에너지 소비에 따른 환경 피해,모델 개발·배포의 에너지 소비에 따른 환경 피해,Environmental harm from model development and deployment energy use,Environmental harm from model development and deployment energy use,False,RETAIN_STANDARD_TERM
SRC-G-0296,General,RAI4-1269,높은 에너지 소비,높은 에너지 소비,High energy consumption,High energy consumption,False,RETAIN_STANDARD_TERM
SRC-G-0297,General,RAI4-1374,AI 데이터센터 냉각의 과도한 용수 소비,AI 데이터센터 냉각의 과도한 용수 소비,Excessive water consumption for AI data-centre cooling,Excessive water consumption for AI data-centre cooling,False,RETAIN_STANDARD_TERM
SRC-G-0298,General,RAI4-1452,생물다양성 손실,생물다양성 손실,Biodiversity loss,Biodiversity loss,False,RETAIN_STANDARD_TERM
SRC-G-0299,General,RAI4-1453,탄소 배출,탄소 배출,Carbon emissions,Carbon emissions,False,RETAIN_STANDARD_TERM
SRC-G-0300,General,RAI4-1455,전자폐기물 과다 매립,전자폐기물 과다 매립,Excessive electronic waste landfill,Excessive electronic waste landfill,False,RETAIN_STANDARD_TERM
SRC-G-0301,General,RAI4-1698,단일 목표 최적화에 의한 환경 부작용,단일 목표 최적화에 의한 환경 부작용,Environmental side effects from singleobjective optimization,Environmental side effects from singleobjective optimization,False,RETAIN_STANDARD_TERM
SRC-G-0302,General,RAI4-0346,센서 스푸핑 및 신호 주입,센서 스푸핑 및 신호 주입,Sensor spoofing and signal injection,Sensor spoofing and signal injection,False,RETAIN_STANDARD_TERM
SRC-G-0303,General,RAI4-0432,민감 개인속성 추론,민감 개인속성 추론,Sensitive personal attribute inference,Sensitive personal attribute inference,False,RETAIN_STANDARD_TERM
SRC-G-0304,General,RAI4-1056,보호 속성 추론을 통한 프라이버시 침해,보호 속성 추론을 통한 프라이버시 침해,Privacy violation through inference of protected personal attributes,Privacy violation through inference of protected personal attributes,False,RETAIN_STANDARD_TERM
SRC-G-0305,General,RAI4-1655,LLM 기반 정교한 감시·검열에 의한 자유 억압,LLM 기반 정교한 감시·검열에 의한 자유 억압,Suppression of liberties through LLMenabled surveillance and censorship,Suppression of liberties through LLMenabled surveillance and censorship,False,RETAIN_STANDARD_TERM
SRC-G-0306,General,RAI4-0514,일자리에 미치는 영향,일자리에 미치는 영향,Impact on jobs,Impact on jobs,False,RETAIN_STANDARD_TERM
SRC-G-0307,General,RAI4-1065,업무 자동화로 인한 고용 악화,업무 자동화로 인한 고용 악화,Negative employment effects from task automation,Negative employment effects from task automation,False,RETAIN_STANDARD_TERM
SRC-G-0308,General,RAI4-1232,산업 교란,산업 교란,Disruption of industries,Disruption of industries,False,RETAIN_STANDARD_TERM
SRC-G-0309,General,RAI4-1445,불평등과 기술적 충격에 따른 사회 불안정,불평등과 기술적 충격에 따른 사회 불안정,Societal destabilisation from inequality and technological disruption,Societal destabilisation from inequality and technological disruption,False,RETAIN_STANDARD_TERM
SRC-G-0310,General,RAI4-1662,아웃소싱 축소에 의한 개발도상국 경제 타격,아웃소싱 축소에 의한 개발도상국 경제 타격,Harm to developing economies from retrenchment of outsourcing,Harm to developing economies from retrenchment of outsourcing,False,RETAIN_STANDARD_TERM
SRC-G-0311,General,RAI4-0384,남반구 지식 추출,남반구 지식 추출,Global South knowledge extraction,Global South knowledge extraction,False,RETAIN_STANDARD_TERM
SRC-G-0312,General,RAI4-0458,AI 관련 임금 양극화,AI 도입에 따른 임금 양극화,AI-related wage polarization,Wage polarisation associated with AI adoption,True,AUTHORITATIVE_OVERRIDE
SRC-G-0313,General,RAI4-0461,연산 자원 접근 불평등,연산 자원 접근 불평등,Compute inequality,Compute inequality,False,RETAIN_STANDARD_TERM
SRC-G-0314,General,RAI4-0505,AI 개발 과정의 노동 착취,AI 개발 과정의 노동 착취,Labor exploitation in AI development,Labor exploitation in AI development,False,RETAIN_STANDARD_TERM
SRC-G-0315,General,RAI4-0509,글로벌 AI 격차와 불평등,글로벌 AI 격차와 불평등,Global AI divide and inequality,Global AI divide and inequality,False,RETAIN_STANDARD_TERM
SRC-G-0316,General,RAI4-1011,노동 착취와 거시경제적 불평등 심화,노동 착취와 거시경제적 불평등 심화,Labor exploitation and macro-economic inequality,Labor exploitation and macro-economic inequality,False,RETAIN_STANDARD_TERM
SRC-G-0317,General,RAI4-1022,높은 비용으로 인한 접근 배제,높은 비용으로 인한 접근 배제,Exclusion from access due to high costs,Exclusion from access due to high costs,False,RETAIN_STANDARD_TERM
SRC-G-0318,General,RAI4-1224,디지털 격차 확대,디지털 격차 확대,Widening digital divide,Widening digital divide,False,RETAIN_STANDARD_TERM
SRC-G-0319,General,RAI4-1233,사회경제적 불평등 증폭과 AI 이익의 집중,사회경제적 불평등 증폭과 AI 이익의 집중,Amplified socioeconomic inequality and concentration of AI gains,Amplified socioeconomic inequality and concentration of AI gains,False,RETAIN_STANDARD_TERM
SRC-G-0320,General,RAI4-1404,데이터 노동 저평가·비가시화,데이터 노동 저평가·비가시화,Undervalued and invisible data labor,Undervalued and invisible data labor,False,RETAIN_STANDARD_TERM
SRC-G-0321,General,RAI4-1661,자본편중·시장집중·접근격차에 의한 불평등 심화,자본편중·시장집중·접근격차에 의한 불평등 심화,"Worsening inequality from capital shift, market concentration, and access gaps","Worsening inequality from capital shift, market concentration, and access gaps",False,RETAIN_STANDARD_TERM
SRC-G-0322,General,RAI4-0086,규제 차익거래,규제 차익거래,Regulatory arbitrage,Regulatory arbitrage,False,RETAIN_STANDARD_TERM
SRC-G-0323,General,RAI4-0383,AI를 매개로 한 디지털 식민주의,디지털 식민주의,AI-mediated digital colonialism,Digital colonialism,True,AUTHORITATIVE_OVERRIDE
SRC-G-0324,General,RAI4-0415,문화 해석 권위의 이전,문화 해석 권위의 이전,Redistribution of cultural authority,Redistribution of cultural authority,False,RETAIN_STANDARD_TERM
SRC-G-0325,General,RAI4-0460,AI 권력·시장 지배력의 집중,AI 권력·시장 지배력의 집중,Concentration of AI power and market control,Concentration of AI power and market control,False,RETAIN_STANDARD_TERM
SRC-G-0326,General,RAI4-0491,알고리즘 획일화,알고리즘 획일화,Algorithmic monoculture,Algorithmic monoculture,False,RETAIN_STANDARD_TERM
SRC-G-0327,General,RAI4-0499,AI 공급자 종속,AI 공급자 종속,AI provider lock-in dependency,AI provider lock-in dependency,False,RETAIN_STANDARD_TERM
SRC-G-0328,General,RAI4-0510,AI 역량 비대칭에 따른 권력 불균형과 지정학 적 긴장,AI 역량 비대칭에 따른 권력 불균형과 지정학 적 긴장,Power asymmetries and geopolitical tension from AI capability,Power asymmetries and geopolitical tension from AI capability,False,RETAIN_STANDARD_TERM
SRC-G-0329,General,RAI4-0544,승자독식 역학,승자독식 역학,Winner-take-all dynamics,Winner-take-all dynamics,False,RETAIN_STANDARD_TERM
SRC-G-0330,General,RAI4-0568,법적 제한 우회형 데이터 수집에 의한 규제 위반,법적 제한 우회형 데이터 수집에 의한 규제 위반,Regulatory violation through circumventive data acquisition,Regulatory violation through circumventive data acquisition,False,RETAIN_STANDARD_TERM
SRC-G-0331,General,RAI4-0731,공통 AI 플랫폼 집중에 따른 단일 장애점,공통 AI 플랫폼 집중에 따른 단일 장애점,Centralized points of failure from common AI platforms,Centralized points of failure from common AI platforms,False,RETAIN_STANDARD_TERM
SRC-G-0332,General,RAI4-0960,AI 표적화를 통한 대규모 조작의 산업화,표적 설득을 통한 대규모 조작의 산업화,Industrialized mass manipulation through AI-driven targeting,Industrialised mass manipulation through targeted persuasion,True,AUTHORITATIVE_OVERRIDE
SRC-G-0333,General,RAI4-1251,가치 고정,가치 고정,Value lock-in,Value lock-in,False,RETAIN_STANDARD_TERM
SRC-G-0334,General,RAI4-1414,AI 지식의 사유화,AI 지식의 사유화,Privatization of AI knowledge,Privatization of AI knowledge,False,RETAIN_STANDARD_TERM
SRC-G-0335,General,RAI4-1663,기업 권력 비대칭에 의한 규제 포획,기업 권력 비대칭에 의한 규제 포획,Regulatory capture from corporate power asymmetry,Regulatory capture from corporate power asymmetry,False,RETAIN_STANDARD_TERM
SRC-G-0336,General,RAI4-0120,선호 형성 캡처,선호 형성 캡처,Preference formation capture,Preference formation capture,False,RETAIN_STANDARD_TERM
SRC-G-0337,General,RAI4-0425,사회집단의 재현적 피해·고정관념 및 비가시화,사회집단의 재현적 피해·고정관념 및 비가시화,"Representational harm, stereotyping, and erasure of social groups","Representational harm, stereotyping, and erasure of social groups",False,RETAIN_STANDARD_TERM
SRC-G-0338,General,RAI4-0676,사회 집단에 대한 모델의 차별적 결정과 산출,사회 집단에 대한 모델의 차별적 결정과 산출,Discriminatory model decisions and outputs against social groups,Discriminatory model decisions and outputs against social groups,False,RETAIN_STANDARD_TERM
SRC-G-0339,General,RAI4-0697,개발자 가치 각인 편향,개발자 가치 각인 편향,Developer value embedding bias,Developer value embedding bias,False,RETAIN_STANDARD_TERM
SRC-G-0340,General,RAI4-0698,가치 고착 및 결과 동질화,가치 고착 및 결과 동질화,Value lock-in and outcome homogenization,Value lock-in and outcome homogenization,False,RETAIN_STANDARD_TERM
SRC-G-0341,General,RAI4-0700,편향된 진술 및 권장 사항,편향된 진술 및 권장 사항,Biased statements and recommendations,Biased statements and recommendations,False,RETAIN_STANDARD_TERM
SRC-G-0342,General,RAI4-0701,설명 조작에 의한 편향 은폐,설명 조작에 의한 편향 은폐,Bias concealment through manipulated explanations,Bias concealment through manipulated explanations,False,RETAIN_STANDARD_TERM
SRC-G-0343,General,RAI4-0711,편향 증폭과 결과 균질화,편향 증폭과 결과 균질화,Bias amplification and outcome homogenization,Bias amplification and outcome homogenization,False,RETAIN_STANDARD_TERM
SRC-G-0344,General,RAI4-0713,완화 조치 이후에도 존속하는 고정관념 편향,완화 조치 이후에도 존속하는 고정관념 편향,Persistence of stereotypical bias despite mitigation measures,Persistence of stereotypical bias despite mitigation measures,False,RETAIN_STANDARD_TERM
SRC-G-0345,General,RAI4-0722,모델 설계 기인 차별적 출력,모델 설계 기인 차별적 출력,Model-design-induced discriminatory outputs,Model-design-induced discriminatory outputs,False,RETAIN_STANDARD_TERM
SRC-G-0346,General,RAI4-0883,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,Long-term effects of AI model biases on user judgment,Long-term effects of AI model biases on user judgment,False,RETAIN_STANDARD_TERM
SRC-G-0347,General,RAI4-1018,유해 편향의 내재화와 증폭,유해 편향의 내재화와 증폭,Embedding and amplification of harmful biases,Embedding and amplification of harmful biases,False,RETAIN_STANDARD_TERM
SRC-G-0348,General,RAI4-1291,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,시민 심사와 맞춤형 선전을 통한 편향적 영향 력,Biased influence through citizen screening and tailored propaganda,Biased influence through citizen screening and tailored propaganda,False,RETAIN_STANDARD_TERM
SRC-G-0349,General,RAI4-1299,체계적 학습 오류 편향,체계적 학습 오류 편향,Systematic learning error bias,Systematic learning error bias,False,RETAIN_STANDARD_TERM
SRC-G-0350,General,RAI4-1311,심리적 특성에 따른 행동 편향,심리적 특성에 따른 행동 편향,Behavioral bias from stable psychological traits,Behavioral bias from stable psychological traits,False,RETAIN_STANDARD_TERM
SRC-G-0351,General,RAI4-1329,추천 시스템의 인간중심 편향 증폭,추천 시스템의 인간중심 편향 증폭,Anthropocentric bias amplification by recommenders,Anthropocentric bias amplification by recommenders,False,RETAIN_STANDARD_TERM
SRC-G-0352,General,RAI4-1387,악성 사전분포에 의한 의사결정 조작,악성 사전분포에 의한 의사결정 조작,Decision manipulation via malign priors,Decision manipulation via malign priors,False,RETAIN_STANDARD_TERM
SRC-G-0353,General,RAI4-1413,연구인력 동질성에 따른 시스템 편향 산출,연구인력 동질성에 따른 시스템 편향 산출,Biased system outputs from researcher homogeneity,Biased system outputs from researcher homogeneity,False,RETAIN_STANDARD_TERM
SRC-G-0354,General,RAI4-1503,내재 가치 평가 편향,내재 가치 평가 편향,Biased evaluation of encoded values,Biased evaluation of encoded values,False,RETAIN_STANDARD_TERM
SRC-G-0355,General,RAI4-0493,피해 인지·측정 실패,피해 인지·측정 실패,Harm perception and measurement failure,Harm perception and measurement failure,False,RETAIN_STANDARD_TERM
SRC-G-0356,General,RAI4-1298,도덕적 탈숙련화,도덕적 탈숙련화,Moral deskilling,Moral deskilling,False,RETAIN_STANDARD_TERM
SRC-G-0357,General,RAI4-0864,기술 이용에 따른 사회적 고립과 자기소외,기술 이용에 따른 사회적 고립과 자기소외,Social isolation and self-estrangement from technology use,Social isolation and self-estrangement from technology use,False,RETAIN_STANDARD_TERM
SRC-G-0358,General,RAI4-0132,사용자 영합적 응답(아첨),사용자 영합적 응답(아첨),Sycophancy toward user beliefs and preferences,Sycophancy toward user beliefs and preferences,False,RETAIN_STANDARD_TERM
SRC-G-0359,General,RAI4-0141,사용자 선호·선택의 조작적 유도,사용자 선호·선택의 조작적 유도,Manipulative steering of user preferences and choices,Manipulative steering of user preferences and choices,False,RETAIN_STANDARD_TERM
SRC-G-0360,General,RAI4-0149,챗봇 교제에 대한 정서적·사회적 의존,챗봇 교제에 대한 정서적·사회적 의존,Emotional dependence on chatbot companionship,Emotional dependence on chatbot companionship,False,RETAIN_STANDARD_TERM
SRC-G-0361,General,RAI4-0155,미성년자의 AI 설득 취약성,미성년자의 AI 설득 취약성,Minor susceptibility to AI persuasion,Minor susceptibility to AI persuasion,False,RETAIN_STANDARD_TERM
SRC-G-0362,General,RAI4-0159,AI 동반자에 의한 외로움 대체,AI 동반자에 의한 외로움 대체,Loneliness substitution by AI companions,Loneliness substitution by AI companions,False,RETAIN_STANDARD_TERM
SRC-G-0363,General,RAI4-0160,AI에 의한 심리적 고통·괴롭힘 증폭,AI에 의한 심리적 고통·괴롭힘 증폭,AI amplification of psychological distress and abuse,AI amplification of psychological distress and abuse,False,RETAIN_STANDARD_TERM
SRC-G-0364,General,RAI4-0173,돌봄 맥락 취약계층에 대한 AI 조작,돌봄 맥락 취약계층에 대한 AI 조작,AI manipulation of vulnerable groups in care contexts,AI manipulation of vulnerable groups in care contexts,False,RETAIN_STANDARD_TERM
