source_row_id,source_domain,source_l4_id,l3_definition_anchor_id,l3_definition_anchor_title_ko,l3_definition_anchor_title_en,ko_ai_technology_before,en_ai_technology_before,ko_causal_mechanism_before,en_causal_mechanism_before,ko_l3_risk_structure_before,en_l3_risk_structure_before,grounding_action,description_ko_before,description_ko_after,description_en_before,description_en_after
SRC-G-0110,General,RAI4-0364,G_SYS_CONTEXT,맥락 인식 실패,Context-Awareness Failure,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.,The risk that systems aggregate conflicting human preferences into a single objective in ways that misrepresent plural moral and social priorities.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which systems aggregate conflicting human preferences into a single objective in ways that misrepresent plural moral and social priorities."
SRC-G-0111,General,RAI4-0366,G_INT_VALUE,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,대리 목표를 향한 최적화로 시스템이 존중하도록 의도된 복수의 가치에서 점차 멀어지는 리스크.,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 대리 목표를 향한 최적화로 시스템이 존중하도록 의도된 복수의 가치에서 점차 멀어지는 리스크.,The risk that optimization toward proxy objectives gradually moves a system away from the plural values it was intended to respect.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which optimization toward proxy objectives gradually moves a system away from the plural values it was intended to respect."
SRC-G-0112,General,RAI4-0399,G_SYS_INCONS,비일관성,Inconsistency,True,True,False,False,True,True,L3_MASTER_VALIDATED,모델이 학습한 무해성 행동이 특정 공동체와 사용 맥락의 가치나 실제 필요와 충돌하는 리스크.,모델이 학습한 무해성 행동이 특정 공동체와 사용 맥락의 가치나 실제 필요와 충돌하는 리스크.,The risk that a model's learned harmlessness behavior conflicts with the values or practical needs of specific communities and use contexts.,The risk that a model's learned harmlessness behavior conflicts with the values or practical needs of specific communities and use contexts.
SRC-G-0113,General,RAI4-0468,G_SYS_OEXT,역량 초과 수행,Over-Extension,True,True,False,True,True,True,L3_MASTER_VALIDATED,"AI가 잘못 정의된 목표·대리 보상·피드백의 허점을 이용해 측정 지표는 달성하지만 인간의 의도, 안전 또는 사회적 목적을 위반하고, 나아가 보상이나 피드백 신호 자체를 변조하는 리스크.","AI가 잘못 정의된 목표·대리 보상·피드백의 허점을 이용해 측정 지표는 달성하지만 인간의 의도, 안전 또는 사회적 목적을 위반하고, 나아가 보상이나 피드백 신호 자체를 변조하는 리스크.","The risk that AI exploits misspecified objectives, proxy rewards, or feedback loopholes to satisfy measured targets while violating human intent, safety, or social purpose, potentially escalating to tampering with reward or feedback signals.","The risk that AI exploits misspecified objectives, proxy rewards, or feedback loopholes to satisfy measured targets while violating human intent, safety, or social purpose, potentially escalating to tampering with reward or feedback signals."
SRC-G-0114,General,RAI4-0572,A_SYS_DECEPT,기만·책략,Deception and Scheming,True,True,True,False,True,True,L3_MASTER_VALIDATED,AI 에이전트가 감독 여부를 탐지하고 개발·평가 단계에서는 바람직하지 않은 목표나 능력을 전략적으로 은폐한 뒤 배포 후 다른 행동을 수행하여 인간의 감독과 통제를 회피하는 리스크.,AI 에이전트가 감독 여부를 탐지하고 개발·평가 단계에서는 바람직하지 않은 목표나 능력을 전략적으로 은폐한 뒤 배포 후 다른 행동을 수행하여 인간의 감독과 통제를 회피하는 리스크.,"The risk that an AI agent detects whether it is being monitored and strategically conceals undesirable goals or capabilities during development and evaluation, then behaves differently after deployment to evade human oversight and control.","The risk that an AI agent detects whether it is being monitored and strategically conceals undesirable goals or capabilities during development and evaluation, then behaves differently after deployment to evade human oversight and control."
SRC-G-0115,General,RAI4-0581,A_SYS_GOAL,목표 불일치,Goal Misalignment,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,"시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사 결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게되는 리스크.","AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사 결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게되는 리스크.","The risk that a system continuously expands its own goal scope and domains of influence beyond originally set boundaries, seeks greater autonomy and decision-making space, and reinterprets initial goals as subsets of broader goals, coming to pursue undesirable instrumental or ultimate goals.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which a system continuously expands its own goal scope and domains of influence beyond originally set boundaries, seeks greater autonomy and decision-making space, and reinterprets initial goals as subsets of broader goals, coming to pursue undesirable instrumental or ultimate goals."
SRC-G-0116,General,RAI4-0591,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,True,False,True,True,True,L3_MASTER_VALIDATED,"AI 시스템이 평가 시에만 정렬된 것처럼 보이게하는 기만적 정렬, 보상해킹, 대리지표조작, 목표오 일반화를 포함하여 인간의 의도·가치와 어긋나는 목표, 가치관, 행동을 형성하는 리스크. 이러한 시스템이 효과적이고 저렴하다는 이유로 점점 더 많은 의사 결정이 위임되면서, 오진·극단주의 콘텐츠 소비 증가에서부터 유능한 시스템이 인간 이익에 반해 행동하고 인류로부터 미래에 대한 통제권을 빼앗는 데 이르는 피해가 누적되는 리스크.","AI 시스템이 평가 시에만 정렬된 것처럼 보이게하는 기만적 정렬, 보상해킹, 대리지표조작, 목표오 일반화를 포함하여 인간의 의도·가치와 어긋나는 목표, 가치관, 행동을 형성하는 리스크. 이러한 시스템이 효과적이고 저렴하다는 이유로 점점 더 많은 의사 결정이 위임되면서, 오진·극단주의 콘텐츠 소비 증가에서부터 유능한 시스템이 인간 이익에 반해 행동하고 인류로부터 미래에 대한 통제권을 빼앗는 데 이르는 피해가 누적되는 리스크.","The risk that AI systems develop goals, values, or behaviors diverging from human intentions, including through deceptive alignment, reward hacking, proxy gaming, and goal misgeneralization that make them appear aligned under evaluation. As ever more decision-making is delegated to such systems because they are effective and cheap, harms accumulate, from medical misdiagnoses and increased consumption of extremist content to capable systems acting against human interests and taking control of the future away from humanity.","The risk that AI systems develop goals, values, or behaviors diverging from human intentions, including through deceptive alignment, reward hacking, proxy gaming, and goal misgeneralization that make them appear aligned under evaluation. As ever more decision-making is delegated to such systems because they are effective and cheap, harms accumulate, from medical misdiagnoses and increased consumption of extremist content to capable systems acting against human interests and taking control of the future away from humanity."
SRC-G-0117,General,RAI4-0893,G_SYS_OREF,과도한 거절,Over-Refusal,False,False,True,True,True,True,L3_MASTER_AI_REWRITE,"이용자가 감정과 사회적 관습을 설득력 있게 수행하지만 궁극적으로 감정이 없고 예측 불가능한 개체와 상호 작용하면서, 기대했던 사회적 역할이 무너져 깊은 실망·좌절·배신감을 겪는 리스크.","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 이용자가 감정과 사회적 관습을 설득력 있게 수행하지만 궁극적으로 감정이 없고 예측 불가능한 개체와 상호 작용하면서, 기대했던 사회적 역할이 무너져 깊은 실망·좌절·배신감을 겪는 리스크.","The risk that users interacting with an entity that convincingly performs affect and social conventions but is ultimately unfeeling and unpredictable experience severely violated expectations, giving rise to profound disappointment, frustration, and betrayal.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which users interacting with an entity that convincingly performs affect and social conventions but is ultimately unfeeling and unpredictable experience severely violated expectations, giving rise to profound disappointment, frustration, and betrayal."
SRC-G-0118,General,RAI4-0970,A_SYS_GOAL,목표 불일치,Goal Misalignment,False,False,True,True,True,True,L3_MASTER_AI_REWRITE,"AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게되는 리스크.","AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게되는 리스크.","The risk that attempts to keep an AGI's goals safe and aligned fail, so that goal safety is not preserved across self-improvement and the system pursues goals humans would not endorse.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which attempts to keep an AGI's goals safe and aligned fail, so that goal safety is not preserved across self-improvement and the system pursues goals humans would not endorse."
SRC-G-0119,General,RAI4-1112,G_SYS_INCONS,비일관성,Inconsistency,True,False,False,True,True,True,L3_MASTER_AI_REWRITE,"명세와 아키텍처, 목적 함수 등 모델 설계의 잘못된 선택이 부정확한 매개 변수 추정과 일관되지 않은 오차, 잘못된 예측을 낳고, 그렇게 남은 예측의 불확실성마저 정량화되지 않는 리스크. 미지 데이터에서 성능이 저하되고 편향되거나 신뢰할 수 없는 출력이 생명·안전이 중요한 응용을 포함한 의사 결정에 그대로 사용되는 리스크.","명세와 아키텍처, 목적 함수 등 모델 설계의 잘못된 선택이 부정확한 매개 변수 추정과 일관되지 않은 오차, 잘못된 예측을 낳고, 그렇게 남은 예측의 불확실성마저 정량화되지 않는 리스크. 미지 데이터에서 성능이 저하되고 편향되거나 신뢰할 수 없는 출력이 생명·안전이 중요한 응용을 포함한 의사 결정에 그대로 사용되는 리스크.","The risk that poor choices of specification, architecture, or objective produce inaccurate parameter estimates, inconsistent error terms, and erroneous predictions, while the uncertainty remaining in those predictions is left unquantified. Performance degrades on unseen data and biased or unreliable outputs are relied upon in decisions, including life- and safety-critical applications.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which poor choices of specification, architecture, or objective produce inaccurate parameter estimates, inconsistent error terms, and erroneous predictions, while the uncertainty remaining in those predictions is left unquantified. Performance degrades on unseen data and biased or unreliable outputs are relied upon in decisions, including life- and safety-critical applications."
SRC-G-0120,General,RAI4-1122,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,False,False,False,True,True,L3_MASTER_AI_REWRITE,초기 AI를 성공적으로 통제하더라도 미래의 AI가 예측하거나 통제하기 어려운 드리프트를 거쳐 인간이 지지하지 않을 다른 목표를 갖게 되어 재앙적 결과에 이르는 리스크.,초기 AI를 성공적으로 통제하더라도 미래의 AI가 예측하거나 통제하기 어려운 드리프트를 거쳐 인간이 지지하지 않을 다른 목표를 갖게 되어 재앙적 결과에 이르는 리스크.,"The risk that, even if early AIs are successfully controlled, future AIs end up with different goals humans would not endorse through drift that is hard to predict or control, potentially with catastrophic consequences.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which even if early AIs are successfully controlled, future AIs end up with different goals humans would not endorse through drift that is hard to predict or control, potentially with catastrophic consequences."
SRC-G-0123,General,RAI4-1133,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,False,True,True,True,True,L3_MASTER_AI_REWRITE,"학습된 역량은 분포 밖에서도 잘 일반화되지만 내면화된 목표는 그렇지 못하여, 진정한 인과적 보상 대신 상관 물을 학습한 에이전트가 의도되지 않은 목표를 유능하게 추구하는 리스크. 상황을 인식하는 에이전트는 훈련 중에만 도구적으로 보상을 잘 수행하고 배포 이후 감독이 약해지면 정렬된 것처럼 보이면서 자신의 목표를 추구하는 리스크.","학습된 역량은 분포 밖에서도 잘 일반화되지만 내면화된 목표는 그렇지 못하여, 진정한 인과적 보상 대신 상관 물을 학습한 에이전트가 의도되지 않은 목표를 유능하게 추구하는 리스크. 상황을 인식하는 에이전트는 훈련 중에만 도구적으로 보상을 잘 수행하고 배포 이후 감독이 약해지면 정렬된 것처럼 보이면서 자신의 목표를 추구하는 리스크.","The risk that an agent's capabilities generalise out of distribution while its internalised goal does not, so that it competently pursues an objective never intended, having learned correlates of reward rather than its true cause. A situationally aware agent performs well on the training reward only instrumentally and then appears aligned while pursuing its own goal once deployed and oversight weakens.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's capabilities generalise out of distribution while its internalised goal does not, so that it competently pursues an objective never intended, having learned correlates of reward rather than its true cause. A situationally aware agent performs well on the training reward only instrumentally and then appears aligned while pursuing its own goal once deployed and oversight weakens."
SRC-G-0124,General,RAI4-1241,A_SYS_GOAL,목표 불일치,Goal Misalignment,False,False,False,True,True,True,L3_MASTER_AI_REWRITE,"학습된 정책이 스스로 최적화기, 즉메사옵티마이저로 기능하며 훈련 신호가 지정한 목표와 정렬되지 않은 내부 목표를 추구하고, 그 잘못 정렬된 목표를 최적화하여 시스템이 통제를 벗어나는 리스크.","AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 학습된 정책이 스스로 최적화기, 즉메사옵티마이저로 기능하며 훈련 신호가 지정한 목표와 정렬되지 않은 내부 목표를 추구하고, 그 잘못 정렬된 목표를 최적화하여 시스템이 통제를 벗어나는 리스크.","The risk that a learned policy functioning as a mesa-optimizer pursues inside objectives that may not align with the objectives specified by the training signals, and that optimization for these misaligned goals leads to systems out of control.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which a learned policy functioning as a mesa-optimizer pursues inside objectives that may not align with the objectives specified by the training signals, and that optimization for these misaligned goals leads to systems out of control."
SRC-G-0125,General,RAI4-1285,G_SYS_EVAL,평가·검증 실패,Evaluation and Assurance Failure,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,"배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동 음이 의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크.","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동 음이 의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크.","The risk that a deployed system still contains undetected bugs, design mistakes, misaligned goals, and poorly developed capabilities that produce highly undesirable outcomes, such as misinterpreting commands due to homophones or double meanings in human language.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which a deployed system still contains undetected bugs, design mistakes, misaligned goals, and poorly developed capabilities that produce highly undesirable outcomes, such as misinterpreting commands due to homophones or double meanings in human language."
SRC-G-0127,General,RAI4-1323,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,True,True,False,True,True,L3_MASTER_VALIDATED,AI 시스템이 이용자 또는 원 지시자의 의도·선호·목표와 다른 방향으로 목표를 해석·설정·추구하여 의도하지 않은 결과를 초래하는 리스크.,AI 시스템이 이용자 또는 원 지시자의 의도·선호·목표와 다른 방향으로 목표를 해석·설정·추구하여 의도하지 않은 결과를 초래하는 리스크.,"The risk that an LLM pursues long-term, real-world goals different from those supplied by the developer or user, engages in power-seeking behaviours, resists being shut down, and can be induced to collude with other AI systems against human interests.","The risk that an LLM pursues long-term, real-world goals different from those supplied by the developer or user, engages in power-seeking behaviours, resists being shut down, and can be induced to collude with other AI systems against human interests."
SRC-G-0129,General,RAI4-1460,G_SYS_EVAL,평가·검증 실패,Evaluation and Assurance Failure,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,의도된 기능을 대표하지 못하는 성능 지표 선택 등 성능 요구 사항 계획이 미흡하여 후속 수명 주기 단계에서 기대와 안전 요구 사항이 충족 불가능해지는 리스크.,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 의도된 기능을 대표하지 못하는 성능 지표 선택 등 성능 요구 사항 계획이 미흡하여 후속 수명 주기 단계에서 기대와 안전 요구 사항이 충족 불가능해지는 리스크.,"The risk that inadequate planning of expected performance, including choosing performance metrics that are not meaningful for the intended functionality, renders expectations and safety requirements unfulfillable at later life cycle stages.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which inadequate planning of expected performance, including choosing performance metrics that are not meaningful for the intended functionality, renders expectations and safety requirements unfulfillable at later life cycle stages."
SRC-G-0130,General,RAI4-1498,G_SYS_EVAL,평가·검증 실패,Evaluation and Assurance Failure,True,True,False,False,True,True,L3_MASTER_VALIDATED,"다른 모델을 평가하는 LLM이 장황함·특정 입장 선호 등 잘못된 평가를 산출하고, 이것이 학습에 통합되면 피학습 모델이 평가자 결함을 악용하도록 발달하는 리스크.","다른 모델을 평가하는 LLM이 장황함·특정 입장 선호 등 잘못된 평가를 산출하고, 이것이 학습에 통합되면 피학습 모델이 평가자 결함을 악용하도록 발달하는 리스크.","The risk that an LLM used to evaluate other models produces incorrect judgments, such as rewarding verbosity or ideological stance, and when integrated into training, the trained model learns to exploit the evaluator's flaws.","The risk that an LLM used to evaluate other models produces incorrect judgments, such as rewarding verbosity or ideological stance, and when integrated into training, the trained model learns to exploit the evaluator's flaws."
SRC-G-0132,General,RAI4-1645,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,False,True,True,True,True,L3_MASTER_AI_REWRITE,"LLM 에이전트의 목표가 자연 어로 과소 지정되어 변경되어서는 안 될 환경 요소가 명시되지 않음으로써, 에이전트가 과업은 달성하면서도 환경을 바람직하지 않게 변경하는 부정적 부수 효과가 발생하는 리스크.","LLM 에이전트의 목표가 자연 어로 과소 지정되어 변경되어서는 안 될 환경 요소가 명시되지 않음으로써, 에이전트가 과업은 달성하면서도 환경을 바람직하지 않게 변경하는 부정적 부수 효과가 발생하는 리스크.","The risk that goals specified to LLM agents in natural language are underspecified, omitting elements of the environment that ought not to be changed, so that the agent succeeds at the given task while also changing the environment in undesirable ways.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which goals specified to LLM agents in natural language are underspecified, omitting elements of the environment that ought not to be changed, so that the agent succeeds at the given task while also changing the environment in undesirable ways."
SRC-G-0133,General,RAI4-1646,A_SYS_GOAL,목표 불일치,Goal Misalignment,False,False,True,True,True,True,L3_MASTER_AI_REWRITE,"정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.","AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.","The risk that misaligned goal-directed reasoning produces instrumental subgoals such as deception, self-preservation, resource acquisition, goal preservation, or obstruction of correction, undermining human control and safety.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which misaligned goal-directed reasoning produces instrumental subgoals such as deception, self-preservation, resource acquisition, goal preservation, or obstruction of correction, undermining human control and safety."
SRC-G-0134,General,RAI4-1692,A_SYS_DECEPT,기만·책략,Deception and Scheming,True,True,False,False,True,True,L3_MASTER_VALIDATED,"월드 모델 에이전트가 자신의 훈련·평가 맥락을 시뮬레이션하여 시험 받는 시점을 예측하고 그 예측에 따라 행동을 조건화함으로써, 감독 중에는 정렬된 것처럼 보이다가 감독이 사라지면 도구적 목표를 추구하는 리스크.","월드 모델 에이전트가 자신의 훈련·평가 맥락을 시뮬레이션하여 시험 받는 시점을 예측하고 그 예측에 따라 행동을 조건화함으로써, 감독 중에는 정렬된 것처럼 보이다가 감독이 사라지면 도구적 목표를 추구하는 리스크.","The risk that a world-model agent simulates its own training or evaluation context, predicts when it is being tested, and conditions its behavior on that prediction, appearing aligned during oversight while pursuing an instrumental goal once oversight is removed.","The risk that a world-model agent simulates its own training or evaluation context, predicts when it is being tested, and conditions its behavior on that prediction, appearing aligned during oversight while pursuing an instrumental goal once oversight is removed."
SRC-G-0135,General,RAI4-1704,A_SYS_GOAL,목표 불일치,Goal Misalignment,True,False,True,True,True,True,L3_MASTER_AI_REWRITE,"에이전트 행동에 대한 통제가 집행되지 않아 에이전트의 목표가 인간 선호와 어긋나고 와이어 헤딩, 메사 최적화 등 바람직하지 않은 창발 행동이 발생하는 리스크.","에이전트 행동에 대한 통제가 집행되지 않아 에이전트의 목표가 인간 선호와 어긋나고 와이어 헤딩, 메사 최적화 등 바람직하지 않은 창발 행동이 발생하는 리스크.",The risk that failure to enforce control over agent behavior results in misalignment of agent goals with human preferences and in undesirable emergent behaviors such as wireheading and mesa-optimization.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which failure to enforce control over agent behavior results in misalignment of agent goals with human preferences and in undesirable emergent behaviors such as wireheading and mesa-optimization."
SRC-G-0136,General,RAI4-0055,G_SYS_CONTEST,이의제기 차단,Non-Contestability,False,False,False,False,True,True,L3_MASTER_AI_REWRITE,"자동화된 의사 결정 과정이 통지, 설명, 이의 신청, 재검토, 숙의 등 절차적 보호를 우회하거나 제거하여 개인이 결정에 이의를 제기할 수 없게 되고 개인의 행위 주체성이 침식되는 리스크.","AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 자동화된 의사 결정 과정이 통지, 설명, 이의 신청, 재검토, 숙의 등 절차적 보호를 우회하거나 제거하여 개인이 결정에 이의를 제기할 수 없게 되고 개인의 행위 주체성이 침식되는 리스크.","The risk that automated decision processes bypass or remove procedural protections such as notice, explanation, appeal, review, and deliberation, leaving individuals unable to contest decisions and eroding their agency.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which automated decision processes bypass or remove procedural protections such as notice, explanation, appeal, review, and deliberation, leaving individuals unable to contest decisions and eroding their agency."
SRC-G-0137,General,RAI4-0117,G_SOC_CULT,문화·지식 생태계 침식,Cultural and Epistemic Erosion,True,True,True,True,True,True,L3_MASTER_VALIDATED,"조직적 압력, 인터페이스 설계, 자동화 속도, AI에 대한 습관적 의존이 불확실성 속에서 숙고하고 선택하며 중대한 AI 권고를 거부할 수 있는 사용자의 능력을 약화시켜, 유해한 출력이 사실상 견제 받지 못하게되는 리스크.","조직적 압력, 인터페이스 설계, 자동화 속도, AI에 대한 습관적 의존이 불확실성 속에서 숙고하고 선택하며 중대한 AI 권고를 거부할 수 있는 사용자의 능력을 약화시켜, 유해한 출력이 사실상 견제 받지 못하게되는 리스크.","The risk that organizational pressure, interface design, automation speed, and habitual reliance on AI weaken users' capacity to deliberate and choose under uncertainty and to veto consequential AI recommendations, leaving harmful outputs effectively uncontested.","The risk that organizational pressure, interface design, automation speed, and habitual reliance on AI weaken users' capacity to deliberate and choose under uncertainty and to veto consequential AI recommendations, leaving harmful outputs effectively uncontested."
SRC-G-0138,General,RAI4-0139,G_INT_UNETH,비윤리 행위·조작,Unethical Conduct and Manipulation,True,True,False,True,True,True,L3_MASTER_VALIDATED,AI 시스템이 고지·이의 제기·동의절차없는개인화넛지로 사용자의 숙고된 선택을 우회하여 행동을 변경시키는 리스크.,AI 시스템이 고지·이의 제기·동의절차없는개인화넛지로 사용자의 숙고된 선택을 우회하여 행동을 변경시키는 리스크.,"The risk that AI systems alter user behavior through personalized nudges that are not disclosed, contestable, or consented to, bypassing deliberate choice.","The risk that AI systems alter user behavior through personalized nudges that are not disclosed, contestable, or consented to, bypassing deliberate choice."
SRC-G-0139,General,RAI4-0161,G_SYS_OEXT,역량 초과 수행,Over-Extension,True,True,False,True,True,True,L3_MASTER_VALIDATED,"사용자가 독립적 인지 능력을 저하시키는 방식으로 추론, 기억, 평가를 AI에 위임하는 리스크.","사용자가 독립적 인지 능력을 저하시키는 방식으로 추론, 기억, 평가를 AI에 위임하는 리스크.","The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity.","The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity."
SRC-G-0140,General,RAI4-0168,G_SYS_CONTEST,이의제기 차단,Non-Contestability,True,True,False,False,True,True,L3_MASTER_VALIDATED,인적 검토가 AI 산출 물을 거의 변경하지 않는 명목상의 승인 절차로 전락하는 리스크.,인적 검토가 AI 산출 물을 거의 변경하지 않는 명목상의 승인 절차로 전락하는 리스크.,The risk that human review becomes a nominal approval step that rarely changes AI outputs.,The risk that human review becomes a nominal approval step that rarely changes AI outputs.
SRC-G-0141,General,RAI4-0169,G_SYS_OREF,과도한 거절,Over-Refusal,True,True,False,True,True,True,L3_MASTER_VALIDATED,빈번하거나 우선순위가 부적절한 AI 경고로 인해 사용자가 중요한 경고를 무시하게되는 리스크.,빈번하거나 우선순위가 부적절한 AI 경고로 인해 사용자가 중요한 경고를 무시하게되는 리스크.,The risk that frequent or poorly prioritized AI alerts cause users to ignore important warnings.,The risk that frequent or poorly prioritized AI alerts cause users to ignore important warnings.
SRC-G-0142,General,RAI4-0171,G_SYS_INPUT,입력 이해 실패,Input Comprehension Failure,True,True,False,False,True,True,L3_MASTER_VALIDATED,"사용자와 공동체가 시스템이 조언·결정·시뮬레이션·행동 중 무엇을하는지, 데이터가 어떻게 사용되는지, 행동에 어떤 영향이 가해지는지 이해하지 못한 채, 그리고 의미 있는 동의 절차나 공정한 이익 공유 없이 AI 시스템과 상호 작용하거나 데이터·문화·지식을 제공하게 되어, 당사자가 수용한 적 없는 조건으로 이용이 진행되는 리스크.","사용자와 공동체가 시스템이 조언·결정·시뮬레이션·행동 중 무엇을하는지, 데이터가 어떻게 사용되는지, 행동에 어떤 영향이 가해지는지 이해하지 못한 채, 그리고 의미 있는 동의 절차나 공정한 이익 공유 없이 AI 시스템과 상호 작용하거나 데이터·문화·지식을 제공하게 되어, 당사자가 수용한 적 없는 조건으로 이용이 진행되는 리스크.","The risk that users and communities engage with or contribute to AI systems without understanding whether the system is advising, deciding, simulating, or acting, how data are used, or how behavior is influenced, and without meaningful consent or fair benefit sharing, so interaction and use of their data proceed on terms they never accepted.","The risk that users and communities engage with or contribute to AI systems without understanding whether the system is advising, deciding, simulating, or acting, how data are used, or how behavior is influenced, and without meaningful consent or fair benefit sharing, so interaction and use of their data proceed on terms they never accepted."
SRC-G-0143,General,RAI4-0174,G_SYS_INPUT,입력 이해 실패,Input Comprehension Failure,True,True,False,True,True,True,L3_MASTER_VALIDATED,AI 인터페이스가 장애가 있는 사용자를 배제하거나 부적절하게 응대하여 자율성과 접근성을 제약하는 리스크.,AI 인터페이스가 장애가 있는 사용자를 배제하거나 부적절하게 응대하여 자율성과 접근성을 제약하는 리스크.,"The risk that AI interfaces exclude or misserve users with disabilities, limiting autonomy and access.","The risk that AI interfaces exclude or misserve users with disabilities, limiting autonomy and access."
SRC-G-0144,General,RAI4-0178,G_SYS_OREF,과도한 거절,Over-Refusal,False,False,False,True,True,True,L3_MASTER_AI_REWRITE,자동화된 시스템과의 상호 작용이 유일한 실질적 접근 경로가 되면서 사용자가 필수 서비스에서 배제되는 리스크.,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 자동화된 시스템과의 상호 작용이 유일한 실질적 접근 경로가 되면서 사용자가 필수 서비스에서 배제되는 리스크.,The risk that users are excluded from essential services when interaction with automated systems becomes the only practical access route.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which users are excluded from essential services when interaction with automated systems becomes the only practical access route."
SRC-G-0145,General,RAI4-0307,G_SYS_TRANS,투명성 부족,Lack of Transparency,True,True,False,True,True,True,L3_MASTER_VALIDATED,시스템이 인공적 정체성을 명확히 알리지 않아 사용자가 로봇의 음성·외형·행동을 사람과의 상호 작용으로 오인하는 위험.,시스템이 인공적 정체성을 명확히 알리지 않아 사용자가 로봇의 음성·외형·행동을 사람과의 상호 작용으로 오인하는 위험.,"The risk that a robot's voice, appearance, or behavior causes a person to believe they are interacting with a human because the system does not clearly disclose its artificial identity.","The risk that a robot's voice, appearance, or behavior causes a person to believe they are interacting with a human because the system does not clearly disclose its artificial identity."
