target_domain,source_row_id,source_domain,source_l4_id,source_l4_ids,title_ko,title_en,description_ko,description_en,facet,act_type,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,instruction_prompt,transformation_action,transformation_rationale,domain_route_basis,terminology_sources,l3_candidate_hint,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,coverage_change
Physical,SRC-P-0026,Physical,RAI4-0288,RAI4-0288,개인 돌봄 로봇 준수 기준 부재 리스크,Missing measurable compliance criteria for personal-care robots,로봇 표준이 위험은 제시하면서 속도· 힘· 안정성· 감지· 개입에 대한 측정 가능한 합격· 불합격 기준을 정의하지 않는 리스크.,"The risk that a personal-care robot standard names hazards but does not define measurable pass/fail thresholds for speed, force, stability, sensing, or intervention.",,,로봇 표준이 위험은 제시하면서 속도·힘·안정성·감지·개입에 대한 측정 가능한 합격·불합격 기준을 정의하지 않는 리스크.,"The risk that a personal-care robot standard names hazards but does not define measurable pass/fail thresholds for speed, force, stability, sensing, or intervention.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0027,Physical,RAI4-0290,RAI4-0290,인간-로봇 상호 행동 모델링 미흡 리스크,Failure to model reciprocal human-robot behavior,로봇이 자신의 행동이나 사용자의 반응 중 한쪽만 모델링해 양측의 움직임이 서로의 행동을 바꾸는 피드백을 놓치는 위험.,The risk that a domestic robot models only its own action or only the user's response and therefore misses feedback loops in which each party's movement changes the other's behavior.,,,로봇이 자신의 행동이나 사용자의 반응 중 한쪽만 모델링해 양측의 움직임이 서로의 행동을 바꾸는 피드백을 놓치는 위험.,A domestic robot models only its own action or only the user's response and therefore misses feedback loops in which each party's movement changes the other's behavior.,False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0028,Physical,RAI4-0291,RAI4-0291,취약 사용자 특성에 맞지 않는 안전 한계 리스크,Safety limits not adapted to vulnerable users,로봇이 조정된 보호 조치가 필요한 아동· 고령자· 장애인 등에게 일반적인 속도· 힘· 경고· 상호 작용 설정을 그대로 적용하는 위험.,"The risk that a domestic robot applies generic speed, force, warning, or interaction settings to children, older adults, disabled users, or other users who require adapted safeguards.",,,로봇이 조정된 보호조치가 필요한 아동·고령자·장애인 등에게 일반적인 속도·힘·경고·상호작 용 설정을 그대로 적용하는 위험.,"A domestic robot applies generic speed, force, warning, or interaction settings to children, older adults, disabled users, or other users who require adapted safeguards.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0029,Physical,RAI4-0293,RAI4-0293,통신 단절 및 제어 링크 손실 리스크,Communication dropout and control-link loss,로봇 또는 차량이 명령· 원격 측정· 제어 링크를 잃어 비안전 정지· 오래된 명령 또는 제어되지 않는 동작을 초래하는 위험.,"The risk that a robot loses communication or control-link connectivity during operation, reducing supervision and safe control.",,,로봇 또는 차량이 명령·원격측정·제어 링크를 잃어 비안전 정지·오래된 명령 또는 제어되지 않는 동작 을 초래하는 위험.,"A robot loses communication or control-link connectivity during operation, reducing supervision and safe control.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0030,Physical,RAI4-0296,RAI4-0296,제어루프 데드라인 미달 리스크,Control-loop deadline miss,실시간 제어 루프가 데드라인을 놓쳐 오래된 상태에서 작동이 계산되거나 안전 유지에 너무 늦게 적용되는 위험.,The risk that a safety-critical control loop misses its real-time deadline before the robot action is corrected.,,,실시간 제어 루프가 데드라인을 놓쳐 오래된 상태에서 작동이 계산되거나 안전 유지에 너무 늦게 적용되는 위험,A safety-critical control loop misses its real-time deadline before the robot action is corrected.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0031,Physical,RAI4-0297,RAI4-0297,인지· 추론 지연 급증 리스크,Perception and inference latency spike,인지 또는 모델 추론의 지연 급증이 안전 반응 창 밖에서 위험 감지 및 반응을 지연하는 위험.,The risk that a sudden delay in perception or inference slows safety-critical robot reactions.,,,인지 또는 모델 추론의 지연 급증이 안전 반응 창 밖에서 위험 감지 및 반응을 지연하는 위험.,A sudden delay in perception or inference slows safety-critical robot reactions.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0032,Physical,RAI4-0299,RAI4-0299,부하시열· 전력쓰로틀링 리스크,Thermal and power throttling under load,지속적 부하 하에 서열적 또는 전력 한계가 연산을 쓰로 틀하여 제어 및 인지에 대한 실시간 보장을 무너뜨리는 위험.,The risk that a robot’s compute or actuator performance drops under heat or power constraints during operation.,,,지속적 부하 하에서 열적 또는 전력 한계가 연산을 쓰로틀하여 제어 및 인지에 대한 실시간 보장을 무 너뜨리는 위험.,A robot’s compute or actuator performance drops under heat or power constraints during operation.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0033,Physical,RAI4-0303,RAI4-0303,백도어트리거에 의한 위험 로봇 행동 리스크,Backdoor triggers causing unsafe robot behavior,"훈련 데이터, 프롬프트컨텍스트, 모델 가중치, 소프트웨어, 업데이트에 악의적으로 삽입된 트리거가 평상시에는 정상 동작하는 로봇으로 하여금 특정 입력· 물리 조건에서 미리 정해진 위험하거나 의도되지 않은 물리 행동을 실행하게하는 리스크.","The risk that a trigger maliciously implanted in training data, prompt context, model weights, software, or updates causes a robot that otherwise behaves normally to execute predefined dangerous or unintended physical actions under specific input or physical conditions.",,,"훈련 데이터, 프롬프트 컨텍스트, 모델 가중치, 소프트웨어, 업데이트에 악의적으로 삽입된 트리거가 평상시에는 정상 동작하는 로봇으로 하여금 특정 입력·물리 조건에서 미리 정해진 위험하거나 의도되 지 않은 물리 행동을 실행하게 하는 리스크.","The risk that a trigger maliciously implanted in training data, prompt context, model weights, software, or updates causes a robot that otherwise behaves normally to execute predefined dangerous or unintended physical actions under specific input or physical conditions.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0034,Physical,RAI4-0304,RAI4-0304,자율 로봇의 물리적 침입· 절도 리스크,Autonomous physical intrusion and theft,자율 로봇이 승인 없이 제한 구역에 침입하거나 잠금장치를 우회하거나 보안 공간 내에서 정찰하는 리스크.,The risk that an autonomous robot enters restricted spaces or takes physical objects without authorization.,,,자율 로봇이 승인 없이 제한 구역에 침입하거나 잠금장치를 우회하거나 보안 공간 내에서 정찰하는 리스크.,The risk that an autonomous robot enters restricted spaces or takes physical objects without authorization.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0035,Physical,RAI4-0309,RAI4-0309,아동의 과신· 모방에 따른 위험한 로봇 상호 작용 리스크,"Child overtrust, imitation, and unsafe robot interaction",인간이 로봇을 과도하게 신뢰하거나 모방해 위험한 조언을 따르거나 위험 장비에 접근하거나 연령에 맞지 않는 물리적 상호 작용을 하는 위험.,"The risk that a child overtrusts or imitates a robot and therefore follows unsafe advice, approaches hazardous equipment, or engages in age-inappropriate physical interaction.",,,인간이 로봇을 과도하게 신뢰하거나 모방해 위험한 조언을 따르거나 위험 장비에 접근하거나 연령에 맞지 않는 물리적 상호작용을 하는 위험.,"A child overtrusts or imitates a robot and therefore follows unsafe advice, approaches hazardous equipment, or engages in age-inappropriate physical interaction.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0036,Physical,RAI4-0310,RAI4-0310,필수 돌봄· 상황 보고 미이행 리스크,Failure to provide required care or escalation,로봇이 정해진 신체 보조를 수행하지 않거나 감지된 필요 상황을 보고하지 않아 고령자· 환자에게 필요한 지원이 제공되지 않고 안전이나 존엄성이 훼손되는 위험.,"The risk that a care robot fails to provide an assigned physical assistance task or escalate a detected need, leaving an older or ill person without necessary support and compromising safety or dignity.",,,로봇이 정해진 신체 보조를 수행하지 않거나 감지된 필요 상황을 보고하지 않아 고령자·환자에 게 필요한 지원이 제공되지 않고 안전이나 존엄성이 훼손되는 위험.,"A care robot fails to provide an assigned physical assistance task or escalate a detected need, leaving an older or ill person without necessary support and compromising safety or dignity.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0037,Physical,RAI4-0314,RAI4-0314,친밀 공간 로봇의 프라이버시 침해적 정보 수집 리스크,Privacy-invasive data capture by robots in intimate spaces,"가정· 병원· 학교· 직장· 돌봄 환경에서 작동하는 로봇이 유효한 동의나 적절한 접근 통제 없이 거주자· 이용자의 일상, 음성, 얼굴, 신체, 건강, 위치, 행동 데이터를 기록· 저장· 전송· 노출하여, 프라이버시 기대가 높은 공간에서 사생활을 침해하는 리스크.","The risk that robots operating in homes, hospitals, schools, workplaces, and care settings record, store, transmit, or expose people's routines, voice, face, body, health, location, or behavioral data without valid consent or adequate access control, violating heightened privacy expectations.",,,"가정·병원·학교·직장·돌봄 환경에서 작동하는 로봇이 유효한 동의나 적절한 접근 통제 없이 거주자·이 용자의 일상, 음성, 얼굴, 신체, 건강, 위치, 행동 데이터를 기록·저장·전송·노출하여, 프라이버시 기대가 높은 공간에서 사생활을 침해하는 리스크","The risk that robots operating in homes, hospitals, schools, workplaces, and care settings record, store, transmit, or expose people's routines, voice, face, body, health, location, or behavioral data without valid consent or adequate access control, violating heightened privacy expectations.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0038,Physical,RAI4-0315,RAI4-0315,이동형 로봇 감시를 통한 일방적 작업장 통제 리스크,Unilateral workplace control through mobile robotic surveillance,"고용주가 동료 로봇을 이동형 감시 노드로 전용하고 충분한 고지, 이의 제기, 비례성 제한 없이 데이터를 수집하고, 수집된 데이터를 이용하여 노동자에 대한 일방적인 의사 결정으로 사용하는 위험.","The risk that an employer repurposes co-worker robots as mobile surveillance nodes and uses the resulting data to make unilateral decisions about workers without meaningful notice, contestation, or proportionality limits.",,,"고용주가 동료 로봇을 이동형 감시 노드로 전용하고 충분한 고지, 이의제기, 비례성 제한 없이 데이터를 수집하고, 수집된 데이터를 이용하여 노동자에 대한 일방적인 의사결정으로 사용하는 위험","An employer repurposes co-worker robots as mobile surveillance nodes and uses the resulting data to make unilateral decisions about workers without meaningful notice, contestation, or proportionality limits.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0039,Physical,RAI4-0331,RAI4-0331,파지력 상해 리스크,Grasp force injury,"로봇 조작이 과도하거나 잘못 타이밍된 힘을 가함으로써 인간 접촉 시 압착, 꼬집힘, 절단, 인간 공학적 상해를 유발시키는 위험.","The risk that robot manipulation may apply excessive or poorly timed force, creating crushing, pinching, cutting, or ergonomic injury risks.",,,"로봇 조작이 과도하거나 잘못 타이밍된 힘을 가함으로써 인간 접촉 시 압착, 꼬집힘, 절단, 인간공학적 상해를 유발시키는 위험.","Robot manipulation may apply excessive or poorly timed force, creating crushing, pinching, cutting, or ergonomic injury risks.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0040,Physical,RAI4-0339,RAI4-0339,실시간 지연 및 동기화 실패 리스크,Real-time latency and synchronization failure,"감지, 추론, 통신, 작동 간 지연으로 인해서 로봇, 차량, 드론, 원격 수술, 산업 시스템의 제어 루프를 불안정하게 만드는 위험.","The risk that delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.",,,"감지, 추론, 통신, 작동 간 지연으로 인해서 로봇, 차량, 드론, 원격 수술, 산업 시스템의 제어 루프를 불안정하게 만드는 위험","Delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0041,Physical,RAI4-0343,RAI4-0343,보조 로봇의 비동의 신체 개입 리스크,Non-consensual bodily intervention by assistive robots,"보조· 의료· 돌봄 로봇이 유효한 동의가 없거나 또는 허용된 돌봄 목적을 넘어서 인간의 몸을 이동, 제지, 감시하거나 직접 개입함으로써 발생하는 위험.","The risk that an assistive, medical, or care robot moves, restrains, monitors, or physically intervenes in a person's body without valid consent or beyond the authorized care purpose.",,,"보조·의료·돌봄 로봇이 유효한 동의가 없거나 또는 허용된 돌봄 목적을 넘어서 인간의 몸을 이동, 제지, 감시하거나 직접 개입함으로써 발생하는 위험.","An assistive, medical, or care robot moves, restrains, monitors, or physically intervenes in a person's body without valid consent or beyond the authorized care purpose.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0042,Physical,RAI4-0361,RAI4-0361,공공 공간 통행 방해· 접근성 배제 리스크,Obstruction and accessibility exclusion in public space,"서비스 로봇이 보도, 경사로, 출입구, 보행 안내 표지판 등을 막거나 침범함으로써 장애인 또는 다른 보행자들의 이동을 제한함으로써 발생되는 위험.","The risk that service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians.",,,"서비스 로봇이 보도, 경사로, 출입구, 보행 안내 표지판 등을 막거나 침범함으로써 장애인 또는 다른 보행자들의 이동을 제한함으로써 발생되는 위험","Service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0043,Physical,RAI4-0183,RAI4-0183,부상 심각 도 오 분류 리스크,Injury severity misclassification,"로봇 제어 시스템이 물리적 부상 시나리오의 심각 도를 과소 평가하여 상향 보고, 경고, 제어 대응 등이 불충분해지는 리스크.","The risk that a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response.",,,"로봇 제어 시스템이 물리적 부상 시나리오의 심각도를 과소평가하여 상향 보고, 경고, 제어 대응 등이 불충분해지는 리스크.","The risk that a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0044,Physical,RAI4-0298,RAI4-0298,온 디바이스 연산· 메모리 고갈 리스크,On-device compute and memory exhaustion,"로봇에 부착된 온 디바이스의 연산 또는 메모리 고갈이 안전 임계치인지, 계획, 모니터링을 저하하거나 중단시키는 위험.","The risk that on-device compute or memory runs out and degrades safety-relevant perception, planning, or control.",,,"로봇에 부착된 온디바이스의 연산 또는 메모리 고갈이 안전 임계치 인지, 계획, 모니터링을 저하하거나 중단시키는 위험.","On-device compute or memory runs out and degrades safety-relevant perception, planning, or control.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0045,Physical,RAI4-0300,RAI4-0300,클라우드 오프로드 의존 실패 리스크,Cloud-offload dependency failure,로봇 제어 시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 있는 클라우드 링크가 끊어지는 경우에 대비하여 적절한 로컬 폴 백 절차 또는 시스템이 없어서 발생하는 위험.,The risk that a robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.,,,로봇 제어 시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 있는 클라우드 링크가 끊어지는 경우에 대비하여 적절한 로컬 폴백 절차 또는 시스템이 없어서 발생하는 위험.,A robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.,False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0046,Physical,RAI4-0333,RAI4-0333,정밀 운동 제어 불안정성 리스크,Fine motor control instability,"정밀 로봇 손, 수술 도구, 외 골격 또는 산업용 그리 퍼의 작은 제어 오차가 증폭되어 예기치 않은 움직임, 충돌 또는 신체적 상해를 초래하는 리스크.","The risk that small control errors in dexterous robotic hands, surgical tools, exoskeletons, or industrial grippers are amplified into unexpected movement, collision, or physical injury.",,,"정밀 손, 수술 도구, 외골격, 산업용 그리퍼 등의 소규모 제어 오차가 비안전한 물리적 결과로 증폭되어서 나타나는 위험.","Small control errors in dexterous hands, surgical tools, exoskeletons, or industrial grippers may amplify into unsafe physical actions.",False,False,,EDIT|REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0047,Physical,RAI4-0661,RAI4-0661,비즈니스 시스템 손상 및 운영 중단 리스크,Business system damage and operational disruption,"로봇의 오작동이나 사이버 공격 등으로 비즈니스 시스템과 그 구성 요소가 손상, 중단, 또는 파괴되는 리스크.","The risk that an AI system causes, enables, or contributes to damage, disruption, or destruction of a business system and its components due to malfunction, cyberattacks, and similar causes.",,,"로봇의 오작동이나 사이버 공격 등으로 비즈니스 시스템과 그 구성 요소가 손상, 중단, 또는 파괴되는 리스크","The risk of damage, disruption, or destruction of a business system and its components due to malfunction, cyberattacks, and similar causes.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0048,Physical,RAI4-1035,RAI4-1035,하드웨어 결함에 의한 실행 오류 리스크,Erroneous execution from hardware faults,"로봇의 하드웨어 결함이 제어 흐름 위반, 메모리 오류, 센서 입력 간섭, 또는 출력 손상 등을 통해 알고리즘의 올바른 실행을 훼손하고 잘못된 결과를 야기하는 리스크.","The risk that faults in the hardware violate the correct execution of an algorithm through control-flow violations, memorybased errors, interference with data inputs such as sensor signals, or damaged outputs, causing erroneous results.",,,"로봇의 하드웨어 결함이 제어 흐름 위반, 메모리 오류, 센서 입력 간섭, 또는 출력 손상 등을 통해 알고리 즘의 올바른 실행을 훼손하고 잘못된 결과를 야기하는 리스크.","The risk that faults in the hardware violate the correct execution of an algorithm through control-flow violations, memorybased errors, interference with data inputs such as sensor signals, or damaged outputs, causing erroneous results.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0049,Physical,RAI4-1496,RAI4-1496,무해 미세 조정에 의한 안전성 열화 리스크,Safety degradation from benign finetuning,무해하고 통상적인 데이터로 수행된 하류 미세 조정이 로봇의 내장 모델의 안전 학습을 열화시켜 기반 모델보다 유해 출력 확률을 높이는 리스크.,"The risk that benign downstream fine-tuning degrades a model's safety training, making harmful outputs more likely than in the base model even when fine-tuning data is harmless and commonplace.",,,무해하고 통상적인 데이터로 수행된 하류 미 세조정이 로봇의 내장 모델의 안전 학습을 열화시켜 기반 모델보다 유해 출력 확률을 높이는 리스크,"Benign downstream fine-tuning degrades a model's safety training, making harmful outputs more likely than in the base model even when fine-tuning data is harmless and commonplace.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0050,Physical,RAI4-1629,RAI4-1629,로봇 오작동에 의한 물리적 상해 리스크,Physical injury from robot malfunction,"로봇의 센서, 제어기, 소프트웨어 또는 기계 구성 요소가 오작동하여 예기치 않은 움직임, 충돌, 압착 또는 낙하를 일으키고 사람에게 신체적 상해를 초래하는 리스크.","The risk that malfunction of a robot's sensors, controller, software, or mechanical components causes unexpected motion, collision, crushing, or falling and results in physical injury.",,,실험실 환경의 로봇 및 자동화 시스템에서 장 비 오작동이 발생하여 물리적 피해나 인체 상해가 초래되는 리스크.,"The risk that robotics and automated systems in laboratory settings malfunction, causing equipment failure or physical harm.",False,False,"병합 — 실험실 로봇으로 범위를 한정할 필요 없이, 오작동에 의한 물리적 상해를 다루는 상위 카드와 통합하여 하나의 일반화된 카드로 정리",EDIT|REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Physical,SRC-P-0052,Physical,RAI4-0853,RAI4-0853,설계 목적 외 사용 리스크,Use outside the intended purpose,모델이 원래 설계된 목적과 다른 목적으로 사용되는 리스크.,The risk that a model is used for a purpose that it was not originally designed for.,,,모델이 원래 설계된 목적과 다른 목적으로 사 용되는 리스크,The risk that a model is used for a purpose that it was not originally designed for.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0053,Physical,RAI4-0993,RAI4-0993,부실 설계 지능 시스템에 의한 상해 리스크,Injury from poorly designed intelligent systems,제대로 설계되지 않은 지능형 시스템이 도덕적· 심리적· 신체적 해악을 초래하는(예: 예측 치안 도구로 더 많은 사람이 체포되거나 경찰에 의해 신체적 피해를 입는) 리스크.,"The risk that poorly designed intelligent systems cause moral, psychological, and physical harm, as when predictive policing tools lead to more people being arrested or physically harmed by police.",,,제대로 설계되지 않은 지능형 시스템이 도덕 적·심리적·신체적 해악을 초래하는(예: 예측 치안 도구로 더 많은 사람이 체포되거나 경찰 에 의해 신체적 피해를 입는) 리스크.,"The risk that poorly designed intelligent systems cause moral, psychological, and physical harm, as when predictive policing tools lead to more people being arrested or physically harmed by police.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0054,Physical,RAI4-1039,RAI4-1039,알고리즘 설계 실패 리스크,Algorithmic design failure,"로봇의 제어 주기, 센서 지연, 접촉 동 역학 또는 실시간 연산 제약에 부적합한 알고리즘· 아키텍처· 최적화 기법을 선택하여 물리 시스템의 안전성과 성능이 저하되는 리스크.","The risk that algorithms, architectures, or optimisation methods unsuited to a robot's control cycle, sensor latency, contact dynamics, or real-time compute constraints degrade physical-system safety and performance.",,,"ML 알고리즘, 모델 아키텍처, 최적화 기법 등 학습 과정의 선택이 의도된 응용에 적합하지 않아 최종 ML 시스템이 훼손되는 리스크.","The risk that the ML algorithm, model architecture, optimization technique, or other aspects of the training process are unsuitable for the intended application, impairing the final ML system.",False,False,ML 알고리즘·아키텍처·최적화 기법 선택이 응용에 부적합해 시스템이 훼손되는 리스크는 모델 개발 전반에 해당하는 일반론 — PAI 한정 리스크로 보기 어려워 구체화 필요,EDIT|REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0055,Physical,RAI4-1092,RAI4-1092,모델 접근으로 인한 이익의 불공정한 분배 리스크,Unfair distribution of benefits from model access,"하드웨어, 소프트웨어, 숙련, 지역· 통신· 기기 등 배포 맥락의 제약으로 모델 접근 편익이 집단 간 불공정하게 배분되는 리스크.","The risk that benefits of model access are allocated unfairly across groups due to hardware, software, skills, or deployment-context constraints such as region, connectivity, and devices.",,,"하드웨어, 소프트웨어, 숙련, 지역·통신·기기 등 배포 맥락의 제약으로 모델 접근 편익이 집 단 간 불공정하게 배분되는 리스크","Benefits of model access are allocated unfairly across groups due to hardware, software, skills, or deployment-context constraints such as region, connectivity, and devices.",False,False,L3 이동 — 소프트웨어 취약점보다는 사회적 파급(Societal Impact)의 '이익 분배 불공정' 항목에 더 적합한 내용,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
