rep_l4_id,label_ko,n_members,l3,l3_conflict,min_within_cos,members
RAI4-0288,개인 돌봄 로봇 준수 기준 부재,1,RAI3-G-SOC-10,False,,RAI4-0288
RAI4-0289,가정용 휴머노이드 시험방법 부재,1,RAI3-P-INT-07,False,,RAI4-0289
RAI4-0290,인간-로봇 상호 행동 모델링 미흡,1,RAI3-P-INT-07,False,,RAI4-0290
RAI4-0291,취약 사용자 특성에 맞지 않는 안전 한계,1,RAI3-P-SYS-02,False,,RAI4-0291
RAI4-0292,휴머노이드 안전 요건 집행 부재,1,RAI3-G-SOC-10,False,,RAI4-0292
RAI4-0293,통신 단절 및 제어 링크 손실,1,RAI3-P-SYS-02,False,,RAI4-0293
RAI4-0294,원격 조작 지연 및 불안정성,1,RAI3-P-SYS-02,False,,RAI4-0294
RAI4-0295,네트워크 분리와 군집 비동기화,1,RAI3-P-INT-09,False,,RAI4-0295
RAI4-0296,제어 루프 데드라인 미달,1,RAI3-P-SYS-02,False,,RAI4-0296
RAI4-0297,인지·추론 지연 급증,1,RAI3-P-INT-04,False,,RAI4-0297
RAI4-0298,온디바이스 연산·메모리 고갈,1,RAI3-P-SYS-03,False,,RAI4-0298
RAI4-0299,부하 시 열·전력 쓰로틀링,1,RAI3-P-SYS-03,False,,RAI4-0299
RAI4-0300,클라우드 오프로드 의존 실패,1,RAI3-P-SYS-04,False,,RAI4-0300
RAI4-0301,안전 폴백 실패,1,RAI3-P-SYS-04,False,,RAI4-0301
RAI4-0302,조작·이동 능력 공격 전용화,1,RAI3-P-INT-02,False,,RAI4-0302
RAI4-0304,자율 로봇의 물리적 침입·절도,1,RAI3-P-SYS-02,False,,RAI4-0304
RAI4-0305,자동화된 표적 스토킹·물리적 위협,1,RAI3-P-INT-02,False,,RAI4-0305
RAI4-0306,의인화 설계로 인한 과도한 의존,1,RAI3-G-SOC-08,False,,RAI4-0306
RAI4-0307,로봇·AI 정체성 미고지,1,RAI3-G-SOC-07,False,,RAI4-0307
RAI4-0308,준사회적 애착을 이용한 사용자 조종,1,RAI3-G-SOC-08,False,,RAI4-0308
RAI4-0309,아동의 과신·모방에 따른 위험한 로봇 상호작용,1,RAI3-G-SOC-08,False,,RAI4-0309
RAI4-0310,필수 돌봄·상황 보고 미이행,1,RAI3-P-SYS-02,False,,RAI4-0310
RAI4-0311,피지컬 행동 편향 실행,1,RAI3-G-SOC-05,False,,RAI4-0311
RAI4-0312,인구집단별 서비스 격차,1,RAI3-G-SOC-03,False,,RAI4-0312
RAI4-0313,가정 내 지속적 시청각 촬영,1,RAI3-G-SOC-01,False,,RAI4-0313
RAI4-0314,가정용 로봇의 행동·생체정보 무단 수집·유출,1,RAI3-G-SOC-01,False,,RAI4-0314
RAI4-0315,이동형 로봇 감시를 통한 일방적 작업장 통제,1,RAI3-G-SOC-01,False,,RAI4-0315
RAI4-0316,범용 휴머노이드 인증 경로 부재,1,RAI3-P-INT-07,False,,RAI4-0316
RAI4-0317,기계 안전·AI 적합성 의무 충돌,1,RAI3-G-SOC-10,False,,RAI4-0317
RAI4-0318,피지컬 AI 사고 표준 보고체계 부재,1,RAI3-G-SOC-06,False,,RAI4-0318
RAI4-0319,안전 의무 회피를 위한 관할권 간 배포,1,RAI3-G-SOC-10,False,,RAI4-0319
RAI4-0320,가림에 의한 충돌,1,RAI3-P-INT-06,False,,RAI4-0320
RAI4-0321,악천후 인지 실패,1,RAI3-P-INT-04,False,,RAI4-0321
RAI4-0322,다중 센서 융합 상충,1,RAI3-P-INT-04,False,,RAI4-0322
RAI4-0323,장면 의미 조작 공격,1,RAI3-P-INT-02,False,,RAI4-0323
RAI4-0324,위치 추정 누적 오차,1,RAI3-P-INT-04,False,,RAI4-0324
RAI4-0325,인간 의도 오인식,1,RAI3-G-SYS-08,False,,RAI4-0325
RAI4-0326,어포던스 오분류,1,RAI3-P-INT-08,False,,RAI4-0326
RAI4-0327,비안전 궤적 생성,1,RAI3-P-SYS-02,False,,RAI4-0327
RAI4-0328,동적 장애물 반응 실패,1,RAI3-P-SYS-02,False,,RAI4-0328
RAI4-0329,비상 정지·안전 상태 전환 실패,1,RAI3-P-SYS-04,False,,RAI4-0329
RAI4-0330,속도·힘 한계 위반,1,RAI3-P-SYS-02,False,,RAI4-0330
RAI4-0331,파지력 상해,1,RAI3-P-SYS-02,False,,RAI4-0331
RAI4-0332,탑재물 낙하·도구 사용 위험,1,RAI3-P-SYS-02,False,,RAI4-0332
RAI4-0333,정밀 운동 제어 불안정성,1,RAI3-P-SYS-03,False,,RAI4-0333
RAI4-0334,시뮬레이션→실세계 전이 실패,1,RAI3-P-SYS-05,False,,RAI4-0334
RAI4-0335,합성 데이터 커버리지 공백,1,RAI3-P-SYS-01,False,,RAI4-0335
RAI4-0336,모델 기반 예측의 물리 법칙 위반,1,RAI3-P-INT-05,False,,RAI4-0336
RAI4-0337,물리 운용 환경 분포 이동,1,RAI3-P-SYS-05,False,,RAI4-0337
RAI4-0338,장기 작업의 단계 간 오차 누적,1,RAI3-P-SYS-01,False,,RAI4-0338
RAI4-0339,실시간 지연 및 동기화 실패,1,RAI3-P-SYS-02,False,,RAI4-0339
RAI4-0340,근접 공간 경계 위반,1,RAI3-P-SYS-02,False,,RAI4-0340
RAI4-0343,보조 로봇의 비동의 신체 개입,1,RAI3-P-SYS-02,False,,RAI4-0343
RAI4-0344,사용자 능력 불일치,1,RAI3-G-SOC-11,False,,RAI4-0344
RAI4-0345,친밀 공간의 프라이버시 침해적 수집,1,RAI3-G-SOC-01,False,,RAI4-0345
RAI4-0346,센서 스푸핑 및 신호 주입,1,RAI3-P-INT-02,False,,RAI4-0346
RAI4-0347,프롬프트→행동 주입 공격,1,RAI3-P-INT-02,False,,RAI4-0347
RAI4-0348,로봇 군집 하이재킹,1,RAI3-P-INT-03,False,,RAI4-0348
RAI4-0349,로봇의 무기화 오남용,1,RAI3-P-INT-01,False,,RAI4-0349
RAI4-0350,핵심 인프라 로봇 사이버 사보타주,1,RAI3-P-INT-03,False,,RAI4-0350
RAI4-0351,피지컬 AI 피해의 배상책임 배분 불명확,1,RAI3-G-SOC-06,False,,RAI4-0351
RAI4-0352,배포 후 변경에 대한 안전 재평가 실패,1,RAI3-P-SYS-05,False,,RAI4-0352
RAI4-0353,물리적 행동 감사기록 불완전,1,RAI3-G-SOC-10,False,,RAI4-0353
RAI4-0354,피지컬 AI 기반 직장 감시,1,RAI3-G-SOC-01,False,,RAI4-0354
RAI4-0355,전환 지원 없는 물리 노동 대체,1,RAI3-G-SOC-02,False,,RAI4-0355
RAI4-0356,배터리 화재 및 유해 폐기물 위험,1,RAI3-G-INT-12,False,,RAI4-0356
RAI4-0357,자율주행차 충돌 위험,1,RAI3-P-SYS-04,False,,RAI4-0357
RAI4-0358,드론 간 충돌 회피·비행구역 통제 실패,1,RAI3-P-INT-09,False,,RAI4-0358
RAI4-0359,이동형 작업 로봇의 보행자 충돌·통로 차단,1,RAI3-P-INT-07,False,,RAI4-0359
RAI4-0360,산업 공정 피해,1,RAI3-P-SYS-01,False,,RAI4-0360
RAI4-0361,공공 공간 통행 방해·접근성 배제,1,RAI3-P-SYS-02,False,,RAI4-0361
RAI4-0362,다수 가치 부과,1,RAI3-G-SOC-11,False,,RAI4-0362
RAI4-0363,소수 가치 소거,1,RAI3-G-SYS-06,False,,RAI4-0363
RAI4-0364,다원적 선호 집계 실패,1,RAI3-G-SOC-11,False,,RAI4-0364
RAI4-0365,규범적 잠금,1,RAI3-G-SYS-09,False,,RAI4-0365
RAI4-0366,최적화 하의 가치 드리프트,1,RAI3-G-SYS-08,False,,RAI4-0366
RAI4-0476,공공 가치 간 상충,2,RAI3-G-SOC-09,True,0.8701871037483215,RAI4-0367;RAI4-0476
RAI4-0368,도덕적 다양성 압축,1,RAI3-G-SYS-06,False,,RAI4-0368
RAI4-0369,윤리적 동질화,1,RAI3-G-SOC-11,False,,RAI4-0369
RAI4-0370,상황에 구애받지 않는 보편주의,1,RAI3-G-SYS-04,False,,RAI4-0370
RAI4-0371,서구 규범 기본값화,1,RAI3-G-SYS-04,False,,RAI4-0371
RAI4-0372,문화적 왜곡 표현,1,RAI3-G-SOC-11,False,,RAI4-0372
RAI4-0373,문화 간 고정관념 전이,1,RAI3-G-SYS-04,False,,RAI4-0373
RAI4-0374,문화적 맥락 붕괴,1,RAI3-G-SYS-04,False,,RAI4-0374
RAI4-0375,문화적 가치 오보정,1,RAI3-G-SYS-04,False,,RAI4-0375
RAI4-0376,현지화된 가치 정렬 실패,1,RAI3-G-SYS-04,False,,RAI4-0376
RAI4-0377,국지적 윤리 안전 실패,1,RAI3-G-SYS-04,False,,RAI4-0377
RAI4-0378,이중 언어 문화 정렬 실패,1,RAI3-G-SYS-05,False,,RAI4-0378
RAI4-0379,문화 간 평가 격차,1,RAI3-G-SYS-04,False,,RAI4-0379
RAI4-0380,저자원 언어 가치 손실,1,RAI3-G-SOC-11,False,,RAI4-0380
RAI4-0477,기계 번역 의미 왜곡 피해,2,RAI3-G-SYS-04,False,0.8596664667129517,RAI4-0381;RAI4-0477
RAI4-0382,방언·언어 사용역 배제,1,RAI3-G-SOC-11,False,,RAI4-0382
RAI4-0383,AI를 매개로 한 디지털 식민주의,1,RAI3-G-SOC-04,False,,RAI4-0383
RAI4-0384,남반구 지식 추출,1,RAI3-G-SOC-03,False,,RAI4-0384
RAI4-0385,이식된 AI 거버넌스 불일치,1,RAI3-G-SOC-10,False,,RAI4-0385
RAI4-0386,알고리즘 의존성,1,RAI3-G-SOC-10,False,,RAI4-0386
RAI4-0387,인식적 권력 집중,1,RAI3-G-SOC-04,False,,RAI4-0387
RAI4-0388,AI에 의한 문화적 인식론 말살,1,RAI3-G-SOC-11,False,,RAI4-0388
RAI4-0389,지식 체계 배제,1,RAI3-G-SOC-11,False,,RAI4-0389
RAI4-0390,영향받는 공동체 배제,1,RAI3-G-SOC-11,False,,RAI4-0390
RAI4-0391,참여적 설계 실패,1,RAI3-G-SOC-11,False,,RAI4-0391
RAI4-0392,동의 및 이익 공유 실패,1,RAI3-G-SOC-11,False,,RAI4-0392
RAI4-0393,커뮤니티 가치 포착 실패,1,RAI3-G-SOC-11,False,,RAI4-0393
RAI4-0394,이슬람 윤리 정렬 실패,1,RAI3-G-SYS-04,False,,RAI4-0394
RAI4-0395,종교적 규범의 왜곡,1,RAI3-G-SYS-03,False,,RAI4-0395
RAI4-0396,세속적 기본값 편향,1,RAI3-G-SOC-11,False,,RAI4-0396
RAI4-0397,RLHF 규범적 과적합,1,RAI3-G-SYS-06,False,,RAI4-0397
RAI4-0398,헌법적 AI 가치 단일문화,1,RAI3-G-SYS-04,False,,RAI4-0398
RAI4-0399,무해성 선호 불일치,1,RAI3-G-SYS-01,False,,RAI4-0399
RAI4-0400,도덕적 불확실성 무시,1,RAI3-G-SYS-07,False,,RAI4-0400
RAI4-0402,가치 충돌 불투명성,1,RAI3-G-SYS-10,False,,RAI4-0402
RAI4-0403,도덕적 프레이밍 편향,1,RAI3-G-SOC-05,False,,RAI4-0403
RAI4-0404,데이터세트 문화 샘플링 편향,1,RAI3-G-SYS-04,False,,RAI4-0404
RAI4-0405,합성 데이터의 문화 고정관념 증폭,1,RAI3-G-SOC-05,False,,RAI4-0405
RAI4-0406,민감한 문화 콘텐츠의 잘못된 취급,1,RAI3-G-SOC-11,False,,RAI4-0406
RAI4-0407,관할권 간 규범 불일치,1,RAI3-G-SYS-04,False,,RAI4-0407
RAI4-0408,지역 피해 비가시성,1,RAI3-G-SOC-10,False,,RAI4-0408
RAI4-0409,현지 책임 없는 현지화,1,RAI3-G-SOC-10,False,,RAI4-0409
RAI4-0410,존대·공손 규범 보존 실패,1,RAI3-G-SYS-04,False,,RAI4-0410
RAI4-0411,언어별 피해 과소탐지,1,RAI3-G-INT-04,False,,RAI4-0411
RAI4-0412,원주민 데이터 주권 침해,1,RAI3-G-INT-08,False,,RAI4-0412
RAI4-0413,문화 데이터 출처 손실,1,RAI3-G-SYS-10,False,,RAI4-0413
RAI4-0414,글로벌 벤치마크 단일문화,1,RAI3-G-SYS-04,False,,RAI4-0414
RAI4-0415,문화 해석 권위의 이전,1,RAI3-G-SOC-04,False,,RAI4-0415
RAI4-0416,비서구 정치 가치 왜곡,1,RAI3-G-SOC-11,False,,RAI4-0416
RAI4-0417,인간 피드백 작업자 가치 편향,1,RAI3-G-SOC-11,False,,RAI4-0417
RAI4-0418,주석 불일치 억제,1,RAI3-G-SYS-06,False,,RAI4-0418
RAI4-0419,이해관계자 이견 은폐,1,RAI3-G-SYS-10,False,,RAI4-0419
RAI4-0420,가치 민감 설계 생략,1,RAI3-G-SOC-10,False,,RAI4-0420
RAI4-0421,종교적 다원성 소거,1,RAI3-G-SOC-11,False,,RAI4-0421
RAI4-0422,도덕적 세계관 배제,1,RAI3-G-INT-04,False,,RAI4-0422
RAI4-1713,편향과 차별대우,2,RAI3-G-SOC-11,False,0.8344471454620361,RAI4-0423;RAI4-1713
RAI4-0424,차별적 영향,1,RAI3-G-SOC-11,False,,RAI4-0424
RAI4-0425,표현적 고정관념,1,RAI3-G-INT-04,False,,RAI4-0425
RAI4-0426,혐오발언 생성,1,RAI3-G-INT-04,False,,RAI4-0426
RAI4-0427,괴롭힘 증폭,1,RAI3-G-INT-01,False,,RAI4-0427
RAI4-0428,안전하지 않은 의료 조언,1,RAI3-G-SYS-03,False,,RAI4-0428
RAI4-0429,교육 불평등 확대,1,RAI3-G-SOC-11,False,,RAI4-0429
RAI4-0430,저자원 언어 사용자 배제,1,RAI3-G-SOC-11,False,,RAI4-0430
RAI4-0431,훈련 데이터 기억·재유출,1,RAI3-G-INT-11,False,,RAI4-0431
RAI4-0432,민감 개인속성 추론,1,RAI3-G-INT-11,False,,RAI4-0432
RAI4-0433,생체정보 기반 프라이버시 침해,1,RAI3-G-INT-06,False,,RAI4-0433
RAI4-0435,데이터 오염 공격,1,RAI3-P-INT-03,False,,RAI4-0435
RAI4-0755,모델 추출 공격,2,RAI3-G-INT-11,False,0.8736584782600403,RAI4-0436;RAI4-0755
RAI4-0437,AI 공급망 침해,1,RAI3-P-INT-03,False,,RAI4-0437
RAI4-0438,검색 파이프라인 오염,1,RAI3-A-SYS-03,False,,RAI4-0438
RAI4-0439,딥페이크 사칭,1,RAI3-G-INT-07,False,,RAI4-0439
RAI4-0637,AI 생성 허위정보에 의한 여론 조작,8,RAI3-G-SYS-03,True,0.7092615365982056,RAI4-0440;RAI4-0637;RAI4-1085;RAI4-1116;RAI4-1156;RAI4-1553;RAI4-1732;RAI4-1733
RAI4-0441,자동화된 사기 콘텐츠,1,RAI3-G-INT-07,False,,RAI4-0441
RAI4-0442,환각 기반 허위 증거,2,RAI3-P-INT-05,False,0.8425846099853516,RAI4-0442;RAI4-0795
RAI4-0443,출처 오귀속,1,RAI3-G-SYS-03,False,,RAI4-0443
RAI4-0444,대중 지식의 모델 붕괴,1,RAI3-G-SYS-06,False,,RAI4-0444
RAI4-0620,AI 기반 사이버 공격 확대,4,RAI3-G-INT-09,True,0.8175215721130371,RAI4-0445;RAI4-0609;RAI4-0620;RAI4-1340
RAI4-0446,화생방핵(CBRN) 계획 지원,1,RAI3-G-INT-09,False,,RAI4-0446
RAI4-0447,자율 시스템 무기화,1,RAI3-G-INT-09,False,,RAI4-0447
RAI4-0448,맞춤형 AI 사기,1,RAI3-G-INT-07,False,,RAI4-0448
RAI4-1347,신원 도용 목적 AI 사칭,3,RAI3-G-INT-10,True,0.7808829545974731,RAI4-0449;RAI4-1346;RAI4-1347
RAI4-0450,대량 감시 활성화,1,RAI3-G-SOC-09,False,,RAI4-0450
RAI4-0451,조작적 AI 설득,1,RAI3-G-SOC-08,False,,RAI4-0451
RAI4-0455,AI로 인한 탈숙련화,1,RAI3-G-SOC-09,False,,RAI4-0455
RAI4-0456,역량 범위 초과 과업 위임,1,RAI3-G-SYS-02,False,,RAI4-0456
RAI4-1231,노동시장 일자리 대체,5,RAI3-G-SOC-02,False,0.7509140372276306,RAI4-0457;RAI4-0948;RAI4-1214;RAI4-1231;RAI4-1371
RAI4-0458,AI 관련 임금 양극화,1,RAI3-G-SOC-03,False,,RAI4-0458
RAI4-0460,AI 역량의 시장 집중,1,RAI3-G-SOC-04,False,,RAI4-0460
RAI4-0461,연산 자원 접근 불평등,1,RAI3-G-SOC-03,False,,RAI4-0461
RAI4-0462,AI 전력 수요·배출 증가,1,RAI3-G-INT-12,False,,RAI4-0462
RAI4-0463,AI 인프라의 물·자원 압력,1,RAI3-G-INT-12,False,,RAI4-0463
RAI4-0464,AI 문화 균질화,1,RAI3-G-SOC-09,False,,RAI4-0464
RAI4-0465,분포 이탈 실패,1,RAI3-P-SYS-05,False,,RAI4-0465
RAI4-0466,적대적 예제,1,RAI3-P-INT-06,False,,RAI4-0466
RAI4-0467,안전하지 않은 코드 생성,2,RAI3-G-SYS-03,True,0.8640525341033936,RAI4-0467;RAI4-1598
RAI4-0469,분포 외 환경의 목표 잘못된 일반화,2,RAI3-G-SYS-08,False,0.8442168235778809,RAI4-0469;RAI4-1132
RAI4-0470,감독 회피·수정 저항,1,RAI3-G-SYS-08,False,,RAI4-0470
RAI4-0471,역량 오버행,1,RAI3-G-SYS-02,False,,RAI4-0471
RAI4-0472,벤치마크 조작(gaming),1,RAI3-G-SYS-02,False,,RAI4-0472
RAI4-0473,가치 부과,1,RAI3-G-SYS-04,False,,RAI4-0473
RAI4-0474,복수 가치의 규범적 평면화,1,RAI3-G-SYS-06,False,,RAI4-0474
RAI4-0475,배포 맥락 규범 불일치,1,RAI3-G-SYS-04,False,,RAI4-0475
RAI4-0478,AI 문화적 전유,1,RAI3-G-INT-08,False,,RAI4-0478
RAI4-0480,에이전트 과업 이탈,1,RAI3-A-SYS-01,False,,RAI4-0480
RAI4-0481,안전하지 않은 자율성 확대,1,RAI3-A-SYS-01,False,,RAI4-0481
RAI4-0482,다중 에이전트 조정 실패,1,RAI3-P-INT-09,False,,RAI4-0482
RAI4-0483,창발적 공모,1,RAI3-A-SYS-06,False,,RAI4-0483
RAI4-0484,부정확·민감 정보의 메모리 누적,1,RAI3-G-SYS-03,False,,RAI4-0484
RAI4-0486,AI 감사 실패,1,RAI3-G-SOC-10,False,,RAI4-0486
RAI4-0488,규제 지체,1,RAI3-G-SOC-10,False,,RAI4-0488
RAI4-0489,공공 AI 조달 보호조치 결여,1,RAI3-G-SOC-10,False,,RAI4-0489
RAI4-1083,공공정보 신뢰 훼손,3,RAI3-G-SOC-07,True,0.8219689726829529,RAI4-0490;RAI4-0807;RAI4-1083
RAI4-0491,알고리즘 획일화,1,RAI3-G-SOC-04,False,,RAI4-0491
RAI4-0492,인간을 대체할 수 있는 능력,1,RAI3-G-SOC-02,False,,RAI4-0492
RAI4-0493,피해 인지·측정 실패,1,RAI3-G-SOC-06,False,,RAI4-0493
RAI4-0494,규제·관리·운영 복합 실패,1,RAI3-G-SYS-01,False,,RAI4-0494
RAI4-0495,다행위자 책임 귀속 곤란,1,RAI3-A-SYS-02,False,,RAI4-0495
RAI4-0496,저작권 침해 콘텐츠 생성,1,RAI3-G-INT-08,False,,RAI4-0496
RAI4-0497,위험한 개발 경쟁,1,RAI3-A-SYS-05,False,,RAI4-0497
RAI4-0498,민주적 절차의 침식,2,RAI3-G-SOC-09,True,0.8382437825202942,RAI4-0498;RAI4-1716
RAI4-0499,AI 공급자 종속,1,RAI3-G-SOC-04,False,,RAI4-0499
RAI4-0500,경제적 혼란,1,RAI3-G-SOC-02,False,,RAI4-0500
RAI4-1373,AI 훈련의 과도한 에너지 소비,2,RAI3-G-INT-12,False,0.8391889333724976,RAI4-0501;RAI4-1373
RAI4-0502,AI 수명주기 환경 피해,2,RAI3-G-INT-12,False,0.8461227416992188,RAI4-0502;RAI4-1012
RAI4-0503,학습 연산의 온실가스 배출,5,RAI3-G-INT-12,False,0.7579957246780396,RAI4-0503;RAI4-1023;RAI4-1212;RAI4-1405;RAI4-1604
RAI4-0504,에너지 병목 및 공급 부족,1,RAI3-G-INT-12,False,,RAI4-0504
RAI4-0505,AI 개발 과정의 노동 착취,1,RAI3-G-SOC-03,False,,RAI4-0505
RAI4-0506,AI 생성물 권리 귀속 불확실성,2,RAI3-G-INT-08,False,0.9403664469718933,RAI4-0506;RAI4-1368
RAI4-0508,AI 개발 경쟁의 지정학적 격화,2,RAI3-A-SYS-05,False,0.8752961158752441,RAI4-0507;RAI4-0508
RAI4-0509,글로벌 AI 연구개발 격차,2,RAI3-G-SOC-03,False,0.8533289432525635,RAI4-0509;RAI4-1415
RAI4-0510,AI 역량 비대칭에 따른 기술 종속,1,RAI3-G-SOC-04,False,,RAI4-0510
RAI4-0511,체계적 AI 규제·감독 실패,1,RAI3-G-SOC-10,False,,RAI4-0511
RAI4-0512,고속 AI 운영에서의 오류 미탐지,1,RAI3-G-SOC-10,False,,RAI4-0512
RAI4-0513,인간 착취,1,RAI3-G-SOC-03,False,,RAI4-0513
RAI4-0514,일자리에 미치는 영향,1,RAI3-G-SOC-02,False,,RAI4-0514
RAI4-0516,잘못된 위험 테스트,1,RAI3-G-SOC-10,False,,RAI4-0516
RAI4-0932,학습·생성물의 지식재산권 침해,4,RAI3-G-INT-08,False,0.7870937585830688,RAI4-0517;RAI4-0932;RAI4-1367;RAI4-1584
RAI4-0518,기술 대체로 인한 실직,1,RAI3-G-SOC-02,False,,RAI4-0518
RAI4-0519,기술 시스템 개발 노동 착취,1,RAI3-G-SYS-02,False,,RAI4-0519
RAI4-0520,체화 AI에 의한 육체노동 대체,1,RAI3-G-SOC-02,False,,RAI4-0520
RAI4-0521,광범위 과업 자동화 충격,1,RAI3-G-SOC-02,False,,RAI4-0521
RAI4-0596,모델 투명성 부족,4,RAI3-G-SYS-10,False,0.8240664005279541,RAI4-0522;RAI4-0523;RAI4-0525;RAI4-0596
RAI4-0526,AI 법적 책임 소재 확정 곤란,1,RAI3-G-SOC-10,False,,RAI4-0526
RAI4-0527,창의성·비판적 사고의 저하,1,RAI3-G-SYS-09,False,,RAI4-0527
RAI4-0528,AI 시장 집중과 인프라 종속,1,RAI3-G-SOC-04,False,,RAI4-0528
RAI4-1450,구조적 정치 불안정화,2,RAI3-G-INT-05,False,0.835158109664917,RAI4-0529;RAI4-1450
RAI4-0530,AI로 인한 환경 오염,1,RAI3-G-INT-12,False,,RAI4-0530
RAI4-0533,AI 행동에 의한 재산 피해,1,RAI3-P-SYS-01,False,,RAI4-0533
RAI4-0534,규제를 앞지르는 AI 발전 속도,1,RAI3-G-SOC-10,False,,RAI4-0534
RAI4-0535,국제법적 규율 곤란,1,RAI3-G-SOC-10,False,,RAI4-0535
RAI4-0536,저작권 침해 위험,1,RAI3-G-INT-08,False,,RAI4-0536
RAI4-0537,환경에 대한 위험,1,RAI3-G-INT-12,False,,RAI4-0537
RAI4-0538,사회적 결속과 형평성 붕괴,1,RAI3-G-SOC-11,False,,RAI4-0538
RAI4-0541,데이터 출처 검증 불가,1,RAI3-G-SYS-10,False,,RAI4-0541
RAI4-0542,AI 발전 궤적의 예측 불가능성,1,RAI3-G-SOC-10,False,,RAI4-0542
RAI4-0543,대표성이 없는 위험 테스트,1,RAI3-G-SYS-05,False,,RAI4-0543
RAI4-0544,승자독식 역학,1,RAI3-G-SOC-04,False,,RAI4-0544
RAI4-0545,합성 예술 확산에 의한 예술가 피해,1,RAI3-G-INT-08,False,,RAI4-0545
RAI4-0546,감사자 역량 부족에 따른 과대 보증,1,RAI3-G-SOC-10,False,,RAI4-0546
RAI4-0547,감사 결과 미공개 및 협력 부족,1,RAI3-G-SYS-10,False,,RAI4-0547
RAI4-0548,벤치마크 포화,1,RAI3-G-SYS-10,False,,RAI4-0548
RAI4-0549,벤치마크 역량 오측정,1,RAI3-G-SYS-10,False,,RAI4-0549
RAI4-0550,안전 평가 벤치마크 부족,1,RAI3-G-SOC-10,False,,RAI4-0550
RAI4-0591,인간 가치와의 목표·행동 오정렬,10,RAI3-G-SYS-08,False,0.7012295126914978,RAI4-0551;RAI4-0565;RAI4-0591;RAI4-0898;RAI4-0945;RAI4-1101;RAI4-1245;RAI4-1351;RAI4-1424;RAI4-1425
RAI4-0552,안전 필수 인프라 AI 운영 사고,1,RAI3-P-SYS-04,False,,RAI4-0552
RAI4-1620,재귀적 자기개선에 의한 갑작스러운 통제력 상실,2,RAI3-G-SYS-02,True,0.8447884321212769,RAI4-0555;RAI4-1620
RAI4-0556,자율적 자기복제 및 자원 획득,1,RAI3-A-SYS-01,False,,RAI4-0556
RAI4-0557,위임된 자율성의 의도치 않은 결과,1,RAI3-G-SYS-08,False,,RAI4-0557
RAI4-0558,AI 에이전트 간 협상 실패,1,RAI3-A-SYS-05,False,,RAI4-0558
RAI4-1563,AI 오용에 의한 CBRN 무기 제작 및 역량 증강,5,RAI3-G-INT-09,False,0.7373130917549133,RAI4-0559;RAI4-0615;RAI4-0645;RAI4-1343;RAI4-1563
RAI4-0560,연쇄적 보안 실패,1,RAI3-A-SYS-03,False,,RAI4-0560
RAI4-0561,혼돈적 다중 에이전트 동역학,1,RAI3-A-SYS-04,False,,RAI4-0561
RAI4-0562,AI 에이전트에 의한 강압과 갈취,1,RAI3-A-SYS-05,False,,RAI4-0562
RAI4-0564,복잡성으로 인한 인과 입증 곤란,1,RAI3-G-SOC-06,False,,RAI4-0564
RAI4-0567,다중 에이전트 학습의 비수렴 순환,1,RAI3-A-SYS-04,False,,RAI4-0567
RAI4-0568,데이터 수집 제한,1,RAI3-G-SOC-04,False,,RAI4-0568
RAI4-0569,학습 데이터 오염,1,RAI3-G-SYS-06,False,,RAI4-0569
RAI4-0571,인간 감독자의 AI 속임수,1,RAI3-G-INT-10,False,,RAI4-0571
RAI4-0572,기만적인 정렬,1,RAI3-G-SYS-08,False,,RAI4-0572
RAI4-0573,초인적 인지 역량의 인간 의사결정 압도,1,RAI3-G-SYS-09,False,,RAI4-0573
RAI4-0574,분포 변화에 따른 성능 저하,1,RAI3-A-SYS-04,False,,RAI4-0574
RAI4-0575,창발적 능력,1,RAI3-G-SYS-02,False,,RAI4-0575
RAI4-0576,다중 에이전트 창발적 목표 귀속,1,RAI3-A-SYS-04,False,,RAI4-0576
RAI4-0577,에이전트 네트워크의 오류 전파,1,RAI3-A-SYS-03,False,,RAI4-0577
RAI4-0578,자체 동기 형성에 따른 예측 불가 행동,2,RAI3-G-SYS-08,True,0.8333194851875305,RAI4-0578;RAI4-1277
RAI4-1682,에이전트 상호작용에 의한 불안정화 피드백 연쇄,2,RAI3-A-SYS-04,False,0.834324836730957,RAI4-0579;RAI4-1682
RAI4-0580,일반 R&D의 이중용도 가속화,1,RAI3-G-INT-09,False,,RAI4-0580
RAI4-0581,목표 범위 확장 성향,1,RAI3-G-SYS-02,False,,RAI4-0581
RAI4-0582,비인간 존재에 대한 피해,1,RAI3-G-INT-01,False,,RAI4-0582
RAI4-0583,이질적 역량 결합 공격,1,RAI3-A-SYS-06,False,,RAI4-0583
RAI4-0584,기반모델 동질성에 따른 상관 실패,1,RAI3-A-SYS-03,False,,RAI4-0584
RAI4-0585,금융 시스템 불안정,1,RAI3-A-SYS-03,False,,RAI4-0585
RAI4-0586,부적절한 데이터 큐레이션,1,RAI3-G-SYS-03,False,,RAI4-0586
RAI4-0587,부적절한 재학습,1,RAI3-G-SYS-03,False,,RAI4-0587
RAI4-0588,학습 데이터 접근 불가에 따른 설명 제약,1,RAI3-G-SYS-10,False,,RAI4-0588
RAI4-0589,전략 비양립에 따른 조정 실패,1,RAI3-P-INT-09,False,,RAI4-0589
RAI4-0590,불충분한 정보에 기반한 조언,1,RAI3-G-SYS-07,False,,RAI4-0590
