l4_id,label_ko,old_l3,new_l3,scope,method
RAI4-0389,지식 체계 배제,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0408,지역 피해 비가시성,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0956,공유된 현실감각의 상실,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0403,도덕적 프레이밍 편향,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-0364,다원적 선호 집계 실패,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-1205,딥페이크 피해 구제 곤란,RAI3-G-SOC-06,RAI3-G-SOC-06,G,keyword_heuristic
RAI4-1158,대규모 설득 능력,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-1617,견해 예측 기반 맞춤 설득에 의한 조작,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-1050,심리적 조작·비인간화·대규모 착취,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0884,조작과 강요,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-1063,인지 편향 악용에 의한 기만,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-1636,마음이론(Theory of Mind) 능력,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-0141,사용자 선호도 조작,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-1090,사용자 의사에 반하는 조작적 유도,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0139,동의 없는 AI 중재 넛지,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0619,은밀한 행동 조작,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0854,되돌릴 수 없는 변화,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0216,사고 전 위험 완화 책임 미지정,RAI3-G-SOC-10,RAI3-P-SOC-10,P,keyword_heuristic
RAI4-1292,사고 시 책임 문제,RAI3-G-SOC-06,RAI3-A-SOC-06,A,keyword_heuristic
RAI4-0070,사고 분류 단편화,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0088,표준 단편화,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0111,범용 AI 사고 에스컬레이션 실패,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-2087,휴머노이드 안전 검증·집행 체계 부재,RAI3-G-SOC-10,RAI3-P-SOC-10,P,keyword_heuristic
RAI4-0266,인간-휴머노이드 상호작용 데이터의 인구집단 편향,RAI3-G-SOC-05,RAI3-P-SOC-05,P,keyword_heuristic
RAI4-0143,다크 패턴 대화 에이전트,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-0158,대화 에이전트에 대한 심리적 의존성,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-0019,에이전트 자율성의 거버넌스 격차,RAI3-G-SOC-10,RAI3-A-SOC-10,A,keyword_heuristic
RAI4-1278,자율 에이전트 책임성 구현 공백,RAI3-G-SOC-10,RAI3-P-SOC-10,P,keyword_heuristic
RAI4-1046,집단별 성능 격차·고정관념 인코딩,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-1007,서비스/혜택 손실,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-1082,불공정한 성능 배분,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-1092,모델 접근으로 인한 이익의 불공정한 분배,RAI3-G-SOC-03,RAI3-P-SOC-03,P,keyword_heuristic
RAI4-0056,구제 경로(remedy pathway) 불투명성,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0512,고속 AI 운영에서의 오류 미탐지,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0344,사용자 능력 불일치,RAI3-G-SOC-11,RAI3-P-SOC-11,P,keyword_heuristic
RAI4-0385,이식된 AI 거버넌스 불일치,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0049,제조물 책임 불일치,RAI3-G-SOC-06,RAI3-P-SOC-06,P,expert_designated
RAI4-1001,자기 식별 기회의 박탈,RAI3-G-SOC-05,RAI3-A-SOC-05,A,keyword_heuristic
RAI4-1400,익명 자원 획득,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0099,AI 윤리 준수 위장,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0101,인간 감독·책임성 위장,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0100,규정 준수 위장,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0354,피지컬 AI 기반 직장 감시,RAI3-G-SOC-01,RAI3-P-SOC-01,P,keyword_heuristic
RAI4-0315,이동형 로봇 감시를 통한 일방적 작업장 통제,RAI3-G-SOC-01,RAI3-P-SOC-01,P,keyword_heuristic
RAI4-1117,권력 집중,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-1251,가치 고정,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-2097,AI 기반 대규모 감시와 표적 억압,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0643,감시 기능,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0611,AI 감시에 의한 전체주의 체제 유지,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-2098,사적 생활공간 로봇의 무단 데이터 수집,RAI3-G-SOC-01,RAI3-P-SOC-01,P,keyword_heuristic
RAI4-0313,가정 내 지속적 시청각 촬영,RAI3-G-SOC-01,RAI3-P-SOC-01,P,keyword_heuristic
RAI4-0307,로봇·AI 정체성 미고지,RAI3-G-SOC-07,RAI3-P-SOC-07,P,keyword_heuristic
RAI4-0200,피지컬 AI 프라이버시 침해,RAI3-G-SOC-01,RAI3-P-SOC-01,P,keyword_heuristic
RAI4-1216,대규모 배포 생성형 AI의 피해와 구제 공백,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-1989,생성형 AI 답변 과잉 의존,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0987,책임 공백으로 인한 과실 개발 유인,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0135,교육용 AI 과잉 의존,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0429,교육 불평등 확대,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0651,초개인화 광고의 소비자 자율성 훼손,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-0119,알고리즘 기반 정체성 변화,RAI3-G-SOC-08,RAI3-A-SOC-08,A,keyword_heuristic
RAI4-0142,행동 의존성 유도,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-1022,높은 비용으로 인한 접근 배제,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-2101,AI 비서 접근 격차에 의한 경제적 불이익,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-1153,미래의 접근 위험,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0179,권력 비대칭 AI 상호작용,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-0367,공공가치 갈등 증폭,RAI3-G-SOC-09,RAI3-A-SOC-09,A,keyword_heuristic
RAI4-0885,AI에 대한 오도된 대인 신뢰로 인한 피해,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0867,사용자 정렬 AI에 의한 집단행동 문제 악화,RAI3-G-SOC-09,RAI3-A-SOC-09,A,keyword_heuristic
RAI4-0876,AI에 대한 물질적 의존과 서비스 중단 피해,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0851,중요 부문의 AI 과의존에 따른 체계적 취약성,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0089,국제 조정 실패,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0090,국경 간 집행 격차,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0073,시판 후 감시 실패,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-1037,사용례 내재 위험 노출,RAI3-G-SOC-10,RAI3-A-SOC-10,A,keyword_heuristic
RAI4-0700,편향된 진술 및 권장 사항,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-2108,고위험 결정 영역의 차별 영속화,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0711,편향 증폭과 결과 균질화,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-1389,차별과 고정관념 재생산,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-0994,차별적 결정과 데이터 유출 피해,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0417,인간 피드백 작업자 가치 편향,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-1404,데이터 노동 저평가·비가시화,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-1270,학습 데이터 품질 결함,RAI3-G-SOC-05,RAI3-P-SOC-05,P,keyword_heuristic
RAI4-0694,학습 데이터 사회적 편향 전파,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-0500,경제적 혼란,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-0873,경제적 불안정,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-1049,조직 재정·평판 손상,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-1446,사회적 불평등,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-1004,경제적 손실,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0986,자율 에이전트에 대한 책임 귀속 공백,RAI3-G-SOC-06,RAI3-A-SOC-06,A,keyword_heuristic
RAI4-1275,도덕적 책임 격차,RAI3-G-SOC-06,RAI3-P-SOC-06,P,keyword_heuristic
RAI4-0311,피지컬 행동 편향 실행,RAI3-G-SOC-05,RAI3-P-SOC-05,P,keyword_heuristic
RAI4-0312,인구집단별 서비스 격차,RAI3-G-SOC-03,RAI3-P-SOC-03,P,keyword_heuristic
RAI4-0355,전환 지원 없는 물리 노동 대체,RAI3-G-SOC-02,RAI3-P-SOC-02,P,keyword_heuristic
RAI4-0319,안전 의무 회피를 위한 관할권 간 배포,RAI3-G-SOC-10,RAI3-P-SOC-10,P,keyword_heuristic
RAI4-0306,의인화 설계로 인한 과도한 의존,RAI3-G-SOC-08,RAI3-P-SOC-08,P,keyword_heuristic
RAI4-0309,아동의 과신·모방에 따른 위험한 로봇 상호작용,RAI3-G-SOC-08,RAI3-P-SOC-08,P,keyword_heuristic
RAI4-0288,개인 돌봄 로봇 준수 기준 부재,RAI3-G-SOC-10,RAI3-P-SOC-10,P,keyword_heuristic
RAI4-0720,편견과 과소표현으로 인한 위험,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-0154,아동의 AI 동반자 애착 형성,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0882,마찰 없는 AI 관계로 인한 개인 성장 저해,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-2116,AI 동반자에 대한 정서적 의존,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0308,준사회적 애착을 이용한 사용자 조종,RAI3-G-SOC-08,RAI3-P-SOC-08,P,keyword_heuristic
RAI4-1154,창발적 접근 위험,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-1483,시장 추세 강화로 인한 금융 거품 악화,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0528,AI 시장 집중과 인프라 종속,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-1370,시장 지배력 집중의 폐해,RAI3-G-SOC-04,RAI3-P-SOC-04,P,keyword_heuristic
RAI4-1419,AI 경제적 이익의 소수 집중과 국가 간 격차,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-0087,AI 거버넌스의 규제 포획,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-0488,규제 지체,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-0798,생태계 과부하,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-1011,노동 착취와 거시경제적 불평등 심화,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-0513,인간 착취,RAI3-G-SOC-03,RAI3-P-SOC-03,P,keyword_heuristic
RAI4-1024,크라우드워커 착취와 기여 비문서화,RAI3-G-SOC-03,RAI3-P-SOC-03,P,keyword_heuristic
RAI4-0960,대량 조작,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-1557,체계적 편향의 무기화에 의한 대규모 조작,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-1293,노인·보육 분야 사회적 조작,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0717,알고리즘 상호작용에 의한 편향 강화,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-1329,추천 시스템의 인간중심 편향 증폭,RAI3-G-SOC-05,RAI3-G-SOC-05,G,keyword_heuristic
RAI4-0702,콘텐츠 조정 알고리즘의 편향적 억압,RAI3-G-SOC-11,RAI3-G-SOC-11,G,keyword_heuristic
RAI4-0842,추천 알고리즘에 의한 온라인 양극화 심화,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-1143,감정적 의존 악용,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-0871,개인화를 통한 조작,RAI3-G-SOC-08,RAI3-G-SOC-08,G,keyword_heuristic
RAI4-1397,권력과 통제를 추구하는 목표 획득,RAI3-G-SOC-04,RAI3-G-SOC-04,G,keyword_heuristic
RAI4-0098,정책-실무 분리,RAI3-G-SOC-10,RAI3-G-SOC-10,G,keyword_heuristic
RAI4-1065,업무 자동화로 인한 고용 악화,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-1420,자동화에 따른 광범위한 실업과 임금 하락,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-0514,일자리에 미치는 영향,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-0874,전통적 사회질서의 교란,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0897,사회적 적응 지체로 인한 혼란,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-2119,자동화에 의한 일자리 대체와 실업 증가,RAI3-G-SOC-02,RAI3-P-SOC-02,P,keyword_heuristic
RAI4-2120,적응 속도를 앞지른 노동 대체와 시장 교란,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-2121,노동 가치 하락과 부의 집중 심화,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
RAI4-1214,증강 아닌 자동화로 인한 일자리 상실,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-0521,광범위 과업 자동화 충격,RAI3-G-SOC-02,RAI3-G-SOC-02,G,keyword_heuristic
RAI4-0846,정보 신뢰 저하에 따른 집단 의사결정 약화,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-0847,설득 도구 확산에 의한 인식론적 분절화,RAI3-G-SOC-09,RAI3-G-SOC-09,G,keyword_heuristic
RAI4-1661,자본편중·시장집중·접근격차에 의한 불평등 심화,RAI3-G-SOC-03,RAI3-G-SOC-03,G,keyword_heuristic
