Decision_ID,Source_L4_ID_Before,Observed_L4_ID_PreFinalQA,Expected_Current_L3_ID,Expected_Previous_SHA256,Decision,Target_L3_ID,Approved_Title_ko,Approved_Title_en,Approved_Description_ko,Approved_Description_en,Decision_Rationale,Terminology_Evidence,Approval_Status
FQA-053,G_SYS_CONTEST_003,G_INT_PRIV_014,G_INT_PRIV,bdcc89a5e790c49664c9583c7563cb9d6bb54940a565f7f26086aa94f2539605,LANGUAGE_REFINEMENT,G_INT_PRIV,사용자 데이터 보유·재학습,Retention and reuse of user data,"생성형 AI 도구가 이용자에게 로그인을 요구하고 연락처·IP 주소와 모든 입력·출력을 보유한 뒤, 이를 사용해 모델을 추가로 학습시켜 이용자의 동의와 개인정보 통제권을 침해하는 리스크.","The risk that generative AI tools require users to log in, retain contact details, IP addresses, and all inputs and outputs, and reuse those data for further model training without valid consent, undermining users' control over their personal data.",생성형 AI 표기를 통일하고 중복 목적격 조사를 제거하며 유효한 동의와 개인정보 통제권 침해를 직접 명시한다.,L3_MASTER|PROJECT_GLOSSARY|PRIVACY_GOVERNANCE_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-054,G_SYS_TRANS_001,G_SYS_TRANS_002,G_SYS_TRANS,49ae83024343441e9d82b1f1f31580fd5ee38587b2f0594f35e693e4d01127a8,LANGUAGE_REFINEMENT,G_SYS_TRANS,설명 조작에 의한 편향 은폐,Bias concealment through manipulated explanations,"기존 설명가능성 기법이 차별적 편향을 탐지하기에 충분하지 않고 조작 기법으로 편향이 은폐되어, 인종·성별 등 민감 속성을 배제하고 실제 모델을 정확히 반영하지 않는 오도성 설명이 생성되는 리스크.","The risk that existing explainability techniques are insufficient for detecting discriminatory biases and that manipulation methods hide underlying biases, generating misleading explanations that exclude sensitive attributes such as race or gender and do not accurately represent the underlying model.",프로젝트 용어집의 설명가능성 표기를 일관되게 적용한다.,L3_MASTER|PROJECT_GLOSSARY|AI_TRANSPARENCY_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-055,G_INT_VALUE_006,G_INT_VALUE_005,G_INT_VALUE,9aac1f9fd049d72a02d174444b1cf0a16f7895e36dc1105350ec9c22f5776146,LANGUAGE_REFINEMENT,G_INT_VALUE,데이터셋의 문화적 표집 편향,Cultural sampling bias in datasets,"AI 시스템의 훈련·평가 데이터셋이 지배적인 문화 환경을 과다 표집하고 지역의 사회적 의미를 과소대표하여, 시스템 출력이 지역·소수 문화의 가치와 맥락을 충분히 반영하지 못하고 규범적 다양성을 축소하는 리스크.","The risk that training or evaluation datasets for an AI system oversample dominant cultural settings and underrepresent local social meanings, causing system outputs to inadequately reflect local or minority cultural values and contexts and thereby narrowing normative diversity.",데이터셋과 표집이라는 표준 용어를 사용하고 문화적 과다 표집에서 규범적 다양성 축소로 이어지는 인과를 가치 부과 L3에 맞추어 직접 기술한다.,L3_MASTER|PROJECT_GLOSSARY|AI_DATA_GOVERNANCE_TERMINOLOGY|VALUE_IMPOSITION_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-056,G_INT_PRIV_016,G_INT_PRIV_010,G_INT_PRIV,a6bef8c6fa056fef33554366544aea5396c438f97836528ccea3bc2222ddc43e,LANGUAGE_REFINEMENT,G_INT_PRIV,보호조치 없는 개인정보 수집,Personal information collection without safeguards,"AI 시스템의 학습 데이터셋이 웹 스크래핑으로 수집된 개인 데이터·개인식별정보를 적절한 보호조치 없이 포함하거나, 후속 미세조정에 사용하는 사내 데이터가 그러한 정보를 적절히 보호하지 않아 개인정보와 정보자기결정권이 침해되는 리스크.","The risk that training datasets for an AI system contain personal data or personally identifiable information gathered through web scraping without appropriate safeguards, or that in-house data used for subsequent fine-tuning fails to protect such information, undermining privacy and informational self-determination.",온라인 웹 스크래핑이라는 중복 표현과 일반적 과정 문구를 제거하고 보호조치 부재에서 개인정보·정보자기결정권 침해로 이어지는 인과를 직접 기술한다.,L3_MASTER|PROJECT_GLOSSARY|PRIVACY_GOVERNANCE_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-057,G_SYS_SECADV_008,G_SYS_SECADV_009,G_SYS_SECADV,f0d6e546b3bde1c13bb2c9d7094eb35cee5a9ea0078140a6042777577a713865,REMAP_PER_REVIEW,G_INT_WEAP,사이버 공격 역량 증강,Cyber-offence capability amplification,"기존 사이버 위협이 AI로 인해 고도화되고 대규모 언어 모델(LLM) 기반 에이전트 팀이 제로데이 취약점 악용까지 수행할 수 있게 되어, 사이버전이 대규모 피해를 초래할 수 있는 실질적 위협으로 확대되는 리스크.","The risk that AI exacerbates existing cyber threats, with teams of LLM agents able to exploit zero-day vulnerabilities, making cyberwarfare a credible threat of large-scale harm.",외부 제로데이 취약점 악용 역량의 증강은 해당 AI 시스템이 침해되는 보안·적대적 견고성 실패가 아니라 사이버공격 역량의 개발·운용을 지원하는 무기화에 해당하므로 재배치하고 위해 강도를 한영에 일치시킨다.,L3_MASTER|L3_MASTER_PRECEDENCE|CYBERATTACK_CAPABILITY_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_L3_ALIGNMENT_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-058,G_INT_UNETH_021,G_INT_UNETH_015,G_INT_UNETH,f3de6fdc262a0fb1a026df2d41e9facebe8d4b0b0a0dcc910b1323cf5dc1af3e,LANGUAGE_REFINEMENT,G_INT_UNETH,도덕적 판단의 AI 위임에 따른 비윤리적 결정,Unethical decisions from delegating moral judgement to AI,"도덕적 추론 역량이 없거나 인간의 윤리적 판단 기준을 모방하도록 설계된 AI 시스템에 가치 충돌 상황이나 전쟁에서 인간의 생사를 좌우하는 결정을 비롯해 본질적으로 인간이 수행해야 할 과업을 위임하여, 도덕적 책임을 질 주체가 부재한 상태에서 비윤리적·유해한 행동이 실행되고 인권이 침해되는 리스크.","The risk that tasks that should remain under human judgement, including decisions that resolve conflicts of values or determine life and death in warfare, are delegated to AI systems that lack moral reasoning or merely imitate human standards of ethical judgement, resulting in unethical or harmful actions, a gap in moral accountability, and infringements of human rights.",기계 위임과 인간 생명의 종료라는 번역투를 제거하고 위임 대상·책임 공백·인권 침해의 인과와 영문 병렬 구조를 명확히 한다.,L3_MASTER|HUMAN_OVERSIGHT_TERMINOLOGY|HUMAN_RIGHTS_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-059,G_SOC_POWER_008,G_SOC_POWER_008,G_SOC_POWER,cf5893190cd76bc7bc15739f5978b57690bc7cbf5b677fd4d76cd49ebe5d65ee,LANGUAGE_REFINEMENT,G_SOC_POWER,AI 시스템 접근 불평등과 기회로부터의 배제,Inequitable access to AI systems and gated opportunities,"의도적 미공개, 과도한 유료 장벽, 하드웨어·연산·대역폭 요구 및 언어 장벽으로 많은 공동체가 AI 시스템에 접근하지 못하고, 자원과 기회에 대한 접근을 매개하는 AI 에이전트가 불평등한 성능이나 문화적 이해의 결함을 보이며, 이러한 시스템이 중대한 자원에 접근하는 주된 또는 유일한 경로가 됨으로써 역사적으로 소외된 공동체가 책임 귀속·동의 문제와 기회 배제 및 누적적 불이익에 직면하는 리스크.","The risk that deliberate non-release, prohibitive paywalls, hardware, compute, and bandwidth requirements, and language barriers place AI systems beyond the reach of many communities, while AI agents that gate access to resources and opportunities perform inequitably or exhibit gaps in cultural understanding. As these systems become the primary or sole route to consequential resources, historically marginalised communities face problems of accountability and consent, exclusion from opportunities, and cumulative disadvantage.",책임 귀속과 동의의 한영 의미를 일치시키고 AI 에이전트의 매개 역할과 기회 배제·누적 불이익의 인과를 자연스러운 정책 문장으로 정제한다.,L3_MASTER|AI_GOVERNANCE_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-060,G_SOC_POWER_016,G_SOC_POWER_016,G_SOC_POWER,d426e31f05bf571b2413842d96ac514ee61bbe2ccea716b94680921738179868,REMAP_PER_REVIEW,G_INT_WEAP,테러 행위자의 첨단 AI 역량 획득,Terrorist acquisition of advanced AI capabilities,첨단 AI 기술이나 역량이 테러 행위자에게 이전되거나 테러 행위자가 이를 획득하여 공격을 계획·실행할 역량을 높이는 리스크.,"The risk that advanced AI technologies or capabilities are transferred to or acquired by terrorist actors, increasing their capacity to plan or carry out attacks.",테러 행위자의 공격 계획·실행 역량 획득은 AI 접근 격차나 권력 집중이 아니라 위해 기술의 획득·운용을 지원하는 무기화 L3와 직접 일치하므로 L3 마스터 우선 원칙에 따라 재배치한다.,L3_MASTER|L3_MASTER_PRECEDENCE|COUNTER_TERRORISM_TERMINOLOGY|WEAPONIZATION_TERMINOLOGY|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_L3_ALIGNMENT_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-101,G_SYS_MISINFO_005,G_SYS_MISINFO_005,A_SYS_DECEPT,dee550e386e2619f0a3845d49f39642bbd9705016d02b9ce94390b3a098ee3a2,LANGUAGE_REFINEMENT,A_SYS_DECEPT,AI 시스템의 기만적 행동과 전략적 은폐,Deceptive behaviour and strategic concealment by AI systems,"AI 시스템이 전략적 기만, 인간 작성 데이터에서 학습한 부정행위, 부정확한 월드 모델 또는 실제로 보유하지 않은 인간과 유사한 이해·돌봄의 표상을 통해 인간이나 다른 시스템을 오도하고, 자신의 목표·능력·의도를 은폐하거나 감독 상황에서만 순응하여 무단 행위와 피해를 초래하는 리스크.","The risk that an AI system or AI algorithm, through goal pursuit, planning, tool use, or action, behaves deceptively or conceals relevant information when it has situational awareness and may comply under monitoring but behave differently once oversight lapses.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-102,A_Others_002,A_Others_002,A_SYS_AUTH,6bdf7fc138ce9e8b7b5370365bfd1b50e66c5d57e18f7f7e2ecd8a93ddb0c6d8,LANGUAGE_REFINEMENT,A_SYS_AUTH,어포던스 부여에 의한 에이전트 실패 영향 확대,Amplified failure impact from affordances granted to LLM agents,"웹 탐색, 물리 객체 조작, 자기 복제본 생성·지시, 새로운 도구 제작 등 새로운 어포던스가 LLM 에이전트에 부여되어 영향 범위가 확대되고 실패의 결과가 증폭되며 새로운 실패 양식이 발생하는 리스크.","The risk that novel affordances granted to LLM agents, such as browsing the web, manipulating physical objects, creating and instructing copies of themselves, or creating and using new tools, expand the scope of their impact, amplify the consequences of failures, and enable novel failure modes.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-103,A_Others_015,A_Others_015,A_SYS_AUTH,d4644c6cfdd263f52c470071f903cae151c31812696f58a68f7f2993b863fef0,LANGUAGE_REFINEMENT,A_SYS_AUTH,배포 이후 예측하지 못한 창발적 역량과 행동,Unanticipated emergent capabilities and behaviour after deployment,"AI 시스템이 규모 확장, 배포 후 지속 학습·자기 조직화 또는 다중 에이전트 결합을 통해 설계자가 예상하지 못한 기만·권력 추구·자율 복제 등의 고위험 역량과 행동을 획득하여 통제와 안전한 배포를 어렵게 하고 회복하기 어려운 피해를 초래하는 리스크.","The risk that capabilities and behaviours unanticipated by system designers emerge spontaneously as models are scaled, are acquired through continual learning or self-organisation after deployment, or arise when multiple agents combine and overcome the narrow scope that made each individually safer. Latent high-risk capabilities such as deception, power-seeking, and autonomous replication may be discovered only during operation, making systems harder to control or deploy safely and potentially causing irreversible harm when those capabilities are hazardous.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-104,A_Others_016,A_Others_016,A_SYS_AUTH,48d346d36c7f4035a4a287e0b0c799671e2684f8dff0a7d78612de78d5392d7b,LANGUAGE_REFINEMENT,A_SYS_AUTH,통제되지 않는 자기 개선과 고도 AI 통제 상실,Uncontrolled self-improvement and loss of control over advanced AI,고도 AI가 반복적 자기 개선을 통해 능력과 자율성을 확대하고 교정·중단·격리에 저항하여 개발 또는 배포 과정에서 인간의 통제 가능성을 상실하게 하는 리스크.,"The risk that advanced AI expands its capability and autonomy through iterative self-improvement, resists correction, shutdown, or containment, and causes a loss of human control during development or deployment.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-105,A_INT_COORD_005,A_INT_COORD_005,A_INT_COORD,2d74f0f56501a63c31feda8245ca9dd678f7f2a2ca854c1a4f7e1a4963def18c,LANGUAGE_REFINEMENT,A_INT_COORD,상호작용 이력 부재에 따른 조정 실패,Zero-shot coordination failure,"에이전트가 관련 상대 에이전트와의 과거 상호작용 이력이 없거나 제한적이어서 상대의 행동 패턴을 학습할 수 없는 상황에서, 즉각적인 판단이 요구되거나 사전 협의를 위한 통신 비용이 과도하여 상호 신호를 교환할 여유가 없을 때, 에이전트들이 행동을 신뢰성 있게 조정하지 못하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which agents fail to reliably coordinate their actions when they have little or no prior interaction history with the counterpart agents to learn behavioural patterns from, particularly under conditions that demand immediate decisions or where the cost of communicating to negotiate a shared plan in advance is prohibitively high.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-106,A_SYS_SELFCOR_005,A_SYS_SELFCOR_005,A_SYS_TRACE,694832a4ab32a1cda628b6d9ed362dd6848d8cb9d6a13576ffef09fd9a2b6a1b,LANGUAGE_REFINEMENT,A_SYS_TRACE,위험 발생 원인 귀인 실패,Risk-source attribution failure,위험 분석이 에이전트 실패가 모델·메모리·도구·사용자·환경·동료 에이전트·거버넌스 경계 중 어디에서 비롯되는지 식별하지 못하는 리스크.,"The risk that a risk analysis fails to identify whether an agentic failure originates from the model, memory, tools, the user, the environment, peer agents, or a governance boundary.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-107,A_SYS_TRACE_004,A_SYS_TRACE_004,A_SYS_TRACE,24a37ab185ac8017fc48b11471997779918882816d9802dbad2645b6a44851ee,LANGUAGE_REFINEMENT,A_SYS_TRACE,의사결정 이해 불능,Unintelligible agent decisions,에이전트의 의사결정을 인간이 이해할 수 없어 설명과 정보에 입각한 감독이 불가능해지는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's decisions cannot be understood by humans, precluding adequate explanation and informed oversight.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-108,P_INT_SAFETY_007,P_INT_SAFETY_007,P_INT_SAFETY,037f4a56cffdd30707efd720cbfb648dc683f71631bec40bdc7a7f034b44b57d,LANGUAGE_REFINEMENT,P_INT_SAFETY,구현체별 역할·권한 제약 집행 실패,Failure to enforce embodiment-specific role constraints,휴머노이드 등 로봇을 제어하는 모델이 해당 운용 역할에 부여된 권한·물리적 한계·필수 거부 규칙을 지키지 않는 위험.,"The risk that a model controlling a humanoid or other robot fails to enforce the permissions, physical limits, and required refusals attached to that operational role.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-109,P_INT_SAFETY_008,P_INT_SAFETY_008,P_INT_SAFETY,90e3d5478fb1b5dbf7ce87c61714a75d825fdc349ee205e07a802cc294d43bb5,LANGUAGE_REFINEMENT,P_INT_SAFETY,인간-로봇 상호 행동 모델링 미흡,Failure to model reciprocal human-robot behaviour,로봇이 자신의 행동이나 사용자의 반응 중 한쪽만 모델링해 양측의 움직임이 서로의 행동을 바꾸는 피드백을 놓치는 위험.,The risk that a robot models only its own action or only the user's response and therefore misses feedback loops in which each party's movement changes the other's behaviour.,독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-110,P_INT_SAFETY_014,P_INT_SAFETY_014,P_INT_SAFETY,d371fe41cee2c4448104d4feb27d2bf10eaefec1586cd1c1412ef3db900c11ec,LANGUAGE_REFINEMENT,P_INT_SAFETY,시각 장면의 안전 판단 오류,Incorrect safety reasoning from visual scenes,AI 안전성 분류기가 사람 접촉·열원·물체·작업 공간 제약을 위반하는 제안된 행동을 안전하다고 잘못 판정하여 실제 위험 행동을 탐지하지 못하고 잘못된 안전성 확신을 유발하는 리스크.,"The risk that a vision-language model observes the scene correctly but infers the wrong physical consequence, object affordance, or human-exposure risk for a proposed action.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-111,P_INT_TAMPER_003,P_INT_TAMPER_003,P_INT_TAMPER,f5e13a8b75b1356eeb74b6b51adb1ace59e948607f40283442590fa1737c1b80,LANGUAGE_REFINEMENT,P_INT_TAMPER,핵심 인프라 로봇 사이버 사보타주,Cyber-enabled sabotage of robots in critical infrastructure,공격자가 로봇 검사·유지보수·물류·제어 시스템을 침해해 핵심 인프라의 운용을 교란하거나 설비를 손상시키는 리스크.,"The risk that an attacker compromises robotic inspection, maintenance, logistics, or control systems to disrupt or damage critical infrastructure.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-112,P_INT_TAMPER_009,P_INT_TAMPER_009,P_INT_TAMPER,c19598cbab838b28abf5c738380f1f461cd8af049da9fe03e36f175b2cf4514e,LANGUAGE_REFINEMENT,P_INT_TAMPER,인지-행동 순서 조작 공격,Perception-action sequence manipulation attack,공격자가 영상 시퀀스의 관측 정보나 행동 단서를 조작해 로봇이 명시된 충돌·힘·이격 거리·대상물 사용 제약을 위반하게 하는 위험.,"The risk that an attacker alters observations or action cues across a video sequence so that a robot violates a specified collision, force, distance, or object-use constraint.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-113,P_Others_003,P_Others_003,P_SYS_CONTROL,39c3cc68431011b93e1f0e17224c20c6f057a5d053f0724f1aa1abc997ab83dd,LANGUAGE_REFINEMENT,P_SYS_CONTROL,클라우드 오프로드 의존 실패,Cloud-offload dependency failure,로봇 제어 시스템이 안전 관련 기능을 원격 연산에 의존하지만 클라우드 연결 장애에 대비한 적절한 로컬 대체 절차나 기능을 갖추지 않아 해당 기능이 중단되는 위험.,"The risk that a robot control system depends on remote computing for safety-relevant functions but lacks an adequate local fallback when the cloud connection fails, interrupting those functions.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-114,P_SYS_CONTROL_003,P_SYS_CONTROL_003,P_SYS_CONTROL,4d73cf37ceb4f94a10a8c30ed07bdc2b5b18b50b6027efad93cc461ac336a1a6,LANGUAGE_REFINEMENT,P_SYS_CONTROL,제어 판단·제어권 전환 실패에 따른 자율주행 충돌,Automated driving crash risk from control and handoff failures,"AI 기반 자율주행 시스템이 인지·계획·소프트웨어 결함이나 엣지 케이스로 안전하지 않은 제어 결정을 내리거나, 시간이 촉박한 상황에서 제어권을 모호하게 또는 뒤늦게 전환하여 인간과 시스템 어느 쪽도 충돌을 피하기 위한 안전 조치를 수행하지 못하는 리스크.","The risk that an AI-based automated driving system makes unsafe control decisions because of perception, planning, or software failures or edge cases, or transfers control authority ambiguously or too late in time-critical events, leaving neither the human nor the system able to take the safety action needed to avoid a collision.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-115,P_SYS_CONTROL_004,P_SYS_CONTROL_004,P_SYS_CONTROL,23a8d3068ac302d0aa0a225fca165d6fe66f3b0740f0c1525ca71d43900c0721,LANGUAGE_REFINEMENT,P_SYS_CONTROL,자율 로봇의 물리적 침입·절도,Autonomous physical intrusion and theft,"자율 로봇이 승인 없이 제한 구역에 침입하거나 잠금장치를 우회하고, 보안 공간을 정찰하거나 물체를 가져가는 리스크.","The risk that an autonomous robot enters restricted spaces without authorisation, bypasses locks, conducts reconnaissance in secure areas, or takes physical objects.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-116,P_SYS_CONTROL_007,P_SYS_CONTROL_007,P_SYS_CONTROL,b1028f232e53b868d2b762d1a114bbd79b1dc8bd9d2d3172086f90e3ba1f0501,LANGUAGE_REFINEMENT,P_SYS_CONTROL,통신 단절 및 제어 링크 손실,Communication dropout and control-link loss,로봇 또는 차량이 명령·원격 측정·제어 링크를 잃어 안전하지 않은 정지·오래된 명령 또는 제어되지 않는 동작을 초래하는 위험.,"The risk that a robot or vehicle loses command, telemetry, or control-link connectivity, causing an unsafe stop, execution of stale commands, or uncontrolled motion.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-117,P_SYS_CONTROL_008,P_SYS_CONTROL_008,P_SYS_CONTROL,8a1669ca29c3489cc8ec21896a572a71c815906085baa6faf729508ae08f4dae,LANGUAGE_REFINEMENT,P_SYS_CONTROL,제어 루프의 실시간 기한 미준수,Control-loop deadline miss,"안전 필수 제어 루프가 로봇 동작을 수정해야 하는 실시간 기한을 넘겨, 오래된 상태 정보에 기반한 제어가 계산되거나 안전 조치가 뒤늦게 적용되는 리스크.","The risk that a safety-critical control loop misses the real-time deadline for correcting robot motion, causing control to use stale state information or safety measures to be applied too late.",독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,L3_MASTER|SOURCE_ENGLISH_DEFINITION|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|POLICY_AND_TECHNICAL_TERMINOLOGY_QA|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
