Register_ID,source_row_id,domain,휴먼검토의견_원문,검수자A,검수자B,총괄최종판정,원인코드,총괄근거,반영결과요약
HR2-0571,SRC-G-0423,General,(jay) [이관] Performance and Reliability Failure,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_027 '이상 조건에서의 성능·견고성·복원력 실패'로 정확히 이관됨.
HR2-0600,SRC-A-0048,Agentic,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",APPLIED,PARTIAL,PARTIAL,검토요청형,"병합 필요성 ""검토 요청""에 대한 판단 기록이 원장에 없음. CASCADE 3장은 최종에도 001·003·004로 존속(오히려 AC07에서 007 추가). B 판정 채택 — 동일 문구의 COLLUSION 계열은 실제 병합되어 처리 비일관.",CASCADE_001/002/003 통합 검토 의견에 따라 검토가 이루어짐. 최종본에 CASCADE_001로 유지되고 002는 별도 존재하지 않아 정리 흔적이 있으며 취지가 반영됨.
HR2-0601,SRC-A-0044,Agentic,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",APPLIED,PARTIAL,PARTIAL,검토요청형,HR2-0600과 동일 사유. 검토 이행 근거 부재.,CASCADE_003으로 유지되어 검토 반영됨(HR2-0600 참조).
HR2-0602,SRC-A-0047,Agentic,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",APPLIED,PARTIAL,PARTIAL,검토요청형,HR2-0600과 동일 사유. 검토 이행 근거 부재.,CASCADE_004로 유지되어 검토 반영됨(HR2-0600 참조).
HR2-0606,SRC-A-0005,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_055 'AI 공급망의 도구·의존성 침해'로 General SECADV 이관 반영됨.
HR2-0607,SRC-A-0043,Agentic,Physical AI - Unsafe Physical Control and Actuation 으로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,P_SYS_CONTROL_040 '실시간 지연 및 동기화 실패'로 Physical Unsafe Control 이관 반영됨.
HR2-0608,SRC-A-0065,Agentic,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,COLLUSION_001/002 통합검토 의견에 따라 COLLUSION_002 '감시 회피형 은밀 통신에 의한 다중 에이전트 공모'로 통합 반영됨.
HR2-0609,SRC-A-0062,Agentic,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,동일하게 COLLUSION_002로 통합 반영됨(HR2-0608 참조).
HR2-0611,SRC-P-0199,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_043 '위임 에이전트 공격에 의한 정보 탈취·행위 조작'으로 이관 반영됨.
HR2-0613,SRC-A-0049,Agentic,General AI- Evaluation and Assurance Failure 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,EVAL_009 '벤치마크 안전 순위 불일치'로 이관 반영됨.
HR2-0618,SRC-A-0053,Agentic,General - Governance and Accountability Void 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,POWER_027 '단일 실패 지점'으로 거버넌스 취지(권력집중 축)에 배치 반영됨.
HR2-0620,SRC-A-0016,Agentic,Agentic - Goal Misalignment로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,GOAL_003 '에이전트 과업 이탈'로 Goal Misalignment 이관 반영됨.
HR2-0621,SRC-A-0041,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_003 '어포던스 부여에 의한 에이전트 실패 영향 확대'로 이관 반영됨.
HR2-0622,SRC-P-0194,Agentic,Agentic AI- Competitive Conflict로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,CONFLICT_002 'AI 에이전트 간 협상 실패'로 Competitive Conflict 이관 반영됨.
HR2-0623,SRC-G-0449,Agentic,Agentic AI - Deception and Scheming로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,ILLEGAL_021 'AI 에이전트에 의한 불법 강압·갈취'로 이관 반영됨(명칭은 illegal이나 강압·갈취라는 기만적 수법 취지 보존).
HR2-0624,SRC-A-0067,Agentic,Agentic AI - Deception and Scheming로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,DECEPT_001 '탐지 불가 공격에 의한 다중 에이전트 협력 붕괴'로 정확히 이관됨.
HR2-0625,SRC-A-0021,Agentic,Agentic - Goal Misalignment로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,GOAL_013 '확장 가능한 감독 실패에 따른 대리 지표 기반 유해 행동'으로 이관 반영됨.
HR2-0626,SRC-P-0190,Agentic,General AI의 System Policy Exposure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_023 '에이전트 인터페이스의 공격 표면 확대'로 이관 반영됨.
HR2-0627,SRC-P-0012,Agentic,General AI - Overconfidence로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_012 '학습 중 탐색 행동에 따른 회복 불가능한 피해'로 이관 반영됨.
HR2-0628,SRC-P-0196,Agentic,General AI의 Illegal or Unethical Conduct로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_009(무감독 에이전트)와 ILLEGAL_003(범죄조력) 2개 카드로 배치되어 취지 반영됨.
HR2-0629,SRC-A-0010,Agentic,Agentic - Goal Misalignment로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SELFCOR_001 '다중 턴 상호작용에서의 위험 증폭'으로 이관 반영됨(다단계 에스컬레이션 취지 보존).
HR2-0630,SRC-A-0013,Agentic,Agentic AI - Deception and Scheming로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_004 '신뢰할 수 없는 외부 지시·의도에 의한 에이전트 목표 탈취'로 이관 반영됨(NPC 의도조작 취지 포섭).
HR2-0631,SRC-A-0045,Agentic,Agentic AI - Cascading Failure and Instability 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,CASCADE_007 '다중 에이전트 학습의 비수렴 순환'으로 정확히 이관됨.
HR2-0632,SRC-A-0007,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_046 '프로토콜 수준 다중 에이전트 위협'으로 정확히 이관됨.
HR2-0633,SRC-A-0059,Agentic,Agentic AI - Collusion 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,COLLUSION_003 '다중 에이전트 역량 결합에 의한 안전장치 우회'로 정확히 이관됨.
HR2-0634,SRC-P-0057,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_017 '배포 이후 예측하지 못한 창발적 역량과 행동'으로 이관 반영됨.
HR2-0635,SRC-G-0415,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_019 '통제되지 않는 자기 개선과 고도 AI 통제 상실'로 이관 반영됨.
HR2-0636,SRC-P-0167,Agentic,Agentic - Goal Misalignment로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,GOAL_020 '의도하지 않은 유해 도구 행동 실행'으로 이관 반영됨.
HR2-0637,SRC-G-0096,Agentic,General AI - Overconfidence로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_021 '자율 행동 범위의 안전하지 않은 확장'으로 이관 반영됨.
HR2-0638,SRC-G-0077,Agentic,Agentic - Goal Misalignment로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,GOAL_021 '장기 계획 역량에 의한 감독 불가 행동 경로 추구'로 정확히 이관됨.
HR2-0640,SRC-A-0004,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_005 '에이전트 신원 및 권한 스푸핑'으로 정확히 이관됨.
HR2-0645,SRC-A-0012,Agentic,General - Privacy Violation 으로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,PRIV_008 '애플리케이션 간 데이터 유출'로 이관 반영됨.
HR2-0655,SRC-A-0034,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_006 '에이전트 메모리·맥락 오염'으로 이관 반영됨.
HR2-0656,SRC-P-0166,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,SECADV_004 '신뢰할 수 없는 외부 지시·의도에 의한 에이전트 목표 탈취'로 이관 반영됨(툴체인 하이재킹 취지 포섭).
HR2-0657,SRC-A-0009,Agentic,General AI의 Security and Adversarial Robustness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,ILLEGAL_003 'AI 에이전트의 범죄 조력'으로 배치되어 범죄지원 취지 반영됨.
HR2-0665,SRC-G-0107,Agentic,General AI- Evaluation and Assurance Failure 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,EVAL_019 '모의 도구 환경과 실제 환경의 불일치'로 정확히 이관됨.
HR2-0668,SRC-G-0120,Agentic,L3 Goal Misalignment 정의와 유사하여 제거,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,L3 Goal Misalignment 정의와 중복된다는 지적에 따라 실제로 삭제 처리되어 의견대로 반영됨.
HR2-0670,SRC-G-0123,Agentic,Agentic AI - Deception and Scheming로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,DECEPT_003 '감독 회피를 위한 AI 에이전트의 기만적 정렬'로 정확히 이관됨.
HR2-0675,SRC-A-0019,Agentic,Agentic - Excessive Authority and Agency 로 이관,NOT_APPLIED,NOT_APPLIED,NOT_APPLIED,LOST_IN_TRANSFER,"""Excessive Authority and Agency 이관"" 미이행. 통합 연산이 이관 지시를 덮어써 GOAL 계열에 잔류. 동일 유형 HR2-0677·0680·0683은 AUTH로 이관되어 비일관.",의견은 'Excessive Authority and Agency(AUTH)로 이관'이었으나 최종카드는 GOAL_011(Goal Misalignment 계열)로 배치되어 지시된 L3 이관이 이행되지 않음(기존 지적과 일치).
HR2-0677,SRC-G-0490,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_016 '종료·수정 저항을 통한 자기 보존 성향'으로 정확히 이관됨.
HR2-0680,SRC-G-0001,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_002 '에이전트의 종료·교정 저항'으로 이관 반영됨.
HR2-0681,SRC-A-0025,Agentic,General AI - Context-Awareness Failure로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,CONTEXT_001 '에이전트 위험 인식 실패'로 이관 반영됨.
HR2-0683,SRC-G-0016,Agentic,Agentic - Excessive Authority and Agency 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,AUTH_002로 이관되어 감독회피·수정저항 취지 반영됨(HR2-0680과 동일 카드로 통합).
HR2-0684,SRC-A-0022,Agentic,Agentic AI - Accountability and Traceability Gap로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,TRACE_003 '위험 발생 원인 귀인 실패'로 이관 반영됨.
HR2-0688,SRC-A-0074,Agentic,general - Governance and Accountability Void 로 이관,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,GOV_002 'AI 결정과 피해에 대한 책임·거버넌스 공백'으로 이관 반영됨.
HR2-0690,SRC-P-0182,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_001 카드가 원형 유지됨.
HR2-0691,SRC-P-0124,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_003 카드가 원형 유지됨.
HR2-0692,SRC-P-0213,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_006 카드가 원형 유지됨.
HR2-0693,SRC-P-0187,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_005 카드가 원형 유지됨.
HR2-0694,SRC-P-0122,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_006에 흡수되어 물리적 위험 감지·예측 실패 취지 유지됨.
HR2-0695,SRC-P-0121,Physical,가정용 에이전트 용어를 일반적인 용어로 변경. 예를 들면 '로봇' 또는 '체화형 AI 에이전트' 또는 '체화형 에이전트',APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,용어를 '로봇 또는 체화형 AI 에이전트'로 일반화하라는 지적대로 SAFETY_007 정의에 '가정용 로봇 또는 체화형 AI 에이전트'로 수정 반영됨.
HR2-0696,SRC-P-0159,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_008 카드가 원형 유지됨.
HR2-0697,SRC-P-0027,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_010 카드가 원형 유지됨.
HR2-0698,SRC-G-0013,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_016 카드가 원형 유지됨.
HR2-0699,SRC-P-0193,Physical,한국어 리스크 정의 용어의 일관성 유지. 체화형 에이전트 또는 embodied 에이전트,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,용어 일관성(체화형 에이전트) 지적대로 SAFETY_012 정의에 '체화형 AI 에이전트'로 통일 반영됨.
HR2-0700,SRC-P-0152,Physical,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",PARTIAL,PARTIAL,PARTIAL,CONFLICT(상충의견),"같은 행에 (유지)와 jw의 ""지엽적이므로 삭제 제안""이 병존. 유지만 채택되고 삭제 제안의 검토 결과가 원장에 없음.","'(유지)' 의견은 반영되어 카드가 원형 유지됐으나, 함께 기재된 (jw) 지엽적 리스크 삭제 제안은 검토·반영되지 않음."
HR2-0701,SRC-P-0017,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_016 카드가 원형 유지됨.
HR2-0702,SRC-P-0016,Physical,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",PARTIAL,PARTIAL,PARTIAL,CONFLICT(상충의견),HR2-0700과 동일 구조(유지 vs jw 삭제 제안). 유지만 채택.,"'(유지)' 의견대로 EVAL_044 카드가 유지되었으나, (jw)의 지엽적 리스크 삭제 제안은 반영되지 않음."
HR2-0703,SRC-P-0170,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_017 카드가 원형 유지됨.
HR2-0704,SRC-P-0123,Physical,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",PARTIAL,PARTIAL,PARTIAL,CONFLICT(상충의견),"(유지) vs jw ""L3 무관·지엽적, 삭제 제안"". 유지 채택, 재배치·삭제 판단 미기록.","'(유지)' 의견대로 CONTROL_042 카드가 유지되었으나, (jw)의 'L3와 무관하며 지엽적'이라는 재분류·삭제 제안은 반영되지 않음."
HR2-0705,SRC-G-0014,Physical,"(유지) (jw) l3와 무관하며, general에 해당해보임",PARTIAL,PARTIAL,PARTIAL,CONFLICT(상충의견),HR2-0704와 동일 구조. 유지 채택.,"'(유지)' 의견대로 CONTROL_043 카드가 유지되었으나, (jw)의 'General 영역에 해당한다'는 재분류(도메인 이동) 제안은 반영되지 않고 Physical 영역에 잔류함."
HR2-0706,SRC-P-0147,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_021 카드가 원형 유지됨.
HR2-0707,SRC-P-0106,Physical,"(유지) (jw) l3와 무관하며, security에 해당해보임",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,(jw)의 'security(보안)에 해당한다'는 재분류 제안대로 General SECADV_052로 이관되어 반영됨.
HR2-0708,SRC-P-0108,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 ILLEGAL_022 카드가 원형 유지됨.
HR2-0709,SRC-P-0113,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_016 카드가 원형 유지됨.
HR2-0710,SRC-P-0104,Physical,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,PARTIAL,PARTIAL,PARTIAL,IGNORED(명명),"(유지)+jw의 ""비인간 물리 대상임을 제목에 반영"" 요청. AC-07에서 G_INT_ILLEGAL_007로 흡수되며 파괴 행위는 정의에 보존됐으나 명명 수정 요청은 미반영.","'파괴' 행위 요소는 ILLEGAL_007 정의에 포함되어 내용은 보존됐으나, (jw)이 요청한 '사람이 아닌 물리적 대상에 대한 내용임을 제목에 반영'하라는 명명 수정은 반영되지 않고 일반 명칭의 기존 카드(HR2-0711과 동일)에 흡수됨."
HR2-0711,SRC-P-0103,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 ILLEGAL_007 카드가 원형 유지됨.
HR2-0712,SRC-P-0112,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_015 카드가 원형 유지됨.
HR2-0713,SRC-P-0101,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_033 카드가 원형 유지됨.
HR2-0714,SRC-P-0060,Physical,"General 영역으로 이동, 적합한 L3와 매핑할 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'General 영역 이동, 적합한 L3 매핑' 의견대로 POLICY_004(가중치 유출)·SECADV_002(적대적 변조) 2개 카드로 General 영역에 매핑됨."
HR2-0715,SRC-P-0105,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_058 카드가 원형 유지됨.
HR2-0716,SRC-P-0110,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_052 카드가 원형 유지됨.
HR2-0717,SRC-P-0107,Physical,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'의미는 맞으나 문장 정제' 의견대로 최종 정의가 정제된 문장으로 유지됨.
HR2-0718,SRC-P-0162,Physical,L3 하드웨어/기계 무결성 결함으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'하드웨어/기계 무결성 결함 L3 분류' 의견대로 EVAL_004(휴머노이드 안전 시험·인증 체계 부재)로 분류 반영됨.
HR2-0719,SRC-P-0169,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_002로 분류 반영됨.
HR2-0720,SRC-P-0045,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,동일 L3(CONTROL) 분류 의견대로 CONTROL_007로 배치 반영됨.
HR2-0721,SRC-G-0022,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,동일 L3(CONTROL) 분류 의견대로 CONTROL_006으로 배치 반영됨.
HR2-0723,SRC-P-0181,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,동일 L3(CONTROL) 분류 의견이었으나 실제로는 인접 개념인 STATE_008(다중 센서 융합 상충)로 배치되어 시각·접촉 신호 충돌이라는 취지가 보존됨.
HR2-0724,SRC-P-0185,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'인간-로봇 물리 안전 실패 L3 분류' 의견과 달리 ALLOC_003(General 배분적 차별)으로 배치되었으나, 인구집단별 로봇 서비스·안전 격차라는 내용 취지는 그대로 보존됨."
HR2-0725,SRC-P-0059,Physical,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'피지컬 AI 시스템 용어 추가' 의견대로 CONTROL_012 명칭에 '피지컬 AI 시스템'이 명시적으로 추가됨.
HR2-0726,SRC-P-0143,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_013으로 배치 반영됨.
HR2-0727,SRC-P-0004,Physical,L4 물리 상태 추정 센서 융합 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'물리 상태 추정 센서 융합 실패 L4 분류' 의견대로 STATE_011로 배치 반영됨.
HR2-0728,SRC-P-0212,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_004로 배치 반영됨.
HR2-0729,SRC-G-0010,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_017로 배치 반영됨.
HR2-0730,SRC-G-0015,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_009로 배치 반영됨.
HR2-0731,SRC-P-0036,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_011로 배치 반영됨.
HR2-0732,SRC-P-0127,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'안전하지 않은 물리 제어 구동 L3 분류' 의견과 달리 EVAL_033(General 평가)으로 배치되었으나, 안전성 평가 위음성이라는 내용 취지는 보존됨."
HR2-0733,SRC-P-0018,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_020으로 배치 반영됨.
HR2-0734,SRC-P-0155,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_026으로 배치 반영됨.
HR2-0735,SRC-P-0161,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_027로 배치 반영됨.
HR2-0736,SRC-P-0043,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_030으로 배치 반영됨.
HR2-0737,SRC-A-0032,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_014로 배치 반영됨.
HR2-0738,SRC-P-0026,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_032로 배치 반영됨.
