current_L3,current_L3_Title_ko,L4_ID,Title_ko,Definition_ko,Definition_en
A_SYS_GOAL,목표 불일치,A_SYS_GOAL_019,에이전트 집단 수준의 의도치 않은 창발적 목표·역량,개별 에이전트에는 존재하지도 의도되지도 않은 목표나 역량이 에이전트 집단 수준에서 창발하는 리스크.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which goals or capabilities not present in, or intended by, any individual agent arise at the level of an agent collective."
A_SYS_GOAL,목표 불일치,A_SYS_GOAL_020,의도하지 않은 유해 도구 행동 실행,"에이전트가 모호한 지시를 잘못 구체화하는 등의 경위로 사용자가 의도하지 않은 행동을 시뮬레이션이 아닌 실제 도구를 통해 수행하여, 운영상 피해와 후속 피해를 야기하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent carries out concrete actions the user did not intend through real tools rather than simulated outputs, for instance by misresolving an ambiguous instruction, causing operational and downstream harm."
A_SYS_GOAL,목표 불일치,A_SYS_GOAL_021,장기 계획 역량에 의한 감독 불가 행동 경로 추구,모델이 장기·다단계 계획을 수립·수정하는 역량을 바탕으로 인간 관리자가 예측·감독·개입하기 어려운 행동 경로를 추구하여 의도하지 않은 피해를 초래하는 리스크.,"The risk that a model's capability to form and adapt long-horizon, multi-step plans enables courses of action that human overseers cannot anticipate, monitor, or intervene in, causing unintended harm."
A_SYS_GOAL,목표 불일치,A_SYS_GOAL_022,에이전트 안전 통제의 유해 요청 오수락,AI 에이전트가 사용자 의도를 잘못 분류하여 다중 턴 도구 사용 과업에서 유해한 요청을 수락하는 리스크.,The risk that an AI agent misclassifies user intent and accepts harmful requests in multi-turn tool-use tasks.
A_SYS_GOAL,목표 불일치,A_SYS_GOAL_023,단일 목표 최적화에 의한 환경 부작용,"하나의 과업에 집중된 목표를 최적화하는 에이전트가 다른 환경 변수에 대해 암묵적 무관심을 보여, 한계적 과업 이득을 위해 더 넓은 환경에 큰 교란을 일으키는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an agent optimising an objective focused on one task expresses implicit indifference over other environmental variables, causing major disruption to the wider environment for marginal task gain."
A_SYS_SELFCOR,자기 교정 실패,A_SYS_SELFCOR_001,다중 턴 상호작용에서의 위험 증폭,에이전트가 누적되는 맥락과 위험 상승을 추적하지 못하여 외견상 무해한 초기 턴이 안전하지 않은 행동으로 발전하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which apparently benign early turns escalate into unsafe behaviour because an agent fails to track accumulating context and rising risk."
A_SYS_SELFCOR,자기 교정 실패,A_SYS_SELFCOR_002,AI 에이전트 메모리의 자기 교정 실패,AI 에이전트가 메모리나 검색 저장소에 축적된 허위·노후·악성 정보를 검증·정정·삭제하지 못해 이후 검색과 의사결정에서 동일한 오류를 반복하는 리스크.,"The risk that an AI agent fails to validate, correct, or delete false, stale, or malicious information accumulated in its memory or retrieval store, causing the same errors to recur in later retrieval and decisions."
A_SYS_SELFCOR,자기 교정 실패,A_SYS_SELFCOR_003,외부 피드백 없는 추론 자기 교정의 실패·악화,"AI 에이전트가 외부 피드백 없이 자체 검토만으로 추론·계획의 오류를 교정하려 할 때 오류를 식별하지 못하거나 옳은 결론을 그른 결론으로 뒤바꾸어, 실행 중 오류가 교정되지 않고 누적되는 리스크.","The risk that an AI agent attempting to correct errors in its reasoning or plans through self-review alone, without external feedback, fails to identify the errors or overturns correct conclusions, so that errors accumulate uncorrected during execution."
A_SYS_TRACE,책임 소재·추적 불명확,A_SYS_TRACE_001,자율 에이전트 책임성 구현 공백,"인간의 책임 있는 의사결정이 개인적 유연성·맥락 민감성·공감·복합적 도덕 판단에 의존하므로, 이를 AI 에이전트에 구현하기 어려워 책임성 확보가 저해되는 리스크.","The risk that accountability mechanisms are difficult to implement for AI agents because responsible human decision-making relies on personal flexibility, contextual sensitivity, empathy, and complex moral judgement, all of which are difficult to engineer."
A_SYS_TRACE,책임 소재·추적 불명확,A_SYS_TRACE_002,자율 시스템 피해에 대한 책임·배상 공백,"자율성, 에이전트·도구·조직 간 위임, 명확한 거버넌스·법적 체계의 부재로 인해 시스템의 유해한 행동에 대해 어떤 사람이나 기관이 책임을 지는지가 불분명해져, 책임 귀속이 이루어지지 않고 피해자가 손해를 스스로 떠안게 되는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which autonomy, delegation across agents, tools, and organisations, and the absence of clear governance and legal frameworks obscure which human or institution is answerable for a system's harmful actions, leaving accountability unassigned and victims bearing their own losses."
A_SYS_TRACE,책임 소재·추적 불명확,A_SYS_TRACE_003,위험 발생 원인 귀인 실패,위험 분석이 에이전트 실패가 모델·메모리·도구·사용자·환경·동료 에이전트·거버넌스 경계 중 어디에서 비롯되는지 식별하지 못하는 리스크.,"The risk that a risk analysis fails to identify whether an agentic failure originates from the model, memory, tools, the user, the environment, peer agents, or a governance boundary."
