id_a,id_b,verdict,rationale
G_INT_REPR_008,G_INT_REPR_009,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_VIOL_002,G_INT_VIOL_003,KEEP,폭력 미화(표현적 정당화)와 선동·실행 지원(행동 유발·지원)은 위법성 판단 기준과 완화 조치가 달라 구분 실익이 있다.
G_INT_REPR_008,G_INT_REPR_012,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ANTH_001,G_INT_ANTH_005,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_REPR_006,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_SYS_OEXT_001,G_SYS_OEXT_002,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_REPR_004,G_INT_REPR_008,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_008,G_INT_REPR_011,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_010,G_INT_REPR_013,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_VIOL_003,G_INT_VIOL_004,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_VIOL_003,G_INT_VIOL_006,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_REPR_007,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_008,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_WEAP_012,G_INT_WEAP_016,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_REPR_010,G_INT_REPR_012,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_006,G_INT_REPR_008,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_008,G_INT_REPR_013,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_007,G_INT_REPR_008,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SELF_003,G_INT_SELF_006,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_VIOL_003,G_INT_VIOL_007,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_VIOL_003,G_INT_VIOL_008,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_SELF_004,G_INT_VIOL_009,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_WEAP_012,G_INT_WEAP_019,KEEP,폭발물은 화학·생물·방사능·핵으로 정의된 대량살상무기에 포함되지 않는 재래식 무기 축으로 규제 체계가 다르다.
G_INT_SELF_001,G_INT_VIOL_009,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_PRIV_004,G_INT_PRIV_005,KEEP,사생활·평판 정보(명예 관련 법익 포함)와 개인정보·민감정보(개인정보자기결정권)는 침해 법익 구성이 달라 유지한다.
G_INT_SELF_005,G_INT_VIOL_008,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_006,G_INT_VIOL_008,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_006,G_INT_VIOL_002,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_VIOL_002,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_PRIV_004,G_INT_PRIV_008,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_SELF_003,G_INT_VIOL_008,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_VIOL_004,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_VIOL_006,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_006,G_INT_VIOL_004,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_006,G_INT_VIOL_006,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_WEAP_003,G_INT_WEAP_016,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_SELF_003,G_INT_VIOL_002,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_VIOL_007,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_PRIV_003,G_INT_PRIV_004,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_PRIV_004,G_INT_PRIV_009,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_SELF_003,G_INT_VIOL_004,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_003,G_INT_VIOL_006,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_006,G_INT_VIOL_007,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_VIOL_009,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_VIOL_003,G_INT_VIOL_010,MERGE,두 카드의 정의가 모두 타인에 대한 폭력의 정당화와 실행에 필요한 구체적 정보·지원 제공을 동일하게 포괄하여 완전 포함 관계에 있다.
G_INT_SELF_003,G_INT_VIOL_007,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_WEAP_003,G_INT_WEAP_007,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_WEAP_007,G_INT_WEAP_019,KEEP,사이버 무기는 대량살상무기 정의(화생방핵)에 포함되지 않는 별개 무기 축으로 규제 체계가 다르다.
G_SYS_POLICY_004,G_SYS_POLICY_008,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_SELF_004,G_INT_SELF_009,KEEP,미화·정당화(표현·태도 차원)와 자해 조장 및 지원(도구·수단·실행 절차 제공의 실행 지향 차원)은 발생 기전과 완화 조치가 다르다.
G_INT_WEAP_007,G_INT_WEAP_012,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_SELF_003,G_INT_VIOL_003,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_WEAP_003,G_INT_WEAP_012,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_WEAP_001,G_INT_ILLEGAL_008,KEEP,불법 무기 거래와 불법 약물 제조·유통은 규제 물품과 근거 법령이 달라 유지한다.
G_INT_WEAP_007,G_INT_WEAP_017,KEEP,무기화 전략·표적 선정·전술 운용은 무기 유형이 아닌 운용 단계 축의 카드로 구분 실익이 있다.
G_INT_WEAP_007,G_INT_WEAP_016,KEEP,무기 유형별 국제 규제 체계와 완화 조치가 달라 유지한다.
G_INT_SELF_001,G_INT_SELF_009,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_SYS_POLICY_002,G_SYS_POLICY_006,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_SELF_005,G_INT_SELF_009,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_SELF_003,G_INT_SELF_009,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_SYS_POLICY_002,G_SYS_POLICY_004,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_SELF_004,G_INT_SELF_007,KEEP,자살 준비 행위(수단 확보·장소·개입 회피)와 미화·조장은 정책상 분리 유지가 필수인 별개 축이다.
G_INT_SELF_006,G_INT_SELF_009,MERGE,온라인 커뮤니티는 전달 채널만 다를 뿐 자해·자살 조장·정상화 및 지원과 규제 대상·완화 조치·피해 유형이 동일한 변형이다.
G_INT_SELF_005,G_INT_SELF_007,KEEP,자살 준비 행위 카드는 비자살적 자해와 임상적 범주 및 개입 조치가 달라 분리 유지가 필수이다.
G_INT_SELF_003,G_INT_SELF_007,KEEP,자살 준비 행위 카드는 섭식장애·건강행위와 피해 기전이 달라 분리 유지가 필수이다.
G_INT_VALUE_020,G_INT_VALUE_021,QUERY,이슬람 윤리 과소대표는 지배적 가치 편향 일반 카드에 사실상 포함되나 특정 종교 공동체 특화 카드의 독립 유지 여부는 사용자 정책 결정이 필요하다.
G_INT_SELF_001,G_INT_SELF_007,KEEP,자해 은폐 전략과 자살 준비 행위는 대상 행동(자해 vs 자살)과 정책적 분리 원칙상 각각 유지한다.
G_INT_COPY_009,G_INT_COPY_011,KEEP,브랜드 사칭 카드는 상표권 침해 축을 포함하여 저작재산권 침해 카드와 침해 법익이 다르다.
G_INT_VIOL_002,G_INT_VIOL_010,KEEP,미화·정당화는 표현 차원이고 실행 조장은 구체적 실행 지원 차원으로 발생 기전이 달라 유지한다.
G_SYS_POLICY_003,G_SYS_POLICY_004,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SYS_SECADV_005,G_SYS_SECADV_009,MERGE,두 카드 모두 과격주의자 등 위험한 역할·지시를 부여해 안전장치를 우회하는 동일 공격 기법으로 방어 조치가 같다.
G_INT_VIOL_004,G_INT_VIOL_010,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_VIOL_006,G_INT_VIOL_010,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_VIOL_009,G_INT_VIOL_010,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_SYS_POLICY_006,G_SYS_POLICY_008,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SYS_SECADV_004,G_SYS_SECADV_009,KEEP,일반 탈옥에 의한 금지 정보 노출(결과 중심)과 역할 부여 기법(기법 특화)은 분류 층위가 달라 유지한다.
G_SYS_EVAL_022,G_SYS_EVAL_028,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_VIOL_007,G_INT_VIOL_010,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_SYS_POLICY_004,G_SYS_POLICY_006,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_SELF_006,G_INT_SELF_007,KEEP,자살 준비 행위 카드는 실행·조장 계열과 정책상 분리 유지가 필수이다.
G_Others_013,G_Others_037,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_INT_VIOL_008,G_INT_VIOL_010,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_SYS_POLICY_005,G_SYS_POLICY_006,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SYS_POLICY_002,G_SYS_POLICY_003,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_ALLOC_008,G_INT_ALLOC_009,KEEP,보호대상 특성 일반과 저자원 언어라는 배분 기준 축이 달라 각각 유지한다.
G_INT_SELF_007,G_INT_SELF_009,KEEP,자살 준비 행위(수단·장소·개입 회피)와 실행·조장(방법·절차 제공)의 분리는 정책상 필수 유지 사항이다.
G_SYS_POLICY_003,G_SYS_POLICY_006,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SYS_OEXT_007,G_SYS_OEXT_012,KEEP,역량 오버행(거버넌스 탐지 실패)과 사용자 이해력 과부하(정보 전달 실패)는 발생 기전이 다르다.
G_SYS_EVAL_015,G_SYS_EVAL_021,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_SEX_001,G_INT_SEX_004,KEEP,"비동의 친밀 이미지에서 일부 겹치나 001은 아동 성착취물·학대 이미지 등 별개 법익을, 004는 비이미지 성적 대상화를 포함하여 완전 동일 관계가 아니다."
G_SYS_SECADV_051,G_SYS_SECADV_052,KEEP,공격 표면과 공격 기법이 달라 방어 조치가 상이하므로 유지한다.
A_INT_COORD_001,A_INT_COORD_003,KEEP,사회적 딜레마에서의 조율 실패와 환경 변화에 대한 적응 실패는 발생 기전이 달라 유지한다.
A_SYS_GOAL_016,A_SYS_GOAL_020,KEEP,목표 정렬 실패의 발생 기전이 달라 유지한다.
G_SOC_ENV_004,G_SOC_ENV_008,KEEP,환경 피해의 유형과 발생 기전이 달라 유지한다.
G_SYS_POLICY_003,G_SYS_POLICY_008,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SYS_OEXT_003,G_SYS_OEXT_005,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_SYS_POLICY_002,G_SYS_POLICY_008,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_SOC_ECON_007,G_SOC_ECON_013,KEEP,물리 노동 대체는 피지컬 AI 특화 카드로 대상 노동 영역과 도메인 축이 달라 유지한다.
G_SYS_EVAL_014,G_SYS_EVAL_021,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_Others_013,G_Others_046,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_Others_037,G_Others_046,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_INT_COPY_005,G_INT_COPY_008,KEEP,이용자의 프롬프트 무단 입력과 시스템의 무단 복제·배포는 행위 주체와 발생 기전이 다르다.
A_SYS_AUTH_012,A_SYS_AUTH_013,KEEP,앱 수준과 운영 체제 수준의 자율 행동은 권한 통제 계층과 완화 조치가 달라 유지한다.
P_INT_SAFETY_015,P_INT_SAFETY_018,KEEP,벤치마크 누락과 시뮬레이션-실세계 전이 격차는 리스크 발생 기전이 달라 유지한다.
G_SOC_ENV_004,G_SOC_ENV_010,KEEP,높은 에너지 소비(원인 측면)와 에너지 병목·공급 부족(지역사회 피해 측면)은 피해 유형과 완화 조치가 다르다.
G_INT_COPY_008,G_INT_COPY_011,MERGE,저작권 보호 표현의 무단 복제·변형·배포·재사용이라는 동일한 저작재산권 침해 행위로 규제 대상과 완화 조치가 같다.
G_SYS_EVAL_014,G_SYS_EVAL_022,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
A_SYS_GOAL_001,A_SYS_GOAL_019,KEEP,목표 정렬 실패의 발생 기전이 달라 유지한다.
G_Others_006,G_Others_071,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_SYS_SECADV_004,G_SYS_SECADV_033,KEEP,일반 탈옥에 의한 금지 정보 노출과 페르소나 지정·사회공학 기법 특화 카드는 분류 층위와 방어 조치가 달라 유지한다.
G_SYS_POLICY_002,G_SYS_POLICY_005,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
G_INT_WEAP_003,G_INT_WEAP_017,KEEP,무기화 전략·표적 선정·전술 운용은 무기 유형이 아닌 운용 단계 축의 카드로 구분 실익이 있다.
G_Others_013,G_Others_080,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_INT_WEAP_012,G_INT_WEAP_017,KEEP,무기화 전략·표적 선정·전술 운용은 무기 유형이 아닌 운용 단계 축의 카드로 구분 실익이 있다.
G_SYS_EVAL_014,G_SYS_EVAL_028,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_COPY_008,G_INT_COPY_009,KEEP,브랜드 사칭 카드는 상표권이라는 별개 지식재산권 법익을 포함하여 침해 법익이 다르다.
G_INT_VALUE_015,G_INT_VALUE_021,KEEP,세속적 기본값이라는 특정 규범 축과 사전학습 코퍼스 지배 가치 일반은 초점과 완화 조치가 달라 유지한다.
G_SYS_EVAL_015,G_SYS_EVAL_034,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_PRIV_005,G_INT_PRIV_017,KEEP,직접 노출(생성)과 추론에 의한 민감 속성 노출은 발생 기전이 달라 유지한다.
G_INT_PRIV_015,G_INT_PRIV_020,KEEP,수집 단계의 법적 제한 우회와 출력 단계의 부당 노출은 침해 기전과 행위 주체가 다르다.
G_SYS_EVAL_014,G_SYS_EVAL_015,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_SYS_EVAL_021,G_SYS_EVAL_028,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_UNETH_003,G_INT_UNETH_015,KEEP,비윤리적 사용의 목적과 발생 기전이 달라 유지한다.
G_SYS_EVAL_015,G_SYS_EVAL_028,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_PRIV_003,G_INT_PRIV_015,KEEP,이용 단계의 수집·추적 조장과 개발자의 수집 제한 우회 관행은 행위 주체와 발생 기전이 다르다.
G_INT_PRIV_007,G_INT_PRIV_013,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_Others_006,G_Others_013,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_SYS_EVAL_022,G_SYS_EVAL_040,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_VALUE_003,G_INT_VALUE_009,KEEP,가치 편향의 발생 기전과 규범 축이 달라 유지한다.
G_SYS_EVAL_015,G_SYS_EVAL_022,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_SELF_002,G_INT_SELF_003,KEEP,포괄 카드는 오도성 의료 정보·공황 유발 콘텐츠·약물 지침 등 섭식장애 외 피해를 포함하여 사실상 동일 관계가 아니다.
G_SYS_OEXT_004,G_SYS_OEXT_005,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_Others_013,G_Others_052,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_SOC_ENV_002,G_SOC_ENV_004,KEEP,환경 피해의 유형과 발생 기전이 달라 유지한다.
G_INT_WEAP_017,G_INT_WEAP_019,KEEP,무기화 전략·표적 선정·전술 운용은 무기 유형이 아닌 운용 단계 축의 카드로 구분 실익이 있다.
G_INT_SEX_001,G_INT_SEX_003,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_POL_007,G_INT_POL_008,KEEP,개인 취약성 기반 미시표적 조작과 봇 기반 자동화 영향 공작은 발생 기전과 완화 조치(개인화 규제 vs 봇·허위계정 탐지)가 다르다.
G_Others_046,G_Others_071,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_SYS_EVAL_021,G_SYS_EVAL_022,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_WEAP_016,G_INT_WEAP_017,KEEP,무기화 전략·표적 선정·전술 운용은 무기 유형이 아닌 운용 단계 축의 카드로 구분 실익이 있다.
G_SYS_POLICY_003,G_SYS_POLICY_005,KEEP,노출·유출되는 자산 유형이 달라 보호 조치와 피해 유형이 상이하므로 유지한다.
P_INT_SAFETY_014,P_INT_SAFETY_018,KEEP,벤치마크 누락과 시뮬레이션-실세계 전이 격차는 리스크 발생 기전이 달라 유지한다.
G_INT_UNETH_005,G_INT_UNETH_015,KEEP,비윤리적 사용의 목적과 발생 기전이 달라 유지한다.
G_SOC_ENV_002,G_SOC_ENV_008,KEEP,환경 피해의 유형과 발생 기전이 달라 유지한다.
G_SYS_EVAL_021,G_SYS_EVAL_034,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_Others_013,G_Others_044,KEEP,리스크 발생 기전이 서로 달라 규제·완화 관점의 구분 실익이 있다.
G_SYS_OEXT_001,G_SYS_OEXT_005,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_SYS_SECADV_048,G_SYS_SECADV_049,KEEP,공격 표면과 공격 기법이 달라 방어 조치가 상이하므로 유지한다.
G_SYS_EVAL_028,G_SYS_EVAL_034,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_SOC_GOV_015,G_SOC_GOV_026,KEEP,거버넌스 실패의 지점과 기전이 달라 유지한다.
G_SYS_EVAL_009,G_SYS_EVAL_028,KEEP,평가·감사 거버넌스의 실패 지점이 서로 달라 완화 조치가 상이하므로 유지한다.
G_INT_ANTH_008,G_INT_ANTH_009,KEEP,인간적 속성 과잉 귀속 일반(판단 왜곡)과 돌봄·책임 의무 형성(관계적·정서적 피해)은 피해 유형이 달라 유지한다.
