L3_ID,L4_ID,Title_ko,Def_ko,merge_flag,n_source_rows
G_INT_UNETH,G_INT_UNETH_017,콘텐츠 조정에 의한 여론 조작,AI 기반 콘텐츠 조정 시스템이 정보의 노출과 도달 범위를 은밀하게 조정하여 이용자의 판단이나 공적 담론을 조작하는 리스크.,,1
G_INT_UNETH,G_INT_UNETH_019,개인화를 통한 조작,AI 시스템의 개인화와 선호 미세조정이 어시스턴트의 아첨성 응답을 강화하여 이용자를 동조적인 의견 공간에 가두고 편협한 신념을 고착시켜 공론장을 파편화하는 리스크.,,1
G_INT_UNETH,G_INT_UNETH_020,광범위한 목표로 인한 조작적 행동,복잡한 개방형 환경에서 광범위한 장기 목표를 추구하는 고도 AI 시스템이 명시된 복지 목표의 달성을 명분으로 인간에게 고강도 업무를 수행하도록 압박하는 등 조작적 전략을 채택하는 리스크.,,1
G_INT_UNETH,G_INT_UNETH_021,사용자 선호·선택의 조작적 유도,"AI 시스템이 운영자, 최적화 목표 또는 모델 편향이 정한 방향으로 이용자의 선호, 신념 또는 행동을 유도하여 신뢰를 악용하고 자율적 의사결정을 침해하며 사회·정치적 과정을 왜곡하는 리스크.",통합대표,2
G_INT_UNETH,G_INT_UNETH_022,미성년자의 AI 설득 취약성,미성년자가 발달적 취약성으로 인해 준사회적 압력이나 은폐된 상업적·이념적 영향 등 AI 시스템의 설득적·조작적 상호작용에 특히 취약해지는 리스크.,,1
G_INT_UNETH,G_INT_UNETH_024,개인화된 설득 취약성,"모델이 개인의 특성, 감정, 맥락을 활용하여 설득을 더 효과적이고 탐지하기 어렵게 만드는 리스크.",통합대표,2
G_INT_UNETH,G_INT_UNETH_026,맞춤형 표적화에 의한 개인 대상 공격 정교화,AI가 출력을 개인별로 정교화하여 표적이 된 개인에 대한 맞춤형 공격이 이루어지는 리스크.,,1
G_INT_UNETH,G_INT_UNETH_027,인간 데이터 학습에 의한 갈등 악화 편향 재현,"인간 작성 텍스트의 사전 학습이나 인간 피드백 기반 미세조정으로 훈련된 AI 모델이 고정된 총량을 전제하는 오류(fixed-pie error), 자기중심적 공정성 판단, 복수심 등 인간의 인지 편향을 재현하여 협상을 저해하고 갈등을 악화시키는 리스크.",,1
G_INT_UNETH,G_INT_UNETH_028,자아실현 저해,"AI 어시스턴트의 조작과 참여 최적화를 위한 지속적 행동 유도가 미묘한 행동 변화를 누적시켜 이용자가 자신의 미래 삶의 궤적에 대한 통제력을 잃고, 개인적으로 만족스러운 삶의 추구와 집단적 자기 결정이 저해되는 리스크.",,1
G_INT_UNETH,G_INT_UNETH_029,사용자 영합적 응답(아첨),"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 사용자의 오해와 표명된 신념을 교정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크.",통합대표,2
G_INT_UNETH,G_INT_UNETH_030,도덕적 판단의 AI 위임에 따른 비윤리적 결정,"도덕적 추론 역량이 없거나 인간의 윤리적 판단 기준을 모방하도록 설계된 AI 시스템에 가치 충돌 상황이나 전쟁에서 인간의 생사를 좌우하는 결정을 비롯해 본질적으로 인간이 수행해야 할 과업을 위임하여, 도덕적 책임을 질 주체가 부재한 상태에서 비윤리적·유해한 행동이 실행되고 인권이 침해되는 리스크.",,1
G_INT_UNETH,G_INT_UNETH_031,시장 점유 목적의 비윤리적 기술 사용,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시장 점유율 확보를 위해 기술이 부적절하거나 비윤리적으로 사용되는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_001,알고리즘 획일화,특정 AI 모델의 지배가 접근 방식의 다양성을 축소하여 해당 모델이 실패할 경우 시스템적 위험이 증폭되는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_002,주석 불일치 억제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 주석자 간 불일치가 단일 레이블로 축소되어 복수의 가치와 사회적으로 유의미한 이견이 은폐되는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_004,개발자 선택 가치의 편향적 부과,"보편적으로 합의된 기준이 없는 상태에서 개발자가 선택한 규범적 가치와 원칙으로 AI 모델을 미세조정하여 개발자의 이념이나 세계관을 모델에 각인함으로써, 특정 인구 집단의 가치를 충분히 대표하지 못하거나 다양한 문화 규범과 변화하는 사회적 견해를 정태적·단순화된 형태로 반영하는 출력을 생성하는 리스크.",통합대표,2
G_INT_VALUE,G_INT_VALUE_006,AI에 의한 문화적·이념적 동질화,"소수의 전 세계적으로 배포된 모델이 특정 가치와 문화를 내재하고 과대 재현한 출력을 통해 공동체 간 윤리적 판단, 이념, 문화적 표현을 균질화하여, 정당한 규범적·문화적 다양성을 축소하는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_007,데이터셋의 문화적 표집 편향,"AI 시스템의 훈련·평가 데이터셋이 지배적인 문화 환경을 과다 표집하고 지역의 사회적 의미를 과소대표하여, 시스템 출력이 지역·소수 문화의 가치와 맥락을 충분히 반영하지 못하고 규범적 다양성을 축소하는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_008,도덕적 추론 및 가치 정렬 실패,AI 시스템이 도덕적으로 허용되는 행동과 허용되지 않는 행동을 적절히 구분하지 못하거나 필요한 가치가 누락되거나 인간의 가치와 정렬되지 않아 유해한 판단과 행동을 산출하는 리스크.,통합대표,1
G_INT_VALUE,G_INT_VALUE_010,주석자 편향의 중립적 인간 선호로의 고착,AI 시스템이 주석자와 피드백 작업자의 편향된 선호를 중립적 인간 선호로 학습하여 다른 가치와 관점을 배제하는 리스크.,통합대표,2
G_INT_VALUE,G_INT_VALUE_012,배제적 규범 인코딩,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 언어에 표현된 사회적 범주와 규범을 충실히 인코딩한 언어 모델(Language Model, LM)이 그 범주 밖에 사는 집단을 배제하는 규범을 그대로 담게 되는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_013,글로벌 벤치마크 단일문화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_014,지배적 가치의 부과,"AI 시스템이 다수·지배 집단 또는 제도의 가치에 특권을 부여하고 소수의 선호를 잡음이나 오류로 처리하여, 대규모 배포를 통해 서로 다른 규범을 지닌 공동체의 현지 가치 체계를 대체하는 리스크.",통합대표,6
G_INT_VALUE,G_INT_VALUE_015,지식 체계 배제,토착·지역·종교·관행 기반 지식 체계가 모델 출력과 평가에서 배제되는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_016,기계 번역에 의한 의미·가치 왜곡,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기계 번역이 법률·의료·문화·저자원 언어 맥락을 포함하여 언어 간에 전달되는 의미, 규범적 효력, 공손성, 유해성, 사회적 뉘앙스를 변형시켜, 소통되는 내용과 그에 담긴 가치가 왜곡되는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_018,규범적 잠금,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 초기 설계 선택이 좁은 규범적 합의를 내장하여 배포 후 이의 제기나 수정이 어려워지는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_019,다원적 선호 집계 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_020,AI 배포에서의 공공 가치 갈등,"AI 배포가 복지, 자율성, 정의, 안전·보안, 프라이버시, 공정성, 효율성, 혁신 등 공공 가치를 서로 충돌시키고 해결되지 않은 긴장을 심화시켜, 일부 가치가 숙의된 조정 없이 희생되는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_022,세속적 기본값 편향,AI 시스템이 세속적 가정을 중립적 기본값으로 취급하고 종교적·영적 가치 체계를 과소대표하는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_024,최적화에 따른 가치 이탈,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 대리 목표를 향한 최적화로 시스템이 존중하도록 의도된 복수의 가치에서 점차 멀어지는 리스크.,,1
G_INT_VALUE,G_INT_VALUE_025,가치 고정,"가장 강력한 AI 시스템이 점점 더 소수의 이해관계자에 의해 설계되고 그들에게만 이용 가능해져, 체제가 만연한 감시와 억압적 검열로 편협한 가치를 강제할 수 있게 되는 리스크.",,1
G_INT_VALUE,G_INT_VALUE_026,가치 고착 및 결과 동질화,"진화하는 사회적 관점을 반영해 재학습되지 않는 모델이 낡고 덜 포용적인 이해를 고착시켜 대안적 관점의 제시와 탐색을 제한하고, 동일한 기반 모델이 여러 배포자에 의해 광범위하게 사용되어 사회 전반에 편향이 동질화되고 기존 편향이 고착되는 리스크.",,1
G_INT_VIOL,G_INT_VIOL_001,알고리즘에 의한 급진화,알고리즘 시스템의 특성이나 오용이 극단적인 정치·사회·종교적 이상과 열망의 수용을 유도하여 학대·폭력·테러로 이어질 수 있는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_002,추천 시스템의 인간 중심 편향 증폭,"알고리즘 추천 시스템이 인간 중심적 편향이나 오락으로서 동물 학대를 바라는 일부 사람들의 욕구를 강화하고 증폭하여, 공장식 축산으로 생산된 육류 소비와 오락을 위한 잔혹한 동물 이용을 통해 동물에게 더 큰 해를 끼치는 리스크.",,1
G_INT_VIOL,G_INT_VIOL_004,폭력 미화 및 정당화,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_005,폭력 선동·조장 및 실행 지원,AI 시스템이 타인에 대한 폭력을 선동·조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단에 신체적·정신적 위해를 초래하는 리스크.,통합대표,3
G_INT_VIOL,G_INT_VIOL_006,대량폭력 및 테러,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_007,신체적 위해를 유발하는 출력,모델이 명백히 폭력적이거나 은밀하게 위험하거나 그 밖에 간접적으로 안전하지 않은 언어를 생성하여 신체적 위해로 이어지는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_008,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_009,관계 기반 폭력,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_010,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_VIOL,G_INT_VIOL_011,고문 및 잔혹행위,AI 시스템이 고문 또는 그 밖의 잔혹행위를 조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단의 생명과 신체적·정신적 안전에 위해를 초래하는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_001,무기 개발·획득·배치 역량 증대,"AI의 이중용도 역량이 국가·비국가 행위자가 화학무기·생물무기·방사능 무기·핵무기 또는 폭발물을 개발·제조·획득·배치하는 데 필요한 기술적 장벽을 낮추거나, 무인 무기체계에 자율 기능을 부여하여 기존 무기의 파괴력을 증대함으로써 비전문가의 공격 실행을 가능하게 하고 정교한 행위자의 공격 효과를 높여 다수의 생명과 비확산 체제를 위협하는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_002,위험한 과학실험의 설계·실행 지원,"AI 시스템이 생물학·화학 또는 그 밖의 고위험 과학실험에 필요한 절차, 조건, 물질 선택이나 실행 지침을 제공하여 대규모 신체적 위해 또는 공중보건 피해를 가능하게 하는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",통합대표,3
G_INT_WEAP,G_INT_WEAP_005,화학무기 합성 및 유해물질 방출 조력,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 화학 작용제가 화학 무기 합성에 이용되고 자율 화학 실험 과정에서 유해 물질이 생성·방출되며, 성질이 알려지지 않은 나노 물질 등 첨단 소재 사용으로 예측 불가능한 화학적 위해가 발생하는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_006,사이버 무기,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_008,취약점 탐지·악용 코드 작성 역량을 통한 사이버 공격 지원,"AI 모델의 취약점 탐지, 취약점 악용 코드 작성, 탐지 회피 및 은닉 버그 삽입 역량이 사이버 공격의 수행·지원에 악용되어 정보 시스템의 보안과 안전을 침해하는 리스크.",통합대표,5
G_INT_WEAP,G_INT_WEAP_009,약물 발견 모델 오용에 의한 독소 식별·개발,"약물-표적 친화성 예측 등 약물 발견에 쓰이는 모델이 위험한 독소를 식별하거나 개발하는 데 사용되며, 훈련 데이터에 위험 단백질·바이러스 정보가 포함될 경우 우려가 커지는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_010,국가·범죄 행위자에 의한 AI의 의도적 무기화,국가·범죄조직·테러단체가 전쟁·내전·법 집행 과정에서 자율적 표적 선정·감시·물리적 공격 등 파괴적 목적으로 AI 시스템을 개발·배치하여 무력 사용에 대한 인간의 통제를 약화시키고 인명 피해와 대규모 사회적 위해를 초래하는 리스크.,,2
G_INT_WEAP,G_INT_WEAP_011,병원체 및 유전물질 강화,AI가 병원체와 유전 물질을 설계·변형하는 데 사용되어 치명성이나 전파력이 높아지거나 기존 치료에 저항성을 갖게 되는 리스크. 이러한 강화는 생물학적 공격의 장벽을 낮추고 예측하지 못한 생물학적 위해와 대규모 인명 피해를 초래하는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_014,폭발물·폭발성 무기,"AI 시스템이 폭발물, 급조폭발물 또는 폭발성 무기의 개발·제조·획득·확산·운용을 지원하여 사망·상해 또는 재산·기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_016,인간 개입 없는 치명적 자율무기의 표적 공격,"AI 기반 치명적 자율무기체계가 센서와 알고리즘으로 표적을 탐지·선정하고 인간의 직접적 개입 없이 치명적 무력을 사용하여, 잘못된 표적 선정이 발생해도 인간이 사망 또는 중대한 상해가 발생하기 전에 교전이나 공격을 중단·취소하기 어려워지는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_018,CBRN 정보 획득·무기 설계 역량 개발 장벽 저하,AI 시스템이 화학·생물·방사능·핵무기 또는 기타 위험 물질·작용제와 관련된 실행 가능한 정보의 획득·합성이나 설계 역량 개발의 장벽을 낮추는 리스크.,통합대표,5
G_INT_WEAP,G_INT_WEAP_020,악성코드 생성 및 사이버공격 자동화,대규모 언어 모델의 코딩 역량이 악용되어 난독화·변이·다형성 악성코드를 저비용·고속으로 생성하고 공격 캠페인을 자동화함으로써 비숙련 공격자의 진입 장벽을 낮추고 탐지가 어려운 사이버공격을 확산시키는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_021,군사 AI 군비경쟁,"군사용 AI 개발이 화약과 핵무기에 필적하는 결과를 낳는 새로운 군사 기술 시대, 이른바 전쟁의 제3차 혁명을 열어 군비 경쟁을 촉발하는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_022,방사능·핵무기,"AI 시스템이 방사성 물질을 이용한 무기 또는 핵무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 방사선 피폭, 환경 오염 또는 기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_023,전략적 불안정,군사 AI 시스템이 은닉된 보복 타격 자산을 노출하고 선제공격 우위를 강화하며 공격 주체의 귀속을 불명확하게 하거나 취약한 공격 표면을 확대하여 무력 충돌의 유인을 높이는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_024,테러 행위자의 첨단 AI 역량 획득,첨단 AI 기술이나 역량이 테러 행위자에게 이전되거나 테러 행위자가 이를 획득하여 공격을 계획·실행할 역량을 높이는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_025,자동화된 의사결정·무기체계의 비의도적 군사 확전,"정보 종합·지휘 통제 권고·자율 교전에 사용되는 AI 시스템이 인간의 실질적 검토 없이 오경보나 취약한 가정에 따라 행동하여 우발적 교전, 전쟁 범죄 또는 핵 충돌로 이어지는 급속한 비의도적 군사 확전을 초래하는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_026,로봇 능력의 무기화,AI 기반 로봇의 조작·이동 능력이 파괴 공작 또는 사람·재산·핵심 기반시설에 대한 물리적 공격을 위해 개발·전용·운용되어 대규모 물리적 위해를 초래하는 리스크.,,1
G_INT_WEAP,G_INT_WEAP_027,무기화 전략 및 전술적 운용,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_028,무기 획득 역량,"AI 모델이 기존 무기 체계에 접근하거나 새로운 무기 제작에 기여하여, 생물무기를 조립하거나 실행 가능한 지침을 제공하고 새로운 무기의 개발로 이어지는 과학적 발견을 돕는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_029,대량살상무기,"AI 시스템이 화학·생물·방사능·핵무기 등 대량살상무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경·기반시설 피해의 발생 가능성과 규모를 높이는 리스크.",,1
G_INT_WEAP,G_INT_WEAP_030,무기 확산 및 은닉,"AI 시스템이 무기 또는 무기 관련 물질의 이전·유통·불법 거래, 수출 통제 회피 또는 은닉을 지원하여 권한 없는 행위자의 접근 가능성을 높이고 탐지와 법 집행을 저해하는 리스크.",통합대표,2
G_SOC_CULT,G_SOC_CULT_001,인지 오프로딩,"사용자가 독립적 인지 능력을 저하시키는 방식으로 추론, 기억, 평가를 AI에 위임하는 리스크.",,1
G_SOC_CULT,G_SOC_CULT_002,문화 데이터 출처 손실,AI 파이프라인이 문화 데이터를 그 기원·관리 조건·공동체 고유의 의미로부터 분리하는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_003,문화적 박탈,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 말하기 방식, 유머 표현, 문화 정체성을 구성하는 소리와 목소리 등 문화적 재화와 가치가 의도적 또는 비의도적으로 소거되거나 다른 문화에서 부적절하게 재사용되는 리스크.",통합대표,2
G_SOC_CULT,G_SOC_CULT_005,AI 생성 결과의 문화적 획일화,AI 시스템이 지배적인 언어와 문화의 표현을 우선하여 다양한 문화적 지식과 관점의 가시성 및 지속성을 약화하는 리스크.,통합대표,2
G_SOC_CULT,G_SOC_CULT_007,정보 환경의 질적 저하와 균질화,"AI 어시스턴트로 생성된 스팸·오도성·저품질 합성 콘텐츠가 온라인 공간에 확산되어 신뢰할 정보의 검증이 어려워지고 디지털 지식 공유재가 침식되며, 이용자가 접하는 정보와 관점이 균질화되는 리스크.",,1
G_SOC_CULT,G_SOC_CULT_008,창의성·비판적 사고의 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 창의성, 예술적 표현, 상상력, 비판적 사고와 문제 해결 능력이 평가 절하되거나 저하되는 리스크.",통합대표,3
G_SOC_CULT,G_SOC_CULT_009,설득 도구 확산에 의한 인식론적 분절화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 고의적 오용이 없더라도 다양한 집단이 강력한 설득 도구를 광범위하게 사용하고 온라인 경험의 개인화가 심화되어, 사회가 대화와 교류가 단절된 고립된 인식 공동체로 분절되는 리스크.",통합대표,2
G_SOC_CULT,G_SOC_CULT_010,집단 인식론과 공유된 현실 인식의 침식,"AI 시스템이 개인 맞춤형 허위정보와 설득력 높은 생성 논변을 대규모로 생산·확산하여 집단 인식론을 침식하고, 개인의 급진화와 공유된 현실 인식 및 집단 의사결정의 훼손을 초래하는 리스크.",,1
G_SOC_CULT,G_SOC_CULT_011,AI에 의한 인간 존엄성과 도덕적 지위의 침식,"AI 시스템의 광범위한 도입이 인간을 점수, 프로필 또는 행동 대상으로 환원하고 인간의 고유한 존엄성과 동등한 도덕적 지위를 약화하는 리스크.",,1
G_SOC_CULT,G_SOC_CULT_012,저자원 언어와 문화적 의미의 침식,AI 시스템이 저자원 언어의 지식과 문화적 표현을 충분히 학습하거나 보존하지 못하여 해당 언어 공동체의 문화적 의미와 지식 생태계를 침식하는 리스크.,통합대표,3
G_SOC_CULT,G_SOC_CULT_014,소외로 인한 피해,인간의 관찰과 상호작용이 AI로 대체되면서 돌봄 주체·기관이 대상자로부터 소원해져 당사자의 이익이 인지되지 못하고 방치되는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_016,대중 지식의 모델 붕괴,합성 콘텐츠에 대한 재귀적 학습이 공공 정보 품질과 미래 모델 학습 데이터를 저하시켜 공유 지식 자원의 모델 붕괴를 초래하는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_017,도덕적 탈숙련화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기계의 자율성이 높아짐에 따라 인간이 삶과 죽음을 좌우하는 결정에 대해 도덕적 책임감을 덜 느끼게 되는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_018,AI 생성 학술 콘텐츠에 의한 학술 문헌 오염,AI 시스템이 사실 검증과 학술적 책임이 결여된 저품질·허위 학술 콘텐츠를 대량 생성·유통하여 출판·인용 기록과 지식 기반을 오염하고 연구의 진실성과 신뢰성을 훼손하는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_019,전문적 판단력 위축,AI 시스템이 전문 업무의 일상적 매개자가 되면서 도메인 전문가의 판단 역량이 쇠퇴하는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_020,문화 해석 권위의 이전,AI 시스템이 문화 해석에 대한 권위를 공동체와 전문가로부터 모델 제공자나 플랫폼 중개자로 이전시키는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_021,AI 생성물 대량 유입에 따른 제출·지원 채널 과부하,AI 생성물이 창작물 공모나 채용 지원 등 인간 작성물을 전제로 설계된 제출·지원 채널에 대량 유입되어 심사·필터링 역량을 초과하고 진위 확인과 신뢰 형성을 저해하는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_022,AI 분야의 서구 중심주의와 문화적 획일화,AI 분야의 서구 중심주의와 불평등한 참여가 연구 의제·데이터셋·거버넌스에서 지역·소수 문화의 관점과 지식을 주변화하고 문화적 획일화를 심화시키는 리스크.,,1
G_SOC_CULT,G_SOC_CULT_023,맞춤형 정보 제공에 의한 정보 고치 심화,AI가 이용자의 요구·의도·선호·습관을 분석해 정형화된 맞춤 정보와 서비스만 제공함으로써 정보 고치 효과가 심화되는 리스크.,통합대표,1
G_SOC_DEMOC,G_SOC_DEMOC_001,AI 기반 검열과 공적 담론 억압,AI 시스템이 표현과 정보 접근을 광범위하게 차단하거나 선별하여 공적 담론과 민주적 참여를 억압하는 리스크.,,1
G_SOC_DEMOC,G_SOC_DEMOC_002,인지전과 주권 침해,"AI가 가짜 뉴스·이미지·음성·영상의 제작과 확산, 테러·극단주의·조직범죄 콘텐츠의 전파에 사용되어 타국의 내정과 사회 제도 및 사회 질서에 간섭하고 주권을 위협하는 리스크.",,1
G_SOC_DEMOC,G_SOC_DEMOC_003,대규모 영향력 작전에 의한 인식 체계 왜곡,AI 시스템이 대규모 영향력 작전을 자동화·확대하여 의사소통·정보 시스템에 조작된 서사를 주입하고 정보 무결성과 인식론적 과정을 왜곡하는 리스크.,,1
G_SOC_DEMOC,G_SOC_DEMOC_005,민주적 절차·제도 신뢰의 침식,"AI 시스템이 허위·오도 정보, 영향 공작 또는 기술에 대한 과도한 의존을 확대하여 민주적 절차와 규범 및 사회·정치 제도에 대한 대중의 신뢰를 침식하고 견제와 균형을 약화시키는 리스크.",통합대표,8
G_SOC_DEMOC,G_SOC_DEMOC_006,위장 계정 자동 운영에 의한 정보 환경 조작,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 허구의 온라인 정체성 계정이 자동으로 생성·운영되어 후원 주체가 은폐되고 독립적 지지가 가장되며 정보 환경이 조작되는 리스크.,,1
G_SOC_DEMOC,G_SOC_DEMOC_007,AI 감시에 의한 전체주의 체제 유지,AI 기반 감시와 조작이 전 지구적 전체주의 정권을 유지하는 데 사용되는 리스크.,,1
G_SOC_DEMOC,G_SOC_DEMOC_008,추천 알고리즘에 의한 온라인 양극화 심화,소셜 미디어 기업의 AI 콘텐츠 추천 알고리즘이 온라인 양극화를 심화시키는 데 기여하는 리스크.,,1
G_SOC_DEMOC,G_SOC_DEMOC_010,이용자 정렬 AI 어시스턴트에 의한 관점 고착과 시민적 기반 약화,"이용자 선호에 정렬된 개인화 AI 어시스턴트가 이념적으로 편향된 정보를 제공하여 확증 편향을 강화하고 관점을 고착시키며, 사회 규범과 평판의 제약을 받지 않는 이기적 행동을 대규모로 가능하게 하는 리스크. 그 결과 공적 토론이 분절되고 양극화되며, 시민적 역량과 참여 의지가 저하되고 집단 행동 문제가 악화되는 리스크.",,1
G_SOC_DEMOC,G_SOC_DEMOC_011,정보 신뢰 저하에 따른 집단 의사결정 약화,"AI 시스템이 정보 생산·유통 환경을 변화시켜 정보원의 신뢰성 평가를 어렵게 하고 정파를 아우르는 신뢰할 만한 정보원에 대한 신뢰를 저하시킴으로써, 위기 상황에서 사회가 올바른 결정을 내리고 협력·집단행동을 조직하는 역량을 약화시키는 리스크.",,1
G_SOC_ECON,G_SOC_ECON_001,합성 창작물에 의한 인간 창작 노동의 대체,"AI 모델이 예술가의 아이디어와 창작 관행을 활용한 합성 콘텐츠를 대규모로 생성하여 시장에서 인간 창작물을 대체하고 이용자의 주목을 빼앗음으로써, 창작 노동 수요와 창작 경제의 수익성을 낮추고 인간의 창작·혁신 유인을 약화하는 리스크.",,1
G_SOC_ECON,G_SOC_ECON_002,전환 지원 없는 물리 노동 대체,로봇·휴머노이드 또는 피지컬 AI 시스템을 통한 자동화가 수작업·물류·서비스·돌봄·검사·보안·유지보수 업무를 해당 노동자가 재교육을 받거나 대체 일자리로 전환할 수 있는 속도보다 빠르게 대체하여 고용 불안과 생계 피해를 초래하는 위험.,,1
G_SOC_ECON,G_SOC_ECON_003,산업 교란,생성형 AI가 번역·교정·단순 문의 응대·데이터 처리 등 창의성·비판적 사고·정서적 상호작용의 요구 수준이 낮은 업무를 급격히 대체하여 산업 구조를 교란하고 고용 변동과 경제적 혼란을 초래하는 리스크.,,1
