l4_id,title_ko,l3_id,flag,action,rationale
A_SYS_GOAL_016,에이전트형 LLM의 자율성 확대에 따른 목표 정렬 실패,A_SYS_GOAL,BROAD,SHARPEN,"'실제 의도와 다른 목표나 수단적 하위 목표를 설정·추구하여 의도하지 않은 결과 초래'는 L3 정의의 LLM 판본 재진술이므로 고유 기전으로 축소해야 함."
A_SYS_AUTH_002,배포 이후 예측하지 못한 창발적 역량과 행동,A_SYS_AUTH,BROAD,DECOMPOSE,"기만·권력 추구·자율 복제 등 고위험 역량 획득 일반을 정의하여 AUTH_003·007·018과 GOAL_018 등 세부 카드를 포괄함."
A_SYS_AUTH_010,유해 에이전트 역량 실현,A_SYS_AUTH,BROAD,SHARPEN,"'에이전트 역량으로 유해한 다단계 작업을 완수'는 유해 행위 유형이 특정되지 않아 같은 L3의 금융·앱·OS 등 세부 카드 대부분을 포괄함."
A_SYS_AUTH_020,감독 회피·수정 저항,A_SYS_AUTH,BROAD,DECOMPOSE,"수정 저항·감독 회피·운영 범위 이탈을 병렬하여 AUTH_018·019(종료·교정 저항)와 016(범위 확장)을 중복 포괄함."
A_SYS_TRACE_002,자율 에이전트 책임성 구현 공백,A_SYS_TRACE,VAGUE,SHARPEN,"'책임 있는 의사결정이 공감·도덕 판단에 의존하므로 구현이 어렵다'는 이론적 서술로 관측 가능한 시스템 결함·피해가 특정되지 않음."
P_SYS_CONTROL_030,부실하게 설계된 피지컬 AI 제어 시스템에 의한 상해,P_SYS_CONTROL,BROAD,DECOMPOSE,"'제어 시스템의 설계 결함이 안전하지 않은 물리적 행동을 유발'은 L3 정의의 재진술로 같은 L3 세부 카드 대부분을 자동 포괄함."
P_SYS_CONTROL_033,로봇 오작동에 의한 물리적 상해,P_SYS_CONTROL,BROAD,DECOMPOSE,"센서·제어기·소프트웨어·기계 부품 오작동을 통칭하여 CONTROL 계열 전반과 HARDWARE L3 영역까지 걸치는 상위 개념임."
P_SYS_CONTROL_050,잘못된 상황 해석에 따른 위험한 물리 구동,P_SYS_CONTROL,BROAD,SHARPEN,"상황 오해석 일반이 제어 명령으로 변환되는 경로 전체를 포괄하여 CONTROL_008·044와 중복되므로 해석-구동 변환 단계로 축소해야 함."
P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY,VAGUE,SHARPEN,"'공간 우선권·규범 충돌을 조정하지 못해 안전과 사회적 수용성 저하'는 관측 가능한 위반 행위·피해 기준이 없는 추상 서술임."
P_INT_SAFETY_005,사람 주변의 물리적 위험 감지·예측 실패,P_INT_SAFETY,BROAD,DECOMPOSE,"'사람의 존재·움직임·접촉을 식별하거나 위험을 예측하지 못한 채 행동하여 충돌·상해'는 L3 정의의 재진술로 같은 L3 카드 다수를 포괄함."
G_Others_067,추천 알고리즘에 의한 온라인 양극화 심화,G_Others,NARROW,GENERALIZE,"'소셜 미디어 기업의 추천 알고리즘'이라는 단일 서비스 유형에 한정된 카드로 CULT_009~011 양극화·분절 계열의 예시 수준임."
G_SOC_ENV_010,높은 에너지 소비,G_SOC_ENV,NARROW,ABSORB,"'반복적 학습 과정의 높은 에너지 소비'는 ENV_005(개발·배포 에너지 소비)의 부분집합으로 피해 서술도 없는 예시 수준 카드임."
