primary_candidate,current_L3,L4_ID,Title_ko,Definition_ko,Definition_en
,G_SYS_EVAL,G_SYS_EVAL_058,인지·추론 지연의 급증,AI 시스템의 인지 또는 추론 지연이 급증하여 안전 대응에 허용된 시간 범위를 벗어나 위험 감지와 대응이 늦어지는 리스크.,The risk that a sudden increase in an AI system's perception or inference latency delays hazard detection and response beyond the time available for safe action.
,G_SYS_EVAL,G_SYS_EVAL_059,배포 후 모니터링·감시 실패,"출시된 AI 시스템에 고위험 제품 안전 체계에 준하는 모니터링·시판 후 감시 메커니즘이 갖춰지지 않아, 드리프트, 오용, 창발 역량, 맥락 특유의 피해가 탐지·시정되지 못하는 리스크.","The risk that AI systems, once released, lack monitoring and post-market surveillance mechanisms comparable to high-risk product safety regimes, so drift, misuse, emergent capabilities, and context-specific harms go undetected and unaddressed."
,G_SYS_EVAL,G_SYS_EVAL_060,레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which adversarial testing is too narrow, non-independent, poorly documented, or disconnected from release, mitigation, escalation, and monitoring decisions."
YES,G_SYS_EVAL,G_SYS_EVAL_061,코너 케이스에서의 신뢰성 저하,AI 시스템이 희귀하거나 모호한 입력 데이터인 코너 케이스에 직면할 때 통제된 동작이 요구됨에도 신뢰할 수 없는 동작을 보이는 리스크.,"The risk that an AI system shows unreliable behaviour when confronted with rare or ambiguous input data, also called corner cases, where controlled behaviour is required."
,G_SYS_EVAL,G_SYS_EVAL_062,요청 거절과 역량 부족의 혼동,"AI 시스템의 유해 행동이 관찰되지 않은 원인이 요청 거부, 과업 수행 능력 부족 또는 평가 환경의 제약 중 무엇인지 안전성 평가가 구분하지 못하여 시스템의 실제 위험 역량을 잘못 판단하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which a safety evaluation cannot distinguish whether an agent avoids harm because it refuses, lacks capability, or fails to execute the task, thereby misjudging the system's actual hazardous capabilities and creating false safety assurance."
,G_SYS_EVAL,G_SYS_EVAL_063,검증된 운용 범위 밖에서의 신뢰성·안전성 실패,복잡한 운용 환경에서 설계 단계에 고려되지 않은 상황이 발생하여 검증 범위 밖에서 AI 시스템의 신뢰성과 안전성이 훼손되는 리스크.,"The risk that complex operating environments produce situations unanticipated in design, undermining the reliability and safety of AI systems outside their validated envelope."
,G_SYS_EVAL,G_SYS_EVAL_065,도구 에이전트 보안 테스트 커버리지 격차,벤치마크가 현실적인 도구·애플리케이션·공격 조합을 누락하여 도구 에이전트 보안에 대한 잘못된 확신을 유발하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which benchmarks omit realistic tool, application, or attack combinations, creating false confidence in tool-agent security."
,G_SYS_EVAL,G_SYS_EVAL_066,모델 평가의 자기 선호 편향,AI 모델이 자신이 생성한 콘텐츠를 다른 출처의 콘텐츠보다 선호하는 자기 선호 편향을 보여 자기 평가나 모델 기반 평가에서 인간이 생성한 콘텐츠를 부당하게 차별하는 리스크.,"The risk that AI models are prone to self-preference bias, favouring their own generated content over that of others in self-evaluation tasks and model-based evaluations more broadly, resulting in unfair discrimination against human-generated content."
YES,G_SYS_EVAL,G_SYS_EVAL_067,체계적 학습 오류에 따른 알고리즘 편향,체계적 학습 오류로 모델이 일관되게 잘못된 패턴을 학습하여 예측에 알고리즘 편향이 내재화되는 리스크.,"The risk that systematic learning error causes the model to learn consistently wrong patterns, embedding algorithmic bias into predictions."
,G_SYS_EVAL,G_SYS_EVAL_068,경쟁 압력에 따른 안전성 평가 축소와 성급한 배포,"경쟁 상황에서 개발자가 GPAI 모델의 안전성 평가를 축소하고 역량 개발에 자원을 집중함으로써, 역량과 상관된 위험이 검증되지 않은 채 시스템이 배포되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which competitive pressure leads developers to cut corners on safety evaluation while prioritising capabilities, so that GPAI systems are released without verifying risks correlated with those capabilities."
,G_SYS_EVAL,G_SYS_EVAL_069,결과 전파 과소평가,벤치마크나 사고 분석이 국소적인 AI 에이전트 실패가 하류의 물리적·재정적·개인정보·사회적 피해로 전파되는 정도를 과소평가하여 시스템의 실제 위험을 잘못 판단하는 리스크.,"The risk that benchmarks or incident analyses underestimate the extent to which a local AI-agent failure propagates into downstream physical, financial, privacy, or societal harm, causing the system's actual risk to be misjudged."
,G_SYS_EVAL,G_SYS_EVAL_070,역량 평가에서 드러나지 않는 위험 역량,"위험하거나 이중용도인 역량을 확인하기 위한 평가가 평가 난이도, 과도한 검증 비용, 안전성 훈련에 따른 응답 거부 또는 평가 중 전략적인 성능 저하로 인해 AI 모델의 위험 역량을 식별하지 못하여, 해당 모델이 배포하기에 안전한 것으로 잘못 분류되는 리스크.","The risk that capability evaluations fail to reveal an AI model's dangerous or dual-use capabilities because they are difficult to assess, prohibitively costly to verify, obscured by refusals arising from safety training, or strategically withheld through underperformance during testing, causing the model to be misclassified as safe to deploy."
,G_SYS_EVAL,G_SYS_EVAL_071,고속 AI 운영에서의 오류 미탐지,경쟁이 치열한 환경에서 AI 모델과 시스템의 빠른 작동 속도로 인해 오류를 적시에 탐지하고 수정하기 어려워지는 리스크.,The risk that the fast operational speed of AI models and systems in competitive environments produces errors that are difficult to detect and correct in time.
,G_SYS_EVAL,G_SYS_EVAL_072,데이터 출처 검증 불가,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터의 소유권·출처·변환 이력을 검증할 표준화된 방법이 없어 사용 데이터가 원본과 동일한지, 올바른 사용 조건을 갖췄는지 보증할 수 없게 되는 리스크.",The risk that an AI system lacks standardised methods to verify data provenance and cannot guarantee that data match their original source or carry the correct usage terms.
,G_SYS_EVAL,G_SYS_EVAL_073,학습된 가치 표상의 평가 편향,"AI 시스템이 학습한 가치 표상 중 평가하기 쉬운 가치가 측정하기 어려운 가치보다 평가에 우선 포함되어, 바람직하지만 정량화하기 어려운 가치가 과소대표되는 리스크.","The risk that, among value representations learned by an AI system, those that are easier to assess are preferentially included in evaluations over values that are more difficult to measure, underrepresenting desirable but hard-to-quantify values."
,G_SYS_EVAL,G_SYS_EVAL_074,감사자 역량 부족에 따른 과대 보증,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 감사자가 특정 안전·성능·검증 요구를 다룰 지식이나 충분히 엄밀한 시험 역량을 갖추지 못해 정당화될 수 있는 범위보다 넓게 적합 판정이 보고되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which auditors lacking knowledge of specific risks or the capacity for sufficiently rigorous testing report passing audits more inclusive than can be justified."
,G_SYS_INCONS,G_SYS_INCONS_001,인간 피드백 기준의 비일관성,AI 시스템이 서로 충돌하거나 일관되지 않은 인간 피드백을 학습하여 유사한 입력에 모순된 판단이나 출력을 생성하는 리스크.,The risk that an AI system learns conflicting or inconsistent human feedback and produces contradictory judgements or outputs for similar inputs.
,G_SYS_INCONS,G_SYS_INCONS_002,출력 불일치,"모델이 서로 다른 사용자, 같은 사용자의 다른 세션, 심지어 같은 대화 안의 발화 사이에서도 동일하고 일관된 답변을 제공하지 못하는 리스크.","The risk that an AI model provides materially inconsistent answers to different users, across separate sessions with the same user, or even across materially similar turns within the same conversation."
,G_SYS_INCONS,G_SYS_INCONS_003,의미 보존 재표현·형식 변화에 따른 출력 변동,AI 시스템이 의미가 동일한 질의의 표현·서식·순서 변화에 따라 상이하거나 모순된 판단을 산출하여 운용 환경에서의 예측 가능성과 신뢰성을 저해하는 리스크.,"The risk that an AI system produces different or contradictory judgments in response to meaning-preserving changes in wording, formatting, or ordering of a query, undermining predictability and reliability in operational settings."
,G_SYS_INPUT,G_SYS_INPUT_001,프롬프트 품질 결함으로 인한 오류,"인간 언어의 모호성으로 인해 AI 시스템 또는 AI 알고리즘과의 프롬프트 기반 상호작용에서 오류나 오해가 발생하고 프롬프트 디버깅이 어려워져, 이용자가 유용한 산출물을 얻지 못하는 리스크.","The risk that ambiguity in human language causes errors or misunderstandings in prompt-based interaction with an AI system or AI algorithm and makes prompts difficult to debug, preventing users from eliciting valuable outputs."
YES,G_SYS_INPUT,G_SYS_INPUT_002,저자원 언어 입력의 처리·이해 실패,"AI 시스템이 저자원 언어의 어휘, 문법 또는 맥락을 신뢰성 있게 처리하고 이해하지 못하여 부정확하거나 부적절한 출력을 생성하는 리스크.","The risk that an AI system fails to process and understand the vocabulary, grammar, or context of low-resource languages reliably, producing inaccurate or inappropriate outputs."
,G_SYS_INPUT,G_SYS_INPUT_003,물체 어포던스와 장면의 오해,AI 시스템이 물체가 허용하는 행동이나 장면의 관계를 잘못 파악하여 실행 불가능하거나 위험한 판단을 생성하는 리스크.,"The risk that an AI system misunderstands the actions afforded by an object or the relationships in a scene, producing infeasible or unsafe judgements."
,G_SYS_MISINFO,G_SYS_MISINFO_002,맥락 일관성 추구에 의한 환각 증폭,AI 시스템이 대화 맥락의 일관성을 우선하여 앞선 오류나 근거 없는 주장을 반복하고 확대함으로써 허위정보를 생성하는 리스크.,"The risk that an AI system prioritises conversational consistency and repeats or expands earlier errors or unsupported claims, generating misinformation."
,G_SYS_MISINFO,G_SYS_MISINFO_003,지식 분포 변화에 따른 응답 노후화,"현실 세계의 사실과 지식이 시간에 따라 변하지만 AI 모델의 학습된 지식이 갱신되지 않아, 갱신이 필요한 사실 질문에 낡고 부정확한 답변을 제시하는 리스크.","The risk that facts and knowledge in the world change over time while an AI model's learned knowledge remains static, producing outdated and inaccurate answers to questions whose correct answers change over time."
,G_SYS_MISINFO,G_SYS_MISINFO_004,허위·오도 정보 유포에 의한 기만과 양극화,"언어 모델이 오도성 있거나 허위인 정보를 예측·제시하여 이용자에게 잘못된 믿음을 심는 기만이 발생하고, 개인의 자율성이 위협되며 근거 없는 기존 견해에 대한 확신이 커져 양극화가 심화되는 리스크.","The risk that language models predict misleading or false information that misinforms or deceives people and instils false beliefs, threatening personal autonomy and increasing confidence in previously held unsubstantiated opinions, thereby increasing polarisation."
,G_SYS_MISINFO,G_SYS_MISINFO_006,공유 정보 생태계의 오염과 질 저하,생성형 AI 시스템이 허위·환각·저품질 콘텐츠 또는 인물·사건에 대한 사실처럼 보이는 허위 묘사를 대규모로 생성·유포하여 공개 정보 생태계를 오염시키고 개인과 사회의 인식·의사결정 및 정확한 정보에 대한 신뢰를 훼손하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which false, hallucinated, low-quality, or realistically fabricated depictions of people and events produced by generative tools circulate beyond the end user and contaminate publicly available information. People form inaccurate perceptions and decisions on that basis and lose trust even in accurate information."
,G_SYS_MISINFO,G_SYS_MISINFO_007,사용자 설득에 의한 모델의 사실 판단 왜곡,"다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위정보를 수용하게 만들며, 그 효과가 단일 턴 시도를 능가하는 리스크.","The risk that multi-turn persuasive conversation induces a model to abandon factually correct positions and accept misinformation, with persuasion effects exceeding single-turn attempts."
,G_SYS_MISINFO,G_SYS_MISINFO_008,데이터 오해석에 의한 의료·과학적 오결론,"AI 시스템이 의료·과학 데이터를 오용하거나 맥락, 품질 또는 불확실성을 잘못 해석하여 근거가 부족하거나 사실과 다른 결론을 생성하고 연구·진료 의사결정을 왜곡하는 리스크.","The risk that an AI system misuses medical or scientific data or misinterprets its context, quality, or uncertainty, producing unsupported or factually incorrect conclusions that distort research or clinical decision-making."
,G_SYS_MISINFO,G_SYS_MISINFO_009,외부 도구에 의해 주입된 사실 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 도구가 웹 API·검색 엔진 등 공개 자원에서 얻은 추가 지식을 입력 프롬프트에 통합하는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문제가 증폭되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which external tools incorporate additional knowledge from public resources such as web APIs and search engines into input prompts, and that unreliable tool content containing factual errors consequently amplifies the hallucination issue."
,G_SYS_MISINFO,G_SYS_MISINFO_010,합성 콘텐츠의 진위 식별 실패와 지속적 피해,"AI가 사실적으로 보이는 딥페이크·합성 콘텐츠를 생성하여 수신자가 진본과 구별하기 어렵게 만들고, 허위임이 밝혀진 뒤에도 대상에 대한 사회적·평판적 피해와 정보 신뢰 저하가 지속되는 리스크.","The risk that AI generates realistic deepfakes or other synthetic content that recipients cannot reliably distinguish from authentic material, causing informational, social, or reputational harm that can persist even after the content is debunked."
,G_SYS_MISINFO,G_SYS_MISINFO_011,출력의 출처 충실성 오류,"AI 시스템이 근거 자료나 입력 내용에 충실하지 않은 콘텐츠를 생성하여, 출력이 유창하고 그럴듯하더라도 원문의 의미와 사실관계를 왜곡하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which generated content is unfaithful to the source material or input it claims to represent, introducing faithfulness errors even when the output appears fluent and plausible."
,G_SYS_MISINFO,G_SYS_MISINFO_012,개인 대상 허위정보,"AI 시스템이 식별 가능한 개인에 관한 허위·조작 정보를 생성하거나 확산하여 그 사람의 평판, 안전, 권리 또는 사회적 관계에 피해를 초래하는 리스크.","The risk that an AI system generates or disseminates false or fabricated information about an identifiable individual, causing harm to that person’s reputation, safety, rights, or social relationships."
,G_SYS_MISINFO,G_SYS_MISINFO_013,검색 증강 시 외부 허위정보에 의한 허위 출력,검색 증강 과정에서 모델의 사전 지식과 상충하는 소량의 일관된 허위 증거가 주어질 때 모델이 이에 민감하게 반응하여 허위 출력을 생성하는 리스크.,The risk that AI models are overly responsive to coherent external evidence that conflicts with prior knowledge and produce false outputs when given a small amount of false information during retrieval augmentation.
,G_SYS_MISINFO,G_SYS_MISINFO_015,선거절차에 관한 허위정보 생성,"AI 시스템이 투표 자격, 일정, 장소 또는 절차에 관해 사실과 다른 정보를 생성·제공하여 유권자의 판단을 오도하는 리스크.","The risk that an AI system generates or provides false information about voting eligibility, dates, locations, or procedures, misleading voters."
,G_SYS_MISINFO,G_SYS_MISINFO_016,역사 수정주의적 서술 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회·공동체·학계가 확립한 역사적 사건이나 서술이 의도적 또는 비의도적으로 재해석되는 리스크.,"The risk that an AI system causes, enables, or contributes to deliberate or unintentional reinterpretation of established or orthodox historical events or accounts held by societies, communities, and academics."
,G_SYS_MISINFO,G_SYS_MISINFO_017,지식 경계로 인한 환각,"LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱테일 지식을 충분히 습득하지 못해, 입력 프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which gaps between the knowledge involved in an input prompt and the knowledge embedded in an LLM, arising from training corpora that cannot contain all world knowledge and from difficulty grasping long-tail knowledge, lead to hallucinations."
,G_SYS_MISINFO,G_SYS_MISINFO_018,사실·증거 환각,"모델이 그럴듯한 형식으로 제시된 허위 인용, 사실, 법적 주장, 과학적 증거를 포함하여 학습 데이터나 입력에 충실하지 않은 부정확한 콘텐츠를 생성하여, 이를 신뢰한 사용자를 오도하는 리스크.","The risk that a model generates factually inaccurate or ungrounded content, including fabricated citations, facts, legal claims, and scientific evidence presented plausibly, misleading users who rely on it."
,G_SYS_MISINFO,G_SYS_MISINFO_019,잡음 학습 데이터에 의한 지식 오류,대규모 학습 코퍼스에 내재한 잡음과 허위정보가 모델 파라미터에 저장되는 지식에 오류를 유입시켜 환각을 유발하는 리스크.,"The risk that noise and misinformation inherent in large-scale training corpora introduce errors into the knowledge stored in model parameters, giving rise to hallucinations."
,G_SYS_MISINFO,G_SYS_MISINFO_021,대규모 허위정보 생산·확산 장벽 저하,"AI가 합성 미디어와 허위 뉴스를 저비용으로 대량 생산하고 사실·의견·허구의 구분을 어렵게 하여, 허위정보의 제작·맞춤화·확산 규모와 속도를 확대하는 리스크.","The risk that AI cheaply produces synthetic media and false news at scale, blurs distinctions among fact, opinion, and fiction, and thereby expands the speed, scale, and targeting of disinformation production and dissemination."
,G_SYS_MISINFO,G_SYS_MISINFO_022,알고리즘 시스템에 의한 허위·오도 정보 피해,생성 모델과 추천 시스템 등 AI 기반 알고리즘 시스템이 부정확하거나 검증되지 않은 허위·오도 정보를 생성·추천·증폭하여 개인과 사회의 인식과 의사결정을 왜곡하는 리스크.,"The risk that AI-based algorithmic systems, including generative models and recommender systems, generate, recommend, or amplify false, misleading, or unverified information, thereby distorting individual and societal understanding and decision-making."
,G_SYS_MISINFO,G_SYS_MISINFO_023,오도성 의료정보와 부적절한 약물사용 지침,AI 시스템이 사실과 다르거나 근거가 불충분한 의료정보 또는 부적절한 약물사용 지침을 생성·제공하여 이용자의 진단·치료 판단을 왜곡하고 신체적·정신적 건강에 위해를 초래하는 리스크.,"The risk that an AI system generates or provides factually incorrect or insufficiently supported medical information or unsafe medication guidance, distorting a user's diagnostic or treatment decisions and causing harm to physical or mental health."
,G_SYS_OEXT,G_SYS_OEXT_001,검증된 전문성 범위를 벗어난 AI 조언,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사결정과 물질적·법적·신체적 피해를 유발하는 리스크.,"The risk that an AI system provides medical, legal, financial, electoral, or safety advice beyond its validated capability, expertise, or authority and presents that advice as reliable, inducing misplaced trust, erroneous decisions, and material, legal, or physical harm."
,G_SYS_OEXT,G_SYS_OEXT_002,학습 과정 우회,고품질 생성 모델에 대한 손쉬운 접근으로 학습자가 AI 모델을 사용해 학습 과정을 우회하게 되는 리스크.,The risk that easy access to high-quality generative models results in students using AI models to bypass the learning process.
,G_SYS_OEXT,G_SYS_OEXT_003,역량 오버행,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 잠재 역량이 평가·모니터링·거버넌스 절차가 탐지하는 수준을 초과하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which latent capabilities exceed what evaluation, monitoring, or governance processes detect."
,G_SYS_OEXT,G_SYS_OEXT_004,장기 작업의 단계 간 오차 누적,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인지에서 예측과 제어로 전달된 작은 오차가 긴 작업 순서에서 누적되어 최종 행동이 안전 경계를 넘는 위험.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which small errors passed from perception to prediction and control accumulate across a long task sequence until the final action crosses a safety boundary."
,G_SYS_OEXT,G_SYS_OEXT_005,부적절한 자동화 수준,AI 애플리케이션의 자동화 정도가 높아 예기치 못한 동작을 보이고 신뢰성과 안전 측면의 위험이 발생하는 리스크.,The risk that an AI application with a high degree of automation exhibits unexpected behaviour and poses risks in terms of its reliability and safety.
,G_SYS_OEXT,G_SYS_OEXT_006,인공일반지능(AGI) 역량의 허위 표상,"AI 시스템이 검증된 역량 범위를 넘어 인공일반지능(Artificial General Intelligence, AGI) 수준의 과제를 수행할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.","The risk that an AI system presents itself as able to perform tasks at the level of artificial general intelligence (AGI) beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence."
,G_SYS_OEXT,G_SYS_OEXT_007,자율적·독립적 의사결정 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 자율적·독립적으로 의사결정할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,"The risk that an AI system presents itself as able to make autonomous and independent decisions beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence."
,G_SYS_OEXT,G_SYS_OEXT_008,자율적 학습·자기 개선 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 자율적으로 학습하거나 스스로 개선할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,"The risk that an AI system presents itself as able to learn autonomously or improve itself beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence."
,G_SYS_OEXT,G_SYS_OEXT_009,자기 보존·자기 방어 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 스스로를 보존하거나 방어할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,"The risk that an AI system presents itself as able to preserve or defend itself beyond its validated capabilities, distorting user judgement or inducing misplaced trust or dependence."
,G_SYS_OEXT,G_SYS_OEXT_012,미세조정 모델의 예상 밖 역량,"하류 배포자가 배포 관련 데이터셋으로 상류 범용 AI(GPAI) 모델을 미세조정하는 과정에서 기반 모델에 없던 새롭거나 예상하지 못한 역량이 나타나고, 이를 기반 모델 개발자가 사전에 예견하지 못하는 리스크.",The risk that downstream deployers fine-tuning a GPAI model with specific deployment-related datasets give it new or unexpected capabilities that the underlying upstream model did not exhibit and that the original model developer did not anticipate.
,G_SYS_OEXT,G_SYS_OEXT_013,AI 역량의 검증 범위 초과 사용,AI 시스템이 검증되지 않은 과업이나 조건에서도 역량이 유효한 것처럼 사용되게 하여 부정확하거나 위험한 결정을 초래하는 리스크.,"The risk that an AI system is used as though its capability remains valid for tasks or conditions outside its validated scope, producing inaccurate or unsafe decisions."
,G_SYS_OREF,G_SYS_OREF_001,안전 통제의 사용자 의도 오분류에 따른 정당 요청 거부,AI 시스템 또는 AI 에이전트가 안전 통제 과정에서 사용자 의도를 잘못 분류하여 정당한 요청을 부당하게 거부함으로써 이용자의 정당한 목적 달성과 서비스 효용을 저해하는 리스크.,"The risk that an AI system or agent misclassifies user intent during safety control and unjustifiably refuses legitimate requests, impeding users' legitimate goals and the utility of the service."
,G_SYS_OREF,G_SYS_OREF_002,안전 필터의 과잉 차단에 따른 정당한 정보 접근 거부,AI 시스템이 의료·법률·교육·재난 대응 등 안전하게 제공 가능한 정보 요청을 민감 어휘나 주제 유사성만으로 유해 요청으로 오분류하여 거부함으로써 이용자의 알 권리와 정당한 정보 접근을 저해하는 리스크.,"The risk that an AI system refuses requests for safely providable information, such as medical, legal, educational, or emergency-response content, by misclassifying them as harmful based on sensitive wording or topical similarity, impeding users' right to know and legitimate access to information."
,G_SYS_OREF,G_SYS_OREF_003,취약 이용자 지원 요청의 과잉 거절,"AI 시스템이 자살 예방, 중독 회복, 학대 대응 등 도움 요청을 민감 주제라는 이유로 일괄 거부하여, 보호가 필요한 이용자가 적시에 지원 정보를 얻지 못하고 검증되지 않은 정보원으로 이탈하게 되는 리스크.","The risk that an AI system categorically refuses help-seeking requests, such as suicide prevention, addiction recovery, or abuse response, because the topics are sensitive, leaving vulnerable users without timely supportive information and driving them toward unverified sources."
,G_SYS_OVERCONF,G_SYS_OVERCONF_001,불충분한 정보에 기반한 조언,모델이 충분한 정보를 갖추지 못한 상태에서 조언을 제공하여 그 조언을 따를 경우 피해가 발생하는 리스크.,"The risk that a model provides advice without having enough information, resulting in possible harm if the advice is followed."
,G_SYS_OVERCONF,G_SYS_OVERCONF_002,확신에 찬 부정확한 답변과 근거 제시,"모델이 자신의 지식과 추론의 한계를 인식하거나 전달하지 못한 채, 지식이 낡았거나 객관적 정답이 없는 주제에서도 그럴듯하지만 타당하지 않은 근거와 확신에 찬 답변을 제시하는 리스크. 불확실성에 대한 신호를 받지 못한 이용자는 잘못된 결론을 수용하고 그에 따라 행동하는 리스크.","The risk that a model fails to recognise or convey the limits of its knowledge and reasoning, offering plausible but invalid justifications and confident answers on topics where its knowledge is outdated or no objective answer exists. Given no signal of uncertainty, users accept erroneous conclusions and act on them."
,G_SYS_OVERCONF,G_SYS_OVERCONF_003,AI 판단에 대한 인식론적 과의존,이용자가 AI 시스템의 사실적·도덕적 또는 전략적 판단을 과도하게 신뢰하여 근거와 불확실성을 독립적으로 평가하지 못하고 부정확하거나 부적절한 산출물을 그대로 수용하는 리스크.,"The risk that a user places excessive trust in an AI system's factual, moral, or strategic judgement, fails to assess evidence and uncertainty independently, and accepts inaccurate or inappropriate outputs without adequate scrutiny."
YES,G_SYS_OVERCONF,G_SYS_OVERCONF_004,불확실 상황에서의 과도한 확신,AI 시스템이 불확실하거나 근거가 부족한 상황에서도 높은 확신의 출력을 제시하여 사용자가 신뢰도를 과대평가하는 리스크.,"The risk that an AI system presents outputs with high confidence despite uncertainty or insufficient evidence, causing users to overestimate their reliability."
YES,G_SYS_OVERCONF,G_SYS_OVERCONF_005,분포 외 입력에 대한 고확신 오류,"AI가 학습 분포를 벗어난 입력, 손상된 입력 또는 잡음이 큰 입력을 적절히 탐지·거부·복구하지 못하고 높은 확신으로 잘못된 예측이나 행동을 산출하는 리스크.","The risk that AI fails to detect, reject, or recover from out-of-distribution, corrupted, or noisy inputs and produces incorrect predictions or actions with unwarranted confidence."
,G_SYS_OVERCONF,G_SYS_OVERCONF_006,도덕적 불확실성 무시,불확실성·이견·숙의가 적절한 상황에서 AI 시스템이 단일한 확신에 찬 도덕 판단을 제시하는 리스크.,"The risk that AI systems present a single confident moral judgement where uncertainty, disagreement, or deliberation would be appropriate."
,G_SYS_POLICY,G_SYS_POLICY_001,학습 데이터 내 기밀정보 포함과 출력 노출,"기밀정보가 AI 시스템의 학습 데이터·미세조정 데이터·프롬프트에 포함된 뒤 생성 출력에서 재현되어, 영업비밀이나 개인정보가 권한 없는 자에게 노출되고 비밀유지 의무가 위반되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which confidential information is incorporated into training data, tuning data, or prompts and is subsequently reproduced in generated outputs. Such leakage exposes protected business and personal information to unauthorised parties and breaches confidentiality obligations."
,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,"The risk that an AI system discloses or fails to protect its architecture, inference process, agent design, or internal operating principles, enabling unauthorised inference, replication, or exploitation."
,G_SYS_POLICY,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,AI 시스템이 벤치마크·평가셋·테스트 셋·평가 기준 등 평가 자산을 노출하거나 충분히 보호하지 못해 무단 획득과 평가 무결성 훼손을 가능하게 하는 리스크.,"The risk that an AI system discloses or fails to protect benchmarks, evaluation sets, test sets, or evaluation criteria, enabling unauthorised acquisition and compromising evaluation integrity."
,G_SYS_POLICY,G_SYS_POLICY_004,모델 파라미터·가중치 유출,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게 하는 리스크.,"The risk that an AI system discloses or fails to protect model parameters, weights, or training outputs, enabling unauthorised extraction, replication, or misuse."
,G_SYS_POLICY,G_SYS_POLICY_005,안전 정책·보호 메커니즘 노출·우회,AI 시스템이 안전 정책·필터링 로직·거부 규칙 등 보호 메커니즘을 노출하거나 충분히 보호하지 못해 안전장치의 분석·우회·무력화를 가능하게 하는 리스크.,"The risk that an AI system discloses or fails to protect safety policies, filtering logic, refusal rules, or other safeguards, enabling their analysis, bypass, or disablement."
,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.,"The risk that an AI system discloses or fails to protect confidential internal rules, including system prompts, developer instructions, and operational policies, enabling unauthorised extraction, inference, or exploitation."
