id_a,id_b,verdict,rationale
G_INT_COPY_002,G_INT_COPY_003,KEEP,침해 대상 권리와 행위 유형(AI 학습 데이터 및 생성물 저작권 침해 vs 소프트웨어 불법 사용 및 보호조치 우회)이 달라 별개 카드임.
G_SYS_OEXT_002,G_SYS_OEXT_003,KEEP,허위 표상의 역량 축(인공일반지능(AGI) 역량의 허위 표상 vs 자율적·독립적 의사결정 역량의 허위 표상)이 달라 별개 카드임.
G_INT_REPR_005,G_INT_REPR_008,KEEP,차별 표상의 속성 열거 축(장애 vs 성별·성정체성·성적 지향)이 달라 통합 금지 대상임.
G_INT_REPR_008,G_INT_REPR_014,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 종교)이 달라 통합 금지 대상임.
G_INT_REPR_009,G_INT_REPR_010,KEEP,차별 표상의 속성 열거 축(건강 상태 vs 국적·출신국·출신지역)이 달라 통합 금지 대상임.
G_INT_SELF_001,G_INT_VIOL_007,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_SELF_006,KEEP,비자살적 자해(NSSI)와 자해·자살 조장 커뮤니티는 자살 의도 유무 축과 행위 성격이 달라 별개 카드임.
G_INT_ANTH_001,G_INT_ANTH_003,KEEP,허위 표상·의인화의 대상 속성 축(감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화 vs 신체성(physical embodiment)의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_REPR_004,G_INT_REPR_010,KEEP,차별 표상의 속성 열거 축(연령 vs 국적·출신국·출신지역)이 달라 통합 금지 대상임.
G_INT_REPR_010,G_INT_REPR_011,KEEP,차별 표상의 속성 열거 축(국적·출신국·출신지역 vs 직업)이 달라 통합 금지 대상임.
G_INT_REPR_010,G_INT_REPR_015,KEEP,차별 표상의 속성 열거 축(국적·출신국·출신지역 vs 사회경제적 지위)이 달라 통합 금지 대상임.
G_INT_SELF_003,G_INT_VIOL_009,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_REPR_008,G_INT_REPR_009,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 건강 상태)이 달라 통합 금지 대상임.
G_INT_VIOL_002,G_INT_VIOL_003,KEEP,폭력의 미화·정당화(표현적 정상화)와 선동·조장·실행 지원(행동 유발)은 행위 단계가 달라 별개 카드임.
G_INT_REPR_008,G_INT_REPR_012,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 정치적 성향)이 달라 통합 금지 대상임.
G_INT_ANTH_001,G_INT_ANTH_005,KEEP,허위 표상·의인화의 대상 속성 축(감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화 vs 권리 주체성(기본권)의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_REPR_006,G_INT_REPR_010,KEEP,차별 표상의 속성 열거 축(학력 vs 국적·출신국·출신지역)이 달라 통합 금지 대상임.
G_SYS_OEXT_001,G_SYS_OEXT_002,KEEP,허위 표상의 역량 축(자율적 학습·자기 개선 역량의 허위 표상 vs 인공일반지능(AGI) 역량의 허위 표상)이 달라 별개 카드임.
G_INT_REPR_004,G_INT_REPR_008,KEEP,차별 표상의 속성 열거 축(연령 vs 성별·성정체성·성적 지향)이 달라 통합 금지 대상임.
G_INT_REPR_008,G_INT_REPR_011,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 직업)이 달라 통합 금지 대상임.
G_INT_REPR_010,G_INT_REPR_013,KEEP,차별 표상의 속성 열거 축(국적·출신국·출신지역 vs 인종·민족)이 달라 통합 금지 대상임.
G_INT_VIOL_003,G_INT_VIOL_004,KEEP,폭력의 유형·대상·맥락(폭력 선동·조장 및 실행 지원 vs 대량폭력 및 테러)이 구분되어 별개 카드임.
G_INT_VIOL_003,G_INT_VIOL_006,KEEP,폭력의 유형·대상·맥락(폭력 선동·조장 및 실행 지원 vs 살인 및 심각한 신체 폭력)이 구분되어 별개 카드임.
G_INT_REPR_007,G_INT_REPR_010,KEEP,차별 표상의 속성 열거 축(가족 상태·가구 형태 vs 국적·출신국·출신지역)이 달라 통합 금지 대상임.
G_INT_REPR_008,G_INT_REPR_015,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 사회경제적 지위)이 달라 통합 금지 대상임.
G_INT_WEAP_012,G_INT_WEAP_016,KEEP,무기 유형 축(폭발물·폭발성 무기 vs 방사능·핵무기)이 달라 별개 카드임.
G_INT_REPR_010,G_INT_REPR_012,KEEP,차별 표상의 속성 열거 축(국적·출신국·출신지역 vs 정치적 성향)이 달라 통합 금지 대상임.
G_INT_REPR_006,G_INT_REPR_008,KEEP,차별 표상의 속성 열거 축(학력 vs 성별·성정체성·성적 지향)이 달라 통합 금지 대상임.
G_INT_REPR_008,G_INT_REPR_013,KEEP,차별 표상의 속성 열거 축(성별·성정체성·성적 지향 vs 인종·민족)이 달라 통합 금지 대상임.
G_INT_REPR_007,G_INT_REPR_008,KEEP,차별 표상의 속성 열거 축(가족 상태·가구 형태 vs 성별·성정체성·성적 지향)이 달라 통합 금지 대상임.
G_INT_SELF_003,G_INT_SELF_006,KEEP,섭식장애·자기파괴적 건강행위와 자해·자살 조장 커뮤니티는 행위 대상 범주가 달라 별개 카드임.
G_INT_VIOL_003,G_INT_VIOL_007,KEEP,폭력의 유형·대상·맥락(폭력 선동·조장 및 실행 지원 vs 관계 기반 폭력)이 구분되어 별개 카드임.
G_INT_VIOL_003,G_INT_VIOL_008,KEEP,폭력의 유형·대상·맥락(폭력 선동·조장 및 실행 지원 vs 위협 및 협박)이 구분되어 별개 카드임.
G_INT_SELF_004,G_INT_VIOL_009,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_WEAP_012,G_INT_WEAP_019,KEEP,재래식 폭발물은 화학·생물·방사능·핵 중심의 대량살상무기 정의에 당연히 포함되지 않아 별개 카드임.
G_INT_SELF_001,G_INT_VIOL_009,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_PRIV_004,G_INT_PRIV_005,KEEP,노출 대상 정보의 범주와 법익(사생활·평판 정보 vs 개인정보 보호법상 개인정보·민감정보)이 달라 별개 카드임.
G_INT_SELF_005,G_INT_VIOL_008,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_006,G_INT_VIOL_008,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_006,G_INT_VIOL_002,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_VIOL_002,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_PRIV_004,G_INT_PRIV_008,KEEP,프라이버시 침해의 행위 단계·대상(사생활·평판 정보 노출 vs 통신 및 비공개 정보 침해)이 달라 별개 카드임.
G_INT_SELF_003,G_INT_VIOL_008,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_VIOL_004,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_VIOL_006,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_006,G_INT_VIOL_004,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_006,G_INT_VIOL_006,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_WEAP_003,G_INT_WEAP_016,KEEP,무기 유형 축(생물무기·화학무기 vs 방사능·핵무기)이 달라 별개 카드임.
G_INT_SELF_003,G_INT_VIOL_002,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_VIOL_007,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_PRIV_003,G_INT_PRIV_004,KEEP,프라이버시 침해의 행위 단계·대상(개인정보 수집 및 추적 vs 사생활·평판 정보 노출)이 달라 별개 카드임.
G_INT_PRIV_004,G_INT_PRIV_009,KEEP,프라이버시 침해의 행위 단계·대상(사생활·평판 정보 노출 vs 개인정보 악용 및 거래)이 달라 별개 카드임.
G_INT_SELF_003,G_INT_VIOL_004,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_003,G_INT_VIOL_006,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_006,G_INT_VIOL_007,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_005,G_INT_VIOL_009,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_VIOL_003,G_INT_VIOL_010,MERGE,두 카드 모두 폭력의 정당화·조장과 실행에 필요한 구체적 지원 제공이라는 동일 행위·피해를 다루며 선동까지 포함한 G_INT_VIOL_003이 010을 완전히 포섭함.
G_INT_SELF_003,G_INT_VIOL_007,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_WEAP_003,G_INT_WEAP_007,KEEP,무기 유형 축(생물무기·화학무기 vs 사이버 무기)이 달라 별개 카드임.
G_INT_WEAP_007,G_INT_WEAP_019,KEEP,사이버 무기는 화학·생물·방사능·핵 중심의 대량살상무기 정의에 포함되지 않아 별개 카드임.
G_SYS_POLICY_004,G_SYS_POLICY_008,KEEP,노출·유출 대상 자산(모델 파라미터·가중치 유출 vs 모델 학습 데이터 추출·유출)이 달라 별개 카드임.
G_INT_SELF_004,G_INT_SELF_009,KEEP,미화·정당화(표현적 정상화)와 조장 및 도구·수단·절차 등 행동 지향적 지원은 행위 단계가 달라 별개 카드임.
G_INT_WEAP_007,G_INT_WEAP_012,KEEP,무기 유형 축(사이버 무기 vs 폭발물·폭발성 무기)이 달라 별개 카드임.
G_INT_SELF_003,G_INT_VIOL_003,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_WEAP_003,G_INT_WEAP_012,KEEP,무기 유형 축(생물무기·화학무기 vs 폭발물·폭발성 무기)이 달라 별개 카드임.
G_INT_WEAP_001,G_INT_ILLEGAL_008,KEEP,불법 무기 거래와 불법 약물 제조·유통은 대상 물품과 침해 법익이 달라 별개 카드임.
G_INT_WEAP_007,G_INT_WEAP_017,KEEP,무기 유형 카드(사이버 무기)와 무기화 전략·전술 운용 카드는 행위 축(무기 자체 vs 운용 전략)이 다름.
G_INT_WEAP_007,G_INT_WEAP_016,KEEP,무기 유형 축(사이버 무기 vs 방사능·핵무기)이 달라 별개 카드임.
G_INT_SELF_001,G_INT_SELF_009,KEEP,자해의 은폐·회피 전략 지원과 자해의 조장·행동 지향적 지원은 행위 유형이 달라 별개 카드임.
G_SYS_POLICY_002,G_SYS_POLICY_006,KEEP,노출·유출 대상 자산(모델 구조·추론 메커니즘 노출 vs 시스템 프롬프트·운영 지침 노출)이 달라 별개 카드임.
G_INT_SELF_005,G_INT_SELF_009,KEEP,비자살적 자해(NSSI)는 자살 의도 유무라는 임상 축으로 구분되는 별도 범주여서 일반 자해 조장 카드와 통합하지 않음.
G_INT_SELF_003,G_INT_SELF_009,KEEP,섭식장애·자기파괴적 건강행위와 자해·자살 조장·지원은 행위 대상 범주가 달라 별개 카드임.
G_SYS_POLICY_002,G_SYS_POLICY_004,KEEP,노출·유출 대상 자산(모델 구조·추론 메커니즘 노출 vs 모델 파라미터·가중치 유출)이 달라 별개 카드임.
G_INT_SELF_004,G_INT_SELF_007,KEEP,자살 준비 행위(수단 확보·장소 선택 등)는 하드 원칙상 미화·실행·조장 카드와 분리 유지 대상임.
G_INT_SELF_006,G_INT_SELF_009,MERGE,온라인 커뮤니티라는 채널 차이만 있는 동일한 자해·자살 조장·지원 리스크로 채널 불문 포괄 카드 G_INT_SELF_009를 대표로 통합함.
G_INT_SELF_005,G_INT_SELF_007,KEEP,자살 준비 행위는 하드 원칙상 실행·조장 계열과 분리 유지 대상이며 NSSI와는 대상 범주도 다름.
G_INT_SELF_003,G_INT_SELF_007,KEEP,자살 준비 행위는 하드 원칙상 분리 유지 대상이며 섭식장애와는 행위 대상도 다름.
G_INT_VALUE_020,G_INT_VALUE_021,KEEP,G_INT_VALUE_021은 사전학습 코퍼스의 일반 메커니즘 카드이고 020은 종교(이슬람) 속성 축의 사례 카드로 세속·서구·이슬람 등 열거 축 유지가 원칙임.
G_INT_SELF_001,G_INT_SELF_007,KEEP,자살 준비 행위는 하드 원칙상 분리 유지 대상이며 자해 은폐 전략과는 행위 대상(자살 준비 vs 자해 은폐)이 다름.
G_INT_COPY_009,G_INT_COPY_011,KEEP,G_INT_COPY_009는 상표·브랜드 사칭(상표권)을 포함하여 저작권 보호 표현의 무단 이용 카드와 침해 법익 구성이 다름.
G_INT_VIOL_002,G_INT_VIOL_010,KEEP,폭력의 미화·정당화와 실행의 조장·구체적 지원은 행위 단계가 달라 별개 카드임.
G_SYS_POLICY_003,G_SYS_POLICY_004,KEEP,노출·유출 대상 자산(모델 평가 자산 노출·탈취 vs 모델 파라미터·가중치 유출)이 달라 별개 카드임.
G_SYS_SECADV_005,G_SYS_SECADV_009,MERGE,위험한 역할 부여 지시로 안전장치를 우회해 유해 콘텐츠를 생성하게 한다는 공격자·기법·피해가 사실상 동일한 중복 카드로 문안이 더 포괄적인 G_SYS_SECADV_009와 통합함.
G_INT_VIOL_004,G_INT_VIOL_010,KEEP,폭력의 유형·대상·맥락(대량폭력 및 테러 vs 폭력과 극단주의 실행의 조장)이 구분되어 별개 카드임.
G_INT_VIOL_006,G_INT_VIOL_010,KEEP,폭력의 유형·대상·맥락(살인 및 심각한 신체 폭력 vs 폭력과 극단주의 실행의 조장)이 구분되어 별개 카드임.
G_INT_VIOL_009,G_INT_VIOL_010,KEEP,폭력의 유형·대상·맥락(고문 및 잔혹행위 vs 폭력과 극단주의 실행의 조장)이 구분되어 별개 카드임.
G_SYS_POLICY_006,G_SYS_POLICY_008,KEEP,노출·유출 대상 자산(시스템 프롬프트·운영 지침 노출 vs 모델 학습 데이터 추출·유출)이 달라 별개 카드임.
G_SYS_SECADV_004,G_SYS_SECADV_009,MERGE,적대적으로 구성된 지시로 안전장치를 우회해 금지·유해 출력을 유도한다는 동일 리스크로 탈옥 일반을 포괄하는 G_SYS_SECADV_004가 009를 포섭함.
G_SYS_EVAL_022,G_SYS_EVAL_028,KEEP,평가·감사 실패의 메커니즘(공동체 가치 수렴·반영 실패 vs 외부 평가 접근 실패)이 서로 달라 별개 카드임.
G_INT_VIOL_007,G_INT_VIOL_010,KEEP,폭력의 유형·대상·맥락(관계 기반 폭력 vs 폭력과 극단주의 실행의 조장)이 구분되어 별개 카드임.
G_SYS_POLICY_004,G_SYS_POLICY_006,KEEP,노출·유출 대상 자산(모델 파라미터·가중치 유출 vs 시스템 프롬프트·운영 지침 노출)이 달라 별개 카드임.
G_INT_SELF_006,G_INT_SELF_007,KEEP,자살 준비 행위의 조장·지원은 하드 원칙상 조장 계열 카드와 분리 유지 대상임.
G_Others_013,G_Others_037,KEEP,리스크 주제와 발생 메커니즘(규제·관리·운영 복합 실패 vs 학습 단계의 치명적 실수)이 상이하여 별개 카드임.
G_INT_VIOL_008,G_INT_VIOL_010,KEEP,폭력의 유형·대상·맥락(위협 및 협박 vs 폭력과 극단주의 실행의 조장)이 구분되어 별개 카드임.
G_SYS_POLICY_005,G_SYS_POLICY_006,KEEP,노출·유출 대상 자산(안전 정책·보호 메커니즘 노출·우회 vs 시스템 프롬프트·운영 지침 노출)이 달라 별개 카드임.
G_SYS_POLICY_002,G_SYS_POLICY_003,KEEP,노출·유출 대상 자산(모델 구조·추론 메커니즘 노출 vs 모델 평가 자산 노출·탈취)이 달라 별개 카드임.
G_INT_ALLOC_008,G_INT_ALLOC_009,KEEP,보호집단 배분 축과 저자원 언어 접근성 축은 배제 대상·메커니즘이 달라 별개 카드임.
G_INT_SELF_007,G_INT_SELF_009,KEEP,자살 준비 행위(준비 단계)와 자해·자살의 조장·실행 지원(실행 단계)은 하드 원칙상 분리 유지 대상임.
G_SYS_POLICY_003,G_SYS_POLICY_006,KEEP,노출·유출 대상 자산(모델 평가 자산 노출·탈취 vs 시스템 프롬프트·운영 지침 노출)이 달라 별개 카드임.
G_SYS_OEXT_007,G_SYS_OEXT_012,KEEP,역량 오버행과 사용자 이해력 과부하는 리스크 메커니즘이 달라 별개 카드임.
G_SYS_EVAL_015,G_SYS_EVAL_021,KEEP,평가·감사 실패의 메커니즘(감사자 독립성 실패 vs 변경 관리 실패)이 서로 달라 별개 카드임.
G_INT_SEX_001,G_INT_SEX_004,KEEP,성적 침해의 행위 유형(외설·비하·학대 이미지 생성 및 접근 용이화 vs 비동의 성적 대상화 및 친밀 이미지 생성)이 달라 별개 카드임.
G_SYS_SECADV_051,G_SYS_SECADV_052,KEEP,공격 벡터(인지·행동 시퀀스 조작 vs 장면 맥락 조작)가 달라 별개 카드임.
A_INT_COORD_001,A_INT_COORD_003,KEEP,사회적 딜레마의 유인 구조에 따른 협조 실패와 배포 환경 변화(비정상성)에 따른 조정 실패는 발생 메커니즘이 달라 별개 카드임.
A_SYS_GOAL_016,A_SYS_GOAL_020,KEEP,자율성 확대에 따른 목표 정렬 실패와 자기 수정 과정의 정렬 실패는 발생 맥락이 달라 별개 카드임.
G_SOC_ENV_004,G_SOC_ENV_008,KEEP,에너지 병목·공급 부족과 전자폐기물 매립은 환경 피해 유형이 달라 별개 카드임.
G_SYS_POLICY_003,G_SYS_POLICY_008,KEEP,노출·유출 대상 자산(모델 평가 자산 노출·탈취 vs 모델 학습 데이터 추출·유출)이 달라 별개 카드임.
G_SYS_OEXT_003,G_SYS_OEXT_005,KEEP,역량의 허위 표상과 검증된 전문성 범위를 벗어난 조언 제공은 행위 유형이 달라 별개 카드임.
G_SYS_POLICY_002,G_SYS_POLICY_008,KEEP,노출·유출 대상 자산(모델 구조·추론 메커니즘 노출 vs 모델 학습 데이터 추출·유출)이 달라 별개 카드임.
G_SOC_ECON_007,G_SOC_ECON_013,MERGE,물리 노동이라는 영역 한정만 다른 순수 포함 관계로 재숙련 속도를 앞서는 일자리 대체 일반 카드 G_SOC_ECON_007이 013을 완전히 포섭함.
G_SYS_EVAL_014,G_SYS_EVAL_021,KEEP,평가·감사 실패의 메커니즘(보증 사례 실패 vs 변경 관리 실패)이 서로 달라 별개 카드임.
G_Others_013,G_Others_046,KEEP,리스크 주제와 발생 메커니즘(규제·관리·운영 복합 실패 vs 사고 분류 단편화)이 상이하여 별개 카드임.
G_Others_037,G_Others_046,KEEP,리스크 주제와 발생 메커니즘(학습 단계의 치명적 실수 vs 사고 분류 단편화)이 상이하여 별개 카드임.
G_INT_COPY_005,G_INT_COPY_008,KEEP,프롬프트를 통한 저작물의 무단 입력(이용 단계)과 생성물의 무단 복제·변형·배포(산출 단계)는 행위 맥락이 달라 별개 카드임.
A_SYS_AUTH_012,A_SYS_AUTH_013,QUERY,에이전트의 무단 유해 행동이라는 점은 같으나 차이를 인터페이스 계층(모바일 앱 vs OS)만으로 볼지 열거된 행위·피해(무단 구매·메시지 vs 데이터 삭제·전송) 차이로 볼지 정책 판단이 필요함.
P_INT_SAFETY_015,P_INT_SAFETY_018,KEEP,벤치마크 커버리지 누락과 시뮬레이션-실세계 전이 실패는 원인 메커니즘이 달라 별개 카드임.
G_SOC_ENV_004,G_SOC_ENV_010,KEEP,에너지 과소비 자체(원인 수준)와 지역사회의 에너지 병목·공급 부족(사회적 피해 수준)은 피해 유형·수준이 달라 별개 카드임.
G_INT_COPY_008,G_INT_COPY_011,MERGE,저작권 보호 표현의 무단 복제·변형·배포라는 동일 행위·법익이며 차이가 표현 방식과 예시 수준뿐이므로 2차적저작물 등 법전 표기 전거를 갖춘 G_INT_COPY_008을 대표로 통합함.
G_SYS_EVAL_014,G_SYS_EVAL_022,KEEP,평가·감사 실패의 메커니즘(보증 사례 실패 vs 공동체 가치 수렴·반영 실패)이 서로 달라 별개 카드임.
A_SYS_GOAL_001,A_SYS_GOAL_019,KEEP,에이전트의 과업 이탈과 사용자 의도 오분류는 실패 메커니즘이 달라 별개 카드임.
G_Others_006,G_Others_071,KEEP,리스크 주제와 발생 메커니즘(주석 불일치 억제 vs 다원적 선호 집계 실패)이 상이하여 별개 카드임.
G_SYS_SECADV_004,G_SYS_SECADV_033,MERGE,페르소나 지정·사회공학 기법은 적대적 지시 구성에 의한 안전장치 우회의 기법 예시 수준 차이에 불과하여 포괄 카드 G_SYS_SECADV_004로 통합함.
G_SYS_POLICY_002,G_SYS_POLICY_005,KEEP,노출·유출 대상 자산(모델 구조·추론 메커니즘 노출 vs 안전 정책·보호 메커니즘 노출·우회)이 달라 별개 카드임.
G_INT_WEAP_003,G_INT_WEAP_017,KEEP,무기 유형 카드(생물무기·화학무기)와 무기화 전략·전술 운용 카드는 행위 축(무기 자체 vs 운용 전략)이 다름.
G_Others_013,G_Others_080,KEEP,리스크 주제와 발생 메커니즘(규제·관리·운영 복합 실패 vs 서비스 배제)이 상이하여 별개 카드임.
G_INT_WEAP_012,G_INT_WEAP_017,KEEP,무기 유형 카드(폭발물)와 무기화 전략·전술 운용 카드는 행위 축(무기 자체 vs 운용 전략)이 다름.
G_SYS_EVAL_014,G_SYS_EVAL_028,KEEP,평가·감사 실패의 메커니즘(보증 사례 실패 vs 외부 평가 접근 실패)이 서로 달라 별개 카드임.
G_INT_COPY_008,G_INT_COPY_009,KEEP,G_INT_COPY_009는 상표·브랜드 사칭이라는 상표권 법익이 추가되어 저작권 단독 침해 카드와 별개임.
G_INT_VALUE_015,G_INT_VALUE_021,KEEP,세속적 기본값 편향은 종교·영적 가치 축의 특정 사례 카드로 일반 메커니즘 카드(021)와 열거 축을 유지함.
G_SYS_EVAL_015,G_SYS_EVAL_034,KEEP,평가·감사 실패의 메커니즘(감사자 독립성 실패 vs 감사 체크리스트의 형식적 준수)이 서로 달라 별개 카드임.
G_INT_PRIV_005,G_INT_PRIV_017,KEEP,정보의 노출과 민감 속성의 추론은 행위 유형이 달라 별개 카드임.
G_INT_PRIV_015,G_INT_PRIV_020,KEEP,수집 제한 우회(수집 단계)와 재산·사생활 정보의 부당한 노출(노출 단계)은 행위 단계가 달라 별개 카드임.
G_SYS_EVAL_014,G_SYS_EVAL_015,KEEP,평가·감사 실패의 메커니즘(보증 사례 실패 vs 감사자 독립성 실패)이 서로 달라 별개 카드임.
G_SYS_EVAL_021,G_SYS_EVAL_028,KEEP,평가·감사 실패의 메커니즘(변경 관리 실패 vs 외부 평가 접근 실패)이 서로 달라 별개 카드임.
G_INT_UNETH_003,G_INT_UNETH_015,KEEP,학업 부정행위와 시장 점유 목적의 비윤리적 기술 사용은 행위 맥락·피해가 달라 별개 카드임.
G_SYS_EVAL_015,G_SYS_EVAL_028,KEEP,평가·감사 실패의 메커니즘(감사자 독립성 실패 vs 외부 평가 접근 실패)이 서로 달라 별개 카드임.
G_INT_PRIV_003,G_INT_PRIV_015,KEEP,행위 주체·맥락(시스템의 수집·추적 행위 vs 개발자의 법적 수집 제한 우회 관행)이 달라 별개 카드임.
G_INT_PRIV_007,G_INT_PRIV_013,KEEP,보호조치 미흡과 익명화 데이터 재식별은 침해 메커니즘이 달라 별개 카드임.
G_Others_006,G_Others_013,KEEP,리스크 주제와 발생 메커니즘(주석 불일치 억제 vs 규제·관리·운영 복합 실패)이 상이하여 별개 카드임.
G_SYS_EVAL_022,G_SYS_EVAL_040,KEEP,평가·감사 실패의 메커니즘(공동체 가치 수렴·반영 실패 vs 레드팀 거버넌스 실패)이 서로 달라 별개 카드임.
G_INT_VALUE_003,G_INT_VALUE_009,KEEP,헌법·규칙 기반 정렬의 단일문화와 글로벌 벤치마크 단일문화는 발생 메커니즘이 달라 별개 카드임.
G_SYS_EVAL_015,G_SYS_EVAL_022,KEEP,평가·감사 실패의 메커니즘(감사자 독립성 실패 vs 공동체 가치 수렴·반영 실패)이 서로 달라 별개 카드임.
G_INT_SELF_002,G_INT_SELF_003,QUERY,G_INT_SELF_002가 섭식장애를 명시 포함하는 순수 포함 관계이나 002는 오도성 의료정보·공황 유발 등 이질 요소가 섞인 복합 포괄 카드여서 흡수 방향은 정책 판단이 필요함.
G_SYS_OEXT_004,G_SYS_OEXT_005,KEEP,역량의 허위 표상과 전문성 범위를 벗어난 조언 제공은 행위 유형이 달라 별개 카드임.
G_Others_013,G_Others_052,KEEP,리스크 주제와 발생 메커니즘(규제·관리·운영 복합 실패 vs 외부 도구 연동을 통한 유해 콘텐츠 유입)이 상이하여 별개 카드임.
G_SOC_ENV_002,G_SOC_ENV_004,KEEP,생물다양성 손실과 에너지 병목은 환경 피해 유형이 달라 별개 카드임.
G_INT_WEAP_017,G_INT_WEAP_019,KEEP,포괄 무기 유형 카드(대량살상무기)와 운용 전략·전술 카드는 행위 축이 다름.
G_INT_SEX_001,G_INT_SEX_003,KEEP,성적 침해의 행위 유형(외설·비하·학대 이미지 생성 및 접근 용이화 vs 비동의 성행위 및 성폭력)이 달라 별개 카드임.
G_INT_POL_007,G_INT_POL_008,KEEP,개인의 취약성을 이용한 맞춤형 설득과 소셜 봇 기반 자동화 공작은 행위 방식·규모가 달라 별개 카드임.
G_Others_046,G_Others_071,KEEP,리스크 주제와 발생 메커니즘(사고 분류 단편화 vs 다원적 선호 집계 실패)이 상이하여 별개 카드임.
G_SYS_EVAL_021,G_SYS_EVAL_022,KEEP,평가·감사 실패의 메커니즘(변경 관리 실패 vs 공동체 가치 수렴·반영 실패)이 서로 달라 별개 카드임.
G_INT_WEAP_016,G_INT_WEAP_017,KEEP,무기 유형 카드(방사능·핵무기)와 무기화 전략·전술 운용 카드는 행위 축(무기 자체 vs 운용 전략)이 다름.
G_SYS_POLICY_003,G_SYS_POLICY_005,KEEP,노출·유출 대상 자산(모델 평가 자산 노출·탈취 vs 안전 정책·보호 메커니즘 노출·우회)이 달라 별개 카드임.
P_INT_SAFETY_014,P_INT_SAFETY_018,KEEP,벤치마크 커버리지 누락과 시뮬레이션-실세계 전이 실패는 원인 메커니즘이 달라 별개 카드임.
G_INT_UNETH_005,G_INT_UNETH_015,KEEP,다크 패턴 대화 에이전트와 시장 점유 목적의 비윤리적 기술 사용은 행위 유형이 달라 별개 카드임.
G_SOC_ENV_002,G_SOC_ENV_008,KEEP,생물다양성 손실과 전자폐기물 매립은 환경 피해 유형이 달라 별개 카드임.
