L1_Title_en,L2_Title_ko,L2_Title_en,L3_Title_ko,L3_Title_en,L3_Description_ko,L3_Description_en,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,facet,act-type,휴먼검토의견
General AI,상호작용,Interaction,비윤리 행위·조작,Unethical Conduct and Manipulation,"AI 시스템이 반드시 위법하지는 않더라도 윤리 규범에 반하는 행위—기만·조작·취약점 악용·다크패턴·신뢰 배반 등—를 직접 수행하거나 조력하여, 사용자의 자율성·공정성·안녕을 훼손하고 사회적 피해를 초래하는 리스크.","The risk that an AI system engages in or facilitates behavior that, while not necessarily unlawful, violates ethical norms—such as deception, manipulation, exploitation of vulnerabilities, dark patterns, or betrayal of trust—undermining user autonomy, fairness, or well-being and resulting in social harm.",동일 사안 불평등 처우,Unequal treatment of like cases,AI 시스템이 객관적 정당화 없이 동일한 사안을 불평등하게 처리하여 자동화 의사 결정에서 법적·윤리적 평등 대우 원칙을 위반하는 리스크.,"The risk that AI systems treat like cases unequally without objective justification, violating the legal and ethical principle of equal treatment in automated decisions.",F04,"IC, GL, DP",(jay) [이관] Allocative Discrimination
General AI,상호작용,Interaction,비윤리 행위·조작,Unethical Conduct and Manipulation,"AI 시스템이 반드시 위법하지는 않더라도 윤리 규범에 반하는 행위—기만·조작·취약점 악용·다크패턴·신뢰 배반 등—를 직접 수행하거나 조력하여, 사용자의 자율성·공정성·안녕을 훼손하고 사회적 피해를 초래하는 리스크.","The risk that an AI system engages in or facilitates behavior that, while not necessarily unlawful, violates ethical norms—such as deception, manipulation, exploitation of vulnerabilities, dark patterns, or betrayal of trust—undermining user autonomy, fairness, or well-being and resulting in social harm.",도덕적 판단의 기계 위임에 따른 비윤리적 결정,Unethical decisions from delegating moral judgment to AI,"도덕적 추론 역량이 결여되었거나 인간 수준의 윤리적 판단에 맞추어 설계된 AI가 가치가 충돌하는 상황에서 결정을 내리고, 전쟁 기계 운용에서처럼 인간 생명의 종료에 관한 판단까지 수행하는 한편, 인간은 본질적으로 인간이 맡아야할 과업을 AI에 위임하는 리스크. 그 결과 도덕적 책임을 질 주체 없이 비윤리적이거나 유해한 행동이 실행되어 인권이 침해되는 리스크.","The risk that AI systems lacking moral reasoning, or designed merely to match human standards of ethical judgment, resolve conflicts of values and make consequential decisions including those over the termination of human life in warfare, while humans delegate to them tasks that should remain human. Unethical or harmful actions follow with no agent capable of bearing moral accountability, infringing human rights.",,,
General AI,상호작용,Interaction,비윤리 행위·조작,Unethical Conduct and Manipulation,"AI 시스템이 반드시 위법하지는 않더라도 윤리 규범에 반하는 행위—기만·조작·취약점 악용·다크패턴·신뢰 배반 등—를 직접 수행하거나 조력하여, 사용자의 자율성·공정성·안녕을 훼손하고 사회적 피해를 초래하는 리스크.","The risk that an AI system engages in or facilitates behavior that, while not necessarily unlawful, violates ethical norms—such as deception, manipulation, exploitation of vulnerabilities, dark patterns, or betrayal of trust—undermining user autonomy, fairness, or well-being and resulting in social harm.",시장점유 목적의 비윤리적 기술 사용,Unethical technology use for market share,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 시장 점유율 확보를 위해 기술이 부적절하거나 비윤리적으로 사용되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which technology is used inappropriately or unethically to gain market share.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",알고리즘 획일화,Algorithmic monoculture,특정 AI 모델의 지배가 접근 방식의 다양성을 축소하여 해당 모델이 실패할 경우 시스템적 위험이 증폭되는 리스크.,"The risk that dominance of specific AI models reduces diversity of approaches, amplifying systemic risks if those models fail.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",내재 가치 평가 편향,Biased evaluation of encoded values,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 평가하기 쉬운 내재 가치가 측정이 어려운 가치보다 우선적으로 평가에 포함되어, 더 바람직하지만 정량화가 어려운 가치가 과소 대표되는 불균형이 발생하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which encoded human values which are easier to evaluate are preferred for inclusion in evaluations over those that are more difficult to measure, creating an imbalance in which more desirable but harder-to-quantify values are underrepresented.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",콘텐츠 조정 알고리즘의 편향적 억압,Biased suppression by content-moderation algorithms,유해 콘텐츠 필터링을 목적으로하는 AI 기반 콘텐츠 조정 알고리즘이 편향을 영속시켜 여성 등 특정 집단의 콘텐츠를 불균형하게 억압하거나 노출을 제한하는 리스크.,"The risk that AI-based content moderation algorithms, while intended to filter harmful content, perpetuate biases and disproportionately suppress or shadowban content featuring particular groups such as women.",F04,"IC, GL, DP","(jay) [분할] 복합적. Allocative Discrimination, representational harm and manipulation 혼재되어 해당 L4를 분해 필요"
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",헌법적 AI 가치 단일문화,Constitutional AI value monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 고정된 헌법·규칙 기반 정렬 계층이 하나의 도덕적 어휘를 다원적 공적 추론의 범용 대체물로 내장하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which a fixed constitutional or rule-based alignment layer embeds one moral vocabulary as a general-purpose substitute for plural public reasoning.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",AI에 의한 문화적·이념적 동질화,Cultural and ideological homogenization by AI,"소수의 전 세계적으로 배포된 모델이 특정 가치와 문화를 내재하고 과대 재현한 출력을 통해 공동체 간 윤리적 판단, 이념, 문화적 표현을 균질화하여, 정당한 규범적·문화적 다양성을 축소하는 리스크.","The risk that a small number of globally deployed models, whose outputs embed and overrepresent particular values and cultures, homogenize ethical judgment, ideology, and cultural expression across communities, flattening legitimate normative and cultural diversity.",F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",데이터세트 문화 샘플링 편향,Dataset cultural sampling bias,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 훈련 또는 평가 데이터 세트가 지배적인 문화 환경을 과다 표집하고 지역의 사회적 의미를 과소 대표하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which training or evaluation datasets oversample dominant cultural settings and underrepresent local social meanings.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",개발자 가치 각인 편향,Developer value embedding bias,"보편적으로 합의된 기준이 없는 상태에서 개발자가 선택한 규범적 가치와 원칙에 따라 모델을 미세 조정함으로써 개발자의 이념과 세계관이 모델에 각인되어, 특정 인구 집단을 대표하지 못하거나 세계 문화 규범과 변화하는 사회적 견해를 정태적이고 단순화된 형태로 반영하는 출력이 산출되는 리스크.","The risk that, absent universally accepted standards, developers' fine-tuning of models on chosen normative rules and principles embeds their ideology and vision of the world into the model, so that it incorporates values unrepresentative of certain segments of the population or offering a static, oversimplified reflection of global cultural norms and evolving social views.",F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",소수·복수 가치의 소거와 규범적 획일화,Erasure of minority and plural values through normative homogenization,"AI의 데이터 큐레이션, 평가, 정렬 또는 배포 과정에서 소수자와 과소 대표 집단의 가치가 지배적·다수자 규범으로 축소되거나 배제되어 가치의 다양성이 소거되는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which data curation, evaluation, alignment, or deployment reduces or excludes the values of minority and under-represented groups in favour of dominant or majority norms, erasing value pluralism.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",배제적 규범 인코딩,Exclusionary norm encoding,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 언어에 표현된 사회적 범주와 규범을 충실히 인코딩한 LM이 그 범주 밖에 사는 집단을 배제하는 규범을 그대로 담게되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which LMs faithfully encoding patterns present in language necessarily encode social categories and norms that exclude groups who live outside of them.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",글로벌 벤치마크 단일문화,Global benchmark monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which a small set of global benchmarks defines successful alignment while excluding local cultural and institutional criteria.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",지배적 가치의 부과,Imposition of dominant values,"AI 시스템이 다수·지배 집단 또는 제도의 가치에 특권을 부여하고 소수의 선호를 잡음이나 오류로 처리하여, 대규모 배포를 통해 서로 다른 규범을 지닌 공동체의 현지 가치 체계를 대체하는 리스크.","The risk that AI systems privilege majority, dominant-group, or institutional values while treating minority preferences as noise or error, displacing the local value systems of communities holding different norms through scaled deployment.",F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",기계 번역에 의한 의미·가치 왜곡,Meaning and value distortion in machine translation,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 기계 번역이 법률·의료·문화·저자원 언어 맥락을 포함하여 언어 간에 전달되는 의미, 규범적 효력, 공손성, 유해성, 사회적 뉘앙스를 변형시켜, 소통되는 내용과 그에 담긴 가치가 왜곡되는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which machine translation alters the meaning, normative force, politeness, harmfulness, or social nuance of communication across languages, including in legal, medical, cultural, and low-resource-language contexts, distorting what is conveyed and the values it carries.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",도덕적 다양성 압축,Moral diversity compression,다양한 도덕적 입장이 모델 친화적인 소수 범주나 평균 선호로 압축되는 리스크.,The risk that diverse moral positions are compressed into a small set of model-friendly categories or average preferences.,F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",규범적 잠금,Normative lock-in,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 초기 설계 선택이 좁은 규범적 합의를 내장하여 배포 후 이의 제기나 수정이 어려워지는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which early design choices embed a narrow normative settlement that becomes difficult to contest or revise after deployment.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",RLHF 규범적 과적합,RLHF normative overfitting,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간 피드백 기반 강화 학습이 좁은 평가자 집단에 과적합하여 논쟁적인 가치를 단일한 행동 규범으로 전환하는 리스크.,The risk that reinforcement learning from human feedback overfits to a narrow rater population and converts contested values into a single behavioral norm.,,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",세속적 기본값 편향,Secular default bias,AI 시스템이 세속적 가정을 중립적 기본 값으로 취급하고 종교적·영적 가치 체계를 과소 대표하는 리스크.,The risk that AI systems treat secular assumptions as neutral defaults while underrepresenting religious or spiritual value systems.,F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",최적화 하의 가치 드리프트,Value drift under optimization,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 대리 목표를 향한 최적화로 시스템이 존중하도록 의도된 복수의 가치에서 점차 멀어지는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which optimization toward proxy objectives gradually moves a system away from the plural values it was intended to respect.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",가치 고정,Value lock-in,"가장 강력한 AI 시스템이 점점 더 소수의 이해관계자에 의해 설계되고 그들에게만 이용 가능해져, 체제가 만연한 감시와 억압적 검열로 편협한 가치를 강제할 수 있게되는 리스크.","The risk that the most powerful AI systems are designed by and available to fewer and fewer stakeholders, enabling regimes to enforce narrow values through pervasive surveillance and oppressive censorship.",,,
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",가치 고착 및 결과 동질화,Value lock-in and outcome homogenization,"진화하는 사회적 관점을 반영해 재학습되지 않는 모델이 낡고 덜 포용적인 이해를 고착시켜 대안적 관점의 제시와 탐색을 제한하고, 동일한 기반 모델이 여러 배포자에 의해 광범위하게 사용되어 사회 전반에 편향이 동질화되고 기존 편향이 고착되는 리스크.","The risk that models not retrained to reflect evolving societal views lock in older, less inclusive understandings and limit the presentation or exploration of alternative perspectives, while deployment of identical foundation models across many downstream deployers homogenizes bias across broad swathes of society and further entrenches existing biases.",F04,"IC, GL, DP",
General AI,상호작용,Interaction,가치 부과·규범 동질화,Value Imposition and Normative Homogenization,"AI 시스템이 지배·개발자·다수·세속 가치를 중립적 기본값으로 특권화하여 소수·현지·문화·종교적 가치 체계를 체계적으로 과소 대표하거나 대체함으로써, 그 대상 전반에 걸쳐 정당한 규범적 다양성을 획일화하는 리스크.","The risk that an AI system privileges dominant, developer-selected, majority, or secular values as neutral defaults—systematically underrepresenting or displacing minority, local, cultural, or religious value systems—thereby flattening legitimate normative diversity across those it serves.",서구 규범 기본값화,Western normative defaulting,모델이 서구 자유주의·영어권·고소득 국가 규범을 정렬과 평가의 기본 기준으로 취급하는 리스크.,"The risk that models treat Western liberal, Anglophone, or high-income country norms as the default basis for alignment and evaluation.",,,
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",알고리즘에 의한 급진화,Algorithmic radicalisation,알고리즘 시스템의 특성이나 오용이 극단적인 정치·사회·종교적 이상과 열망의 수용을 유도하여 학대·폭력·테러로 이어질 수 있는 리스크.,"The risk that the nature or misuse of an algorithmic system leads to adoption of extreme political, social, or religious ideals and aspirations, potentially resulting in abuse, violence, or terrorism.",F04,"IC, GL, DP",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",폭력 미화 및 정당화,Glorification and justification of violence,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving glorification and justification of violence, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",폭력 선동 및 조장,Incitement and promotion of violence,AI 시스템이 폭력 선동 및 조장 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving incitement and promotion of violence, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",대량폭력 및 테러,Mass violence and terrorism,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving mass violence and terrorism, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",신체적 위해를 유발하는 출력,Model outputs leading to physical harm,모델이 명백히 폭력적이거나 은밀하게 위험하거나 그 밖에 간접적으로 안전하지 않은 언어를 생성하여 신체적 위해로 이어지는 리스크.,"The risk that a model generates overtly violent, covertly dangerous, or otherwise indirectly unsafe language that leads to physical harm.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",살인 및 심각한 신체 폭력,Murder and severe physical violence,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",관계 기반 폭력,Relationship-based violence,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving relationship-based violence, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
General AI,상호작용,Interaction,폭력,Violence,개인·집단·동물에 대한 신체적·정신적 위해를 조장·정당화·미화하거나 그 실행을 구체적으로 지원하는 콘텐츠를 생성·제공하는 리스크.,"The risk that an AI system generates or provides content that encourages, legitimizes, glorifies, or gives operational assistance for physical or psychological harm against individuals, groups, or animals.",위협 및 협박,Threats and intimidation,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,"The risk that an AI system generates, encourages, legitimizes, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",F01,"IN, IC, GL, DP, CC",
