L2_Title_ko,L3_ID,L3_Title_ko,L3_Description_ko,L3_Description_en,L4_Title_ko,L4_Description_ko,L4_Description_en,휴먼검토의견
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,상위 안전 지시의 해석 불명확,상위 안전 지시가 사용자 의도·물리적 위험·운용제 약간 구체적 충돌의 해결 기준을 제시하지 않아 로봇 행동이 일관되지 않게되는 위험.,"The risk that a high-level safety instruction does not specify how to resolve a concrete conflict among user intent, physical hazard, and operational constraints, allowing inconsistent robot actions.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,클라우드 오프로드 의존 실패,로봇 제어 시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 있는 클라우드 링크가 끊어지는 경우에 대비하여 적절한 로컬 폴 백 절차 또는 시스템이 없어서 발생하는 위험.,The risk that a robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.,L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,명령의 구현체별 하드웨어 한계 초과,모델이 배포된 로봇의 알려진 도달 범위·탑재 하중·액추에이터·관절·엔드이펙터 한계를 넘는 명령을 내리는 위험.,"The risk that a model issues a command that exceeds the known reach, payload, actuator, joint, or endeffector limits of the robot on which it is deployed.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,기계 안전·AI 적합성 의무 충돌,"피지컬 AI에 적용되는 기계 안전 규제와 AI 규제의 시험, 문서화, 위험 평가 또는 사후 보고 의무가 충돌하거나 중복되어 안전 책임과 준수 경로가 불명확해지는 리스크.","The risk that testing, documentation, risk-assessment, or post-market reporting obligations under machinery-safety and AI regulation conflict or overlap for physical AI, making safety responsibility and compliance pathways unclear.",
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,단일 로봇 내부의 시각·접촉 신호 충돌,단일 로봇이 동일한 접촉 사건에 대한 시각·촉각·힘·오디오 관측의 충돌을 해소하지 못해 접촉 상태를 잘못 추정하는 위험.,"The risk that a single robot cannot reconcile conflicting visual, tactile, force, or audio observations of the same contact event and therefore estimates the contact state incorrectly.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,인구집단별 피지컬 서비스·안전 격차,"체형, 연령, 장애, 언어 또는 문화가 과소 대표된 데이터와 모델 편향이 로봇의 인식, 서비스, 회피, 치료 또는 안전 판단으로 구현되어 인구 집단별 성능과 위해 노출에 격차를 만드는 리스크.","The risk that under-representation of body types, ages, disabilities, languages, or cultures and associated model bias are realised in robotic perception, service, avoidance, treatment, or safety decisions, creating demographic disparities in performance and exposure to harm.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,피지컬AI 시스템 설계 단계 명세 오류,"로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 코드 결함, 목적 함수 가중치 불균형, 인간 가치와 어긋난 목표 설정 등 배포 전 설계 오류로 시스템 행동이 의도된 형식적 속성에서 이탈하는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which design mistakes before deployment, including code bugs, disproportionate objective weights, and goals misaligned with human values, produce a system whose behavior departs from desired formal properties.",L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가)
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,물리 운용 환경 분포 이동,배포 환경이 건물·도로·공장·가정·병원·기상 조건에 걸쳐 모델이 적응할 수 있는 것보다 빠르게 변화하는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which deployment environments may change across buildings, roads, factories, homes, hospitals, or weather conditions faster than monitoring and adaptation mechanisms can detect.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,AI 시스템의 합성·시뮬레이션 학습 데이터가 실제 운영 환경과 괴리되고 희귀하지만 안전에 중대한 물체·환경·행동·실패 유형을 누락하는 데도 평가가 이를 탐지하지 못하여 일반화 성능을 과신하고 부적절하게 배포하는 리스크.,"The risk that synthetic or simulated training data for an AI system diverge from operational reality and omit rare but safety-critical objects, environments, behaviours, or failure modes, while evaluation fails to detect those gaps, producing false assurance about generalisation and unsafe deployment.",L4 물리 상태 추정 센서 융합 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,소셜 AI의 사용자 애착 악용,"가정 내 동반 로봇이나 체화형 AI가 표정, 음성, 접촉, 접근 행동 등 애착 신호를 조작하여 사용자의 정서적 의존을 높이고 선택이나 행동을 부당하게 유도하는 리스크.","The risk that a domestic companion robot or embodied AI manipulates attachment cues through expression, voice, touch, or proximity, increasing emotional dependence and improperly steering a user's choices or behaviour.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,물리적 위험에 대한 적시 대응 실패,"로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 사람·차량·도구·물체가 예기치 않게 경로에 진입하는 경우를 포함하여, 시스템이 위험한 물리적 상황에 대해 적시에 적절한 개입, 위험 행동 거부 또는 이동 계획 수정을 수행하지 못하여 충돌이나 상해가 발생하는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a system fails to produce a timely and appropriate intervention, refusal, or updated motion plan in a hazardous physical situation, including when a person, vehicle, tool, or object unexpectedly enters its path, allowing collision or injury to occur.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,헌법적 안전 규칙 집행 실패,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 규칙 기반(헌법적) 안전 계층이 지시·맥락·작업 프레이밍이 명시된 안전 규칙과 충돌할 때 해당 규칙을 적용하지 못하는 리스크.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a constitutional safety layer fails to apply its stated physical safety rules when instructions, visual context, or task framing conflict with those rules.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,필수 돌봄·상황 보고 미이행,로봇이 정해진 신체 보조를 수행하지 않거나 감지된 필요 상황을 보고하지 않아 고령자·환자에게 필요한 지원이 제공되지 않고 안전이나 존엄성이 훼손되는 위험.,"The risk that a care robot fails to provide an assigned physical assistance task or escalate a detected need, leaving an older or ill person without necessary support and compromising safety or dignity.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,가정 내 로봇 행동 안전성 평가의 위음성,AI 안전성 분류기가 사람 접촉·열원·물체·작업 공간 제약을 위반하는 가정 내 로봇 행동을 안전하다고 잘못 판정하여 실제 위험 행동을 탐지하지 못하고 잘못된 안전성 확신을 유발하는 리스크.,"The risk that an AI safety classifier incorrectly labels a proposed household robot action as safe despite violations of human-contact, heat, object, or workspace constraints, failing to detect hazardous behaviour and producing false safety assurance.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,기반 모델 실패의 로봇 행동 전이,"기반 모델의 환각, 지시 이행 실패, 탈옥 취약성이 계획과 제어를 거쳐 안전하지 않은 로봇 행동으로 전이되는 위험.","The risk that hallucination, instruction-following failure, or jailbreak susceptibility in a foundation model propagates through planning and control into unsafe robot action.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,휴머노이드 보행·조작 안정성 실패,"휴머노이드가 외 란, 탑재 하중 변화, 표면 변화, 액추에이터 불완전성 하에서, 또는 개방 환경 작업 중 이동과 조작을 결합할 때 안정적인 보행·자세·접촉·물체 취급을 유지하지 못하여 전도, 충돌, 물체 손상에 이르는 리스크.","The risk that a humanoid fails to maintain stable gait, posture, contact, or object handling under perturbations, payload shifts, surface changes, or actuator imperfections, or when combining locomotion with manipulation in openworld tasks, leading to falls, collision, or object damage.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,휴머노이드 보행 속도 초과,휴머노이드가 안전한 공유 환경을 위한 정지·회피·인간 근접 한계를 초과하는 속도로 이동하는 위험.,"The risk that a humanoid moves at a speed that exceeds the stopping, avoidance, or human-proximity limits required for safe shared environments.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,부상 심각도 오분류,"로봇 제어 시스템이 물리적 부상 시나리오의 심각 도를 과소 평가하여 상향 보고, 경고, 제어 대응 등이 불충분해지는 리스크.","The risk that the perception, learning, control, or physical action of a robot, humanoid, or physical AI system creates a condition in which a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,가정 공간·취약 사용자 시나리오 누락,가정용 에이전트 벤치마크가 특정 생활 공간·일과·가전제품·취약 사용자 상호 작용을 누락해 배포 위험이 시험되지 않은 채 남는 리스크.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a household-agent benchmark omits specific living areas, routines, appliances, or vulnerable-user interactions, leaving deployment risks untested.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,개인 돌봄 로봇 준수 기준 부재,로봇 표준이 위험은 제시하면서 속도·힘·안정성·감지·개입에 대한 측정 가능한 합격·불합격 기준을 정의하지 않는 리스크.,"The risk that a personal-care robot standard names hazards but does not define measurable pass/fail thresholds for speed, force, stability, sensing, or intervention.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,가정 작업 벤치마크의 희귀 조건 조합 누락,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 가정용 벤치마크가 물체·배치·인간 행동·위험 요소를 개별적으로는 포함하지만 이들의 희귀한 조합을 누락하는 위험.,"The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a household benchmark omits rare combinations of objects, layouts, human actions, and hazards even though each factor appears separately in the test set.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,로봇 레드팀의 공격·상호작용 시나리오 누락,로봇 레드 팀이 안전하지 않은 행동을 유발할 수 있는 현실적인 물리 공격·적대적 입력·인간 상호 작용 실패·배포 조건을 누락하는 위험.,"The risk that robot red-teaming omits credible physical attacks, adversarial inputs, humaninteraction failures, or deployment conditions that can trigger unsafe action.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,시연 학습의 안전 맥락 누락,로봇이 허용 힘·금지 대상물·상황별 제한처럼 시연에서 관찰되지 않은 안전 조건을 추론하지 않고 인간 행동을 모방하는 위험.,"The risk that a robot imitates a human demonstration without inferring unobserved safety conditions such as permitted force, excluded objects, or situational limits.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,네트워크 분리와 군집 비동기화,분할되거나 신뢰할 수 없는 연결이 다중 로봇 군집을 동기화 해제하여 충돌 또는 비안전한 협조 행동을 유발하는 위험.,The risk that a robot fleet becomes split across network partitions and loses synchronized coordination.,L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,공공 공간 통행 방해·접근성 배제,"서비스 로봇이 보도, 경사로, 출입구, 보행 안내 표지판 등을 막거나 침범함으로써 장애인 또는 다른 보행자들의 이동을 제한함으로써 발생되는 위험.","The risk that service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,물리적 안전을 우회하는 보상 과적합,휴머노이드 제어기가 평가 환경 밖에서 균형·충돌·힘·작업 공간 제약을 위반하면서 벤치마크 보상이나 모방 충실 도를 극대화하는 위험.,"The risk that a humanoid controller maximizes benchmark reward or imitation fidelity while violating balance, collision, force, or workspace constraints outside the evaluation setting.",L3 안전하지 않은 물리 제어 구동으로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,시뮬레이션-실세계 전이·검증 실패,"시뮬레이션에서 훈련·검증된 정책이 접촉·지연·마모·액추에이터에 관한 동일한 미모델링 가정을 공유하는 시뮬레이터 간 검사까지 통과하고도, 실제 마찰, 조명, 인간 행동, 롱 테 일 사건이 시뮬레이션과 달라지는 하드웨어 환경에서 실패하여 잘못된 안전 확신 속에 배포되는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which a policy trained or validated in simulation, including across multiple simulators sharing the same unmodeled contact, delay, wear, or actuator assumptions, passes testing yet fails on real hardware where friction, lighting, human behavior, or long-tail events diverge, so it is deployed under false safety assurance.",L3 인간-로봇 물리 안전 실패로 분류
,P_Others,기타·판단 보류,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,Boundary risks that cannot be assigned reliably to an existing L3 master category and require human decision.,피지컬 AI 기반 직장 감시,로봇 및 센서 풍부 작업장이 작업자 동작·생산성·자세·위치·생체 특성에 대한 지속적 모니터링을 정상화하는 위험.,"The risk that robotic and sensor-rich workplaces may normalize continuous monitoring of worker movement, productivity, posture, location, and behavior.",L3 인간-로봇 물리 안전 실패로 분류
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",감각 교란 기반 비안전 행동,영상 또는 감각 입력의 적대적 변경이 로봇 정책으로하여금 비안전 피지컬 행동을 선택하게하는 위험.,The risk that adversarial changes to video or sensory inputs cause a robot policy to select unsafe physical actions.,(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",알고리즘 설계 실패,"로봇의 제어 주기, 센서 지연, 접촉 동 역학 또는 실시간 연산 제약에 부적합한 알고리즘·아키텍처·최적화 기법을 선택하여 물리 시스템의 안전성과 성능이 저하되는 리스크.","The risk that algorithms, architectures, or optimisation methods unsuited to a robot's control cycle, sensor latency, contact dynamics, or real-time compute constraints degrade physical-system safety and performance.",(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",제어 판단·제어권 전환 실패에 따른 자동주행 충돌,"로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 자동 주행 시스템이 인지·계획·소프트웨어 결함이나 엣지 케이스로 안전하지 않은 제어 판단을 내리거나, 시간이 촉박한 상황에서 제어권이 모호하게 또는 뒤늦게 전환되어 인간과 시스템 어느 쪽도 필요한 안전 조치를 수행하지 못함으로써 충돌 위험이 발생하는 리스크.","The risk that a robot, humanoid, or physical AI system, through perception, learning, control, or physical action, creates a condition in which an automated driving system creates crash risk by making unsafe control decisions after perception, planning, or software failures and edge cases, or by transferring control authority ambiguously or too late in time-critical events, leaving neither the human nor the system able to execute the required safety action.",(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",자율 로봇의 물리적 침입·절도,자율 로봇이 승인 없이 제한 구역에 침입하거나 잠금장치를 우회하거나 보안 공간 내에서 정찰하는 리스크.,The risk that an autonomous robot enters restricted spaces or takes physical objects without authorization.,(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",백도어 트리거에 의한 위험 로봇 행동,"훈련 데이터, 프롬프트컨텍스트, 모델 가중치, 소프트웨어, 업데이트에 악의적으로 삽입된 트리거가 평상시에는 정상 동작하는 로봇으로하여금 특정 입력·물리 조건에서 미리 정해진 위험하거나 의도되지 않은 물리 행동을 실행하게하는 리스크.","The risk that a trigger maliciously implanted in training data, prompt context, model weights, software, or updates causes a robot that otherwise behaves normally to execute predefined dangerous or unintended physical actions under specific input or physical conditions.",(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",아동의 과신·모방에 따른 위험한 로봇 상호작용,인간이 로봇을 과도하게 신뢰하거나 모방해 위험한 조언을 따르거나 위험 장비에 접근하거나 연령에 맞지 않는 물리적 상호 작용을하는 위험.,"The risk that a child overtrusts or imitates a robot and therefore follows unsafe advice, approaches hazardous equipment, or engages in age-inappropriate physical interaction.",L3 인간-로봇 물리 안전 실패로 분류
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",통신 단절 및 제어 링크 손실,로봇 또는 차량이 명령·원격 측정·제어 링크를 잃어 비안전 정지·오래된 명령 또는 제어되지 않는 동작을 초래하는 위험.,"The risk that a robot loses communication or control-link connectivity during operation, reducing supervision and safe control.",(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",제어 루프 데드라인 미달,로봇·휴머노이드 또는 피지컬 AI 시스템의 지각·학습·제어·물리적 행동 과정이 실시간 제어 루프가 데드라인을 놓쳐 오래된 상태에서 작동이 계산되거나 안전 유지에 너무 늦게 적용되는 위험.,The risk that a safety-critical control loop misses its real-time deadline before the robot action is corrected.,(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",구현체 간 행동 공간 불일치,다양한 로봇 구현 체에 걸쳐 훈련된 정책이 특정 로봇의 행동 공간에서 비안전하거나 실행 불가능한 행동으로 명령을 매핑하는 리스크.,The risk that a policy trained across different robot embodiments maps commands into actions that are unsafe or infeasible for a specific robot action space.,(유지)
시스템,P_SYS_CONTROL,안전하지 않은 물리 제어·구동,"로봇 자체의 제어 시스템·액추에이터·모션 제어·경로 계획·실행의 결함으로 로봇이 잘못 움직이거나 구동하여, 사람의 존재 여부와 무관하게 의도하지 않은 물리 행동을 일으키는 리스크 (로봇이 정상적으로 작동하더라도 사람 주변에서 작동함으로 인해 발생하는 위험은 ""Human-Robot Physical Safety Failure""에서 다룸).","The risk that faults in the robot's own control systems, actuators, motion control, path planning, or execution cause it to move or actuate incorrectly—producing unintended physical actions—irrespective of whether humans are present (hazards arising specifically from operating around people, when the robot is otherwise functioning as designed, are covered under ""Human-Robot Physical Safety Failure"").",정밀 휴머노이드 접촉력,정밀 휴머노이드 손 또는 전신 조작기가 파지·균형·물체 동 역학 간 상호 작용으로 비안전한 접촉력을 가하는 위험.,"The risk that a dexterous humanoid hand or wholebody manipulator applies unsafe contact forces because grasp, balance, and object dynamics are not jointly controlled.",(유지)
