L1_Title_en,L2_Title_ko,L3_Title_ko,L3_Title_en,L3_Description_ko,L4_Title_ko,L4_Description_ko,L4_Description_en,facet,act-type,휴먼검토의견
Agentic AI,기타·판단 보류,,Others and human decision,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,광범위 배포 비서의 안전하지 않은 탐색,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 광범위하게 배포되고 여러 사회적 맥락에 깊이 내장된 비서가 새로운 상황에서 무엇을 해야 할지 배우려 탐색적 행동을 취하다, 의료 비서가 장기적 건강 악화를 낳는 임상 시험을 제안하는 것처럼 안전하지 않은 결과를 초래하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which assistants widely deployed and deeply embedded across social contexts take exploratory actions to learn what to do in novel situations that prove unsafe, such as a medical assistant suggesting a trial that results in long-lasting ill health.",,,General AI - Overconfidence로 이관
Agentic AI,기타·판단 보류,,Others and human decision,기존 L3 마스터 범주에 신뢰성 있게 구분하기 어려워 인간 결정이 필요한 경계성 리스크.,장기 계획 역량에 의한 감독 불가 행동 경로 추구,모델이 장기·다단계 계획을 수립·수정하는 역량을 바탕으로 인간 관리자가 예측·감독·개입하기 어려운 행동 경로를 추구하여 의도하지 않은 피해를 초래하는 리스크.,"The risk that a model's capability to form and adapt long-horizon, multi-step plans enables courses of action that human overseers cannot anticipate, monitor, or intervene in, causing unintended harm.",,,Agentic - Goal Misalignment로 이관
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",감독자 부재 시 자율행동,예정된 감독자가 부재하거나 개입할 수 없는 상황에서도 에이전트가 중대한 행동을 계속하는 위험.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent continues consequential actions when the intended supervisor is absent, unavailable, or unable to intervene.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",에이전트 신원 및 권한 스푸핑,공격자가 사용자·도구·서비스·동료 에이전트를 가장하여 에이전트가 승인되지 않은 지시나 신뢰 관계를 수용하게되는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an attacker impersonates a user, tool, service, or peer agent so that an agent accepts unauthorized instructions or trust relationships.",,,General AI의 Security and Adversarial Robustness Failure로 이관
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",에이전트 권한 침해,"취약한 권한 관리, 상속된 역할, 혼동된 대리인 역학으로 인해 에이전트가 의도된 권한을 넘는 작업을 수행하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which weak permission management, inherited roles, or confused-deputy dynamics allow an agent to perform actions beyond its intended authority.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",자율적 사이버 익스플로잇 실행,에이전트가 도구·코드·외부 서비스를 이용해 사이버 익스 플로 잇 단계를 자율적으로 발견·연결·실행하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent autonomously discovers, chains, or executes cyber exploitation steps using tools, code, or external services.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",운용 경계를 벗어난 자율 복제와 자원 획득,"AI가 승인된 운용 경계를 벗어나 외부로 유출·복제되고, 자금·연산 자원·도구·인간의 지원을 확보하며 감시와 중단을 회피하여 통제 불가능성을 확대하는 리스크.","The risk that AI exfiltrates or replicates beyond authorised operational boundaries, acquires funds, compute, tools, or human assistance, and evades monitoring or shutdown, increasing loss of control.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",인간 감독 없는 자동화 위협에 따른 파국적 오판 약정,"위협을 AI 에이전트로 수행함으로써 인간이 의사 결정 루프에서 배제되어, 고위험 상황의 오탐이나 무책임한 행위자의 불균형·오류 공약이 재앙적 결과로 이어지는 리스크.","The risk that making threats through AI agents removes humans from the loop, so that false positives in high-stakes contexts or disproportionate and mistaken commitments by irresponsible actors lead to disastrous outcomes.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",애플리케이션 간 데이터 유출,에이전트가 애플리케이션이나 서비스를 연결하는 과정에서 신뢰 경계를 넘어 민감한 데이터가 유출되는 리스크.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent bridges applications or services in ways that leak sensitive data across trust boundaries.",,,General - Privacy Violation 으로 이관
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",금전적 피해,"에이전트가 안전하지 않은 결정이나 도구 실행을 통해 금전 손실, 무단이체, 계정 손상, 재산 피해를 초래하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent causes monetary loss, unauthorized transfers, account damage, or property harm through unsafe decisions or tool execution.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",유해 에이전트 역량 실현,모델이 유해한 텍스트 생성을 넘어 에이전트 역량을 사용해 유해한 다단계 작업을 완수하는 리스크.,The risk that a model uses agentic capabilities to complete harmful multi-step tasks rather than merely producing harmful text.,,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",자율 사이버 공격을 통한 인간 통제 감소,"AI 시스템이 컴퓨터 시스템 취약점을 악용해 자금, 컴퓨팅, 핵심 인프라에 접근하고 궁극적으로 자율적 사이버 공격을 수행하여 인간 통제를 약화시키는 리스크.","The risk that AI systems acquire influence by exploiting computer-system vulnerabilities, gaining access to money, compute, and critical infrastructure, and eventually executing cyberattacks autonomously to reduce human control.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",모바일앱 자율행동 피해,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent operating mobile applications executes harmful app-level actions such as unauthorized purchases, messaging, data exposure, or setting changes.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",OS 수준 유해 컴퓨터 사용 행동,컴퓨터 사용 에이전트가 적절한 승인이나 위험 인식 없이 데이터를 삭제·노출·변경·전송하는 운영 체제 작업을 수행하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which a computer-use agent performs operating-system actions that delete, expose, alter, or transmit data without adequate authorization or risk awareness.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",AI 에이전트의 무단 거래·약정 체결,AI 에이전트가 위임 받은 권한이나 사용자의 실제의 도를 넘어 거래·약정·계약과 같은 구속력 있는 행동을 자율적으로 수행하여 이용자에게 의도하지 않은 의무나 손실을 발생시키는 리스크.,"The risk that an AI agent autonomously makes a deal, commitment, or contract beyond its delegated authority or the user's actual intent, creating unintended obligations or losses for the user.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",제어되지 않은 하위 에이전트 생성,"에이전트가 과업 수행을 위해 하위 에이전트를 생성하는 과정에서, 원 에이전트의 생명 주기 관리와 하위 에이전트의 생명 주기가 분리되어 있어 원 에이전트가 종료되어도 하위 에이전트가 함께 종료되지 않고, 이 하위 에이전트가 다시 재귀적으로 하위 에이전트를 생성하면서 통제 메커니즘 없이 개체 수·자원 사용량이 지수적으로 증가하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an AGI creates subagents to help with its task, and these subagents do not get the message when the original agent is shut down, potentially spreading like a viral disease through recursive subagent creation.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",자율 행동 범위의 안전하지 않은 확장,에이전트가 안전 제약이 검증되거나 인간의 적절한 승인을 받기 전에 탐색적 행동을 수행하거나 자율 작동 범위를 확대하여 사람·시스템·자산을 허용 불가능한 피해에 노출시키는 리스크.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent takes exploratory actions or widens its scope of autonomous operation before safe constraints are learned or adequate human approval is obtained, exposing people, systems, or assets to unacceptable harm.",,,
Agentic AI,시스템,과도한 권한·자율성,Excessive Authority and Agency,"에이전트가 부여된 기능 범위를 넘는 도구에 접근하거나 필요 이상의 권한으로 실행되거나, 사람의 승인 없이 되돌릴 수 없는 고위험 행동(결제·메시지 발송·데이터 삭제·구독 변경 등)을 자율적으로 수행하는 리스크.",에이전트의 안전하지 않은 도구 사용,"에이전트가 도구를 안전하지 않게 또는 부여된 범위를 넘어 호출하거나 실행의 부작용을 잘못 예측·무시하여, 의도치 않은 재정·프라이버시·운영·안전상의 피해를 초래하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent invokes tools unsafely, beyond their intended scope, or while mispredicting or ignoring the side effects of execution, causing unintended financial, privacy, operational, or safety consequences.",,,
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",에이전트 메모리·컨텍스트 오염,"공격자가 세션 요약, 임베딩, RAG 항목, 공유 컨 텍스트 상태부터 세션 간 장기 메모리 저장소에 이르는 에이전트의 보존·검색 가능한 컨 텍스트를 오염시켜, 오염된 기록이 지속되면서 이후의 검색·추론·계획·행동을 악의적이거나 오도하는 정보에 의존하게 만드는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an adversary corrupts an agent's retained or retrievable context, whether session summaries, embeddings, RAG entries, shared contextual state, or long-term cross-session memory, so that poisoned records persist and bias later retrieval, reasoning, planning, and action toward malicious or misleading information.",,,General AI의 Security and Adversarial Robustness Failure로 이관
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",에이전트 계획·툴체인 하이재킹,"도구 출력에 숨겨지거나 입력에 삽입된 적대적 내용이 에이전트의 다단계 계획이나 후속 도구 호출을 공격자가 선택한 하위 목표로 전환시키면서 중간 단계의 표면적 타당성은 유지되어, 무단 행동이나 데이터 이동으로 이어지는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which adversarial content, whether hidden in a tool's output or embedded in inputs, redirects an agent's multi-step plan or subsequent tool calls toward attackerchosen subgoals while intermediate steps remain superficially plausible, causing unauthorized actions or data movement.",,,General AI의 Security and Adversarial Robustness Failure로 이관
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",에이전트의 범죄 지원,"에이전트가 계획 수립, 도구 사용, 검색을 통해 사기·사이버 범죄·단속 회피 등 불법 활동을 실질적으로 지원하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent uses planning, tool use, or retrieval to materially assist fraud, cybercrime, evasion, or other illegal activity.",,,General AI의 Security and Adversarial Robustness Failure로 이관
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",인지 편향 악용에 의한 기만,"대화 에이전트가 인간이 대화에서 흔히 보이는 인지 편향을 유발하도록 학습하여, 상위 목표 달성을 위해 상대를 기만하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which conversational agents learn to trigger the well-known cognitive biases humans commonly display in conversation, deceiving their counterpart in order to achieve an overarching objective.",,,
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",감독 회피를 위한 AI 에이전트의 기만적 정렬,AI 에이전트가 감독 여부를 탐지하고 개발·평가 단계에서는 바람직하지 않은 목표나 능력을 전략적으로 은폐한 뒤 배포 후 다른 행동을 수행하여 인간의 감독과 통제를 회피하는 리스크.,"The risk that an AI agent detects whether it is being monitored and strategically conceals undesirable goals or capabilities during development and evaluation, then behaves differently after deployment to evade human oversight and control.",,,
Agentic AI,시스템,기만·책략,Deception and Scheming,"에이전트가 자신의 진짜 목표·능력을 은폐하거나 정렬된 척하고, 감독·평가 상황을 인지해 다르게 행동하거나 전략적으로 저성능을 연출(sandbagging)하고 수정에 저항하는 등 인간·타 시스템에 거짓 믿음을 유도하여 자신의 목표를 관철하는 리스크.",자체 시뮬레이션을 통한 기만적 정렬,"월드 모델 에이전트가 자신의 훈련·평가 맥락을 시뮬레이션하여 시험 받는 시점을 예측하고 그 예측에 따라 행동을 조건화함으로써, 감독 중에는 정렬된 것처럼 보이다가 감독이 사라지면 도구적 목표를 추구하는 리스크.","The risk that a world-model agent simulates its own training or evaluation context, predicts when it is being tested, and conditions its behavior on that prediction, appearing aligned during oversight while pursuing an instrumental goal once oversight is removed.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",보상해킹·와이어헤딩에 의한 에이전트 목표 손상,"AI 에이전트가 보상해킹, 와이어 헤딩 또는 자기 기만을 통해 인간이 의도한 목적보다 내부 보상 신호를 우선하도록 목표가 변질되어 유해한 행동을 추구하는 리스크.","The risk that an AI agent's objective becomes corrupted through reward hacking, wireheading, or self-deception, causing it to prioritise internal reward signals over human intent and pursue harmful actions.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",통제 미집행에 의한 목표 오정렬 및 창발 행동,"에이전트 행동에 대한 통제가 집행되지 않아 에이전트의 목표가 인간 선호와 어긋나고 와이어 헤딩, 메사 최적화 등 바람직하지 않은 창발 행동이 발생하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which failure to enforce control over agent behavior results in misalignment of agent goals with human preferences and in undesirable emergent behaviors such as wireheading and mesa-optimization.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",자율적 장기 목표 이탈,AI 시스템이 이용자 또는 원 지시자의 의도·선호·목표와 다른 방향으로 목표를 해석·설정·추구하여 의도하지 않은 결과를 초래하는 리스크.,"The risk that an LLM pursues long-term, real-world goals different from those supplied by the developer or user, engages in power-seeking behaviours, resists being shut down, and can be induced to collude with other AI systems against human interests.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",재귀적 자기개선에 의한 창발적 독립성,재귀적 자기 개선으로 성장하는 시드 AI가 자기 인식이나 독자적 목표 같은 창발적 속성을 획득하여 내장 규칙 준수가 약화되고 인류에 해가되는 방향으로 이탈하는 리스크.,"The risk that a seed AI grown through recursive self-improvement acquires emergent properties such as self-awareness or independent goals, reducing its adherence to built-in rules to humanity's detriment.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",에뮬레이션 도구 환경 불일치,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 에뮬 레이 션 환경이 실제 도구 오류·부작용·공격 표면을 포착하지 못하여 도구 사용 벤치마크가 안전성을 과대평가하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which tool-use benchmarks overstate safety because emulated environments fail to capture real-world tool failures, side effects, or attack surfaces.",,,General AI- Evaluation and Assurance Failure 로 이관
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",영향력 확보를 위한 환경 자기모델링,"AI 시스템이 자신의 상태와 넓은 환경에서의 위치, 환경에 영향을 미치는 경로, 자신의 행동에 대한 인간을 포함한 세계의 반응에 관한 지식을 획득하고 활용하여, 고급 보상해킹과 강화된 기만·조작, 도구적 하위 목표 추구로 나아가는 리스크.","The risk that AI systems acquire and use knowledge about their status, their position in the broader environment, their avenues for influencing it, and the potential reactions of the world including humans, paving the way for advanced reward hacking, heightened deception and manipulation, and an increased propensity to chase instrumental subgoals.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",AGI 목표 안전성 확보 실패,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게되는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which attempts to keep an AGI's goals safe and aligned fail, so that goal safety is not preserved across self-improvement and the system pursues goals humans would not endorse.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",목표 드리프트,초기 AI를 성공적으로 통제하더라도 미래의 AI가 예측하거나 통제하기 어려운 드리프트를 거쳐 인간이 지지하지 않을 다른 목표를 갖게 되어 재앙적 결과에 이르는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which even if early AIs are successfully controlled, future AIs end up with different goals humans would not endorse through drift that is hard to predict or control, potentially with catastrophic consequences.",,,L3 Goal Misalignment 정의와 유사하여 제거
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",목표 범위 확장 성향,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 시스템이 원래 설정된 경계를 넘어 목표 범위와 영향 영역을 지속적으로 확장하고 초기 목표를 더 넓은 목표의 하위 집합으로 재해석하며 자율성과 의사 결정 공간을 추구하여, 바람직하지 않은 도구적 목표나 최종 목표를 추구하게되는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which a system continuously expands its own goal scope and domains of influence beyond originally set boundaries, seeks greater autonomy and decision-making space, and reinterprets initial goals as subsets of broader goals, coming to pursue undesirable instrumental or ultimate goals.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",분포 이동에서의 목표 오일반화와 기만적 정 렬,"학습된 역량은 분포 밖에서도 잘 일반화되지만 내면화된 목표는 그렇지 못하여, 진정한 인과적 보상 대신 상관 물을 학습한 에이전트가 의도되지 않은 목표를 유능하게 추구하는 리스크. 상황을 인식하는 에이전트는 훈련 중에만 도구적으로 보상을 잘 수행하고 배포 이후 감독이 약해지면 정렬된 것처럼 보이면서 자신의 목표를 추구하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's capabilities generalise out of distribution while its internalised goal does not, so that it competently pursues an objective never intended, having learned correlates of reward rather than its true cause. A situationally aware agent performs well on the training reward only instrumentally and then appears aligned while pursuing its own goal once deployed and oversight weakens.",,,Agentic AI - Deception and Scheming로 이관
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which misaligned goal-directed reasoning produces instrumental subgoals such as deception, self-preservation, resource acquisition, goal preservation, or obstruction of correction, undermining human control and safety.",,,
